# _root_ A widening of that magnitude , said one New York trader , is `` not a favorable number ... .
#goldHeads=2,13,2,5,3,7,0,11,11,11,7,13,7,18,18,18,18,13,13,13,
#predictedHeads=2,7,2,5,3,7,0,11,11,11,13,7,7,13,13,18,18,13,7,7,
(7,7),(7,9),(7,13),-0.0947479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.187371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,15),-0.0849041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,18),-0.0611506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),-0.116785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,20),0.0781301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,21),-0.0892832 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.0579396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,12),-0.0891131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.0944582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.186925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,15),-0.0831935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,18),-0.0597017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,19),-0.116314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,20),0.0790425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,21),-0.0266751 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,12),0.0384214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,13),-0.0701696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,14),-0.137031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,15),-0.055471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,18),-0.0761658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,19),-0.0778421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,20),0.0259589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,21),-0.0249669 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.116215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,14),0.00161635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,15),-0.152535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,18),-0.338318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,19),-0.0423349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,20),-0.0795395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,21),-0.0711 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.153378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,15),-0.120552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,18),-0.10685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,19),0.0426158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,20),0.189624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,21),0.0376257 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,15),-0.106338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,18),-0.124635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,19),-0.108178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,20),-0.0465476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,21),-0.304449 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,15),(7,18),-0.0930087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,19),-0.125389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,20),-0.0783386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,15),(7,21),-0.103301 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,18),(7,19),-0.0791227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,20),-0.000995742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,18),(7,21),-0.0617138 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,19),(7,20),-0.0256973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,19),(7,21),-0.164262 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,20),(7,21),-0.123289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0938532 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.111568 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0628282 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0668949 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.0939334 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,15),-0.102718 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,18),-0.111769 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.0852891 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,20),-0.0671107 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,21),-0.110385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.111568 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,12),-0.0628263 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0668947 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0939334 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,15),-0.102718 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,18),-0.111769 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,19),-0.0852891 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,20),-0.067117 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,21),-0.110385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,12),-0.0421522 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,13),-0.0641437 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,14),-0.0939293 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,15),-0.104897 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,18),-0.115663 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,19),-0.0885052 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,20),-0.138005 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,21),-0.103778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.0473295 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.0989337 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,15),-0.071828 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,18),-0.127613 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,19),-0.0897694 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,20),-0.119563 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,21),-0.210007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),-0.0939193 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,15),-0.102702 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,18),-0.110844 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.0848871 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,20),-0.129377 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,21),-0.113905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,15),-0.102702 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,18),-0.112972 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,19),-0.0848855 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,20),-0.117114 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,21),-0.121401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,15),(7,18),-0.114279 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,19),-0.0857896 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,20),-0.131586 # DEPENDENCYPART_TRISIBL
(7,8),(7,15),(7,21),-0.109413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,18),(7,19),-0.0885052 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,20),-0.138054 # DEPENDENCYPART_TRISIBL
(7,8),(7,18),(7,21),-0.103793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,19),(7,20),-0.110827 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,21),-0.133528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,20),(7,21),-0.1227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.15633 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,12),-0.0673567 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0982142 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.0710023 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,15),-0.0771885 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,18),-0.151044 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,19),-0.0964212 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,20),-0.063489 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,21),-0.117526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,12),-0.0306574 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,13),-0.101888 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,14),-0.0688767 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,15),-0.084247 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,18),-0.158604 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,19),-0.0950686 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,20),-0.0564344 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,21),-0.0675653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0604304 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.036326 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,15),-0.0399183 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,18),-0.168476 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,19),-0.100239 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,20),-0.0874092 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,21),-0.018269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),-0.0692088 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,15),-0.0780076 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,18),-0.146276 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.0885475 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,20),-0.0238006 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,21),-0.0624018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,15),-0.0773905 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,18),-0.145862 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.0884132 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,20),-0.0704152 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,21),-0.0944986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,15),(7,18),-0.153573 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,19),-0.0883542 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,20),-0.0781436 # DEPENDENCYPART_TRISIBL
(7,9),(7,15),(7,21),-0.0962296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,18),(7,19),-0.0950686 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,20),-0.0561931 # DEPENDENCYPART_TRISIBL
(7,9),(7,18),(7,21),-0.0689959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,19),(7,20),-0.0692573 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,21),-0.139435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,20),(7,21),-0.107549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,12),-0.0281337 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,13),-0.101129 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,14),-0.0689241 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,15),-0.0794675 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,18),-0.157594 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,19),-0.0950105 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,20),-0.0670425 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,21),-0.0405025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0589278 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),-0.0364215 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,15),-0.0355976 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,18),-0.166479 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,19),-0.100293 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,20),-0.098407 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,21),0.0291036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),-0.0692563 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,15),-0.0732327 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,18),-0.145161 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,19),-0.0884894 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,20),-0.0347982 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,21),-0.0347893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,15),-0.0726156 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,18),-0.144747 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,19),-0.0883551 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,20),-0.081413 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,21),-0.0667983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,15),(7,18),-0.152457 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,19),-0.0882961 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,20),-0.089155 # DEPENDENCYPART_TRISIBL
(7,10),(7,15),(7,21),-0.0717324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,18),(7,19),-0.0950105 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,20),-0.0668012 # DEPENDENCYPART_TRISIBL
(7,10),(7,18),(7,21),-0.0419332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,19),(7,20),-0.0802552 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,21),-0.109729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,20),(7,21),-0.0775042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,12),(7,13),0.0193019 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,14),-0.0970376 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,15),-0.000233348 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,18),-0.138379 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,19),-0.0730761 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,20),-0.0443092 # DEPENDENCYPART_TRISIBL
(7,11),(7,12),(7,21),-0.120654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,13),(7,14),-0.0634844 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,15),-0.0643232 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,18),-0.160714 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,19),-0.0824617 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,20),-0.0643842 # DEPENDENCYPART_TRISIBL
(7,11),(7,13),(7,21),-0.0362216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,15),-0.0567346 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,18),-0.151252 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,19),-0.0825002 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,20),-0.0760472 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,21),-0.108964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,15),(7,18),-0.188301 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,19),-0.0759932 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,20),-0.0897781 # DEPENDENCYPART_TRISIBL
(7,11),(7,15),(7,21),-0.0828962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,18),(7,19),-0.0898486 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,20),-0.0896577 # DEPENDENCYPART_TRISIBL
(7,11),(7,18),(7,21),-0.11457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,19),(7,20),-0.100382 # DEPENDENCYPART_TRISIBL
(7,11),(7,19),(7,21),-0.111965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,20),(7,21),-0.0405031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.0708446 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,15),-0.0458986 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,18),-0.0784788 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,19),-0.0433441 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,20),-0.162696 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,21),0.16665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,15),-0.0554751 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,18),-0.0975339 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,19),-0.0356946 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,20),-0.117555 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,21),-0.0524068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,15),(7,18),-0.0234608 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,19),-0.00547112 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,20),-0.0750227 # DEPENDENCYPART_TRISIBL
(7,12),(7,15),(7,21),0.0224488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,18),(7,19),0.00822194 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,20),-0.0453154 # DEPENDENCYPART_TRISIBL
(7,12),(7,18),(7,21),-0.0411172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,19),(7,20),-0.116466 # DEPENDENCYPART_TRISIBL
(7,12),(7,19),(7,21),-0.0921173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,20),(7,21),-0.179238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,15),-0.0738853 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,18),-0.051554 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,19),-0.101567 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,20),-0.0956948 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,21),-0.125007 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,15),(7,18),-0.0497349 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,19),-0.101379 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,20),-0.0986286 # DEPENDENCYPART_TRISIBL
(7,13),(7,15),(7,21),-0.130975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,18),(7,19),-0.10274 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,20),-0.085633 # DEPENDENCYPART_TRISIBL
(7,13),(7,18),(7,21),-0.0979892 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,19),(7,20),-0.036183 # DEPENDENCYPART_TRISIBL
(7,13),(7,19),(7,21),-0.139603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,20),(7,21),-0.0309635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,15),(7,18),-0.123323 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,19),-0.076537 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,20),0.0372041 # DEPENDENCYPART_TRISIBL
(7,14),(7,15),(7,21),-0.119846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,18),(7,19),-0.0779593 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,20),-0.00472481 # DEPENDENCYPART_TRISIBL
(7,14),(7,18),(7,21),-0.0422402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,19),(7,20),0.0015965 # DEPENDENCYPART_TRISIBL
(7,14),(7,19),(7,21),-0.103113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,20),(7,21),-0.150157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,18),(7,19),-0.0180238 # DEPENDENCYPART_TRISIBL
(7,15),(7,18),(7,20),-0.0990743 # DEPENDENCYPART_TRISIBL
(7,15),(7,18),(7,21),-0.0121086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,19),(7,20),-0.0794834 # DEPENDENCYPART_TRISIBL
(7,15),(7,19),(7,21),-0.0838066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,15),(7,20),(7,21),-0.0662556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,19),(7,20),-0.101506 # DEPENDENCYPART_TRISIBL
(7,18),(7,19),(7,21),-0.135885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,18),(7,20),(7,21),-0.0765696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,19),(7,20),(7,21),-0.0245618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.136507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.190923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.14472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.136161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.25082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.133792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,3),-0.0723619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.0388889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),0.102571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,3),-0.112341 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,2),-0.100189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),0.0380568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),0.0594478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.151143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,-1),0.106049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.0389195 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,3),0.110614 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.130848 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.00695766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,3),0.0133108 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,2),-0.130612 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.0357444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.122608 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),0.034199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,-1),-0.00715402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,3),-0.10058 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,2),-0.145641 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),0.0477563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.170832 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),0.0515757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,-1),-0.0272751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,3),(7,2),-0.091784 # DEPENDENCYPART_TRISIBL
(7,4),(7,3),(7,-1),-0.117032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,-1),-0.127137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,-1),-0.0374776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.200156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0921363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.176992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
