# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(3,4),(3,15),(3,18),-0.125965 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.161354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.136136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.100922 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),0.00312934 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0413333 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.123031 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),0.00312934 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0682755 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.124101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0102081 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0463914 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.119366 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.0102081 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0591321 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.113441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,11),-0.0573813 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.141373 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.0618015 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.104183 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.106691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,13),-0.0884109 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.0242618 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.0885839 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.127813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,15),0.00312934 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),-0.0682755 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),-0.124101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,18),-0.104183 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.106691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),0.0126735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),0.024806 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.0653136 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.201478 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),0.024806 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.0688235 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.188229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,11),-0.0681061 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.449387 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.00937971 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.0852657 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.107469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,13),-0.192552 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),0.0114182 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.103235 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.185849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,15),0.00741507 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.0973282 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,19),-0.271542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,18),-0.0852657 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,19),-0.107469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,19),-0.0730022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,11),-0.0845028 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0585186 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.103033 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.109868 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.335191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,13),-0.0804104 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,15),-0.0909616 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.102499 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,19),-0.211954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,15),-0.0878636 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,18),-0.11589 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,19),-0.147285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,18),-0.109868 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,19),-0.335191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,19),-0.189568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,13),0.00654364 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,15),0.247571 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,18),-0.0985221 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,19),-0.303325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,15),0.424381 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,18),-0.0577991 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,19),-0.0849154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,15),(3,18),-0.107189 # DEPENDENCYPART_TRISIBL
(3,8),(3,15),(3,19),-0.478631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,19),-0.412474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,15),-0.000805733 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,18),0.178947 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,19),-0.0518811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,15),(3,18),0.188402 # DEPENDENCYPART_TRISIBL
(3,11),(3,15),(3,19),-0.136227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,19),-0.176074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,15),(3,18),-0.0852657 # DEPENDENCYPART_TRISIBL
(3,13),(3,15),(3,19),-0.107469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,18),(3,19),-0.0730022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,18),(3,19),-0.412474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.124199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.308884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.157594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.115361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.186065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.222785 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0767892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.00187819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.222761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.0974463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,12),-0.174623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.186065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.222761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.0767892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,18),-0.213514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,19),-0.247831 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.226626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.213372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.0111546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.226602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.0814903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,12),-0.222839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.233705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.226602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.213372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,18),-0.20404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,19),-0.192469 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0920978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.0655998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.244297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.193565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,12),-0.23113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),-0.242815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.244297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.0920978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,18),-0.233804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,19),-0.166246 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.132004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.327044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.0608983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,12),-0.0728022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.08724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.327044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.0586863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,18),-0.319261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,19),-0.705972 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.239253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),-0.139889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,12),-0.198879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.209558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.239253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.121889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,18),-0.204508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,19),-0.161913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),-0.193273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,12),-0.23113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,13),-0.242815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.244297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.0924608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,18),-0.233804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,19),-0.166244 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,12),-0.146141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,13),-0.15093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),-0.221792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.136191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,18),-0.260907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,19),-0.262571 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,12),(4,13),-0.232645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,14),-0.224796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,15),-0.209557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,18),-0.203257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,12),(4,19),-0.183093 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,14),-0.226602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,15),-0.213372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,18),-0.20404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,19),-0.192469 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),-0.0924608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,18),-0.233804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,19),-0.166244 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,18),-0.319261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,19),-0.705972 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,19),-0.229148 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.101237 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),0.00193763 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0991968 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.101226 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.0418771 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,12),-0.122092 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.12305 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.101226 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,15),0.00193763 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,18),-0.0682768 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,19),-0.122198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0125865 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.102342 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.100074 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0471469 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,12),-0.11843 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.119385 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.100074 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,15),-0.0125865 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,18),-0.0591347 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,19),-0.111527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.107754 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.114928 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0579379 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,12),-0.140436 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.141392 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.114928 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,15),-0.0629916 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,18),-0.104185 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,19),-0.104777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0989106 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0499307 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,12),-0.117893 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.118848 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,14),-0.0989106 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,15),-0.00665382 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,18),-0.0687085 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,19),-0.118691 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0471469 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,12),-0.11843 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,13),-0.119385 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,14),-0.100074 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,15),-0.0125865 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,18),-0.0591347 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,19),-0.111527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,12),-0.0865824 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,13),-0.0884487 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,14),-0.100664 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,15),-0.0254518 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,18),-0.0885852 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,19),-0.126199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,12),(4,13),-0.123048 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,14),-0.100905 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,15),0.00213786 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,18),-0.0682768 # DEPENDENCYPART_TRISIBL
(4,5),(4,12),(4,19),-0.121582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,14),-0.101226 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,15),0.00193763 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,18),-0.0682768 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,19),-0.122198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,15),-0.0125865 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,18),-0.0591347 # DEPENDENCYPART_TRISIBL
(4,5),(4,14),(4,19),-0.111527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,15),(4,18),-0.104185 # DEPENDENCYPART_TRISIBL
(4,5),(4,15),(4,19),-0.104777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,18),(4,19),0.0168812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),0.0244839 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.110617 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.104421 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.0653145 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,12),-0.203664 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.203622 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,14),-0.104421 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,15),0.0244839 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,18),-0.0688249 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,19),-0.187013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.117218 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.114595 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.068107 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,12),-0.453716 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.453675 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.114595 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,15),-0.00954266 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,18),-0.085267 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,19),-0.104074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.103405 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.0664859 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,12),-0.204658 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,13),-0.204616 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,14),-0.103405 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,15),0.0143544 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,18),-0.0703281 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,19),-0.157186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0653092 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,12),-0.203664 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,13),-0.203622 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,14),-0.104421 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,15),0.024525 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,18),-0.0688249 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,19),-0.187013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,12),-0.196285 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,13),-0.194697 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,14),-0.106992 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,15),0.0112553 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,18),-0.103236 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,19),-0.184797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,12),(4,13),-0.20764 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,14),-0.103942 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,15),0.00740578 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,18),-0.0971684 # DEPENDENCYPART_TRISIBL
(4,6),(4,12),(4,19),-0.270309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,14),-0.103942 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,15),0.00725212 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,18),-0.0973295 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,19),-0.270325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,15),0.024525 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,18),-0.0688249 # DEPENDENCYPART_TRISIBL
(4,6),(4,14),(4,19),-0.187013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,15),(4,18),-0.085267 # DEPENDENCYPART_TRISIBL
(4,6),(4,15),(4,19),-0.104074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,18),(4,19),-0.0725373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),-0.0490501 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,10),0.236774 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0866022 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,12),-0.0597216 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,13),-0.0594092 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,14),0.236774 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,15),-0.103033 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,18),-0.109869 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,19),-0.335197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,10),-0.0487418 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,11),-0.0733877 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,12),-0.0942106 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,13),-0.0935485 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,14),-0.0487418 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,15),-0.0993341 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,18),-0.0954963 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,19),-0.188118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0546076 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,12),-0.090628 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,13),-0.0899668 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,14),-0.0619487 # DEPENDENCYPART_TRISIBL
