# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(27,22),(27,20),(27,13),-0.0734529 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,11),0.0102316 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,-1),-0.0732825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,17),(27,14),-0.00748189 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,13),-0.00818463 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,11),0.148486 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,-1),-0.140447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,14),(27,13),-0.00818463 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,11),0.148486 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,-1),-0.140447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,13),(27,11),0.154741 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,-1),-0.142665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,11),(27,-1),0.0401802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,20),(27,17),(27,14),-0.0752718 # DEPENDENCYPART_TRISIBL
(27,20),(27,17),(27,13),-0.0755889 # DEPENDENCYPART_TRISIBL
(27,20),(27,17),(27,11),-0.00484141 # DEPENDENCYPART_TRISIBL
(27,20),(27,17),(27,-1),-0.00877832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,20),(27,14),(27,13),-0.0755889 # DEPENDENCYPART_TRISIBL
(27,20),(27,14),(27,11),-0.00484141 # DEPENDENCYPART_TRISIBL
(27,20),(27,14),(27,-1),-0.00877832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,20),(27,13),(27,11),-0.00484141 # DEPENDENCYPART_TRISIBL
(27,20),(27,13),(27,-1),-0.00878194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,20),(27,11),(27,-1),0.0518236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,17),(27,14),(27,13),-0.00414858 # DEPENDENCYPART_TRISIBL
(27,17),(27,14),(27,11),0.058904 # DEPENDENCYPART_TRISIBL
(27,17),(27,14),(27,-1),-0.115528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,17),(27,13),(27,11),0.0624208 # DEPENDENCYPART_TRISIBL
(27,17),(27,13),(27,-1),-0.11566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,17),(27,11),(27,-1),-0.00736496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,14),(27,13),(27,11),0.0624212 # DEPENDENCYPART_TRISIBL
(27,14),(27,13),(27,-1),-0.118527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,14),(27,11),(27,-1),-0.0131289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,13),(27,11),(27,-1),0.0649779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,29),(28,30),-0.088175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,29),(28,31),-0.205722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,29),(28,33),-0.150891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,28),(28,30),(28,31),-0.127223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,30),(28,33),0.0754659 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,28),(28,31),(28,33),0.273698 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,29),(28,30),(28,31),-0.112564 # DEPENDENCYPART_TRISIBL
(28,29),(28,30),(28,33),-0.108941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,29),(28,31),(28,33),-0.158822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,30),(28,31),(28,33),-0.0510014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,27),(28,-1),-0.124099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,29),(30,-1),-0.20225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,31),(31,30),(31,29),-0.127195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,30),(31,27),-0.129508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,30),(31,26),-0.127445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,30),(31,24),-0.0938549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,30),(31,20),-0.139125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,30),(31,-1),-0.14726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,31),(31,29),(31,27),-0.140932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,29),(31,26),-0.291448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,29),(31,24),-0.187863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,29),(31,20),-0.143954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,29),(31,-1),-0.162327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,31),(31,27),(31,26),-0.017642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,27),(31,24),-0.0369561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,27),(31,20),-0.0108285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,27),(31,-1),-0.1278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,31),(31,26),(31,24),-0.0963182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,26),(31,20),-0.139113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,26),(31,-1),-0.150461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,31),(31,24),(31,20),-0.137462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(31,31),(31,24),(31,-1),-0.155191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,31),(31,20),(31,-1),-0.275656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,30),(31,29),(31,27),-0.115282 # DEPENDENCYPART_TRISIBL
(31,30),(31,29),(31,26),-0.0847044 # DEPENDENCYPART_TRISIBL
(31,30),(31,29),(31,24),-0.109434 # DEPENDENCYPART_TRISIBL
(31,30),(31,29),(31,20),-0.0882874 # DEPENDENCYPART_TRISIBL
(31,30),(31,29),(31,-1),0.0608916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,30),(31,27),(31,26),-0.0817139 # DEPENDENCYPART_TRISIBL
(31,30),(31,27),(31,24),-0.0143643 # DEPENDENCYPART_TRISIBL
(31,30),(31,27),(31,20),-0.0723089 # DEPENDENCYPART_TRISIBL
(31,30),(31,27),(31,-1),-0.137905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,30),(31,26),(31,24),-0.0372319 # DEPENDENCYPART_TRISIBL
(31,30),(31,26),(31,20),-0.0907185 # DEPENDENCYPART_TRISIBL
(31,30),(31,26),(31,-1),-0.0726555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,30),(31,24),(31,20),-0.0804319 # DEPENDENCYPART_TRISIBL
(31,30),(31,24),(31,-1),-0.0522897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,30),(31,20),(31,-1),-0.018167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,29),(31,27),(31,26),-0.184983 # DEPENDENCYPART_TRISIBL
(31,29),(31,27),(31,24),-0.139217 # DEPENDENCYPART_TRISIBL
(31,29),(31,27),(31,20),-0.0922384 # DEPENDENCYPART_TRISIBL
(31,29),(31,27),(31,-1),-0.142793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,29),(31,26),(31,24),-0.149803 # DEPENDENCYPART_TRISIBL
(31,29),(31,26),(31,20),-0.0925274 # DEPENDENCYPART_TRISIBL
(31,29),(31,26),(31,-1),-0.112599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,29),(31,24),(31,20),-0.0919558 # DEPENDENCYPART_TRISIBL
(31,29),(31,24),(31,-1),-0.208735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,29),(31,20),(31,-1),-0.15272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,27),(31,26),(31,24),0.0513517 # DEPENDENCYPART_TRISIBL
(31,27),(31,26),(31,20),-0.0873759 # DEPENDENCYPART_TRISIBL
(31,27),(31,26),(31,-1),-0.104089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,27),(31,24),(31,20),-0.0813825 # DEPENDENCYPART_TRISIBL
(31,27),(31,24),(31,-1),-0.153111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,27),(31,20),(31,-1),-0.147675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,26),(31,24),(31,20),-0.0802946 # DEPENDENCYPART_TRISIBL
(31,26),(31,24),(31,-1),-0.0510174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,26),(31,20),(31,-1),-0.0140174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(31,24),(31,20),(31,-1),-0.152589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.558269 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.159847 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.170519 # DEPENDENCYPART_HEADBIGRAM
(0,2),(19,1),0.171832 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.0453434 # DEPENDENCYPART_HEADBIGRAM
(0,3),(1,2),0.0785646 # DEPENDENCYPART_HEADBIGRAM
(0,3),(3,2),0.457152 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),0.170496 # DEPENDENCYPART_HEADBIGRAM
(0,3),(8,2),0.171425 # DEPENDENCYPART_HEADBIGRAM
(0,3),(12,2),0.17349 # DEPENDENCYPART_HEADBIGRAM
(0,3),(19,2),0.172216 # DEPENDENCYPART_HEADBIGRAM
(0,3),(20,2),0.174066 # DEPENDENCYPART_HEADBIGRAM
(0,5),(1,4),0.119623 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.107274 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.107274 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.112404 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),0.166778 # DEPENDENCYPART_HEADBIGRAM
(0,5),(8,4),0.169524 # DEPENDENCYPART_HEADBIGRAM
(0,5),(9,4),0.165424 # DEPENDENCYPART_HEADBIGRAM
(0,5),(12,4),0.171793 # DEPENDENCYPART_HEADBIGRAM
(0,5),(14,4),0.195557 # DEPENDENCYPART_HEADBIGRAM
(0,5),(19,4),0.171144 # DEPENDENCYPART_HEADBIGRAM
(0,19),(1,18),0.337037 # DEPENDENCYPART_HEADBIGRAM
(0,19),(2,18),0.331134 # DEPENDENCYPART_HEADBIGRAM
(0,19),(3,18),0.346281 # DEPENDENCYPART_HEADBIGRAM
(0,19),(5,18),0.138959 # DEPENDENCYPART_HEADBIGRAM
(0,19),(8,18),0.158319 # DEPENDENCYPART_HEADBIGRAM
(0,19),(12,18),0.0803 # DEPENDENCYPART_HEADBIGRAM
(0,19),(14,18),0.268989 # DEPENDENCYPART_HEADBIGRAM
(0,19),(15,18),0.260024 # DEPENDENCYPART_HEADBIGRAM
(0,19),(17,18),0.144974 # DEPENDENCYPART_HEADBIGRAM
(0,19),(19,18),0.364283 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.093482 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.268424 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.122411 # DEPENDENCYPART_HEADBIGRAM
(1,2),(19,1),0.261814 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0287559 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),-0.0166983 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.41694 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.166382 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.17032 # DEPENDENCYPART_HEADBIGRAM
(1,3),(12,2),0.165787 # DEPENDENCYPART_HEADBIGRAM
(1,3),(19,2),0.142064 # DEPENDENCYPART_HEADBIGRAM
(1,3),(20,2),0.173629 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.113807 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.154948 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.144031 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.171461 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.141099 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.163812 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.136953 # DEPENDENCYPART_HEADBIGRAM
(1,4),(12,3),0.168 # DEPENDENCYPART_HEADBIGRAM
(1,4),(19,3),0.151166 # DEPENDENCYPART_HEADBIGRAM
(1,4),(20,3),0.17837 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0968552 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.0686066 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.0686066 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.157276 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.174104 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.172301 # DEPENDENCYPART_HEADBIGRAM
(1,5),(9,4),0.172748 # DEPENDENCYPART_HEADBIGRAM
(1,5),(12,4),0.171946 # DEPENDENCYPART_HEADBIGRAM
(1,5),(14,4),0.176838 # DEPENDENCYPART_HEADBIGRAM
(1,5),(19,4),0.173465 # DEPENDENCYPART_HEADBIGRAM
(1,18),(9,17),0.187632 # DEPENDENCYPART_HEADBIGRAM
(1,18),(10,17),0.187632 # DEPENDENCYPART_HEADBIGRAM
(1,18),(12,17),0.132114 # DEPENDENCYPART_HEADBIGRAM
(1,18),(13,17),0.178186 # DEPENDENCYPART_HEADBIGRAM
(1,18),(14,17),0.177334 # DEPENDENCYPART_HEADBIGRAM
(1,18),(15,17),0.170812 # DEPENDENCYPART_HEADBIGRAM
(1,18),(16,17),0.251396 # DEPENDENCYPART_HEADBIGRAM
(1,18),(19,17),0.121091 # DEPENDENCYPART_HEADBIGRAM
(1,18),(20,17),0.166524 # DEPENDENCYPART_HEADBIGRAM
(1,18),(27,17),0.123417 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.256594 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.134112 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.0939366 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.12241 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.168951 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.151573 # DEPENDENCYPART_HEADBIGRAM
(2,3),(19,2),0.259845 # DEPENDENCYPART_HEADBIGRAM
(2,3),(20,2),0.183785 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.127415 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0477503 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0996297 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.171551 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.166202 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.169919 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.14298 # DEPENDENCYPART_HEADBIGRAM
(2,4),(12,3),0.173552 # DEPENDENCYPART_HEADBIGRAM
(2,4),(19,3),0.151905 # DEPENDENCYPART_HEADBIGRAM
(2,4),(20,3),0.179111 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0547305 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0605035 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.0686066 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.157276 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.174104 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.172301 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.172748 # DEPENDENCYPART_HEADBIGRAM
(2,5),(12,4),0.171946 # DEPENDENCYPART_HEADBIGRAM
(2,5),(14,4),0.176838 # DEPENDENCYPART_HEADBIGRAM
(2,5),(19,4),0.173465 # DEPENDENCYPART_HEADBIGRAM
(2,6),(0,5),-0.0642902 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0630989 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0786483 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.168641 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.168455 # DEPENDENCYPART_HEADBIGRAM
(2,6),(8,5),0.172375 # DEPENDENCYPART_HEADBIGRAM
(2,6),(14,5),0.173688 # DEPENDENCYPART_HEADBIGRAM
(2,6),(15,5),0.173687 # DEPENDENCYPART_HEADBIGRAM
(2,6),(19,5),0.177069 # DEPENDENCYPART_HEADBIGRAM
(2,6),(20,5),0.174295 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.0685228 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0684859 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.179614 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.174187 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.065312 # DEPENDENCYPART_HEADBIGRAM
(2,9),(3,8),0.0904375 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.0911375 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.127008 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.199836 # DEPENDENCYPART_HEADBIGRAM
(2,9),(12,8),0.172103 # DEPENDENCYPART_HEADBIGRAM
(2,9),(19,8),0.173325 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.0549593 # DEPENDENCYPART_HEADBIGRAM
(2,10),(3,9),0.0696082 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.0587034 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.061169 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.0604791 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0691654 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.166354 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.171545 # DEPENDENCYPART_HEADBIGRAM
(2,10),(19,9),0.181966 # DEPENDENCYPART_HEADBIGRAM
(2,10),(20,9),0.174238 # DEPENDENCYPART_HEADBIGRAM
(2,15),(6,14),0.053263 # DEPENDENCYPART_HEADBIGRAM
(2,15),(8,14),0.0679509 # DEPENDENCYPART_HEADBIGRAM
(2,15),(9,14),0.110483 # DEPENDENCYPART_HEADBIGRAM
(2,15),(10,14),0.110483 # DEPENDENCYPART_HEADBIGRAM
(2,15),(12,14),0.056423 # DEPENDENCYPART_HEADBIGRAM
(2,15),(15,14),0.223732 # DEPENDENCYPART_HEADBIGRAM
(2,15),(17,14),0.189819 # DEPENDENCYPART_HEADBIGRAM
(2,15),(19,14),0.141975 # DEPENDENCYPART_HEADBIGRAM
(2,15),(24,14),0.191276 # DEPENDENCYPART_HEADBIGRAM
(2,15),(27,14),0.160111 # DEPENDENCYPART_HEADBIGRAM
(2,16),(2,15),0.123077 # DEPENDENCYPART_HEADBIGRAM
(2,16),(6,15),0.00577475 # DEPENDENCYPART_HEADBIGRAM
(2,16),(8,15),0.0766237 # DEPENDENCYPART_HEADBIGRAM
(2,16),(9,15),0.00264483 # DEPENDENCYPART_HEADBIGRAM
(2,16),(10,15),-0.0189111 # DEPENDENCYPART_HEADBIGRAM
(2,16),(12,15),0.0550205 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.0594604 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.059491 # DEPENDENCYPART_HEADBIGRAM
(2,16),(17,15),0.161006 # DEPENDENCYPART_HEADBIGRAM
(2,16),(19,15),0.163809 # DEPENDENCYPART_HEADBIGRAM
(2,18),(9,17),0.187813 # DEPENDENCYPART_HEADBIGRAM
(2,18),(10,17),0.187813 # DEPENDENCYPART_HEADBIGRAM
(2,18),(12,17),0.13209 # DEPENDENCYPART_HEADBIGRAM
(2,18),(13,17),0.176276 # DEPENDENCYPART_HEADBIGRAM
(2,18),(14,17),0.175424 # DEPENDENCYPART_HEADBIGRAM
(2,18),(15,17),0.168902 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.251577 # DEPENDENCYPART_HEADBIGRAM
(2,18),(19,17),0.12109 # DEPENDENCYPART_HEADBIGRAM
(2,18),(20,17),0.166524 # DEPENDENCYPART_HEADBIGRAM
(2,18),(27,17),0.122914 # DEPENDENCYPART_HEADBIGRAM
(2,32),(19,31),0.0100964 # DEPENDENCYPART_HEADBIGRAM
(2,32),(20,31),0.00609451 # DEPENDENCYPART_HEADBIGRAM
(2,32),(23,31),0.0977625 # DEPENDENCYPART_HEADBIGRAM
(2,32),(24,31),0.109886 # DEPENDENCYPART_HEADBIGRAM
(2,32),(27,31),0.0232694 # DEPENDENCYPART_HEADBIGRAM
(2,32),(28,31),-0.000643063 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.143356 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.222531 # DEPENDENCYPART_HEADBIGRAM
(3,2),(5,1),0.0870144 # DEPENDENCYPART_HEADBIGRAM
(3,2),(19,1),0.0499078 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.19401 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),0.00733056 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.00414229 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),0.140772 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.0463387 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.0210213 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.071489 # DEPENDENCYPART_HEADBIGRAM
(3,4),(12,3),0.299978 # DEPENDENCYPART_HEADBIGRAM
(3,4),(19,3),0.317261 # DEPENDENCYPART_HEADBIGRAM
(3,4),(20,3),0.306123 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0629861 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0575183 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0860462 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.155995 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.174076 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.173447 # DEPENDENCYPART_HEADBIGRAM
(3,5),(9,4),0.173894 # DEPENDENCYPART_HEADBIGRAM
(3,5),(12,4),0.172537 # DEPENDENCYPART_HEADBIGRAM
(3,5),(14,4),0.17743 # DEPENDENCYPART_HEADBIGRAM
(3,5),(19,4),0.17291 # DEPENDENCYPART_HEADBIGRAM
(3,6),(0,5),-0.0642902 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.0630989 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0630989 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0709125 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.168455 # DEPENDENCYPART_HEADBIGRAM
(3,6),(8,5),0.172375 # DEPENDENCYPART_HEADBIGRAM
(3,6),(14,5),0.173688 # DEPENDENCYPART_HEADBIGRAM
(3,6),(15,5),0.173687 # DEPENDENCYPART_HEADBIGRAM
(3,6),(19,5),0.177069 # DEPENDENCYPART_HEADBIGRAM
(3,6),(20,5),0.174295 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0598255 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.0597887 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.112908 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.173562 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0638663 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0890454 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0911375 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.127008 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.199836 # DEPENDENCYPART_HEADBIGRAM
(3,9),(12,8),0.172103 # DEPENDENCYPART_HEADBIGRAM
(3,9),(19,8),0.173325 # DEPENDENCYPART_HEADBIGRAM
(3,10),(2,9),-0.0624754 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.0549593 # DEPENDENCYPART_HEADBIGRAM
(3,10),(5,9),0.0587034 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.061169 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.0604791 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.0691654 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.166354 # DEPENDENCYPART_HEADBIGRAM
(3,10),(12,9),0.171545 # DEPENDENCYPART_HEADBIGRAM
(3,10),(19,9),0.181966 # DEPENDENCYPART_HEADBIGRAM
(3,10),(20,9),0.174238 # DEPENDENCYPART_HEADBIGRAM
(3,18),(9,17),0.187214 # DEPENDENCYPART_HEADBIGRAM
(3,18),(10,17),0.187214 # DEPENDENCYPART_HEADBIGRAM
(3,18),(12,17),0.132114 # DEPENDENCYPART_HEADBIGRAM
(3,18),(13,17),0.182461 # DEPENDENCYPART_HEADBIGRAM
(3,18),(14,17),0.181608 # DEPENDENCYPART_HEADBIGRAM
(3,18),(15,17),0.175087 # DEPENDENCYPART_HEADBIGRAM
(3,18),(16,17),0.250978 # DEPENDENCYPART_HEADBIGRAM
(3,18),(19,17),0.121088 # DEPENDENCYPART_HEADBIGRAM
(3,18),(20,17),0.166524 # DEPENDENCYPART_HEADBIGRAM
(3,18),(27,17),0.123417 # DEPENDENCYPART_HEADBIGRAM
(3,32),(19,31),0.0100964 # DEPENDENCYPART_HEADBIGRAM
(3,32),(20,31),0.00609451 # DEPENDENCYPART_HEADBIGRAM
(3,32),(23,31),0.0977625 # DEPENDENCYPART_HEADBIGRAM
(3,32),(24,31),0.110352 # DEPENDENCYPART_HEADBIGRAM
(3,32),(27,31),0.0232694 # DEPENDENCYPART_HEADBIGRAM
(3,32),(28,31),0.000699566 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.339613 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.339781 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.155426 # DEPENDENCYPART_HEADBIGRAM
