# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(29,27),(29,22),(29,20),-0.0586448 # DEPENDENCYPART_TRISIBL
(29,27),(29,22),(29,18),-0.101991 # DEPENDENCYPART_TRISIBL
(29,27),(29,22),(29,-1),-0.163952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,27),(29,20),(29,18),-0.0973972 # DEPENDENCYPART_TRISIBL
(29,27),(29,20),(29,-1),-0.181983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,27),(29,18),(29,-1),-0.157999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,26),(29,25),(29,24),0.185162 # DEPENDENCYPART_TRISIBL
(29,26),(29,25),(29,23),-0.155602 # DEPENDENCYPART_TRISIBL
(29,26),(29,25),(29,22),-0.0722878 # DEPENDENCYPART_TRISIBL
(29,26),(29,25),(29,20),-0.0924837 # DEPENDENCYPART_TRISIBL
(29,26),(29,25),(29,18),-0.0679252 # DEPENDENCYPART_TRISIBL
(29,26),(29,25),(29,-1),-0.234499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,26),(29,24),(29,23),-0.103089 # DEPENDENCYPART_TRISIBL
(29,26),(29,24),(29,22),-0.0786721 # DEPENDENCYPART_TRISIBL
(29,26),(29,24),(29,20),-0.0393139 # DEPENDENCYPART_TRISIBL
(29,26),(29,24),(29,18),-0.0741447 # DEPENDENCYPART_TRISIBL
(29,26),(29,24),(29,-1),-0.149834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,26),(29,23),(29,22),-0.105607 # DEPENDENCYPART_TRISIBL
(29,26),(29,23),(29,20),-0.0374884 # DEPENDENCYPART_TRISIBL
(29,26),(29,23),(29,18),-0.0999876 # DEPENDENCYPART_TRISIBL
(29,26),(29,23),(29,-1),-0.201175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,26),(29,22),(29,20),-0.00643976 # DEPENDENCYPART_TRISIBL
(29,26),(29,22),(29,18),-0.0600075 # DEPENDENCYPART_TRISIBL
(29,26),(29,22),(29,-1),-0.174106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,26),(29,20),(29,18),-0.0119563 # DEPENDENCYPART_TRISIBL
(29,26),(29,20),(29,-1),-0.138291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,26),(29,18),(29,-1),-0.159808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,25),(29,24),(29,23),0.00261363 # DEPENDENCYPART_TRISIBL
(29,25),(29,24),(29,22),-0.0243559 # DEPENDENCYPART_TRISIBL
(29,25),(29,24),(29,20),-0.0874646 # DEPENDENCYPART_TRISIBL
(29,25),(29,24),(29,18),-0.0226633 # DEPENDENCYPART_TRISIBL
(29,25),(29,24),(29,-1),-0.0659125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,25),(29,23),(29,22),0.191648 # DEPENDENCYPART_TRISIBL
(29,25),(29,23),(29,20),-0.0962729 # DEPENDENCYPART_TRISIBL
(29,25),(29,23),(29,18),0.194198 # DEPENDENCYPART_TRISIBL
(29,25),(29,23),(29,-1),-0.243226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,25),(29,22),(29,20),-0.110489 # DEPENDENCYPART_TRISIBL
(29,25),(29,22),(29,18),-0.0503109 # DEPENDENCYPART_TRISIBL
(29,25),(29,22),(29,-1),-0.19915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,25),(29,20),(29,18),-0.0541089 # DEPENDENCYPART_TRISIBL
(29,25),(29,20),(29,-1),-0.199024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,25),(29,18),(29,-1),-0.191444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,24),(29,23),(29,22),-0.0559265 # DEPENDENCYPART_TRISIBL
(29,24),(29,23),(29,20),-0.0785444 # DEPENDENCYPART_TRISIBL
(29,24),(29,23),(29,18),-0.0563882 # DEPENDENCYPART_TRISIBL
(29,24),(29,23),(29,-1),-0.0757606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,24),(29,22),(29,20),-0.0966836 # DEPENDENCYPART_TRISIBL
(29,24),(29,22),(29,18),-0.0775846 # DEPENDENCYPART_TRISIBL
(29,24),(29,22),(29,-1),-0.093227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,24),(29,20),(29,18),-0.0561692 # DEPENDENCYPART_TRISIBL
(29,24),(29,20),(29,-1),-0.106047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,24),(29,18),(29,-1),-0.0719671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,23),(29,22),(29,20),-0.152315 # DEPENDENCYPART_TRISIBL
(29,23),(29,22),(29,18),-0.16061 # DEPENDENCYPART_TRISIBL
(29,23),(29,22),(29,-1),-0.332545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,23),(29,20),(29,18),-0.13708 # DEPENDENCYPART_TRISIBL
(29,23),(29,20),(29,-1),-0.226315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,23),(29,18),(29,-1),-0.33269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,22),(29,20),(29,18),-0.0112454 # DEPENDENCYPART_TRISIBL
(29,22),(29,20),(29,-1),-0.11682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,22),(29,18),(29,-1),-0.131202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,20),(29,18),(29,-1),-0.188829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.557436 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.159847 # DEPENDENCYPART_HEADBIGRAM
(0,2),(5,1),0.158006 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.158006 # DEPENDENCYPART_HEADBIGRAM
(0,2),(7,1),0.171987 # DEPENDENCYPART_HEADBIGRAM
(0,2),(11,1),0.171987 # DEPENDENCYPART_HEADBIGRAM
(0,2),(13,1),0.171832 # DEPENDENCYPART_HEADBIGRAM
(0,2),(16,1),0.169845 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.0453434 # DEPENDENCYPART_HEADBIGRAM
(0,3),(1,2),0.0785646 # DEPENDENCYPART_HEADBIGRAM
(0,3),(3,2),0.506417 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),0.157983 # DEPENDENCYPART_HEADBIGRAM
(0,3),(6,2),0.157983 # DEPENDENCYPART_HEADBIGRAM
(0,3),(7,2),0.168521 # DEPENDENCYPART_HEADBIGRAM
(0,3),(11,2),0.171516 # DEPENDENCYPART_HEADBIGRAM
(0,3),(13,2),0.172216 # DEPENDENCYPART_HEADBIGRAM
(0,3),(16,2),0.170229 # DEPENDENCYPART_HEADBIGRAM
(0,3),(22,2),0.172089 # DEPENDENCYPART_HEADBIGRAM
(0,13),(1,12),0.33423 # DEPENDENCYPART_HEADBIGRAM
(0,13),(2,12),0.277335 # DEPENDENCYPART_HEADBIGRAM
(0,13),(3,12),0.27544 # DEPENDENCYPART_HEADBIGRAM
(0,13),(5,12),0.274707 # DEPENDENCYPART_HEADBIGRAM
(0,13),(6,12),0.258628 # DEPENDENCYPART_HEADBIGRAM
(0,13),(7,12),0.199499 # DEPENDENCYPART_HEADBIGRAM
(0,13),(8,12),0.11956 # DEPENDENCYPART_HEADBIGRAM
(0,13),(11,12),0.0774597 # DEPENDENCYPART_HEADBIGRAM
(0,13),(13,12),0.51469 # DEPENDENCYPART_HEADBIGRAM
(0,13),(16,12),0.135091 # DEPENDENCYPART_HEADBIGRAM
(0,16),(2,15),0.0127059 # DEPENDENCYPART_HEADBIGRAM
(0,16),(3,15),0.0127059 # DEPENDENCYPART_HEADBIGRAM
(0,16),(7,15),0.00348642 # DEPENDENCYPART_HEADBIGRAM
(0,16),(8,15),-0.00149986 # DEPENDENCYPART_HEADBIGRAM
(0,16),(11,15),0.00252362 # DEPENDENCYPART_HEADBIGRAM
(0,16),(13,15),-0.0265647 # DEPENDENCYPART_HEADBIGRAM
(0,16),(16,15),0.274731 # DEPENDENCYPART_HEADBIGRAM
(0,16),(18,15),0.139439 # DEPENDENCYPART_HEADBIGRAM
(0,16),(22,15),0.136866 # DEPENDENCYPART_HEADBIGRAM
(0,16),(26,15),0.139668 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.0936732 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.267168 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.0964898 # DEPENDENCYPART_HEADBIGRAM
(1,2),(6,1),0.088662 # DEPENDENCYPART_HEADBIGRAM
(1,2),(7,1),0.153342 # DEPENDENCYPART_HEADBIGRAM
(1,2),(11,1),0.160191 # DEPENDENCYPART_HEADBIGRAM
(1,2),(13,1),0.302211 # DEPENDENCYPART_HEADBIGRAM
(1,2),(16,1),0.20558 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0282207 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),-0.032054 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.424835 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.187806 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.187196 # DEPENDENCYPART_HEADBIGRAM
(1,3),(7,2),0.161377 # DEPENDENCYPART_HEADBIGRAM
(1,3),(11,2),0.159809 # DEPENDENCYPART_HEADBIGRAM
(1,3),(13,2),0.137092 # DEPENDENCYPART_HEADBIGRAM
(1,3),(16,2),0.190103 # DEPENDENCYPART_HEADBIGRAM
(1,3),(22,2),0.159539 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.113832 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.133399 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.154143 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.102809 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.128492 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0815399 # DEPENDENCYPART_HEADBIGRAM
(1,4),(11,3),0.114623 # DEPENDENCYPART_HEADBIGRAM
(1,4),(13,3),0.131248 # DEPENDENCYPART_HEADBIGRAM
(1,4),(16,3),0.156418 # DEPENDENCYPART_HEADBIGRAM
(1,4),(23,3),0.156348 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.158902 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.12631 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.12631 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.167572 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.203831 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.257847 # DEPENDENCYPART_HEADBIGRAM
(1,5),(11,4),0.250744 # DEPENDENCYPART_HEADBIGRAM
(1,5),(13,4),0.205603 # DEPENDENCYPART_HEADBIGRAM
(1,5),(16,4),0.202696 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0329773 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0874052 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.100617 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.370283 # DEPENDENCYPART_HEADBIGRAM
(1,6),(7,5),0.162992 # DEPENDENCYPART_HEADBIGRAM
(1,6),(11,5),0.159336 # DEPENDENCYPART_HEADBIGRAM
(1,6),(13,5),0.136902 # DEPENDENCYPART_HEADBIGRAM
(1,6),(16,5),0.190486 # DEPENDENCYPART_HEADBIGRAM
(1,7),(1,6),0.0907464 # DEPENDENCYPART_HEADBIGRAM
(1,7),(2,6),0.0726137 # DEPENDENCYPART_HEADBIGRAM
(1,7),(3,6),0.0726137 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.0485584 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.236491 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.157337 # DEPENDENCYPART_HEADBIGRAM
(1,7),(10,6),0.174273 # DEPENDENCYPART_HEADBIGRAM
(1,7),(11,6),0.173198 # DEPENDENCYPART_HEADBIGRAM
(1,7),(13,6),0.170714 # DEPENDENCYPART_HEADBIGRAM
(1,7),(16,6),0.17135 # DEPENDENCYPART_HEADBIGRAM
(1,8),(1,7),0.050284 # DEPENDENCYPART_HEADBIGRAM
(1,8),(2,7),0.100757 # DEPENDENCYPART_HEADBIGRAM
(1,8),(3,7),0.1011 # DEPENDENCYPART_HEADBIGRAM
(1,8),(5,7),0.0980824 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.099026 # DEPENDENCYPART_HEADBIGRAM
(1,8),(10,7),0.156784 # DEPENDENCYPART_HEADBIGRAM
(1,8),(11,7),0.154294 # DEPENDENCYPART_HEADBIGRAM
(1,8),(13,7),0.169896 # DEPENDENCYPART_HEADBIGRAM
(1,8),(16,7),0.170859 # DEPENDENCYPART_HEADBIGRAM
(1,8),(22,7),0.169665 # DEPENDENCYPART_HEADBIGRAM
(1,11),(3,10),0.0679263 # DEPENDENCYPART_HEADBIGRAM
(1,11),(7,10),0.0617209 # DEPENDENCYPART_HEADBIGRAM
(1,11),(8,10),0.142334 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.0831143 # DEPENDENCYPART_HEADBIGRAM
(1,11),(11,10),0.152575 # DEPENDENCYPART_HEADBIGRAM
(1,11),(13,10),0.164302 # DEPENDENCYPART_HEADBIGRAM
(1,11),(15,10),0.162175 # DEPENDENCYPART_HEADBIGRAM
(1,11),(16,10),0.171028 # DEPENDENCYPART_HEADBIGRAM
(1,12),(1,11),0.146629 # DEPENDENCYPART_HEADBIGRAM
(1,12),(2,11),0.0778824 # DEPENDENCYPART_HEADBIGRAM
(1,12),(3,11),0.0780783 # DEPENDENCYPART_HEADBIGRAM
(1,12),(6,11),0.0854996 # DEPENDENCYPART_HEADBIGRAM
(1,12),(7,11),0.0844245 # DEPENDENCYPART_HEADBIGRAM
(1,12),(8,11),0.197943 # DEPENDENCYPART_HEADBIGRAM
(1,12),(9,11),0.102824 # DEPENDENCYPART_HEADBIGRAM
(1,12),(13,11),0.0973393 # DEPENDENCYPART_HEADBIGRAM
(1,12),(15,11),0.158789 # DEPENDENCYPART_HEADBIGRAM
(1,12),(16,11),0.141881 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.256594 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.132673 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.0935611 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.0977941 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.0899663 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.11372 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.160204 # DEPENDENCYPART_HEADBIGRAM
(2,3),(13,2),0.294521 # DEPENDENCYPART_HEADBIGRAM
(2,3),(16,2),0.205588 # DEPENDENCYPART_HEADBIGRAM
(2,3),(22,2),0.175728 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.127417 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0377535 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0660558 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.127787 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.134346 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.0875613 # DEPENDENCYPART_HEADBIGRAM
(2,4),(11,3),0.120216 # DEPENDENCYPART_HEADBIGRAM
(2,4),(13,3),0.136833 # DEPENDENCYPART_HEADBIGRAM
(2,4),(16,3),0.157175 # DEPENDENCYPART_HEADBIGRAM
(2,4),(23,3),0.157088 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0415546 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.349911 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.12631 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.167562 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.203831 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.257847 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.250743 # DEPENDENCYPART_HEADBIGRAM
(2,5),(13,4),0.205595 # DEPENDENCYPART_HEADBIGRAM
(2,5),(16,4),0.202696 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0403683 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0357647 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.100608 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.370055 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.162992 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.159336 # DEPENDENCYPART_HEADBIGRAM
(2,6),(13,5),0.136902 # DEPENDENCYPART_HEADBIGRAM
(2,6),(16,5),0.190482 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0687255 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.09079 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.0589741 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0822178 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.254447 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.157648 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.173988 # DEPENDENCYPART_HEADBIGRAM
(2,7),(11,6),0.172914 # DEPENDENCYPART_HEADBIGRAM
(2,7),(13,6),0.170309 # DEPENDENCYPART_HEADBIGRAM
(2,7),(16,6),0.170945 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.070227 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0514325 # DEPENDENCYPART_HEADBIGRAM
(2,8),(3,7),0.1011 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.0980824 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.099026 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.156784 # DEPENDENCYPART_HEADBIGRAM
(2,8),(11,7),0.154294 # DEPENDENCYPART_HEADBIGRAM
(2,8),(13,7),0.169896 # DEPENDENCYPART_HEADBIGRAM
(2,8),(16,7),0.170859 # DEPENDENCYPART_HEADBIGRAM
(2,8),(22,7),0.169665 # DEPENDENCYPART_HEADBIGRAM
(2,11),(3,10),0.0679263 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.0617209 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.142334 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.0831143 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.152575 # DEPENDENCYPART_HEADBIGRAM
(2,11),(13,10),0.164302 # DEPENDENCYPART_HEADBIGRAM
(2,11),(15,10),0.162175 # DEPENDENCYPART_HEADBIGRAM
(2,11),(16,10),0.171028 # DEPENDENCYPART_HEADBIGRAM
(2,12),(1,11),-0.0755901 # DEPENDENCYPART_HEADBIGRAM
(2,12),(2,11),0.222158 # DEPENDENCYPART_HEADBIGRAM
(2,12),(3,11),0.0664188 # DEPENDENCYPART_HEADBIGRAM
(2,12),(6,11),0.110438 # DEPENDENCYPART_HEADBIGRAM
(2,12),(7,11),0.109363 # DEPENDENCYPART_HEADBIGRAM
(2,12),(8,11),0.222881 # DEPENDENCYPART_HEADBIGRAM
(2,12),(9,11),0.107764 # DEPENDENCYPART_HEADBIGRAM
(2,12),(13,11),0.0927367 # DEPENDENCYPART_HEADBIGRAM
(2,12),(15,11),0.150907 # DEPENDENCYPART_HEADBIGRAM
(2,12),(16,11),0.133999 # DEPENDENCYPART_HEADBIGRAM
(2,15),(13,14),0.0665271 # DEPENDENCYPART_HEADBIGRAM
(2,15),(15,14),0.17453 # DEPENDENCYPART_HEADBIGRAM
(2,15),(16,14),0.173698 # DEPENDENCYPART_HEADBIGRAM
(2,15),(18,14),0.151743 # DEPENDENCYPART_HEADBIGRAM
(2,15),(22,14),0.153798 # DEPENDENCYPART_HEADBIGRAM
(2,16),(2,15),0.0676683 # DEPENDENCYPART_HEADBIGRAM
(2,16),(3,15),0.0653493 # DEPENDENCYPART_HEADBIGRAM
(2,16),(7,15),0.0789731 # DEPENDENCYPART_HEADBIGRAM
(2,16),(8,15),0.0430699 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.0780183 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.00862507 # DEPENDENCYPART_HEADBIGRAM
(2,16),(16,15),0.143136 # DEPENDENCYPART_HEADBIGRAM
(2,16),(18,15),0.183473 # DEPENDENCYPART_HEADBIGRAM
(2,16),(22,15),0.1809 # DEPENDENCYPART_HEADBIGRAM
(2,16),(26,15),0.1838 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.133225 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.223156 # DEPENDENCYPART_HEADBIGRAM
(3,2),(5,1),0.105039 # DEPENDENCYPART_HEADBIGRAM
(3,2),(6,1),0.1051 # DEPENDENCYPART_HEADBIGRAM
(3,2),(7,1),0.0714647 # DEPENDENCYPART_HEADBIGRAM
(3,2),(11,1),0.0664494 # DEPENDENCYPART_HEADBIGRAM
(3,2),(13,1),0.0429923 # DEPENDENCYPART_HEADBIGRAM
(3,2),(16,1),0.130519 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.19247 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),0.00476526 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),0.0154594 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.00629355 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.0397616 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.0281796 # DEPENDENCYPART_HEADBIGRAM
(3,4),(11,3),0.32514 # DEPENDENCYPART_HEADBIGRAM
(3,4),(13,3),0.366483 # DEPENDENCYPART_HEADBIGRAM
(3,4),(16,3),0.325985 # DEPENDENCYPART_HEADBIGRAM
(3,4),(23,3),0.311661 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0319896 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0311038 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.444142 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.204821 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.204611 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.257942 # DEPENDENCYPART_HEADBIGRAM
(3,5),(11,4),0.252938 # DEPENDENCYPART_HEADBIGRAM
(3,5),(13,4),0.207798 # DEPENDENCYPART_HEADBIGRAM
(3,5),(16,4),0.202959 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.040362 # DEPENDENCYPART_HEADBIGRAM
(3,6),(2,5),-0.0403621 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.00840284 # DEPENDENCYPART_HEADBIGRAM
(3,6),(6,5),0.370071 # DEPENDENCYPART_HEADBIGRAM
(3,6),(7,5),0.162992 # DEPENDENCYPART_HEADBIGRAM
(3,6),(11,5),0.159336 # DEPENDENCYPART_HEADBIGRAM
(3,6),(13,5),0.136902 # DEPENDENCYPART_HEADBIGRAM
(3,6),(16,5),0.190486 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0687255 # DEPENDENCYPART_HEADBIGRAM
(3,7),(2,6),-0.0687255 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.09079 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.0822178 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.254468 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.157648 # DEPENDENCYPART_HEADBIGRAM
(3,7),(10,6),0.173988 # DEPENDENCYPART_HEADBIGRAM
(3,7),(11,6),0.172914 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.170309 # DEPENDENCYPART_HEADBIGRAM
(3,7),(16,6),0.170945 # DEPENDENCYPART_HEADBIGRAM
(3,8),(1,7),-0.0741494 # DEPENDENCYPART_HEADBIGRAM
(3,8),(2,7),-0.0600144 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0850365 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.145667 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.14661 # DEPENDENCYPART_HEADBIGRAM
(3,8),(10,7),0.15854 # DEPENDENCYPART_HEADBIGRAM
(3,8),(11,7),0.15605 # DEPENDENCYPART_HEADBIGRAM
(3,8),(13,7),0.168416 # DEPENDENCYPART_HEADBIGRAM
(3,8),(16,7),0.169379 # DEPENDENCYPART_HEADBIGRAM
(3,8),(22,7),0.169378 # DEPENDENCYPART_HEADBIGRAM
(3,9),(1,8),-0.045141 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.0451413 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.06918 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0881578 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.0880152 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0961226 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.17292 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.198761 # DEPENDENCYPART_HEADBIGRAM
(3,9),(13,8),0.165812 # DEPENDENCYPART_HEADBIGRAM
(3,9),(16,8),0.172897 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.0913456 # DEPENDENCYPART_HEADBIGRAM
(3,10),(6,9),0.0719566 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.0664177 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.0665331 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.19581 # DEPENDENCYPART_HEADBIGRAM
(3,10),(11,9),0.170813 # DEPENDENCYPART_HEADBIGRAM
(3,10),(13,9),0.175414 # DEPENDENCYPART_HEADBIGRAM
(3,10),(16,9),0.174206 # DEPENDENCYPART_HEADBIGRAM
(3,10),(22,9),0.170813 # DEPENDENCYPART_HEADBIGRAM
(3,11),(3,10),0.0797064 # DEPENDENCYPART_HEADBIGRAM
(3,11),(7,10),0.0617209 # DEPENDENCYPART_HEADBIGRAM
(3,11),(8,10),0.142334 # DEPENDENCYPART_HEADBIGRAM
(3,11),(9,10),0.0831143 # DEPENDENCYPART_HEADBIGRAM
(3,11),(11,10),0.152575 # DEPENDENCYPART_HEADBIGRAM
(3,11),(13,10),0.164302 # DEPENDENCYPART_HEADBIGRAM
(3,11),(15,10),0.162175 # DEPENDENCYPART_HEADBIGRAM
(3,11),(16,10),0.171028 # DEPENDENCYPART_HEADBIGRAM
(3,12),(1,11),-0.0755901 # DEPENDENCYPART_HEADBIGRAM
(3,12),(2,11),-0.0774854 # DEPENDENCYPART_HEADBIGRAM
