# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(14,15),(14,18),(14,24),-0.089506 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,25),-0.089926 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,30),-0.0901415 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,38),-0.118909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.0900867 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,21),-0.0964953 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,23),-0.0904193 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,24),-0.089506 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,25),-0.0899271 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,30),-0.0901421 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,38),-0.122644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,21),-0.0974256 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,23),-0.0904707 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,24),-0.089506 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,25),-0.0899682 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,30),-0.090186 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,38),-0.127372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,21),(14,23),-0.0904223 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,24),-0.0895063 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,25),-0.0900084 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,30),-0.0902357 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,38),-0.11528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,24),-0.089506 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,25),-0.0899348 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,30),-0.0901526 # DEPENDENCYPART_TRISIBL
(14,15),(14,23),(14,38),-0.121728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,24),(14,25),-0.0899247 # DEPENDENCYPART_TRISIBL
(14,15),(14,24),(14,30),-0.0901396 # DEPENDENCYPART_TRISIBL
(14,15),(14,24),(14,38),-0.117988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,25),(14,30),-0.0901463 # DEPENDENCYPART_TRISIBL
(14,15),(14,25),(14,38),-0.119263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,30),(14,38),-0.119276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.109563 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0399759 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.107057 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.120397 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,23),-0.05126 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,24),-0.0921498 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,25),-0.103059 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,30),-0.107881 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,38),-0.0772708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0416489 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.103991 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.125729 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,23),-0.0430408 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,24),-0.0921492 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,25),-0.101076 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,30),-0.105729 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,38),-0.0958356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.112522 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.144531 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.0380569 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.0929317 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,25),-0.114069 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,30),-0.119792 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,38),-0.0135918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,21),-0.127013 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,23),-0.0388139 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,24),-0.0921492 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,25),-0.100694 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,30),-0.105393 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,38),-0.0719308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,21),(14,23),-0.0468294 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,24),-0.0921492 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,25),-0.102053 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,30),-0.108152 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,38),-0.0744516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.0921492 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,25),-0.098057 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,30),-0.103433 # DEPENDENCYPART_TRISIBL
(14,16),(14,23),(14,38),-0.117245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,24),(14,25),-0.0994619 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,30),-0.103629 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,38),-0.0826952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,25),(14,30),-0.103768 # DEPENDENCYPART_TRISIBL
(14,16),(14,25),(14,38),-0.0950119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,30),(14,38),-0.100536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,19),-0.0665644 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,20),-0.0810268 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,21),-0.101177 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,23),-0.0681317 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,24),-0.0826733 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,25),-0.13005 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,30),-0.1384 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,38),-0.166433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.0754223 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,21),-0.0862736 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,23),-0.0582927 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,24),-0.0827002 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,25),-0.144241 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,30),-0.151399 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,38),-0.138805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,21),-0.107675 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,23),-0.0701864 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,24),-0.0826733 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,25),-0.128946 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,30),-0.136714 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,38),-0.146444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,23),-0.0810357 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,24),-0.0789898 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,25),-0.133523 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,30),-0.141093 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,38),-0.090023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),-0.0826733 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,25),-0.129166 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,30),-0.137254 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,38),-0.1483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,24),(14,25),-0.128467 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,30),-0.136556 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,38),-0.142073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,25),(14,30),-0.136822 # DEPENDENCYPART_TRISIBL
(14,17),(14,25),(14,38),-0.125373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,30),(14,38),-0.144534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,20),-0.0925721 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,21),-0.0787989 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,23),-0.0903635 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,24),-0.0895027 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,25),-0.116322 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,30),-0.116272 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,38),-0.133103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,21),-0.0786212 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,23),-0.0884375 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,24),-0.0895027 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,25),-0.114353 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,30),-0.114182 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,38),-0.147765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,21),(14,23),-0.0862602 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,24),-0.0895027 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,25),-0.114373 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,30),-0.114181 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,38),-0.156221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,23),(14,24),-0.0895027 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,25),-0.114352 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,30),-0.114165 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,38),-0.125584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,24),(14,25),-0.114275 # DEPENDENCYPART_TRISIBL
(14,18),(14,24),(14,30),-0.114043 # DEPENDENCYPART_TRISIBL
(14,18),(14,24),(14,38),-0.136875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,25),(14,30),-0.114791 # DEPENDENCYPART_TRISIBL
(14,18),(14,25),(14,38),-0.184619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,30),(14,38),-0.194289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,21),-0.101721 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,23),-0.0660755 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,24),-0.0910657 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,25),-0.111656 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,30),-0.118765 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,38),-0.166128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,21),(14,23),-0.0578544 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,24),-0.0910672 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,25),-0.110514 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,30),-0.116325 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,38),-0.145428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.0911269 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,25),-0.110867 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,30),-0.118922 # DEPENDENCYPART_TRISIBL
(14,19),(14,23),(14,38),-0.153364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,24),(14,25),-0.110536 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,30),-0.117832 # DEPENDENCYPART_TRISIBL
(14,19),(14,24),(14,38),-0.160012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,25),(14,30),-0.12143 # DEPENDENCYPART_TRISIBL
(14,19),(14,25),(14,38),-0.157617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,30),(14,38),-0.157416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,21),(14,23),-0.083926 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,24),-0.0896024 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,25),-0.0912883 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,30),-0.0956602 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,38),-0.114496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,24),-0.0896011 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,25),-0.0889437 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,30),-0.0930468 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,38),-0.112903 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,24),(14,25),-0.0880406 # DEPENDENCYPART_TRISIBL
(14,20),(14,24),(14,30),-0.0915255 # DEPENDENCYPART_TRISIBL
(14,20),(14,24),(14,38),-0.112262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,25),(14,30),-0.0917882 # DEPENDENCYPART_TRISIBL
(14,20),(14,25),(14,38),-0.0878527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,30),(14,38),-0.0937328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,23),(14,24),-0.0944497 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,25),-0.0893099 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,30),-0.10121 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,38),-0.105417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,24),(14,25),-0.0869451 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,30),-0.0977953 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,38),-0.0893052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,25),(14,30),-0.103186 # DEPENDENCYPART_TRISIBL
(14,21),(14,25),(14,38),-0.0872499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,30),(14,38),-0.0708894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,24),(14,25),-0.0833721 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,30),-0.0799109 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,38),-0.104909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,25),(14,30),-0.0810317 # DEPENDENCYPART_TRISIBL
(14,23),(14,25),(14,38),-0.100173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,30),(14,38),-0.109621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,25),(14,30),-0.0911145 # DEPENDENCYPART_TRISIBL
(14,24),(14,25),(14,38),-0.116236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,30),(14,38),-0.117157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,25),(14,30),(14,38),-0.181351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.111486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.150052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.117022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.157652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.143087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.183223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.117788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,38),-0.147317 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.135169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.150322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.183332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.0724037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.0897163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,25),-0.180721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,38),-0.0974827 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0916669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.174225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.0559434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),-0.0860053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.131511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,38),-0.152573 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.21052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,22),-0.118805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,23),-0.142631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,25),-0.150713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,38),-0.127212 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.113825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,23),-0.149259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,25),-0.131465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,38),-0.202374 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.171014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,25),-0.286936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,38),-0.868167 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,25),-0.126378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,38),-0.171902 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,25),(16,38),-0.131166 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0709771 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0795259 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0917138 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),0.0066593 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),-0.0624586 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),-0.127819 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,38),-0.160537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0721809 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0445377 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),0.00108055 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.0569175 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),-0.142666 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,38),-0.171677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0962988 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,22),0.0497367 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,23),-0.0627806 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,25),-0.127416 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,38),-0.154127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),0.0701673 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,23),-0.0736659 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,25),-0.132415 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,38),-0.0673067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),-0.0686987 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.144521 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,38),-0.346954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,25),-0.12824 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,38),-0.141443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,25),(16,38),-0.141986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.0944733 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0796521 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.0682008 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,23),-0.0826126 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.115935 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,38),-0.132551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.078792 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,22),-0.0700517 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,23),-0.0800677 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,25),-0.113967 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,38),-0.160084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.0408137 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,23),-0.0679986 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,25),-0.113985 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,38),-0.168298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.0554044 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.139092 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,38),-0.0249311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,25),-0.113964 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,38),-0.113935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,25),(16,38),-0.176774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.10259 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,22),0.0333478 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,23),-0.0514339 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,25),-0.105053 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,38),-0.165332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0518332 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.0311816 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.104558 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,38),-0.135749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.00116862 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.0811085 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,38),-0.370337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,25),-0.10432 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,38),-0.0876733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,25),(16,38),-0.132604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.0665097 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0809159 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,25),-0.0903302 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,38),-0.15294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0817476 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.0665334 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,38),-0.160546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,25),-0.0887969 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,38),-0.110109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,25),(16,38),-0.117805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0861304 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.0286039 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,38),-0.109156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,25),-0.0837166 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,38),-0.148152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,25),(16,38),-0.134176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,25),-0.0603312 # DEPENDENCYPART_TRISIBL
