# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(8,7),(8,1),(8,-1),-0.121019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.062481 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.0537453 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.089884 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.126012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,2),-0.0259806 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.0955498 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.0938665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0730535 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.112924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.116253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,2),-0.0809949 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.0745129 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.133115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.0646444 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.142296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.124389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0350632 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.181192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.0936821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.0723593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.100846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.00802057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.0798613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.0653985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.0449947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,16),-0.130033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,17),-0.101862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),0.0692832 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),0.148668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),0.0953826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.148169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.00480183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0855735 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0101347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),0.206247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.36768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.147036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,15),0.0568165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.179935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.187977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.515638 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),0.0647441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.0704649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.120598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.4734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.394696 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.0498832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,16),-0.067511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.11638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),0.228118 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,16),-0.111867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,17),-0.037839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,15),(9,18),0.163396 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.107853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),0.0657052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.284552 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0840358 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.0662292 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.124696 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,15),-0.119748 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.113818 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.0758332 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.0794649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),-0.0911443 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),-0.125149 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,15),-0.132295 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),-0.127482 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),-0.105974 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.0979543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),-0.116961 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,15),-0.113364 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.113755 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0509497 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.120794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,15),-0.113326 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,16),-0.113727 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.105615 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),-0.0722135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,15),(9,16),-0.112633 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,17),-0.0873825 # DEPENDENCYPART_TRISIBL
(9,10),(9,15),(9,18),-0.105663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.0889166 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.139953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.117215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),0.0567821 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.221759 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,15),0.0211304 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.118209 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.112924 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.113503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.183495 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,15),-0.084158 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.111967 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0889899 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0224722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,15),-0.0814919 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,16),-0.112507 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.075223 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),-0.147799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,15),(9,16),-0.109326 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,17),-0.0916936 # DEPENDENCYPART_TRISIBL
(9,11),(9,15),(9,18),-0.0786904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.0795209 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.12143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.0706933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.083254 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,15),-0.0674735 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.0745156 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.016192 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.0231946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,15),-0.042965 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,16),-0.054133 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),-0.0439764 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,18),-0.149713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,15),(9,16),-0.0735923 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,17),0.0938817 # DEPENDENCYPART_TRISIBL
(9,12),(9,15),(9,18),-0.100747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),0.00702129 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,18),-0.12204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,18),-0.338118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,15),-0.0642872 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,16),-0.0894091 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.117671 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),-0.116643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,15),(9,16),-0.0886325 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,17),-0.158138 # DEPENDENCYPART_TRISIBL
(9,13),(9,15),(9,18),-0.158421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.119597 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,18),-0.127204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,18),-0.187315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,15),(9,16),-0.104528 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,17),-0.0681738 # DEPENDENCYPART_TRISIBL
(9,14),(9,15),(9,18),-0.118279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0725525 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,18),-0.127396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,18),-0.129332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,16),(9,17),-0.0559479 # DEPENDENCYPART_TRISIBL
(9,15),(9,16),(9,18),-0.105777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,15),(9,17),(9,18),0.0890733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),-0.109343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.137627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.129304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.127405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.195505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.116095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.106827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.166421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,1),-0.104902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.182657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.153243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0772993 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0773006 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.136541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,1),-0.076118 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.137334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.136541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,1),-0.0531335 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.185261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.165981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.177307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,12),(10,13),-0.236403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.560177 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,18),-0.0970877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,12),(10,13),(10,18),-0.00654164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,7),-0.0992146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0920438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.282622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.0962071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.18419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,-1),-0.218855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.00850697 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.0875572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,-1),-0.100928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,-1),-0.100098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.343697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.0444468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.195918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.255507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.236315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.765877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.143859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.0916708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),-0.143073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.564742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.179099 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.142454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,16),-0.119923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.137406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.146803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.166117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),-0.206829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,18),-0.0665282 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),-0.149356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,18),-0.117499 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.29295 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0157265 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0693237 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.0648302 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0176681 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.00550826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0405894 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),-0.0473484 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.127529 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.010582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0641587 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.125493 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.149009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0804204 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,18),-0.129607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.329106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0516231 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.0814995 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.148691 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.162437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.0774846 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.180556 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.113967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.143723 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),-0.100301 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.101868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.104712 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0645644 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.149975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0704258 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.152631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.087199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0617422 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.141386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0652023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.137528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.152909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.0848406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.159471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.141997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.161072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.12409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.103843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.161808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.140637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.118878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.119188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.148346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.125316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.158287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),-0.044011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.103924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.311731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.129026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.123414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.20143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.178151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.2069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),-0.103491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.0297753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.181378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.181311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.140456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.141546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.187351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,4),-0.105224 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,3),-0.0169826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),-0.239177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),-0.137336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.176645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.18955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,4),-0.109631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),-0.0179321 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.237549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),-0.135411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.200515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,4),-0.0521002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,3),-0.114586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),-0.227544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.160876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),-0.245097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,4),(11,3),-0.0320811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,2),-0.178027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,1),-0.0578697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,-1),-0.09237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.0877201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.19094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),-0.141374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.207896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),-0.378443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.171517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.0726306 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.020398 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.0228182 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.0807152 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,4),-0.0909595 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),0.0195059 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.0710059 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0194206 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.0608134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.0374174 # DEPENDENCYPART_TRISIBL
