# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(14,16),(14,23),(14,30),-0.177121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,24),(14,27),-0.0901998 # DEPENDENCYPART_TRISIBL
(14,16),(14,24),(14,30),-0.152666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,27),(14,30),-0.161322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,20),-0.0989932 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,21),-0.0911918 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,22),-0.0989912 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,23),-0.0989911 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,24),-0.0987085 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,27),-0.0911918 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,30),-0.102438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,21),-0.0912329 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,22),-0.0991461 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,23),-0.099146 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,24),-0.0986642 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,27),-0.0912329 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,30),-0.127182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,22),-0.0989781 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,23),-0.0989779 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,24),-0.0986149 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,27),-0.0911885 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,30),-0.114953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,23),-0.099146 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,24),-0.0986642 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,27),-0.0912329 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,30),-0.127172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,23),(14,24),-0.0986642 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,27),-0.0912329 # DEPENDENCYPART_TRISIBL
(14,17),(14,23),(14,30),-0.127164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,24),(14,27),-0.0911918 # DEPENDENCYPART_TRISIBL
(14,17),(14,24),(14,30),-0.102438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,27),(14,30),-0.114953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,21),-0.0957254 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,22),-0.0607681 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,23),-0.0630692 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,24),-0.159804 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,27),-0.0957254 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,30),-0.166497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,21),(14,22),-0.0621887 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,23),-0.0644898 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,24),-0.149339 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,27),-0.0956173 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,30),-0.174902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,22),(14,23),-0.0630692 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,24),-0.159804 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,27),-0.0957254 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,30),-0.166516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,23),(14,24),-0.159804 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,27),-0.0957254 # DEPENDENCYPART_TRISIBL
(14,18),(14,23),(14,30),-0.166489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,24),(14,27),-0.0956173 # DEPENDENCYPART_TRISIBL
(14,18),(14,24),(14,30),-0.188045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,27),(14,30),-0.174902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,21),(14,22),-0.206698 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,23),-0.204174 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,24),-0.0827828 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,27),-0.0777781 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,30),-0.153189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,23),-0.208057 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,24),-0.0805077 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,27),-0.0779446 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,30),-0.265133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,24),-0.0805077 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,27),-0.0779446 # DEPENDENCYPART_TRISIBL
(14,20),(14,23),(14,30),-0.266933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,24),(14,27),-0.0777847 # DEPENDENCYPART_TRISIBL
(14,20),(14,24),(14,30),-0.207592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,27),(14,30),-0.153189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,22),(14,23),-0.108363 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,24),-0.0672754 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,27),-0.106726 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,30),-0.28363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,23),(14,24),-0.0672754 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,27),-0.106726 # DEPENDENCYPART_TRISIBL
(14,21),(14,23),(14,30),-0.28363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,24),(14,27),-0.106848 # DEPENDENCYPART_TRISIBL
(14,21),(14,24),(14,30),-0.254086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,27),(14,30),-0.275719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,23),(14,24),-0.0855025 # DEPENDENCYPART_TRISIBL
(14,22),(14,23),(14,27),-0.0779446 # DEPENDENCYPART_TRISIBL
(14,22),(14,23),(14,30),-0.24704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,24),(14,27),-0.0777847 # DEPENDENCYPART_TRISIBL
(14,22),(14,24),(14,30),-0.197384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,27),(14,30),-0.141213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,24),(14,27),-0.0777847 # DEPENDENCYPART_TRISIBL
(14,23),(14,24),(14,30),-0.2085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,23),(14,27),(14,30),-0.152737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,24),(14,27),(14,30),-0.174902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,11),-0.0729131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,10),-0.161517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,9),-0.230124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,8),-0.238244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,7),-0.182773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,5),-0.103954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,2),-0.121249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.217165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,11),(14,10),-0.0765929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,9),-0.12141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,8),-0.12691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,7),-0.0851388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,5),-0.0925068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,2),-0.17212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,11),(14,-1),-0.287167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,9),-0.0581396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,8),-0.0636562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,7),-0.0239163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,5),-0.227004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,2),-0.204639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,10),(14,-1),-0.284894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,9),(14,8),-0.233826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,7),-0.178356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,5),-0.104253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,2),-0.121249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,9),(14,-1),-0.191929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,8),(14,7),-0.152104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,5),-0.104253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,2),-0.121249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,8),(14,-1),-0.19539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,7),(14,5),-0.0965721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,2),-0.125059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,7),(14,-1),-0.17604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,5),(14,2),-0.172117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,5),(14,-1),-0.256039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,2),(14,-1),-0.278978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,11),(14,10),-0.136103 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,9),0.0123821 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,8),0.00543292 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,7),-4.08008e-05 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,5),0.0487619 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,2),-0.126443 # DEPENDENCYPART_TRISIBL
(14,13),(14,11),(14,-1),-0.224101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,9),0.0348528 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,8),0.0279038 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,7),0.0225198 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,5),-0.113572 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,2),-0.0571466 # DEPENDENCYPART_TRISIBL
(14,13),(14,10),(14,-1),-0.182533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,9),(14,8),-0.0829339 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,7),-0.0909355 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,5),0.0175567 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,2),-0.0450761 # DEPENDENCYPART_TRISIBL
(14,13),(14,9),(14,-1),-0.112261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,8),(14,7),-0.101749 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,5),0.0175522 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,2),-0.0450782 # DEPENDENCYPART_TRISIBL
(14,13),(14,8),(14,-1),-0.113684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,7),(14,5),0.0194426 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,2),-0.045113 # DEPENDENCYPART_TRISIBL
(14,13),(14,7),(14,-1),-0.110634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,5),(14,2),-0.126384 # DEPENDENCYPART_TRISIBL
(14,13),(14,5),(14,-1),-0.208009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,2),(14,-1),-0.110145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,10),(14,9),-0.0501767 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,8),-0.050182 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,7),-0.0509527 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,5),-0.0924633 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,2),-0.0661513 # DEPENDENCYPART_TRISIBL
(14,11),(14,10),(14,-1),-0.23409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,9),(14,8),0.0826625 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,7),0.0815371 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,5),-0.0934602 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,2),-0.0139447 # DEPENDENCYPART_TRISIBL
(14,11),(14,9),(14,-1),-0.144842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,8),(14,7),0.0815369 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,5),-0.0934602 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,2),-0.0139447 # DEPENDENCYPART_TRISIBL
(14,11),(14,8),(14,-1),-0.144843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,7),(14,5),-0.0934602 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,2),-0.0139447 # DEPENDENCYPART_TRISIBL
(14,11),(14,7),(14,-1),-0.142202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,5),(14,2),-0.0554637 # DEPENDENCYPART_TRISIBL
(14,11),(14,5),(14,-1),-0.0863622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,11),(14,2),(14,-1),-0.125373 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,9),(14,8),0.0307315 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,7),0.0290586 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,5),-0.0516011 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,2),-0.192771 # DEPENDENCYPART_TRISIBL
(14,10),(14,9),(14,-1),-0.144686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,8),(14,7),0.0290425 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,5),-0.0516011 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,2),-0.192771 # DEPENDENCYPART_TRISIBL
(14,10),(14,8),(14,-1),-0.14469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,7),(14,5),-0.0516011 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,2),-0.192771 # DEPENDENCYPART_TRISIBL
(14,10),(14,7),(14,-1),-0.145323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,5),(14,2),-0.0314771 # DEPENDENCYPART_TRISIBL
(14,10),(14,5),(14,-1),-0.174634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,10),(14,2),(14,-1),-0.234971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,8),(14,7),-0.102652 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,5),0.0175611 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,2),-0.0460535 # DEPENDENCYPART_TRISIBL
(14,9),(14,8),(14,-1),-0.109064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,7),(14,5),0.0194515 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,2),-0.0460883 # DEPENDENCYPART_TRISIBL
(14,9),(14,7),(14,-1),-0.106014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,5),(14,2),-0.127362 # DEPENDENCYPART_TRISIBL
(14,9),(14,5),(14,-1),-0.204156 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,9),(14,2),(14,-1),-0.108686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,7),(14,5),0.0215514 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,2),-0.0460898 # DEPENDENCYPART_TRISIBL
(14,8),(14,7),(14,-1),-0.0772969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,5),(14,2),-0.127364 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,-1),-0.189817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,2),(14,-1),-0.0943444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,2),-0.136203 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.197774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,2),(14,-1),-0.10543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,2),(14,-1),-0.125988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,18),(16,30),-0.335993 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,14),(16,-1),-0.377221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.181062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.0679888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0738248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),-0.0668001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.0610068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,24),0.035247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,25),-0.0861738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),0.00944215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.0738248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),-0.112035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,29),-0.0888103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,30),-0.0854326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.206088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.0598597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.204727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.198945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,24),-0.00696157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,25),-0.018962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.132544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),-0.0598597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),-0.101808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,29),-0.187472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,30),-0.23798 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.0572864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),-0.0672941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.0635088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,24),0.129399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,25),-0.0223825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),0.0303577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),-0.0572864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),-0.141939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,29),-0.0731024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,30),-0.0958535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),-0.184096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,23),-0.178314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,24),-0.0303102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,25),-0.0311563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,26),-0.110876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,27),-0.0744591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,28),-0.136236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,29),-0.150192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,30),-0.0633715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.0498405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,24),0.136416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,25),-0.0228479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,26),0.044026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,27),-0.0572864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,28),-0.142991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,29),-0.0832249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,30),-0.086551 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,24),0.138721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,25),-0.0247665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),0.0316249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,27),-0.0572864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),-0.141947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,29),-0.0633068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,30),-0.0933766 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,24),(17,25),-0.0861738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,26),0.00944215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,27),-0.0738248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,28),-0.112035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,29),-0.0888103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,24),(17,30),-0.0854326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,26),-0.0348145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,27),-0.0529925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,28),-0.108812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,29),-0.0180125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,30),-0.0770917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,26),(17,27),-0.0572878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,28),-0.141947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,29),-0.101508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,30),-0.0635441 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,28),-0.136236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,29),-0.150192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,30),-0.0633715 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,28),(17,29),-0.0499316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,28),(17,30),-0.0708206 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,29),(17,30),-0.238925 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,18),(17,19),(17,20),-0.0812412 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,21),-0.0965747 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,22),-0.077696 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,23),-0.0799856 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,24),-0.181906 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,25),-0.0715892 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,26),-0.0759767 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,27),-0.0965747 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,28),-0.0936116 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,29),-0.0962069 # DEPENDENCYPART_TRISIBL
