# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(13,13),(13,5),(13,-1),-0.0443117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,3),0.0164478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,1),-0.157982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,-1),-0.179876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,3),(13,1),-0.0315015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,-1),0.123289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.218755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),-0.0179995 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.110465 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),-0.113249 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),-0.109006 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),-0.092671 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),-0.0235394 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),-0.0994327 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,3),-0.145137 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.0844392 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.0370303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.148184 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),-0.151425 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),-0.146691 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),-0.130837 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),-0.0415141 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,4),0.00928769 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,3),-0.124847 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,1),0.0473693 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,-1),-0.158703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,9),(13,8),-0.119931 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,7),-0.114074 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,6),-0.0781975 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,5),0.0034485 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,4),-0.126368 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,3),-0.160751 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,1),-0.108122 # DEPENDENCYPART_TRISIBL
(13,12),(13,9),(13,-1),-0.0943302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),-0.1081 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,6),-0.0722239 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,5),0.00463231 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,4),-0.125891 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,3),-0.160865 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,1),-0.107645 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.0965545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,6),-0.0681859 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,5),0.00193854 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,4),-0.126613 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,3),-0.160766 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,1),-0.108367 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.0933471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,6),(13,5),0.00111997 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,4),-0.125423 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,3),-0.161992 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,1),-0.107176 # DEPENDENCYPART_TRISIBL
(13,12),(13,6),(13,-1),-0.0934148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,5),(13,4),-0.0994327 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,3),-0.145137 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,1),-0.0844392 # DEPENDENCYPART_TRISIBL
(13,12),(13,5),(13,-1),-0.0370303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,4),(13,3),-0.174042 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,1),-0.146264 # DEPENDENCYPART_TRISIBL
(13,12),(13,4),(13,-1),0.00484268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,3),(13,1),-0.128435 # DEPENDENCYPART_TRISIBL
(13,12),(13,3),(13,-1),-0.0904804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,1),(13,-1),0.0279229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,10),(13,9),-0.122097 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,8),-0.122391 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,7),-0.122123 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,6),-0.12347 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,5),-0.187615 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,4),-0.0313173 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,3),-0.156139 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,1),-0.0203564 # DEPENDENCYPART_TRISIBL
(13,11),(13,10),(13,-1),-0.100231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,9),(13,8),-0.127132 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,7),-0.12662 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,6),-0.127929 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,5),-0.223792 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,4),-0.0589559 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,3),-0.0868536 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,1),-0.054973 # DEPENDENCYPART_TRISIBL
(13,11),(13,9),(13,-1),-0.0758369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,8),(13,7),-0.126403 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,6),-0.127712 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,5),-0.223792 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,4),-0.0589555 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,3),-0.0868536 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,1),-0.0549727 # DEPENDENCYPART_TRISIBL
(13,11),(13,8),(13,-1),-0.0757842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,7),(13,6),-0.127907 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,5),-0.223792 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,4),-0.0589555 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,3),-0.0868536 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,1),-0.0549727 # DEPENDENCYPART_TRISIBL
(13,11),(13,7),(13,-1),-0.0757602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,6),(13,5),-0.223794 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,4),-0.0589555 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,3),-0.0868536 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,1),-0.0549727 # DEPENDENCYPART_TRISIBL
(13,11),(13,6),(13,-1),-0.0757788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,5),(13,4),-0.057676 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,3),-0.102736 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,1),-0.053633 # DEPENDENCYPART_TRISIBL
(13,11),(13,5),(13,-1),-0.121416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,4),(13,3),-0.09112 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,1),-0.0580473 # DEPENDENCYPART_TRISIBL
(13,11),(13,4),(13,-1),-0.112433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,3),(13,1),-0.0549547 # DEPENDENCYPART_TRISIBL
(13,11),(13,3),(13,-1),-0.0993743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,11),(13,1),(13,-1),-0.108185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,9),(13,8),-0.133717 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,7),-0.133077 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,6),-0.123069 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,5),-0.128358 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,4),0.21004 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,3),-0.124494 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,1),0.230045 # DEPENDENCYPART_TRISIBL
(13,10),(13,9),(13,-1),-0.0244158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,8),(13,7),-0.132645 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,6),-0.122637 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,5),-0.128439 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,4),0.210061 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,3),-0.12458 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,1),0.230066 # DEPENDENCYPART_TRISIBL
(13,10),(13,8),(13,-1),-0.0251555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,7),(13,6),-0.12306 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,5),-0.128357 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,4),0.210075 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,3),-0.124494 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,1),0.230079 # DEPENDENCYPART_TRISIBL
(13,10),(13,7),(13,-1),-0.0246181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,6),(13,5),-0.121661 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,4),0.210119 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,3),-0.124494 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,1),0.230124 # DEPENDENCYPART_TRISIBL
(13,10),(13,6),(13,-1),-0.026807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,5),(13,4),0.0490879 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,3),-0.125382 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,1),0.0525421 # DEPENDENCYPART_TRISIBL
(13,10),(13,5),(13,-1),-0.031975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,4),(13,3),-0.112174 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,1),0.106847 # DEPENDENCYPART_TRISIBL
(13,10),(13,4),(13,-1),0.119851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,3),(13,1),0.140639 # DEPENDENCYPART_TRISIBL
(13,10),(13,3),(13,-1),0.0329886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,10),(13,1),(13,-1),0.097902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,8),(13,7),-0.168387 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,6),-0.174794 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,5),0.00484825 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,4),-0.0600987 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,3),-0.148504 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,1),0.0171309 # DEPENDENCYPART_TRISIBL
(13,9),(13,8),(13,-1),-0.116777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,7),(13,6),-0.165241 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,5),0.00475089 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,4),-0.0604524 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,3),-0.148309 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,1),0.0167772 # DEPENDENCYPART_TRISIBL
(13,9),(13,7),(13,-1),-0.119708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,6),(13,5),0.00553398 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,4),-0.060365 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,3),-0.147978 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,1),0.0168647 # DEPENDENCYPART_TRISIBL
(13,9),(13,6),(13,-1),-0.0949144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,5),(13,4),-0.0639959 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,3),-0.12333 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,1),0.0140935 # DEPENDENCYPART_TRISIBL
(13,9),(13,5),(13,-1),-0.0467449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,4),(13,3),-0.150276 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,1),0.11581 # DEPENDENCYPART_TRISIBL
(13,9),(13,4),(13,-1),-0.0138249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,3),(13,1),-0.00914671 # DEPENDENCYPART_TRISIBL
(13,9),(13,3),(13,-1),-0.083464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,9),(13,1),(13,-1),0.00578793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,7),(13,6),-0.157564 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,5),0.0262529 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,4),-0.0732079 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,3),-0.142775 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,1),0.00402169 # DEPENDENCYPART_TRISIBL
(13,8),(13,7),(13,-1),-0.140272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,6),(13,5),0.027036 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,4),-0.0731205 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,3),-0.142443 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,1),0.00410915 # DEPENDENCYPART_TRISIBL
(13,8),(13,6),(13,-1),-0.115478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,5),(13,4),-0.0781141 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,3),-0.116912 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,1),-2.47498e-05 # DEPENDENCYPART_TRISIBL
(13,8),(13,5),(13,-1),-0.0587463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,4),(13,3),-0.143871 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,1),0.103335 # DEPENDENCYPART_TRISIBL
(13,8),(13,4),(13,-1),-0.00593945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,3),(13,1),-0.0219128 # DEPENDENCYPART_TRISIBL
(13,8),(13,3),(13,-1),-0.0964886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,8),(13,1),(13,-1),0.0136734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,6),(13,5),0.0159791 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,4),-0.0605757 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,3),-0.143616 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,1),0.0166539 # DEPENDENCYPART_TRISIBL
(13,7),(13,6),(13,-1),-0.0593506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,5),(13,4),-0.0644671 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,3),-0.11979 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,1),0.0136223 # DEPENDENCYPART_TRISIBL
(13,7),(13,5),(13,-1),-0.0321539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,4),(13,3),-0.146726 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,1),0.115574 # DEPENDENCYPART_TRISIBL
(13,7),(13,4),(13,-1),0.00979487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,3),(13,1),-0.0096722 # DEPENDENCYPART_TRISIBL
(13,7),(13,3),(13,-1),-0.0666839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,7),(13,1),(13,-1),0.0294077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,5),(13,4),-0.0683876 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,3),-0.125768 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,1),0.00970184 # DEPENDENCYPART_TRISIBL
(13,6),(13,5),(13,-1),0.0133895 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,4),(13,3),-0.149602 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,1),0.113068 # DEPENDENCYPART_TRISIBL
(13,6),(13,4),(13,-1),0.0225436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,3),(13,1),-0.0130327 # DEPENDENCYPART_TRISIBL
(13,6),(13,3),(13,-1),-0.0533353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,6),(13,1),(13,-1),0.0421564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,4),(13,3),-0.09112 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,1),-0.0580473 # DEPENDENCYPART_TRISIBL
(13,5),(13,4),(13,-1),-0.112433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,3),(13,1),-0.0549547 # DEPENDENCYPART_TRISIBL
(13,5),(13,3),(13,-1),-0.0993743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,5),(13,1),(13,-1),-0.108185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,3),(13,1),-0.120079 # DEPENDENCYPART_TRISIBL
(13,4),(13,3),(13,-1),-0.0365006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,4),(13,1),(13,-1),-0.0822071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,3),(13,1),(13,-1),0.0200071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.213048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.109085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),0.117603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.072193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.154916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,23),-0.132067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),0.0600852 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,18),-0.140105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.0578709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.0632644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.151334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,23),-0.135659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),0.09867 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),0.164539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),-0.0307171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.166366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,23),-0.0127058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,24),0.219451 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.145302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,22),-0.174825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,23),-0.191482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,24),-0.518471 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,22),-0.0487229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,23),-0.197686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,24),-0.0501808 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,23),-0.111162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,24),0.245864 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,23),(14,24),-0.286895 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,18),-0.0173682 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),1.84079e-05 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.0426197 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.112925 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,23),-0.0926033 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,24),-0.178531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),0.0675423 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,20),-0.0555574 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,22),-0.113584 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,23),-0.108343 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,24),-0.138276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),0.00298394 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,22),-0.130646 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,23),-0.0782434 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,24),-0.22029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,22),-0.11449 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,23),-0.0730775 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,24),-0.173732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,23),-0.0969705 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,24),-0.189984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,23),(14,24),-0.163576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0698011 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.100434 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,22),-0.116664 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,23),-0.109743 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,24),-0.0674364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.0964341 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.124079 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,23),-0.102292 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,24),-0.206556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,22),-0.11282 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,23),-0.108391 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,24),-0.0649734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,23),-0.106983 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,24),-0.134729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,23),(14,24),-0.106322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,20),0.0495599 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,22),-0.211217 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,23),-0.11138 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,24),-0.172112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,22),-0.154793 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,23),-0.108216 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,24),-0.118254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,22),(14,23),-0.0739155 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,24),-0.183986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,23),(14,24),-0.109401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,22),-0.0456245 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,23),0.0539522 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,24),-0.0787925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,22),(14,23),-0.0472335 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,24),-0.16318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,23),(14,24),-0.346985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,23),-0.0853907 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,24),-0.13014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,23),(14,24),-0.120523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,23),(14,24),-0.100761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,12),(14,-1),-0.111022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,17),-0.181849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,18),0.00455361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,19),-0.213147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
