# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(9,13),(16,12),0.153629 # DEPENDENCYPART_HEADBIGRAM
(9,13),(20,12),0.163458 # DEPENDENCYPART_HEADBIGRAM
(9,13),(21,12),0.163458 # DEPENDENCYPART_HEADBIGRAM
(9,13),(23,12),0.172941 # DEPENDENCYPART_HEADBIGRAM
(9,14),(5,13),-0.0716643 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0419234 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.0830261 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.0816892 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.261774 # DEPENDENCYPART_HEADBIGRAM
(9,14),(15,13),0.162103 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.153629 # DEPENDENCYPART_HEADBIGRAM
(9,14),(17,13),0.173001 # DEPENDENCYPART_HEADBIGRAM
(9,14),(21,13),0.163458 # DEPENDENCYPART_HEADBIGRAM
(9,14),(23,13),0.172368 # DEPENDENCYPART_HEADBIGRAM
(9,15),(5,14),-0.0710878 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0315202 # DEPENDENCYPART_HEADBIGRAM
(9,15),(11,14),0.0572884 # DEPENDENCYPART_HEADBIGRAM
(9,15),(12,14),0.0344769 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0344742 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.172658 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.15721 # DEPENDENCYPART_HEADBIGRAM
(9,15),(17,14),0.174695 # DEPENDENCYPART_HEADBIGRAM
(9,15),(21,14),0.163801 # DEPENDENCYPART_HEADBIGRAM
(9,15),(23,14),0.17271 # DEPENDENCYPART_HEADBIGRAM
(9,16),(1,15),-0.0658682 # DEPENDENCYPART_HEADBIGRAM
(9,16),(3,15),-0.072071 # DEPENDENCYPART_HEADBIGRAM
(9,16),(5,15),-0.0633395 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.106291 # DEPENDENCYPART_HEADBIGRAM
(9,16),(11,15),0.0715305 # DEPENDENCYPART_HEADBIGRAM
(9,16),(14,15),0.126717 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.142431 # DEPENDENCYPART_HEADBIGRAM
(9,16),(17,15),0.17091 # DEPENDENCYPART_HEADBIGRAM
(9,16),(21,15),0.170904 # DEPENDENCYPART_HEADBIGRAM
(9,16),(23,15),0.16921 # DEPENDENCYPART_HEADBIGRAM
(9,17),(1,16),-0.061397 # DEPENDENCYPART_HEADBIGRAM
(9,17),(5,16),-0.061397 # DEPENDENCYPART_HEADBIGRAM
(9,17),(9,16),0.0368094 # DEPENDENCYPART_HEADBIGRAM
(9,17),(10,16),0.0700667 # DEPENDENCYPART_HEADBIGRAM
(9,17),(11,16),0.0659999 # DEPENDENCYPART_HEADBIGRAM
(9,17),(13,16),0.0664698 # DEPENDENCYPART_HEADBIGRAM
(9,17),(14,16),0.0633218 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),0.0633216 # DEPENDENCYPART_HEADBIGRAM
(9,17),(18,16),0.172411 # DEPENDENCYPART_HEADBIGRAM
(9,17),(23,16),0.172622 # DEPENDENCYPART_HEADBIGRAM
(9,24),(1,23),-0.0159992 # DEPENDENCYPART_HEADBIGRAM
(9,24),(3,23),-0.0241387 # DEPENDENCYPART_HEADBIGRAM
(9,24),(5,23),-0.0292674 # DEPENDENCYPART_HEADBIGRAM
(9,24),(11,23),0.0405488 # DEPENDENCYPART_HEADBIGRAM
(9,24),(13,23),0.245917 # DEPENDENCYPART_HEADBIGRAM
(9,24),(14,23),0.21574 # DEPENDENCYPART_HEADBIGRAM
(9,24),(15,23),0.212656 # DEPENDENCYPART_HEADBIGRAM
(9,24),(16,23),0.0735426 # DEPENDENCYPART_HEADBIGRAM
(9,24),(17,23),0.246728 # DEPENDENCYPART_HEADBIGRAM
(9,24),(21,23),0.187771 # DEPENDENCYPART_HEADBIGRAM
(10,11),(1,10),-0.0449951 # DEPENDENCYPART_HEADBIGRAM
(10,11),(2,10),-0.0449951 # DEPENDENCYPART_HEADBIGRAM
(10,11),(3,10),-0.0450206 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0529632 # DEPENDENCYPART_HEADBIGRAM
(10,11),(7,10),-0.0529632 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0460141 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),0.137871 # DEPENDENCYPART_HEADBIGRAM
(10,11),(15,10),0.165856 # DEPENDENCYPART_HEADBIGRAM
(10,16),(1,15),-0.0578978 # DEPENDENCYPART_HEADBIGRAM
(10,16),(3,15),-0.0578999 # DEPENDENCYPART_HEADBIGRAM
(10,16),(5,15),-0.0617369 # DEPENDENCYPART_HEADBIGRAM
(10,16),(9,15),-0.0617393 # DEPENDENCYPART_HEADBIGRAM
(10,16),(11,15),0.0767358 # DEPENDENCYPART_HEADBIGRAM
(10,16),(14,15),0.127218 # DEPENDENCYPART_HEADBIGRAM
(10,16),(16,15),0.169926 # DEPENDENCYPART_HEADBIGRAM
(10,16),(17,15),0.174269 # DEPENDENCYPART_HEADBIGRAM
(10,16),(21,15),0.17363 # DEPENDENCYPART_HEADBIGRAM
(10,16),(23,15),0.172144 # DEPENDENCYPART_HEADBIGRAM
(11,2),(0,1),-0.234812 # DEPENDENCYPART_HEADBIGRAM
(11,2),(2,1),-0.0021524 # DEPENDENCYPART_HEADBIGRAM
(11,2),(4,1),-0.0963536 # DEPENDENCYPART_HEADBIGRAM
(11,2),(5,1),-0.0963544 # DEPENDENCYPART_HEADBIGRAM
(11,2),(7,1),-0.0940999 # DEPENDENCYPART_HEADBIGRAM
(11,2),(9,1),-0.0940831 # DEPENDENCYPART_HEADBIGRAM
(11,2),(11,1),-0.0639109 # DEPENDENCYPART_HEADBIGRAM
(11,2),(15,1),0.0853991 # DEPENDENCYPART_HEADBIGRAM
(11,2),(21,1),0.0857624 # DEPENDENCYPART_HEADBIGRAM
(11,2),(23,1),0.0973567 # DEPENDENCYPART_HEADBIGRAM
(11,3),(1,2),-0.220066 # DEPENDENCYPART_HEADBIGRAM
(11,3),(4,2),-0.0957741 # DEPENDENCYPART_HEADBIGRAM
(11,3),(5,2),-0.0976404 # DEPENDENCYPART_HEADBIGRAM
(11,3),(7,2),-0.0973133 # DEPENDENCYPART_HEADBIGRAM
(11,3),(9,2),-0.0921352 # DEPENDENCYPART_HEADBIGRAM
(11,3),(11,2),0.156284 # DEPENDENCYPART_HEADBIGRAM
(11,3),(15,2),0.092645 # DEPENDENCYPART_HEADBIGRAM
(11,3),(23,2),0.0859778 # DEPENDENCYPART_HEADBIGRAM
(11,4),(1,3),-0.200318 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.200318 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.0860466 # DEPENDENCYPART_HEADBIGRAM
(11,4),(5,3),-0.0982589 # DEPENDENCYPART_HEADBIGRAM
(11,4),(7,3),-0.0983334 # DEPENDENCYPART_HEADBIGRAM
(11,4),(9,3),-0.101497 # DEPENDENCYPART_HEADBIGRAM
(11,4),(11,3),0.0503041 # DEPENDENCYPART_HEADBIGRAM
(11,4),(16,3),0.0963568 # DEPENDENCYPART_HEADBIGRAM
(11,4),(17,3),0.119829 # DEPENDENCYPART_HEADBIGRAM
(11,4),(23,3),0.0606374 # DEPENDENCYPART_HEADBIGRAM
(11,5),(1,4),-0.212005 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.230921 # DEPENDENCYPART_HEADBIGRAM
(11,5),(3,4),-0.22985 # DEPENDENCYPART_HEADBIGRAM
(11,5),(5,4),0.152385 # DEPENDENCYPART_HEADBIGRAM
(11,5),(7,4),-0.0963534 # DEPENDENCYPART_HEADBIGRAM
(11,5),(9,4),-0.096336 # DEPENDENCYPART_HEADBIGRAM
(11,5),(11,4),-0.0639109 # DEPENDENCYPART_HEADBIGRAM
(11,5),(15,4),0.0857654 # DEPENDENCYPART_HEADBIGRAM
(11,5),(21,4),0.0857654 # DEPENDENCYPART_HEADBIGRAM
(11,5),(23,4),0.0957009 # DEPENDENCYPART_HEADBIGRAM
(11,6),(1,5),-0.23641 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.238203 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.149357 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.235742 # DEPENDENCYPART_HEADBIGRAM
(11,6),(7,5),-0.172893 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.137979 # DEPENDENCYPART_HEADBIGRAM
(11,6),(11,5),0.0219708 # DEPENDENCYPART_HEADBIGRAM
(11,6),(15,5),0.0752457 # DEPENDENCYPART_HEADBIGRAM
(11,6),(16,5),0.139332 # DEPENDENCYPART_HEADBIGRAM
(11,6),(23,5),0.0979847 # DEPENDENCYPART_HEADBIGRAM
(11,7),(1,6),-0.286387 # DEPENDENCYPART_HEADBIGRAM
(11,7),(2,6),-0.286597 # DEPENDENCYPART_HEADBIGRAM
(11,7),(3,6),-0.218968 # DEPENDENCYPART_HEADBIGRAM
(11,7),(4,6),-0.248622 # DEPENDENCYPART_HEADBIGRAM
(11,7),(5,6),-0.248622 # DEPENDENCYPART_HEADBIGRAM
(11,7),(7,6),-0.10947 # DEPENDENCYPART_HEADBIGRAM
(11,7),(9,6),-0.0444147 # DEPENDENCYPART_HEADBIGRAM
(11,7),(11,6),0.106074 # DEPENDENCYPART_HEADBIGRAM
(11,7),(15,6),0.0765427 # DEPENDENCYPART_HEADBIGRAM
(11,7),(16,6),0.113551 # DEPENDENCYPART_HEADBIGRAM
(11,8),(1,7),-0.254867 # DEPENDENCYPART_HEADBIGRAM
(11,8),(2,7),-0.247986 # DEPENDENCYPART_HEADBIGRAM
(11,8),(3,7),-0.152369 # DEPENDENCYPART_HEADBIGRAM
(11,8),(4,7),-0.246055 # DEPENDENCYPART_HEADBIGRAM
(11,8),(5,7),-0.243061 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.0993243 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.125825 # DEPENDENCYPART_HEADBIGRAM
(11,8),(11,7),0.0156295 # DEPENDENCYPART_HEADBIGRAM
(11,8),(15,7),0.0698147 # DEPENDENCYPART_HEADBIGRAM
(11,8),(23,7),0.0978093 # DEPENDENCYPART_HEADBIGRAM
(11,9),(1,8),-0.170384 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.170409 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.199416 # DEPENDENCYPART_HEADBIGRAM
(11,9),(4,8),-0.161367 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.161367 # DEPENDENCYPART_HEADBIGRAM
(11,9),(7,8),-0.160813 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.108971 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),0.19612 # DEPENDENCYPART_HEADBIGRAM
(11,9),(15,8),0.107895 # DEPENDENCYPART_HEADBIGRAM
(11,9),(17,8),0.098124 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),-0.206355 # DEPENDENCYPART_HEADBIGRAM
(11,10),(1,9),-0.180775 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.180606 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.174554 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.172609 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.0564865 # DEPENDENCYPART_HEADBIGRAM
(11,12),(0,11),-0.0825007 # DEPENDENCYPART_HEADBIGRAM
(11,12),(1,11),-0.0527572 # DEPENDENCYPART_HEADBIGRAM
(11,12),(2,11),-0.0527572 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),-0.0669353 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.0527572 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.0527572 # DEPENDENCYPART_HEADBIGRAM
(11,12),(7,11),-0.0750621 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0619963 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0401275 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.177096 # DEPENDENCYPART_HEADBIGRAM
(11,13),(5,12),-0.0696586 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0709311 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),-0.0139536 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.32411 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.164308 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.162468 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.153658 # DEPENDENCYPART_HEADBIGRAM
(11,13),(20,12),0.165911 # DEPENDENCYPART_HEADBIGRAM
(11,13),(21,12),0.165911 # DEPENDENCYPART_HEADBIGRAM
(11,13),(23,12),0.172701 # DEPENDENCYPART_HEADBIGRAM
(11,14),(5,13),-0.0696996 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0690271 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.0202231 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.0836661 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.280344 # DEPENDENCYPART_HEADBIGRAM
(11,14),(15,13),0.164085 # DEPENDENCYPART_HEADBIGRAM
(11,14),(16,13),0.153635 # DEPENDENCYPART_HEADBIGRAM
(11,14),(17,13),0.173011 # DEPENDENCYPART_HEADBIGRAM
(11,14),(21,13),0.165439 # DEPENDENCYPART_HEADBIGRAM
(11,14),(23,13),0.172511 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0697001 # DEPENDENCYPART_HEADBIGRAM
(11,15),(9,14),-0.0690246 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.0476075 # DEPENDENCYPART_HEADBIGRAM
(11,15),(12,14),0.0836646 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.0836618 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.266987 # DEPENDENCYPART_HEADBIGRAM
(11,15),(16,14),0.155268 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.173011 # DEPENDENCYPART_HEADBIGRAM
(11,15),(21,14),0.165439 # DEPENDENCYPART_HEADBIGRAM
(11,15),(23,14),0.17251 # DEPENDENCYPART_HEADBIGRAM
(11,16),(1,15),-0.069219 # DEPENDENCYPART_HEADBIGRAM
(11,16),(3,15),-0.0745508 # DEPENDENCYPART_HEADBIGRAM
(11,16),(5,15),-0.0642567 # DEPENDENCYPART_HEADBIGRAM
(11,16),(9,15),-0.0663016 # DEPENDENCYPART_HEADBIGRAM
(11,16),(11,15),0.100737 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.0783342 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.154176 # DEPENDENCYPART_HEADBIGRAM
(11,16),(17,15),0.169367 # DEPENDENCYPART_HEADBIGRAM
(11,16),(21,15),0.169447 # DEPENDENCYPART_HEADBIGRAM
(11,16),(23,15),0.167897 # DEPENDENCYPART_HEADBIGRAM
(11,17),(1,16),-0.0613958 # DEPENDENCYPART_HEADBIGRAM
(11,17),(5,16),-0.0613958 # DEPENDENCYPART_HEADBIGRAM
(11,17),(9,16),-0.0618208 # DEPENDENCYPART_HEADBIGRAM
(11,17),(10,16),-0.0619785 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.039154 # DEPENDENCYPART_HEADBIGRAM
(11,17),(13,16),0.0664723 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.0633243 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0633241 # DEPENDENCYPART_HEADBIGRAM
(11,17),(18,16),0.172782 # DEPENDENCYPART_HEADBIGRAM
(11,17),(23,16),0.172624 # DEPENDENCYPART_HEADBIGRAM
(11,19),(16,18),0.0724644 # DEPENDENCYPART_HEADBIGRAM
(11,19),(17,18),0.0724644 # DEPENDENCYPART_HEADBIGRAM
(11,19),(19,18),0.18367 # DEPENDENCYPART_HEADBIGRAM
(11,19),(20,18),0.174196 # DEPENDENCYPART_HEADBIGRAM
(11,19),(21,18),0.174289 # DEPENDENCYPART_HEADBIGRAM
(11,19),(22,18),0.174289 # DEPENDENCYPART_HEADBIGRAM
(11,19),(23,18),0.174281 # DEPENDENCYPART_HEADBIGRAM
(11,20),(11,19),0.0353583 # DEPENDENCYPART_HEADBIGRAM
(11,20),(15,19),0.0579285 # DEPENDENCYPART_HEADBIGRAM
(11,20),(16,19),0.0405433 # DEPENDENCYPART_HEADBIGRAM
(11,20),(17,19),0.0514736 # DEPENDENCYPART_HEADBIGRAM
(11,20),(18,19),0.0451381 # DEPENDENCYPART_HEADBIGRAM
(11,20),(20,19),0.205322 # DEPENDENCYPART_HEADBIGRAM
(11,20),(21,19),0.166033 # DEPENDENCYPART_HEADBIGRAM
(11,20),(22,19),0.164138 # DEPENDENCYPART_HEADBIGRAM
(11,20),(23,19),0.171211 # DEPENDENCYPART_HEADBIGRAM
(11,21),(11,20),0.0353583 # DEPENDENCYPART_HEADBIGRAM
(11,21),(15,20),0.0579284 # DEPENDENCYPART_HEADBIGRAM
(11,21),(16,20),0.0405433 # DEPENDENCYPART_HEADBIGRAM
(11,21),(17,20),0.0729467 # DEPENDENCYPART_HEADBIGRAM
(11,21),(18,20),0.0451382 # DEPENDENCYPART_HEADBIGRAM
(11,21),(19,20),0.0364553 # DEPENDENCYPART_HEADBIGRAM
(11,21),(21,20),0.202335 # DEPENDENCYPART_HEADBIGRAM
(11,21),(22,20),0.166032 # DEPENDENCYPART_HEADBIGRAM
(11,21),(23,20),0.171211 # DEPENDENCYPART_HEADBIGRAM
(11,23),(17,22),0.0740401 # DEPENDENCYPART_HEADBIGRAM
(11,23),(20,22),0.063399 # DEPENDENCYPART_HEADBIGRAM
(11,23),(21,22),0.063399 # DEPENDENCYPART_HEADBIGRAM
(11,23),(23,22),0.204485 # DEPENDENCYPART_HEADBIGRAM
(11,24),(1,23),-0.0365377 # DEPENDENCYPART_HEADBIGRAM
(11,24),(3,23),-0.0116006 # DEPENDENCYPART_HEADBIGRAM
(11,24),(5,23),-0.0498059 # DEPENDENCYPART_HEADBIGRAM
(11,24),(11,23),0.0743686 # DEPENDENCYPART_HEADBIGRAM
(11,24),(13,23),0.202215 # DEPENDENCYPART_HEADBIGRAM
(11,24),(14,23),0.172038 # DEPENDENCYPART_HEADBIGRAM
(11,24),(15,23),0.168953 # DEPENDENCYPART_HEADBIGRAM
(11,24),(16,23),0.0805662 # DEPENDENCYPART_HEADBIGRAM
(11,24),(17,23),0.198935 # DEPENDENCYPART_HEADBIGRAM
(11,24),(21,23),0.144069 # DEPENDENCYPART_HEADBIGRAM
(12,13),(5,12),-0.0979457 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),0.0340127 # DEPENDENCYPART_HEADBIGRAM
(12,13),(11,12),-0.100472 # DEPENDENCYPART_HEADBIGRAM
(12,13),(13,12),-0.0957543 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.270579 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.092819 # DEPENDENCYPART_HEADBIGRAM
(12,13),(16,12),0.130518 # DEPENDENCYPART_HEADBIGRAM
(12,13),(20,12),0.1316 # DEPENDENCYPART_HEADBIGRAM
(12,13),(21,12),0.130411 # DEPENDENCYPART_HEADBIGRAM
(12,13),(23,12),0.178055 # DEPENDENCYPART_HEADBIGRAM
(12,14),(5,13),-0.0407147 # DEPENDENCYPART_HEADBIGRAM
(12,14),(9,13),-0.099153 # DEPENDENCYPART_HEADBIGRAM
(12,14),(11,13),-0.0935957 # DEPENDENCYPART_HEADBIGRAM
(12,14),(12,13),-0.0245716 # DEPENDENCYPART_HEADBIGRAM
(12,14),(14,13),0.429359 # DEPENDENCYPART_HEADBIGRAM
(12,14),(15,13),0.189582 # DEPENDENCYPART_HEADBIGRAM
(12,14),(16,13),0.163121 # DEPENDENCYPART_HEADBIGRAM
(12,14),(17,13),0.173245 # DEPENDENCYPART_HEADBIGRAM
(12,14),(21,13),0.191495 # DEPENDENCYPART_HEADBIGRAM
(12,14),(23,13),0.159072 # DEPENDENCYPART_HEADBIGRAM
(13,12),(0,11),0.064526 # DEPENDENCYPART_HEADBIGRAM
(13,12),(1,11),-0.189559 # DEPENDENCYPART_HEADBIGRAM
(13,12),(2,11),-0.189559 # DEPENDENCYPART_HEADBIGRAM
(13,12),(3,11),-0.197855 # DEPENDENCYPART_HEADBIGRAM
(13,12),(4,11),-0.189559 # DEPENDENCYPART_HEADBIGRAM
(13,12),(5,11),-0.189559 # DEPENDENCYPART_HEADBIGRAM
(13,12),(7,11),-0.238046 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.228759 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.226162 # DEPENDENCYPART_HEADBIGRAM
(13,12),(15,11),0.102198 # DEPENDENCYPART_HEADBIGRAM
(13,14),(5,13),-0.0979068 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),0.034252 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.100451 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.132643 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.093556 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),0.27053 # DEPENDENCYPART_HEADBIGRAM
(13,14),(16,13),0.130519 # DEPENDENCYPART_HEADBIGRAM
(13,14),(17,13),0.127214 # DEPENDENCYPART_HEADBIGRAM
(13,14),(21,13),0.130453 # DEPENDENCYPART_HEADBIGRAM
(13,14),(23,13),0.164331 # DEPENDENCYPART_HEADBIGRAM
(13,16),(1,15),-0.0655286 # DEPENDENCYPART_HEADBIGRAM
(13,16),(3,15),-0.0691924 # DEPENDENCYPART_HEADBIGRAM
(13,16),(5,15),-0.0642767 # DEPENDENCYPART_HEADBIGRAM
(13,16),(9,15),-0.0625387 # DEPENDENCYPART_HEADBIGRAM
(13,16),(11,15),-0.0618588 # DEPENDENCYPART_HEADBIGRAM
(13,16),(14,15),0.0757618 # DEPENDENCYPART_HEADBIGRAM
(13,16),(16,15),0.184719 # DEPENDENCYPART_HEADBIGRAM
(13,16),(17,15),0.172748 # DEPENDENCYPART_HEADBIGRAM
(13,16),(21,15),0.170405 # DEPENDENCYPART_HEADBIGRAM
(13,16),(23,15),0.171626 # DEPENDENCYPART_HEADBIGRAM
(13,23),(17,22),0.082889 # DEPENDENCYPART_HEADBIGRAM
(13,23),(20,22),0.0479433 # DEPENDENCYPART_HEADBIGRAM
(13,23),(21,22),0.0479433 # DEPENDENCYPART_HEADBIGRAM
(13,23),(23,22),0.235325 # DEPENDENCYPART_HEADBIGRAM
(14,12),(0,11),0.0604439 # DEPENDENCYPART_HEADBIGRAM
(14,12),(1,11),-0.190566 # DEPENDENCYPART_HEADBIGRAM
(14,12),(2,11),-0.190566 # DEPENDENCYPART_HEADBIGRAM
(14,12),(3,11),-0.197855 # DEPENDENCYPART_HEADBIGRAM
(14,12),(4,11),-0.190566 # DEPENDENCYPART_HEADBIGRAM
(14,12),(5,11),-0.190566 # DEPENDENCYPART_HEADBIGRAM
(14,12),(7,11),-0.239053 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),-0.225282 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.226162 # DEPENDENCYPART_HEADBIGRAM
(14,12),(15,11),0.101695 # DEPENDENCYPART_HEADBIGRAM
(14,13),(5,12),-0.130731 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.294858 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.387395 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.138106 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.203598 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.104069 # DEPENDENCYPART_HEADBIGRAM
(14,13),(16,12),0.0885259 # DEPENDENCYPART_HEADBIGRAM
(14,13),(20,12),0.0966102 # DEPENDENCYPART_HEADBIGRAM
(14,13),(21,12),0.0966403 # DEPENDENCYPART_HEADBIGRAM
(14,13),(23,12),0.0704189 # DEPENDENCYPART_HEADBIGRAM
(14,15),(5,14),-0.0999086 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),0.0320597 # DEPENDENCYPART_HEADBIGRAM
(14,15),(11,14),0.0314923 # DEPENDENCYPART_HEADBIGRAM
(14,15),(12,14),-0.134645 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),-0.140186 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),-0.0951942 # DEPENDENCYPART_HEADBIGRAM
(14,15),(16,14),0.307618 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.127214 # DEPENDENCYPART_HEADBIGRAM
(14,15),(21,14),0.12353 # DEPENDENCYPART_HEADBIGRAM
(14,15),(23,14),0.167154 # DEPENDENCYPART_HEADBIGRAM
(14,16),(1,15),-0.0655242 # DEPENDENCYPART_HEADBIGRAM
(14,16),(3,15),-0.069188 # DEPENDENCYPART_HEADBIGRAM
(14,16),(5,15),-0.063233 # DEPENDENCYPART_HEADBIGRAM
(14,16),(9,15),-0.061495 # DEPENDENCYPART_HEADBIGRAM
(14,16),(11,15),-0.0575913 # DEPENDENCYPART_HEADBIGRAM
(14,16),(14,15),0.0381996 # DEPENDENCYPART_HEADBIGRAM
(14,16),(16,15),0.167259 # DEPENDENCYPART_HEADBIGRAM
(14,16),(17,15),0.173959 # DEPENDENCYPART_HEADBIGRAM
(14,16),(21,15),0.171544 # DEPENDENCYPART_HEADBIGRAM
(14,16),(23,15),0.172765 # DEPENDENCYPART_HEADBIGRAM
(14,23),(17,22),0.082889 # DEPENDENCYPART_HEADBIGRAM
(14,23),(20,22),0.0479433 # DEPENDENCYPART_HEADBIGRAM
(14,23),(21,22),0.0479433 # DEPENDENCYPART_HEADBIGRAM
(14,23),(23,22),0.234604 # DEPENDENCYPART_HEADBIGRAM
(15,2),(0,1),-0.135122 # DEPENDENCYPART_HEADBIGRAM
(15,2),(2,1),0.0478508 # DEPENDENCYPART_HEADBIGRAM
(15,2),(4,1),-0.06498 # DEPENDENCYPART_HEADBIGRAM
(15,2),(5,1),-0.0649792 # DEPENDENCYPART_HEADBIGRAM
(15,2),(7,1),-0.0649659 # DEPENDENCYPART_HEADBIGRAM
(15,2),(9,1),-0.122794 # DEPENDENCYPART_HEADBIGRAM
(15,2),(11,1),-0.118068 # DEPENDENCYPART_HEADBIGRAM
(15,2),(15,1),0.12463 # DEPENDENCYPART_HEADBIGRAM
(15,2),(21,1),0.108573 # DEPENDENCYPART_HEADBIGRAM
(15,2),(23,1),0.0754093 # DEPENDENCYPART_HEADBIGRAM
(15,4),(1,3),-0.12265 # DEPENDENCYPART_HEADBIGRAM
(15,4),(2,3),-0.125598 # DEPENDENCYPART_HEADBIGRAM
