# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(15,23),(23,21),-0.204344 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.168188 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.331653 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.334355 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.261589 # DEPENDENCYPART_GRANDPAR
(15,23),(23,27),-0.372938 # DEPENDENCYPART_GRANDPAR
(15,23),(23,28),-0.365219 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-0.775481 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-1.03975 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-0.988762 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.675265 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-1.38849 # DEPENDENCYPART_GRANDPAR
(15,25),(25,8),-1.15047 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-0.462679 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.855067 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.841281 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.478808 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.565403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.251393 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),0.142815 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.291758 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.00298804 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.299651 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.213773 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.00303232 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.563136 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.13363 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.333532 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.331295 # DEPENDENCYPART_GRANDPAR
(15,25),(25,30),-0.0384116 # DEPENDENCYPART_GRANDPAR
(15,25),(25,31),-1.17247 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.412741 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.325501 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.144745 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),0.035791 # DEPENDENCYPART_GRANDPAR
(15,28),(28,3),-1.16808 # DEPENDENCYPART_GRANDPAR
(15,28),(28,4),-1.05196 # DEPENDENCYPART_GRANDPAR
(15,28),(28,20),0.198775 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),0.111277 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),0.0611594 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.310121 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),-0.244626 # DEPENDENCYPART_GRANDPAR
(15,28),(28,30),0.00844561 # DEPENDENCYPART_GRANDPAR
(15,28),(28,31),-1.07301 # DEPENDENCYPART_GRANDPAR
(15,31),(31,28),-0.361153 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.822799 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.600646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.251015 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.40107 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.887799 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.307974 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.557606 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.584695 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.545053 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.458534 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.897622 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.80872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.338104 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.971501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.998306 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.531 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.96882 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.894211 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.08762 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-1.40827 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-1.56636 # DEPENDENCYPART_GRANDPAR
(16,15),(15,31),-1.90255 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.38508 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.1005 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),1.15314 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.263567 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.356679 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.625368 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.0613606 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.186278 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.501238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.846349 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.857383 # DEPENDENCYPART_GRANDPAR
(16,18),(18,31),-1.33446 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.0512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),0.60149 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.232514 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-1.26612 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.726655 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.156907 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.162165 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.549355 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.937299 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.722969 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.979746 # DEPENDENCYPART_GRANDPAR
(16,20),(20,30),-1.26199 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),-1.54547 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.01772 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.59713 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-1.37074 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-1.38495 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.959335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),1.09903 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.888082 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.0359907 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.0494609 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.696965 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.287189 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.253914 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.548205 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.756355 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.859464 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.879023 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-1.26723 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.966831 # DEPENDENCYPART_GRANDPAR
(16,25),(25,4),-0.912317 # DEPENDENCYPART_GRANDPAR
(16,25),(25,5),-1.45959 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-1.3934 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.969118 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.917224 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-1.25879 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-1.10296 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-1.16967 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.885328 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-1.25649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,18),0.284927 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.618597 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.52829 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-1.36799 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.868208 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.310589 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.541308 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.783063 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.802078 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.923032 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.978304 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-1.59999 # DEPENDENCYPART_GRANDPAR
(16,28),(28,3),-1.01377 # DEPENDENCYPART_GRANDPAR
(16,28),(28,4),-0.898574 # DEPENDENCYPART_GRANDPAR
(16,28),(28,20),-0.0720054 # DEPENDENCYPART_GRANDPAR
(16,28),(28,23),0.0201701 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.432631 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.52026 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-1.10608 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-1.04349 # DEPENDENCYPART_GRANDPAR
(16,28),(28,31),-1.48064 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.230909 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.744137 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.376952 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.563938 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.315817 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-1.04224 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.455027 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0912276 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.749945 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.118617 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.37886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.800874 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.579484 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.997037 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.729516 # DEPENDENCYPART_GRANDPAR
(18,13),(13,31),-1.19049 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.355869 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.412135 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.718444 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.519773 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.370304 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.323667 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-1.02231 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.455405 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.216187 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.24552 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.396602 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.124534 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.3803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.802365 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.48987 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.925958 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.580924 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.998528 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.731007 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.98818 # DEPENDENCYPART_GRANDPAR
(18,15),(15,28),-0.803667 # DEPENDENCYPART_GRANDPAR
(18,15),(15,31),-1.19198 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.915708 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.494117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0652533 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.169991 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0771829 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.292588 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.17799 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.122019 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),0.0673347 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.238586 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.119844 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),0.0476773 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),-0.719695 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.312206 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0874644 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.135685 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.130006 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-1.13477 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.929768 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-1.44267 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.987205 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.01941 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.816603 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.556396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.0547731 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.243979 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0338223 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.139888 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.146695 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.154131 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.0811181 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.247264 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.247736 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-0.854449 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-1.094 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-1.03751 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-0.824449 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-1.71859 # DEPENDENCYPART_GRANDPAR
(18,25),(25,8),-1.27815 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.738845 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-1.3421 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-1.00108 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.789251 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.771542 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.938641 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.622275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),-0.15138 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.18207 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.0715945 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.191483 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.156968 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.347543 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.0731391 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.195098 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.19782 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),0.254281 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.830461 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.229543 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.248045 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),0.068983 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),0.275069 # DEPENDENCYPART_GRANDPAR
(18,28),(28,3),-1.22232 # DEPENDENCYPART_GRANDPAR
(18,28),(28,4),-1.10071 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),0.402333 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),0.276252 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.256436 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.176733 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),0.0688589 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),0.347853 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.709372 # DEPENDENCYPART_GRANDPAR
(18,31),(31,28),-0.233079 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.278421 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.765677 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.292147 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.420451 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.45659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,23),-0.563229 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.670527 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.620347 # DEPENDENCYPART_GRANDPAR
(20,16),(16,28),-0.762433 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.522461 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.505698 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.832101 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.106862 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.46742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.461401 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.534679 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.753035 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.579843 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.600126 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.769806 # DEPENDENCYPART_GRANDPAR
(20,18),(18,31),-1.02366 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.766737 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.685987 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.00281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0292418 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.963066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.169708 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.270899 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.176437 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-0.934747 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.984612 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.849878 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.00537 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.44343 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.30823 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.8578 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.798089 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.966337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.169237 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.272625 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.257448 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.182707 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.217694 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.275515 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.272526 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-1.188 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-0.728898 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-0.9101 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-0.9517 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-0.866298 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-0.582962 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-1.00241 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-0.823831 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.934161 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.887458 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.855641 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.46914 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.740657 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.66609 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.964953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.0666892 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.231574 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.159996 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.327644 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.0828793 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.118093 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.1608 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.223836 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.601978 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.0706026 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.205774 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),0.0425416 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.19531 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.185877 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.146457 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.232397 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.267128 # DEPENDENCYPART_GRANDPAR
(20,28),(28,3),-0.790783 # DEPENDENCYPART_GRANDPAR
(20,28),(28,4),-0.912768 # DEPENDENCYPART_GRANDPAR
(20,28),(28,20),-0.82079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,28),(28,23),0.133476 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),0.22981 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.0189346 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.313276 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.317202 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.612531 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),-0.234511 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.539823 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.311537 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.389245 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.382464 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.366711 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.316477 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.226016 # DEPENDENCYPART_GRANDPAR
(21,18),(18,22),-0.359162 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.609115 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.864805 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.8354 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.868704 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.957474 # DEPENDENCYPART_GRANDPAR
(21,18),(18,31),-1.10131 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.309367 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.363112 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.382926 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.69536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.307667 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.548928 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.75957 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.810947 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.898374 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.889242 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.929522 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-1.23231 # DEPENDENCYPART_GRANDPAR
(21,20),(20,31),-1.07634 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.737961 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.15774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),-0.316297 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.37562 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.895619 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.567395 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.680311 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.471342 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.6919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.455222 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.23584 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.783195 # DEPENDENCYPART_GRANDPAR
