# _root_ `` When you 're in the groove , you see every ball tremendously , '' he lectured .
#goldHeads=17,4,4,10,4,7,5,10,10,17,12,10,10,17,17,17,0,17,
#predictedHeads=17,4,4,17,4,7,5,10,10,17,12,10,10,17,17,17,0,17,
(4,10),(10,4),-0.848631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.213312 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.473144 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.156204 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.504542 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.459953 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.155254 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.147172 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.324109 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.269171 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.337665 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.559916 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.283497 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.61631 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.872629 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.112338 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.287048 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0134804 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.297553 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.717383 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.053755 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0478734 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.4776 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.353423 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.412271 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.797338 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.366117 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.575228 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.784077 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.132373 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.700501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.391419 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.30971 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.0564129 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0796567 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.238352 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.415462 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.446898 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.450866 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.370196 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.3618 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.335125 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.781347 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.376361 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.669714 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.146928 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.332276 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.76608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.254936 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.0696461 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.423863 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.545262 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.00335682 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.187527 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.332345 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.331796 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.457039 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.508305 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.748341 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.761807 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.35878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.260884 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.53811 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.48792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.232264 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.53002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),0.0149968 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.921585 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.805024 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.17097 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.771133 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.914382 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.02795 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.598891 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.351009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.234127 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.49738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,8),-0.929096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.49029 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0864883 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.360941 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.55804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.00601688 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.0225351 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.939658 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.57596 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.823599 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.2085 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.987051 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.789206 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.840527 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.06433 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.40373 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.447893 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.16313 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.776545 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.08345 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.837627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.796358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.895393 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.470849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-1.04355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.344868 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.476062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.499326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.320397 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.418102 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.565008 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-1.04733 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.252392 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.587726 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.899078 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.763992 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.994178 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.7274 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.05727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.358512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.449306 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.658577 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.94946 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.597347 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.336736 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.44368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.376581 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.481581 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-1.15868 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.637537 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-1.27342 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.16317 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.776548 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.90203 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),1.01574 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.214917 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.918464 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0729666 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.588525 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.506892 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.307117 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.418039 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-1.21786 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.578873 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-1.05388 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.09492 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.822757 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.832735 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.874151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,8),-0.416178 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.309771 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.849431 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.455063 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.272075 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.496589 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.646935 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.569201 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.380501 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0555578 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-1.2172 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.586518 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.999708 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.838153 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-1.00662 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.71804 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.01974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.434172 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.700732 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-1.15033 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.47293 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-1.06231 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.752909 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.682225 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.550279 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.708657 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-1.1733 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.31783 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.998718 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.777436 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.02642 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.01917 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.931614 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.54667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.366507 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.957637 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.497969 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.649333 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.983729 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.973089 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.797142 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.999583 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-1.00019 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.04213 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-1.41968 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.516413 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0988978 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.527485 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0228265 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.15533 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.0589555 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.3364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.83763 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.532221 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.724422 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.938368 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.716205 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.649099 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.502849 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.601882 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0784359 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.144232 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.844271 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.468329 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.384498 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0494246 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.01099 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0265068 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.3668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.848759 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.88645 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.543635 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.754825 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.691263 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.949496 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.635053 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.67829 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.05734 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.445015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.708332 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0432931 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0459607 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.00360174 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.45946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.867552 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.888471 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.594303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.847483 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.736821 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.96829 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.739834 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.723032 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.15213 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.588134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),-0.195093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.17832 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.835274 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.03552 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.533525 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.378265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.804145 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.524507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.866873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.407609 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.125098 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.445018 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.124786 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.224942 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.460848 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.248097 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-1.00629 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.239765 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.865448 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.06837 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.00564 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.759287 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.71591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.353194 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.36849 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0379904 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.288342 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.333723 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.237489 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.24379 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-1.02811 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.14829 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.703441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.938909 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.98781 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.381894 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.747304 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.205677 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0523196 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.2026 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0648203 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.314404 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.171515 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.17038 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.275333 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.300096 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.442824 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-1.09908 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.264154 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.919276 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.07572 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.525448 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.346443 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.776583 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.776563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.320079 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.170546 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.0675064 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.326501 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.165498 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.154389 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.420817 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.228647 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.668757 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.87901 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.744056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.553689 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.986961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.679058 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.753425 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.820737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0831981 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0726125 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.231665 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.326055 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.153403 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0320755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.1488 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.191563 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.252221 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.248274 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.348052 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0481983 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.232626 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.0936165 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.203791 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.0751903 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.24067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),0.0680621 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),-0.563946 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.536428 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.419187 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.413686 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.115018 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.335865 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.19907 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.30517 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.235443 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.597725 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.452354 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0981269 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.364205 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.082602 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.17119 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.203897 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.23 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),0.062067 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.0908488 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.535068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.429557 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.4234 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.526452 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.256641 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0980226 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.225565 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.178715 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.242586 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.401273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.084582 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.0291652 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.34257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.0760273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.187971 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.612159 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.578736 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.516424 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.712597 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.2582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.282622 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.12873 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.209726 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.307434 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.127177 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.230971 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.10648 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0211416 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.26295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.0488865 # DEPENDENCYPART_GRANDPAR
