# _root_ Boeing has declined to say how many employees are working at its giant Renton , Wash. , plant .
#goldHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
#predictedHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
(2,9),(9,7),-0.271162 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.272802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.218158 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.400352 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.493328 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.219025 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.166319 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.488655 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.453534 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.524503 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.466556 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.645108 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.273632 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.606328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,6),-0.50953 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.395894 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.228504 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.333453 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.482179 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.611847 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.543301 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.312256 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.708681 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.599471 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.744529 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.632204 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.864602 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.360158 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.125373 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.140406 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.600486 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.389999 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.148517 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.630777 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.437539 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.666625 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.471349 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.809268 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.491686 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.598416 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.356709 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.132076 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.559623 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.389883 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.196614 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.360785 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.721617 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.637262 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.687834 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.804651 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.110027 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.25467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,9),-0.416014 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.292375 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.27418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.32334 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.464125 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.686548 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.593323 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.573751 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.438696 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.554052 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.644588 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.12492 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.912034 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.991826 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.962004 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.1664 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.751464 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.239515 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.200605 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0049946 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0880616 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0264972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0233806 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.244298 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.75794 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.71263 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.29141 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.107304 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.164926 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0645521 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.141431 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.363101 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.710538 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.380246 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.491012 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.477715 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.549061 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.527686 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.721401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.607331 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.698151 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.190336 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.105184 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.00293993 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0890537 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.254485 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.480896 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.448343 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.506392 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.626314 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.648087 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.675645 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.298443 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0924231 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.012069 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.128174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.286314 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.804054 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.730532 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.727301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,6),-0.368106 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0591334 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0111165 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.101642 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.401235 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.775826 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.702671 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.857136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,6),-0.00321861 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0851799 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.00958643 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0850242 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.366696 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.729491 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.286069 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.514124 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.611529 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.572173 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.661499 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.620126 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.849336 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.712202 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.66371 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.212993 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.049701 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0101049 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0580176 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.158457 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.525066 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.255178 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.280819 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.370205 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.338868 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.420176 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.430799 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.681039 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.310547 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.109709 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.137634 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.479291 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.123082 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.109736 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.252542 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.170495 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.302512 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.259188 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.595299 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.109696 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.439053 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.632294 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.359986 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.442403 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.418035 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.492373 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.530123 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.174914 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.00399837 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.00403985 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.514387 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.214198 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.513264 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.429349 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.563235 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.623548 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.613422 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),-0.128411 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.174912 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.51473 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.2142 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.293908 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.221849 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.552264 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.625551 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.613422 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0762635 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.393578 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.266339 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.345086 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.421531 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.408693 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.471502 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.550959 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.644821 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.153901 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0537653 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.418205 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.533072 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.249626 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.175993 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.390546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0456203 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.364007 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.040787 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0488358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.594022 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.418619 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.314498 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.233737 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.566287 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.202411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.452204 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.786164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.500339 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.70489 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.274938 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0343174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.184041 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.296049 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.783054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.571669 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.823458 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.570028 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.974337 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.51908 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.30201 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.145467 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0910535 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.147943 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.224188 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.892097 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.581411 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.838151 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.347559 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.414662 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.105218 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.247336 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.47492 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.795246 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.484744 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.750678 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0601406 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.432253 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.223278 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.197167 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.438813 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.824131 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.665392 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.694174 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.634838 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.945962 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.603513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.627121 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-1.20368 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.779816 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.493394 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.171188 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.450223 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0338931 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.155449 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.162826 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.619058 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.600748 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.466097 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.496979 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.717886 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.465653 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.403821 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-1.03333 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.287588 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.00278702 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.182626 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.432791 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.400437 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.365383 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.700824 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.334057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.507693 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.946881 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.183122 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.136008 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.323102 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.27133 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.101076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.215062 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.770846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.548391 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.248176 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.167574 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.216376 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.143158 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),0.0860101 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.814419 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.279326 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.625941 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.316139 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.365008 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.717302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.00139502 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.511722 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.149319 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.119836 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.294443 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.153884 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0408049 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.288898 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.292223 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.160708 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.688685 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.261398 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.603348 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.229757 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.136228 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.348657 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.767251 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.853859 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.374623 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0811135 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0249411 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0365409 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0755804 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.889691 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.631282 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.727183 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.190183 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.262556 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.785664 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.303506 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.471498 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.453832 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.240915 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.081384 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.0152092 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.166709 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0216036 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.0925057 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.235 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.943048 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.708425 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.178175 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0145707 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.570058 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0889532 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.30852 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.504369 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0227665 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.00888035 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0227884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.256974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.0596012 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.20627 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.280394 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),-0.289265 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.491478 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.118189 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.461133 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.201322 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.146567 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.0709347 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.103333 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),0.0341219 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0296615 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.203828 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.379818 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0907596 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.460851 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0581097 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.0565821 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.189984 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),0.0197693 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.272371 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.190015 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.214424 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.457412 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.400368 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0161279 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0694385 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.195633 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.0326257 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.230596 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.108355 # DEPENDENCYPART_GRANDPAR
