# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(1,9),(9,5),-0.366348 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.0552304 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.151413 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.126132 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.0299879 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.657094 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.428475 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.300716 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.427625 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.14831 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.603062 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.734901 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.660145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.66983 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0647459 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.145505 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.103014 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.0146274 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.153932 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.0615036 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.576724 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.433006 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.236872 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.0522537 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.570275 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.818059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.377314 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.167065 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.13551 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.349652 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0605877 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.181887 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.178958 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.283034 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.376192 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.528964 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.475158 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.278327 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.436469 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.145972 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.748456 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.586204 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.717709 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.248988 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0611513 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.416174 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.228877 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.326531 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.119376 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.45301 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.159384 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.0898145 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.282915 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.225135 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.363255 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.0530497 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.736913 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.572713 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.756303 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.5381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.559384 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.771878 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.616459 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.717443 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.838162 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.779792 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.793135 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.891171 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.02212 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-1.17898 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.1216 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.816188 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.193909 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0592323 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.126917 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.485935 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.385934 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0330529 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.655196 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.813248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.783111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.306791 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.246561 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.158897 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.345602 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.265707 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.237405 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.448626 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.467943 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.043965 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.272896 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.729489 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.971359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.208976 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0440367 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.368334 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.276954 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.728428 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.942221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,6),-0.252881 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.266736 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.710971 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.853062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0348569 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0903889 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.00327364 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.180039 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.00170579 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.00878125 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.243057 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.232049 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.487065 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.473484 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.243739 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.327003 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.521519 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.607608 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.738854 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.71023 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.86207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,5),-0.0794712 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.185677 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.295118 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.131962 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.27588 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.492028 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.427241 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.442722 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0979585 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.468171 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.562397 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.730843 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.904186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.261753 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.141847 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0340709 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.129269 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.152068 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0979091 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.200234 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.261087 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.526909 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.527976 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.338357 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.354882 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.633216 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.433791 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.629069 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.836498 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.168763 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.351213 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.410198 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.10082 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.147033 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.522556 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.306375 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.622474 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.757517 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.909579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,8),-0.165765 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.482805 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.321134 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.499294 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.257872 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.248152 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.1753 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.693706 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.746891 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.901436 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.850254 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.791635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.146652 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.226873 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.408448 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0972739 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.285218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.563036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.548026 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.579552 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.0373343 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.788777 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.646598 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.962499 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.154611 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.431526 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0542986 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.795313 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.591763 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.11508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.884153 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.169668 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0620893 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.179628 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.219187 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.186091 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.315991 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.464479 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.448786 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.605705 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.179806 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.716719 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.853658 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-1.11099 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.785942 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.627117 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),0.991782 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.218219 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0789945 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.268708 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0501844 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.321844 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.463443 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.31288 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.619378 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0805219 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.669731 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.723281 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.11433 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.847196 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.82351 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.131444 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.267642 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.381432 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0744322 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.262391 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.749031 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.652918 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.587192 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.730441 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.818664 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.943258 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.785321 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.632795 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.846265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.976029 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.235931 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.056588 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.318054 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0517927 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.256219 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.122872 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.402021 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.419076 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.63628 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.141981 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.723629 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.965682 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.757018 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.15219 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.785652 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.830409 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.50183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.841289 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.772178 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.814772 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.748677 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.738066 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.94459 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.956932 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.15321 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.18994 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.730154 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.859189 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.567613 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.55129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.947768 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.809916 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.819155 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.762359 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.938332 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.963048 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.11586 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.965608 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.756149 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.10527 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.17593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.41645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.760208 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.695953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.681445 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.674551 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.871127 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.892704 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.31562 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.25498 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.934704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.259465 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.344953 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.245668 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.31456 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.24112 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.307623 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.209551 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.2971 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.17342 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.28076 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.814522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.21056 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.233186 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0232747 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0691565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.299097 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.161559 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.455742 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.544451 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.223638 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.239519 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.396262 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.415328 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.623397 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.29636 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.33652 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),-0.296696 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.241252 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.272566 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.101688 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.221651 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.42667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.400213 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.517228 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0814416 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.346452 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.373653 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.216542 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.286391 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.478712 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0780571 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0568874 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.394636 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.107711 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.355588 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.436225 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.284529 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0705407 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.166858 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.348084 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.444115 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.376132 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.678659 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.683999 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.163919 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.154981 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.121928 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.221429 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.46665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.506652 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.655216 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.77253 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.754729 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.854012 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.740131 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.892227 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.60871 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.28244 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0571998 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0779658 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0762007 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.49141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.498034 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.654308 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.733834 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.846818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.694589 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.709865 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.620147 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.0676 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.844231 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.280506 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.268292 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.121396 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0905165 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.49142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.498034 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.654308 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.733835 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.694587 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.871333 # DEPENDENCYPART_GRANDPAR
