# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(16,5),(5,16),-1.3207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,24),-0.158135 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.180442 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.21918 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.136749 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.00857255 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.53956 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0948722 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.04593 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.838652 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.211285 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.0416972 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.26867 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.00146429 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.43124 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.465748 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.224373 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.012119 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.481167 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.160446 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.164072 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.36652 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.251745 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.02611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.44639 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.23574 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.551247 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.0197261 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.360569 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),0.117269 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.608209 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),0.142362 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-0.250187 # DEPENDENCYPART_GRANDPAR
(16,9),(9,27),-0.994698 # DEPENDENCYPART_GRANDPAR
(16,9),(9,34),-0.744251 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0328663 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.849076 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.122161 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.208811 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.559984 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.137418 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.017587 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0636478 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.059471 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0136616 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.211598 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.432276 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.27829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),-0.44655 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.299678 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.291561 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-0.317479 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0726792 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.33121 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0665392 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.131447 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.181542 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.31925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.231254 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.503338 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.369659 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.240975 # DEPENDENCYPART_GRANDPAR
(16,12),(12,31),-1.18992 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.312051 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.620731 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.32069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.163806 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.508102 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.852254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.37008 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.655589 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-0.404902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.707118 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.10634 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.144242 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.646454 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0132835 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.251077 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0229734 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0675939 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.643321 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.32069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.163806 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.508102 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.852255 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.655589 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.158125 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.421198 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.12711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.417597 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.397988 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.448382 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),0.0422854 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.170249 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),0.00758505 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.170177 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.194062 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),0.223918 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.033813 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.324594 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.132216 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.106228 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.802461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.957295 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.075253 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.351403 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.259663 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.207929 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.0743382 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.482605 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),0.0246988 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.455909 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.0976153 # DEPENDENCYPART_GRANDPAR
(16,18),(18,34),-0.809734 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.790233 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.135769 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.00335266 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.441394 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.575009 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0754223 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.359764 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.276616 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.237255 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.42192 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.186306 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.450508 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.749254 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.351935 # DEPENDENCYPART_GRANDPAR
(16,20),(20,32),-0.13097 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.682089 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.71277 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.140403 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.396708 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.680208 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.208142 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.516614 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.126687 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.36332 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.33051 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.225383 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.682877 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.267506 # DEPENDENCYPART_GRANDPAR
(16,21),(21,32),-0.0465408 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.545729 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.318678 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),1.20255 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.268836 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.952988 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.818805 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.408166 # DEPENDENCYPART_GRANDPAR
(16,22),(22,30),-0.904852 # DEPENDENCYPART_GRANDPAR
(16,22),(22,31),-0.752833 # DEPENDENCYPART_GRANDPAR
(16,22),(22,33),-1.06504 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.35185 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-0.330382 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-0.529369 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-0.494164 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.560049 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-0.0202151 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-0.158782 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.148756 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.221837 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),0.0206546 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.0251813 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.243987 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.949688 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.147544 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.416892 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.028475 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.220741 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.10491 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.244842 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.717019 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.389287 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.00656601 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.452488 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.484807 # DEPENDENCYPART_GRANDPAR
(16,24),(24,31),-0.308433 # DEPENDENCYPART_GRANDPAR
(16,24),(24,32),0.214399 # DEPENDENCYPART_GRANDPAR
(16,24),(24,33),-0.634834 # DEPENDENCYPART_GRANDPAR
(16,24),(24,34),-0.875684 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.459048 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.934285 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.554539 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.203464 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.616433 # DEPENDENCYPART_GRANDPAR
(16,25),(25,30),-0.643096 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-0.429578 # DEPENDENCYPART_GRANDPAR
(16,25),(25,33),-0.791777 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.237748 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.0217756 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-1.00293 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.301253 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.676832 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),-0.706708 # DEPENDENCYPART_GRANDPAR
(16,27),(27,31),-0.563119 # DEPENDENCYPART_GRANDPAR
(16,27),(27,32),-0.0802881 # DEPENDENCYPART_GRANDPAR
(16,27),(27,33),-0.86786 # DEPENDENCYPART_GRANDPAR
(16,31),(31,1),0.00339593 # DEPENDENCYPART_GRANDPAR
(16,31),(31,21),0.0744083 # DEPENDENCYPART_GRANDPAR
(16,31),(31,26),-0.893684 # DEPENDENCYPART_GRANDPAR
(16,31),(31,27),-0.431563 # DEPENDENCYPART_GRANDPAR
(16,31),(31,28),0.227219 # DEPENDENCYPART_GRANDPAR
(16,31),(31,29),-0.497926 # DEPENDENCYPART_GRANDPAR
(16,31),(31,30),-0.547673 # DEPENDENCYPART_GRANDPAR
(16,31),(31,32),-0.0115427 # DEPENDENCYPART_GRANDPAR
(16,31),(31,33),-0.833072 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.798289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),0.0604379 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.249044 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.32952 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.331028 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.0221905 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.131999 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.177291 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.2958 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.087115 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.0451448 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),0.216686 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.287783 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),0.00375779 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.875154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),0.119702 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.330178 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),0.155843 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.0387297 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.224137 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.493989 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.310269 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.117575 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),0.0560314 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.0981619 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.334629 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),0.0934832 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.07059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.051485 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.414774 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.505443 # DEPENDENCYPART_GRANDPAR
(18,3),(3,24),-0.167351 # DEPENDENCYPART_GRANDPAR
(18,3),(3,28),-0.527241 # DEPENDENCYPART_GRANDPAR
(18,3),(3,32),-0.771503 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.524763 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.62026 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.751432 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.707953 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.334374 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.480753 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.669267 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.114704 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.361892 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.485905 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.268218 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.521473 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.344652 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.0909958 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),0.0275039 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.159809 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.37871 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),0.0669035 # DEPENDENCYPART_GRANDPAR
(18,5),(5,24),-0.167372 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.562366 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.363922 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.454242 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.475721 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.550685 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.118064 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.00852056 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),0.0643238 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.410752 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.547857 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.185962 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.353842 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.453091 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.576786 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.454766 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0881274 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.207543 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0239125 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.485858 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.294781 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.684901 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.174429 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0285168 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.9165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.132442 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),0.170997 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.22704 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.220235 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.645072 # DEPENDENCYPART_GRANDPAR
(18,9),(9,24),0.0308857 # DEPENDENCYPART_GRANDPAR
(18,9),(9,25),0.253585 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-0.524052 # DEPENDENCYPART_GRANDPAR
(18,9),(9,34),-0.676241 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.436048 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),0.349473 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.468564 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.411086 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.356751 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.497666 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.118173 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.111365 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.212248 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.402817 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.213714 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.297197 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.000691072 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.875149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),0.143209 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.414281 # DEPENDENCYPART_GRANDPAR
(18,11),(11,25),0.363515 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.101533 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.0711122 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.542671 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.353282 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.536145 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0764318 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0925508 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.16697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.106717 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.501437 # DEPENDENCYPART_GRANDPAR
(18,12),(12,31),-0.689342 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.153016 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.356317 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0705101 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0292399 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.07059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.321434 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.0514849 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.414775 # DEPENDENCYPART_GRANDPAR
(18,13),(13,28),-0.527389 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),0.0922379 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.36388 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.309909 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.588518 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0796083 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.159063 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.228862 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.523005 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.349013 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0706718 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0294021 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.07059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.321433 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.414774 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.167351 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.557775 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.6871 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.239554 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.493086 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.434467 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.598994 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.46813 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0877489 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.114333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.349098 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.171806 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.748456 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.552283 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.544959 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.140464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.922922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.133801 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.167969 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.229273 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.223671 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.646413 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),0.0212488 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),0.225586 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.528953 # DEPENDENCYPART_GRANDPAR
(18,16),(16,31),-0.486294 # DEPENDENCYPART_GRANDPAR
(18,16),(16,34),-0.664936 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.138962 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.541341 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.354874 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0266897 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.540192 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.567702 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.509354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
