# _root_ Dr. Novello , an expert on pediatric kidney diseases , is deputy director of the National Institute of Child Health and Human Development .
#goldHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
#predictedHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
(20,16),(20,23),-0.00353866 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0812402 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.106771 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0720843 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00710704 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0293036 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00289756 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0808396 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0793009 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0929993 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0554894 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00371858 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.018478 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00366271 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0112954 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0715792 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0532549 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0637465 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.529027 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.204585 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.249256 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.253847 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.236104 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.216796 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.233615 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0321716 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.133648 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.16373 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.129765 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.138269 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.121639 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0305525 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.224991 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.19688 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.181347 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.178981 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.161805 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.170622 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.159705 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.152725 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.162555 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.163393 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.156412 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.153493 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.218519 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.176513 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.160852 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.13884 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.172502 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0259304 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.128895 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0442883 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0136854 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.734974 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.0357337 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.746489 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.37752 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.632492 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.172544 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.088379 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0259442 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.12884 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.473024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.302812 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.0442755 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0136437 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.734989 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.626411 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.0357476 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.43267 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.581789 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.479398 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.0644326 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.746476 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),1.37753 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.406353 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.755469 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.246398 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.310264 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0611427 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.39281 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.463303 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.368179 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.334688 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.0602108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.447974 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.0908017 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.165578 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-1.09082 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.341077 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.54605 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.212306 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.0765628 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.368707 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.827382 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),2.0948 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.800969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.512185 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.119807 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.348922 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.30372 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.543023 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.434156 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.341094 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.364578 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.315262 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.991982 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.65047 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.961195 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.35308 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-1.11685 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.618191 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.262427 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-1.30484 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.156928 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.333744 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.888323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.00463361 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.596012 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.796056 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.12467 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.40704 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.272523 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.271726 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.534685 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.211579 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.519608 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.565108 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.484197 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.720759 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.442913 # DEPENDENCYPART_GRANDPAR
(1,5),(5,24),-1.37715 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),-0.0101731 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.645072 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.384535 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0789625 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.455828 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.377657 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.361005 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.552324 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.478551 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.642835 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.869774 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.342169 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.67546 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.01558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.126806 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.638782 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.396107 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.173909 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.147378 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.349863 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.259558 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.342529 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.2776 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.785677 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.551719 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.623585 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.342433 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.779236 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-1.40403 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.275297 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.00969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.124118 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.683062 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),0.438191 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.132317 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.158431 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.378994 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.214723 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.323613 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.535455 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.709095 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.496127 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.840381 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-1.54393 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.391383 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.324401 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.996032 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.582731 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.336109 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.502989 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-1.5503 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.90661 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),0.159752 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.128403 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.140427 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),0.0696067 # DEPENDENCYPART_GRANDPAR
(1,13),(13,9),-0.122623 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.401365 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.556368 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.392037 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-1.5096 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.461953 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.392052 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.547688 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.652711 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.403447 # DEPENDENCYPART_GRANDPAR
(1,13),(13,23),-0.570666 # DEPENDENCYPART_GRANDPAR
(1,13),(13,24),-1.30944 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.95421 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.510388 # DEPENDENCYPART_GRANDPAR
(1,21),(21,23),-0.316146 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.2181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.87901 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.4204 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.44314 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.536993 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.820615 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.583849 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.852659 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.384984 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.72051 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.651323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),0.106791 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.613429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.193491 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.117633 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.08227 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.499024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.113466 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.85559 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.183756 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0892291 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0157253 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0731081 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.141307 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0850373 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.158653 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.213566 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.145302 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.618883 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),0.240801 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.986456 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.504421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.162382 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.444213 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.361699 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.137385 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0887563 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0155383 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.158314 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.181302 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.281227 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.517601 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.00202936 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.28413 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.652783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,6),0.139162 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.00563359 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0993675 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.888756 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.105608 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0751845 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.112159 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0933553 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.14696 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.219754 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.01159 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.621201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.156239 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.455638 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.266605 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.161047 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0320519 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.0286703 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0508483 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.0190166 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.369338 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.190764 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.272044 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.00353805 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.677361 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-1.01334 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0695399 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.938824 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.618512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.200517 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.497724 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.308198 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.149995 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0611822 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.0735065 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0212248 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.142122 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.292756 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.135171 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.48884 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-1.61721 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.167601 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.014494 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.894157 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.220595 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),0.347605 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.308479 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-1.1596 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.655053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,9),0.157685 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.159175 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.188752 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.367566 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.966144 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.600269 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.180024 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.177387 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.357838 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.222216 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.0080301 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.140026 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0404954 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-1.58288 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.23817 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.0531561 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.445812 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.290574 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),0.280268 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.376155 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.918742 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.478825 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0394556 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-1.67312 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0313959 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.186632 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.851527 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.362093 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.0221027 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.561235 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.0546416 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.0169931 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.124763 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.354971 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.191924 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-1.30921 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.100972 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-1.02684 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.505361 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.218104 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),0.400946 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),-0.683017 # DEPENDENCYPART_GRANDPAR
(2,17),(17,23),-0.320065 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.903632 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.362093 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.0221027 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),0.112595 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.561235 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.0546416 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.361877 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-1.37559 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.123601 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),0.0244908 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.575524 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.489571 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),0.470941 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.734031 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.371071 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.592721 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.428991 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.121635 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.265363 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.89808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.564531 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.62264 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.804478 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.932382 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.924157 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.957119 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.917011 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.498439 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.10396 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.04778 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.14951 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.16894 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.21757 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.25025 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.996022 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.11201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.89952 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.813246 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.23756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.132855 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.377865 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.485425 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.387319 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.419209 # DEPENDENCYPART_GRANDPAR
