# _root_ But then , as quickly as the Dow had fallen , it began to turn around .
#goldHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
#predictedHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
(3,1),(1,9),-0.61574 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.703263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.31789 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.65043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.360799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.612172 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.622039 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.791542 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.593339 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.680384 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.825448 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.36726 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.40537 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.22082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.184443 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.225248 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.4387 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.27792 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.350442 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.23489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.2126 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.429333 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.357874 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.215405 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.428378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.948793 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0871554 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.231591 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.65841 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.747546 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.767381 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.834503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0667639 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0363114 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.108735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0876644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0527175 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.230795 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.12766 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.688428 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.69547 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.764173 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.791576 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.24359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.159035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.106745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0203511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.230979 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.147882 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.186617 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0589645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.213404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.700961 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.134687 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.702848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.274657 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.206016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.0584321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.88641 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.282091 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0880131 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.571143 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.314313 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.319066 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.063704 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.0906601 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.582846 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.673193 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.726042 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.778566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.36381 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0128136 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.416582 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.376519 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.485665 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.00630098 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.161865 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.137757 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.168172 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.304101 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.464602 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.451617 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.628215 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.742092 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.766376 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.787017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.380586 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0980756 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.290518 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.212542 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.306165 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.154291 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.162123 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0600092 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0510419 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.517704 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.311207 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.571747 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0134673 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.159839 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.585897 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.664958 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.727734 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.745998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.398085 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.036204 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.450315 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.387102 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.361906 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.38117 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0626695 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.123653 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.21622 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.27463 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.496079 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.483332 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.906963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,8),-0.000897552 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.135982 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.194879 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.301293 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.43843 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.324732 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.534172 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.617477 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.0728694 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.217739 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.520619 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.446087 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.491374 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.327553 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.44285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,9),-0.682967 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.878074 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.411306 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.43405 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.235548 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.45298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.63817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.703282 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.655423 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.850053 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.16377 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.281036 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.32768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.38511 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.2278 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.409256 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.45915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.623955 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.706223 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.707573 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.666323 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.599387 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.901234 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.977435 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.86 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.602207 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.833036 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.16758 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.811677 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.797075 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.871219 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.624834 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.26264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.297008 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.129467 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0464155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0379635 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.31979 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.207259 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.153643 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.700303 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.321071 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.739988 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.173477 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.197882 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.37235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.986899 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.01494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.23059 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0659074 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.178593 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.113396 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.311629 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.381978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.719443 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.730259 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.82608 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.580123 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.987779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.178933 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.25078 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.111677 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0541655 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.397925 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.31165 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.370979 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.123389 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.591043 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.268237 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.755411 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.764117 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.798424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.865624 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.643728 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.990976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.264076 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.309773 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.210948 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.185368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.50284 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.562645 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.510905 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.161314 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.74803 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.361108 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.822917 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.722494 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.722024 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.827773 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.570754 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.99195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.189226 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.251782 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.150523 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.205737 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0842243 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.497124 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.38746 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.116915 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.592283 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.267508 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.817847 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.586241 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.962681 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.640455 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.290359 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.451324 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.920856 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.478944 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.783082 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.334687 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.0489848 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.43592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.318504 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.532084 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.0011 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.53402 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.265704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.287483 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.561483 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.450041 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.955219 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.164712 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.44635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.700519 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.348294 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.567271 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.612993 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.10644 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.42315 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.03534 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.30119 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.818046 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.56194 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.442606 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.434906 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.936621 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.399298 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.43843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.676032 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.320778 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.534342 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.586965 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.0822 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.00336 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-1.53625 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0143069 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0156902 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.509748 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.45964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.635287 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.773236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.167127 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.133708 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.178904 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.366916 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.373843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.752275 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.872177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.34232 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.968381 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.624061 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.79897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.297071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.537866 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.367267 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.495343 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.227379 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.401859 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.450392 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.836528 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0181643 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.11445 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.772657 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.921676 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.34733 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.01208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.671686 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.864204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.286179 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.487035 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.183941 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.562553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.640924 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.560221 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.506429 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.993437 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0645742 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.18412 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.751433 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.861336 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.34141 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.956406 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.613219 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.780969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.235251 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.554647 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.129408 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.161725 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.418224 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.426152 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.304862 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.790337 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0645881 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-1.12582 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.959771 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.461333 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0562732 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.572974 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.649773 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.840668 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.141431 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.22859 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.773532 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.846645 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.32923 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.940778 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.592935 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.897013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.483551 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.116471 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.394598 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.594287 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.00640182 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.07236 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.740235 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.913393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),0.428734 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.13748 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.04069 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.01594 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.20717 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.992031 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.981367 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.987453 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.37949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.283019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.309066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.420857 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.410033 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.576432 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.502321 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.880751 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.495847 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.999535 # DEPENDENCYPART_GRANDPAR
