# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(11,19),(19,22),-0.156132 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),0.00557773 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.233645 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.462006 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),0.0401116 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-0.23564 # DEPENDENCYPART_GRANDPAR
(11,23),(23,2),-1.00763 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),-0.675619 # DEPENDENCYPART_GRANDPAR
(11,23),(23,4),-0.684852 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),-0.795405 # DEPENDENCYPART_GRANDPAR
(11,23),(23,6),-0.949868 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.785141 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.936846 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.690748 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.593151 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.546795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,13),0.286478 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.37926 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),0.044339 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.0699189 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.0233502 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.342616 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.458141 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.229264 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.0758595 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.0716862 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.874385 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.793212 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.04829 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.891086 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.48773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0484422 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.610674 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.700269 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.603515 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.675537 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.764062 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.658881 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0327754 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.0859722 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.20833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.464255 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.994672 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-1.05853 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.455223 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.248095 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.479387 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.853857 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.522296 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.0250047 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.207879 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0468136 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.123631 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.16149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.453846 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.556846 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.07073 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.603406 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.579317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.645278 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.921813 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.759098 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.14762 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.753856 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-1.15453 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.513278 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.34984 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.951574 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.41014 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.608754 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.842555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.281908 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.379742 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.00381677 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0251029 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0138071 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.256902 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.22367 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.925448 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.978875 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.361021 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.471199 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.610686 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.677038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.483413 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.13676 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.252177 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.104691 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.473619 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.371482 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.748108 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.438538 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.778619 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.0595121 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0275948 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.211071 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0986776 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.12532 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.286187 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.267253 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.89909 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.307247 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.836946 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0739009 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.39843 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.635452 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.931047 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.754302 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.988618 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-1.26252 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.845194 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.508527 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.691449 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.363706 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.476166 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.62391 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.657922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.0508764 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0735375 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.265167 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.214298 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.00464006 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.49445 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.250065 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.634111 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.322153 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.863078 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.272923 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0763549 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0168986 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.266878 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.297679 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.730035 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.229743 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.793062 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-1.51057 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.648925 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-0.943278 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.752271 # DEPENDENCYPART_GRANDPAR
(13,23),(23,5),-0.981501 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-1.23747 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.878014 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.519718 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.703748 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.372935 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.494524 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.618451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.0790889 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),0.0456331 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-0.263198 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.0467312 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.04925 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.0863753 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.383955 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.352893 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.418318 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.671746 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.232552 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.392551 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0181416 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.357789 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.307115 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.227458 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.416193 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.347661 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.456896 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.219099 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.275546 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.271907 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0648184 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0569565 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.05717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.324338 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.09456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,10),-0.16623 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0475842 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0357723 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.10498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.155256 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.471952 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.844136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.676397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.941665 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.981778 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.901137 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.905046 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-1.39069 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.740908 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.639077 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.664206 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.194433 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.196539 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.291009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.28484 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.134126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.133343 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.0197936 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0130818 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.261885 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.104913 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.130616 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.315529 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.811884 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.693555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.627073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.380075 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0205212 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.285828 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.267841 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.257335 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.443626 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.386494 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-1.00074 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.282249 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.07641 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.639938 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.785094 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.370311 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.734831 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.775151 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.661095 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.53423 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.61934 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.341522 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.356671 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.426282 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.47241 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.811958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.439703 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.11788 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.243256 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.422905 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.717272 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.563675 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.464879 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.707666 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-1.27576 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.159244 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.405673 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0997077 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.350217 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.372437 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.327813 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.309937 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.563511 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.30649 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.254999 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.464124 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.497672 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.245811 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.304568 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.520382 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.321969 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.527305 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.810448 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.510067 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.452336 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.370027 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.414298 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.327186 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.21699 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.329783 # DEPENDENCYPART_GRANDPAR
(15,3),(3,16),-0.148474 # DEPENDENCYPART_GRANDPAR
(15,3),(3,18),-0.527474 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.722265 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.648383 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.678048 # DEPENDENCYPART_GRANDPAR
(15,3),(3,24),-0.939677 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.36247 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.464999 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.597893 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.530093 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.298301 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.47501 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.250535 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.225731 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.325179 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.0896561 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.0276995 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.270142 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.240635 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.376257 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.556859 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.389694 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.389567 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.206848 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.268884 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.547083 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.356442 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.387656 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.3047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.195494 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.317135 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.5571 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.622602 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.727532 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.682263 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.820119 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.689871 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-1.06067 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.292863 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.381419 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.143261 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.389604 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.343047 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.29692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0815536 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.293948 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.572324 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.720907 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.854324 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.714115 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.67587 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-1.06165 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.708236 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.816168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.205282 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.141294 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0526802 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.116784 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.129311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.368916 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.0508198 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.624437 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.170099 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.436302 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.04422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.836068 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.741113 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.93552 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.0673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.767269 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.970199 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.767938 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.700751 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.655101 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.850147 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.685609 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.748927 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.865498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.256422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.301348 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.00428372 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.441022 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.343045 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.289622 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.289411 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.787369 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.234123 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0721672 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.113278 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.149209 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.223888 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.309743 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0279952 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.372737 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.145807 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.20487 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.541826 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-1.03418 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.825716 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-0.715849 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-0.904228 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-1.01613 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.778952 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.957844 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.757655 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.686048 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.650535 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.596505 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.723663 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.84431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.18796 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.250625 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.0474516 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.124887 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.412381 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.287352 # DEPENDENCYPART_GRANDPAR
