# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(24,16),(24,21),0.0384636 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.00490456 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0627118 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.039431 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.0153573 # DEPENDENCYPART_SIBL
(24,16),(24,27),0.00891895 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.0280017 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0558377 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0961069 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0390094 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.00849283 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.063223 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0218598 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0475541 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0378161 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0976131 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0711567 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0283338 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0300254 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0253812 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0326446 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0875418 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0812251 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.0507017 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0313668 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0280592 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0675034 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0112481 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0392114 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0153226 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0240708 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0194002 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.108213 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0506949 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.00949258 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0143962 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.034468 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.106675 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0469005 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0280738 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0298909 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.226518 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0987987 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0104282 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.00398968 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0509086 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0653153 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0411568 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0120314 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.178476 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0599447 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0684393 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0699657 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.086299 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.846494 # DEPENDENCYPART_SIBL
(27,4),(27,20),0.354531 # DEPENDENCYPART_SIBL
(27,4),(27,21),0.34793 # DEPENDENCYPART_SIBL
(27,4),(27,23),0.406385 # DEPENDENCYPART_SIBL
(27,4),(27,24),0.407473 # DEPENDENCYPART_SIBL
(27,4),(27,25),0.133895 # DEPENDENCYPART_SIBL
(27,4),(27,26),0.25 # DEPENDENCYPART_SIBL
(27,4),(27,28),-0.0634715 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0845348 # DEPENDENCYPART_SIBL
(27,20),(27,23),0.342241 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.360397 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.111599 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.177955 # DEPENDENCYPART_SIBL
(27,20),(27,28),0.0677552 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.384942 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.399323 # DEPENDENCYPART_SIBL
(27,21),(27,25),0.132396 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.119307 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0234352 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.233968 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0910423 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0303899 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.133193 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0864094 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0183609 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0845328 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.12627 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0709638 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0196882 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.878624 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.101389 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.130017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.517657 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.036084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.215596 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0210525 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0647751 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.206923 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.645984 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.512395 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.524276 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.372341 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),-0.568509 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),-0.227198 # DEPENDENCYPART_GRANDPAR
(0,2),(2,28),1.50087 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.470707 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.830891 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.384436 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.25864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.603831 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.146139 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.939787 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.654211 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.314671 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.181173 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.320787 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.509266 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.353028 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.443104 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.435313 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.308158 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.570593 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),-0.290806 # DEPENDENCYPART_GRANDPAR
(0,6),(6,28),1.89563 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.359697 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.78013 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.175243 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.134237 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.527729 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0239438 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.112892 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.812469 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.430126 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.290942 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.386662 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.133069 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.271676 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.612809 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.237679 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.67156 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.230301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.485488 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.400892 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),-0.002774 # DEPENDENCYPART_GRANDPAR
(0,14),(14,27),-0.314069 # DEPENDENCYPART_GRANDPAR
(0,14),(14,28),2.21814 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.97945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.518509 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0873164 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.324119 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.340751 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.183093 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0317449 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.380058 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.581175 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.507323 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.817486 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.408108 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.625204 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-1.1002 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.107549 # DEPENDENCYPART_GRANDPAR
(1,2),(2,28),-1.48433 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.194077 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.21565 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.694604 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.108644 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.214793 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0482735 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.55276 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.04358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0100196 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.571854 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.330412 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.122464 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.262015 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.767817 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.407096 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0871195 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.267454 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.474475 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.725449 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.36986 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.647168 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.21968 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.309293 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.904338 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),0.0173066 # DEPENDENCYPART_GRANDPAR
(1,6),(6,28),-1.52639 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.594797 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0393479 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.808888 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.341987 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.322129 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.0826109 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.150184 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.718604 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.636013 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.773964 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.903841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.131331 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.701029 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.149523 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.0836349 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.179322 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.475958 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.0526717 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),0.164345 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0358202 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.540879 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.503298 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.804605 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.608561 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.566897 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-1.41653 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.55732 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.387983 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.327797 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.716571 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.228732 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.310825 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.30899 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),0.153014 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-1.41531 # DEPENDENCYPART_GRANDPAR
(1,16),(16,23),-0.390142 # DEPENDENCYPART_GRANDPAR
(1,16),(16,24),-0.906474 # DEPENDENCYPART_GRANDPAR
(1,16),(16,25),-0.00841452 # DEPENDENCYPART_GRANDPAR
(1,16),(16,27),0.00258347 # DEPENDENCYPART_GRANDPAR
(1,16),(16,28),-1.54254 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.21767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.857741 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.208248 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.454289 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.302925 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.585182 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.1243 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.864957 # DEPENDENCYPART_GRANDPAR
(2,1),(1,28),-1.9195 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.649972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,2),-0.672614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.203218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.245758 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.193009 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.418403 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.259975 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.611343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.133743 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.428716 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.232581 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.442788 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.13942 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.460061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.075679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.668601 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.477112 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.629178 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.835789 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.260943 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.166219 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.00337253 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.0663531 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.436101 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.033642 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.179236 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.145074 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.138174 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.419787 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.233958 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-1.17054 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.103548 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.372936 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.879034 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.202387 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.568914 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.340139 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.384091 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.431431 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.302009 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.30821 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.585513 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.166151 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0936232 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.218801 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.260911 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.301794 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.18187 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.31804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.202228 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.490663 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.273984 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.231619 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.55135 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.099664 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.423864 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.234444 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.233375 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.150552 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.319846 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.514801 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.376622 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-1.02921 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.016833 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.995486 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.61716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.178138 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.445152 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.209667 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.283429 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.356616 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.271471 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.1339 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.0878665 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.004636 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.444699 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-1.57598 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.136828 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.450276 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.268666 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.297863 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),0.535099 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.376157 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-0.192515 # DEPENDENCYPART_GRANDPAR
(2,14),(14,27),0.161237 # DEPENDENCYPART_GRANDPAR
(2,14),(14,28),-1.35766 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.464567 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.218544 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.908902 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.154127 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.260403 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.137871 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),0.451421 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-1.04426 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),0.00518963 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.421922 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.259679 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),0.00154107 # DEPENDENCYPART_GRANDPAR
(2,16),(16,28),-1.18668 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.361537 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),0.555224 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-1.0035 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-0.43973 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.230213 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),0.153727 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-1.21392 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.501356 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.159835 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.496877 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),0.608501 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.0534198 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.488114 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.389582 # DEPENDENCYPART_GRANDPAR
(2,19),(19,26),-0.912123 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),0.273613 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-0.498506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,9),-0.155295 # DEPENDENCYPART_GRANDPAR
(2,24),(24,15),-0.923429 # DEPENDENCYPART_GRANDPAR
(2,24),(24,16),0.0588456 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.208091 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),-0.331771 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.649278 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),0.532583 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.369928 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),0.240677 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.244172 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.965989 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.0375821 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),-1.1917 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.233358 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.92564 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),0.371279 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.024198 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.93519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.514755 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.756645 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.886907 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.935333 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.07053 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.12619 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.03926 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.60563 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.14371 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.17819 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.17216 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.22318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-1.33627 # DEPENDENCYPART_GRANDPAR
(3,2),(2,28),-1.22773 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.322102 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.243319 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.28401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.143829 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.569333 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.779297 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.905103 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.04719 # DEPENDENCYPART_GRANDPAR
