# _root_ MRA Staffing Systems signs up nurses for paid travel , promising annual income up to $ 50,000 and free or subsidized housing .
#goldHeads=3,3,4,0,4,4,4,9,7,4,4,13,11,13,14,15,16,13,22,19,20,18,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,4,4,13,11,13,14,15,16,13,18,19,20,21,4,
(16,12),(16,18),-0.188625 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.174803 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.100201 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.135248 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0686393 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.167644 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.241387 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.315631 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0172774 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00101873 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0496989 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0340394 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00975779 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0640813 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0678391 # DEPENDENCYPART_SIBL
(16,14),(16,15),1.26 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.175547 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.172716 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0463513 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00335161 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.032777 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.113621 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0437553 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0733027 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.110091 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.065986 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0525445 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0564514 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00482723 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0677676 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0662487 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0977545 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.327193 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0179394 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.052806 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.00524428 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.225496 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.764214 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.194937 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.191446 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.236932 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.105099 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0389024 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.104373 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0104931 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.121608 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0649039 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.250618 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.155066 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.11261 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.00816308 # DEPENDENCYPART_SIBL
(17,14),(17,15),1.28684 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0951577 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.092242 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0308829 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0243366 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0542331 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0444486 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0550848 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0872431 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.000576257 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.167756 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0539361 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0537366 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0786978 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0297881 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0348047 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.549726 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0843217 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0654733 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0457697 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.147048 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00934273 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0666476 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00816801 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0127783 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0130403 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0625237 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00888484 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.109252 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0202993 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.294007 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.274448 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.60366 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.047675 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0315864 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.526288 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00372593 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0986474 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.136107 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0126874 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.148324 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0483017 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0442148 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00968387 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0523996 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.148418 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0533324 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00935535 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0403465 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.485785 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00683616 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.12934 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0442995 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.259605 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0143757 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.000834739 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.042662 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0221384 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0040245 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0629466 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0743711 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.039231 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.199628 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.134691 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.116408 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0664725 # DEPENDENCYPART_SIBL
(22,19),(22,21),-8.22306e-05 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.131931 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.687022 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.456098 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.494771 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.164055 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0613879 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.376956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.70729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.348854 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.573357 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.148751 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),1.78435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.717973 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.73938 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.484977 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.156684 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.051344 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.394227 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.714265 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.367998 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.550457 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.167894 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.518731 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.540117 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.160815 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.332275 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0511281 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0320304 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.577583 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.211777 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.495055 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.268039 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.52393 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0168627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0280295 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0021138 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.107434 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.246976 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.348133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.514008 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.491435 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.3512 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.896657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0177159 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.371924 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.477294 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.325344 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.261148 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.414411 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.58996 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.520863 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.95184 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-1.10814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.880771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.285594 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.394077 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.497315 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.34763 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.29168 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.433812 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.620494 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.562215 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.982374 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.193846 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.305045 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.123796 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.349522 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.446729 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.637038 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.12286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0434306 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.184055 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.495924 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.117174 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.316348 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.436944 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.496556 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.589191 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.650783 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.803423 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.487018 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.580631 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.716077 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.804129 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.725688 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),-1.20739 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.68048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.650942 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.992952 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.986379 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.15763 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.841635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.671969 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.504299 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.468022 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.295527 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.533588 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.673139 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.558373 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-1.11325 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.00069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.05047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.013069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.390844 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.320619 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0358695 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.453055 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.43961 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.627287 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.714156 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.700259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.882321 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.498572 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.472293 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.930831 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.903318 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-1.26212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.849691 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.861358 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-1.4526 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.0665189 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.425437 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.127644 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.449297 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.499374 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.725804 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.04572 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.0838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0567274 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.502907 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.121021 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.416124 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.489589 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.492714 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.677957 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.661376 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.934297 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.548269 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.579871 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.797615 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.808458 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.827075 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-1.28757 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.382022 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.264785 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.584785 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.572152 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.622059 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.764041 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.96786 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.637746 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.438648 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.355475 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.267167 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.555592 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.628328 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.712311 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.738465 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.992656 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.549344 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.565807 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-1.02074 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-1.43883 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.11629 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.951562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0985036 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.458076 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.301333 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.238154 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.320466 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.690653 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.667028 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.732996 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.912723 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.524878 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.577037 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.987025 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.790847 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.26 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.776717 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),0.082523 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.475662 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.317003 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.244542 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.333009 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.213243 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.642322 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.427621 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.538453 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.516004 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.646268 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.940651 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.90167 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.979018 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-1.301 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.830818 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.797774 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.977605 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-1.27128 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.238097 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.52132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.921527 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.750762 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.338232 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.52132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.744449 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.921527 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.750762 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.613742 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.89599 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.972249 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.08399 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.20117 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.6525 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.978538 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.907326 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.887725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.318624 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0860626 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.150496 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.333368 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.252985 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.324068 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.545838 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.521226 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.490852 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.393535 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.263225 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.627502 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.598651 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.08695 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.477196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.705843 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-1.11164 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.938961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.190689 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0586016 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.330062 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.312775 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.558154 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.02357 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.952358 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.927474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.430921 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0839398 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.280154 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.286389 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.1646 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.493529 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.466339 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.526252 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.426883 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.369488 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.472414 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.455254 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.655276 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.930398 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.308358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0143746 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.488865 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.412377 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.341344 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.619706 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.60324 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.461654 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.37022 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.116516 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0707844 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.367471 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.322737 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.543129 # DEPENDENCYPART_GRANDPAR
