# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(18,17),(17,22),-0.338975 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.717508 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.777832 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.531715 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.536156 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-0.613871 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-0.824401 # DEPENDENCYPART_GRANDPAR
(18,17),(17,30),-0.655677 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-0.866563 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.77383 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.884706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.162388 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0348848 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0339417 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.298795 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.295256 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.00256737 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),0.023177 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.1874 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.796097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.193142 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.194169 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.00727019 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.225927 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.319701 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),0.0277866 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.0889388 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.135391 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.334558 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0237981 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.211902 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.152174 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.243866 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.123197 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.201881 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.344279 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.241293 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.258646 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.0561315 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.152683 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.205393 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.335528 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),-0.285011 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.151603 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.111082 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.300411 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.308745 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.103623 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.149549 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.440537 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.603118 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.385454 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.818842 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.360598 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.226484 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.289278 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.26629 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.539079 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.34038 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.16647 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.189448 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.506633 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),-0.0282895 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),-0.0730095 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.42766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,22),-0.483852 # DEPENDENCYPART_GRANDPAR
(19,2),(2,30),-1.43621 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.439443 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.105204 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.344186 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.311131 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.361801 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.325654 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.343672 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.79306 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.403361 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.249012 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.882926 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.160225 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.246902 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.555601 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.039762 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.119992 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.42568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),0.207595 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.306674 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.741406 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.252173 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.41783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),0.352712 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.460968 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.760149 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.597617 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.827414 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.889012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.197865 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.398465 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0252219 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.213509 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.0254122 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.162596 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.258093 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.0152119 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),1.272 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.010855 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.338615 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.456816 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0462116 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.0542213 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.0701419 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.216836 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.455157 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.17542 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.154456 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),0.145661 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.104892 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.915859 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.826383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,22),0.0572555 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.00432372 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.449911 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.135558 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.198476 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.150439 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-0.875598 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.154161 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),1.03428 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.00492446 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.107166 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.00684592 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.525009 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.181176 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),0.272355 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.0977052 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-1.25752 # DEPENDENCYPART_GRANDPAR
(19,27),(27,3),-0.878754 # DEPENDENCYPART_GRANDPAR
(19,27),(27,5),-1.04426 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-1.00692 # DEPENDENCYPART_GRANDPAR
(19,27),(27,7),-1.00751 # DEPENDENCYPART_GRANDPAR
(19,27),(27,8),-1.01083 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-1.20745 # DEPENDENCYPART_GRANDPAR
(19,27),(27,11),-1.04862 # DEPENDENCYPART_GRANDPAR
(19,27),(27,13),-0.77725 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),-0.971115 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-1.00143 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-1.17501 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.674226 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.716711 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.747257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,21),1.48312 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.13688 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.139322 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.125534 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.440152 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.212953 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.615504 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),0.13877 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.966483 # DEPENDENCYPART_GRANDPAR
(19,28),(28,2),-1.28497 # DEPENDENCYPART_GRANDPAR
(19,28),(28,3),-0.864467 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.731204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,21),1.38583 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),0.191455 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),0.0652711 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.445063 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.175598 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.149882 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-1.06916 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.335711 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.642093 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.308333 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.424022 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.23497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.650316 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.845329 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.762534 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.328156 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.298284 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.219849 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.21012 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.27735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.546075 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.820533 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.735949 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.587002 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.808409 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.70007 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.530349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0776537 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.132041 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.121051 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),0.266866 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.334377 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.281062 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0860142 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.305364 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0675016 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.366517 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.294662 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.314771 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.637571 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.01351 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),-0.0197973 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.287434 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.288674 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0211158 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.261243 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.332584 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.877439 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.918391 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.670176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.118531 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.327208 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.217185 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.113785 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.220199 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.151888 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.361736 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-0.951612 # DEPENDENCYPART_GRANDPAR
(21,27),(27,3),-1.77374 # DEPENDENCYPART_GRANDPAR
(21,27),(27,5),-0.89929 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-1.16135 # DEPENDENCYPART_GRANDPAR
(21,27),(27,7),-1.15115 # DEPENDENCYPART_GRANDPAR
(21,27),(27,8),-1.02002 # DEPENDENCYPART_GRANDPAR
(21,27),(27,9),-1.76657 # DEPENDENCYPART_GRANDPAR
(21,27),(27,11),-0.896943 # DEPENDENCYPART_GRANDPAR
(21,27),(27,13),-1.027 # DEPENDENCYPART_GRANDPAR
(21,27),(27,14),-1.0632 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.94729 # DEPENDENCYPART_GRANDPAR
(21,27),(27,16),-1.29478 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.832647 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.786193 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-1.05092 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.524278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),0.14169 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.329413 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.275441 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.211346 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.241912 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.0661604 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.174004 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.78599 # DEPENDENCYPART_GRANDPAR
(21,28),(28,2),-1.03663 # DEPENDENCYPART_GRANDPAR
(21,28),(28,3),-1.83462 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-1.09358 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.684269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),-0.0191422 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.388081 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.284959 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.0605415 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.20907 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.733738 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),-0.184296 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),-0.196465 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),0.06166 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),0.0567851 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.108739 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.623363 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.222893 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.118495 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.266857 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.60938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.261807 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.589943 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.895982 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.511552 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.949856 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-1.12576 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.255848 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.334496 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.199147 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.112751 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.388854 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.239386 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.663117 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.708915 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.813397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.747762 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.365905 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.154564 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.160047 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.333654 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.480149 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.2131 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.10205 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.288483 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.214351 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-1.05566 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-1.31048 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-1.18016 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.745974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.86814 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.312891 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0172231 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0897061 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.269443 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.309504 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.41986 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-1.11553 # DEPENDENCYPART_GRANDPAR
(22,27),(27,5),-1.31881 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.30415 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-1.26693 # DEPENDENCYPART_GRANDPAR
(22,27),(27,8),-1.2577 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-1.38173 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-1.30964 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-0.88638 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-1.15891 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-1.19727 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-1.31296 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.805083 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.876211 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.784116 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.968976 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-1.09931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.322642 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.090024 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.525763 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.652311 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.129242 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.201969 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.894943 # DEPENDENCYPART_GRANDPAR
(22,29),(29,23),0.364496 # DEPENDENCYPART_GRANDPAR
(22,29),(29,24),0.00199051 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),-0.166694 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),-0.176266 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.296506 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.636747 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.939776 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.02817 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.3166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.41312 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.262664 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.700356 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.716965 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.28591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.130849 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.443724 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.377129 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.282408 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-1.17142 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.31554 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.15725 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.01251 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.23111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.153968 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.0652574 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.427324 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.343533 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.479995 # DEPENDENCYPART_GRANDPAR
(23,27),(27,2),-1.37145 # DEPENDENCYPART_GRANDPAR
(23,27),(27,3),-1.33568 # DEPENDENCYPART_GRANDPAR
(23,27),(27,5),-0.980387 # DEPENDENCYPART_GRANDPAR
(23,27),(27,6),-1.07267 # DEPENDENCYPART_GRANDPAR
(23,27),(27,7),-1.05573 # DEPENDENCYPART_GRANDPAR
(23,27),(27,8),-0.866145 # DEPENDENCYPART_GRANDPAR
(23,27),(27,9),-0.827692 # DEPENDENCYPART_GRANDPAR
(23,27),(27,11),-1.29033 # DEPENDENCYPART_GRANDPAR
(23,27),(27,13),-1.15633 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-1.24064 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-1.13831 # DEPENDENCYPART_GRANDPAR
(23,27),(27,16),-1.05239 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-1.03113 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.10266 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.975061 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-1.05444 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-1.05234 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-1.28283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),-0.206121 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.166712 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.174885 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.195639 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.355839 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.546714 # DEPENDENCYPART_GRANDPAR
(23,28),(28,2),-1.42476 # DEPENDENCYPART_GRANDPAR
(23,28),(28,3),-1.34298 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.964185 # DEPENDENCYPART_GRANDPAR
