# _root_ Yes , the broader exchanges got caught up in the spiral , but they rode the tiger up all year .
#goldHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,15,20,15,6,
#predictedHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,17,20,15,6,
(3,9),(9,12),-0.472828 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.431756 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.87377 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.973667 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.99076 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-1.19037 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-1.43041 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.526414 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.776122 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.702086 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.888018 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.960166 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-1.1345 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-1.28508 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.497326 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.165837 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.25949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.492265 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.875123 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.646632 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.744107 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.826519 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.903384 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.716077 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.970044 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.234725 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.265862 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.452258 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.25992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.648334 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.836229 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.724127 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.719466 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.991826 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.747717 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.833375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.433905 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.184463 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.304774 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.401953 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.471248 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.284864 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.524259 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.636707 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.717224 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.865449 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.615539 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.867561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0845638 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.205106 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.239795 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.283593 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.435951 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.523375 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.296478 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.608458 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.515254 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.321261 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.476772 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.833516 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.717507 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.905742 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.586417 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.820722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0112339 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.426092 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.209403 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.285731 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.51743 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.509272 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.31116 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.644374 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.58538 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.596837 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.281271 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.557025 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.670517 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.71647 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.886007 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.607793 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.765171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.014124 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.138417 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.367157 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.471327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.547388 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.236331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.549631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.357886 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.448282 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.424353 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.480892 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.362128 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.64649 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.639161 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.505192 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.417189 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.698124 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.535296 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.591124 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.446375 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.541542 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.21182 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.578411 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.622471 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.717224 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.864039 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.863627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.0971057 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.454132 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.177892 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.289509 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.358685 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.495548 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.581572 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.383055 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.490593 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.641551 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.530582 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.314257 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.590533 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.491946 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.804399 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.19774 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.353441 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.16553 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.18095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.519676 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.698244 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.625734 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.660626 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.547116 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.666689 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.716147 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.251204 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.163542 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.103798 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.158069 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.708715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.679624 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.683777 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.202535 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.103742 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.324751 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.18519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.522531 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.702539 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.62855 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.674151 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.550236 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.67118 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.719002 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.665525 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.642667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.844824 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.350785 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.817652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.196316 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0661785 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.263675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.228558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0521847 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.249963 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.319349 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.539918 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.329712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.556707 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.799779 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.728113 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.740274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.877535 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.414392 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.803639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.163141 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.143345 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.24337 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.318945 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.113497 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.334826 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.455389 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.331543 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.630409 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.336459 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.639066 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.67313 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.66378 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.655569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.83559 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.347959 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.78048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.245937 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.131176 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.219663 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0954123 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.179415 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.273209 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.215631 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.359201 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.24544 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0234603 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.33674 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.444117 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.388928 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.554155 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.558046 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.703798 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.129265 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.409041 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.267162 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.339736 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.361923 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.446327 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.63089 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.665524 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.641256 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.350783 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.818205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.077506 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.198656 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.13456 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.045263 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.274966 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.109589 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.200865 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.106125 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.285564 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.547897 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.313498 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.333817 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.564532 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.767277 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.708551 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.187099 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.271682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0790856 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.169443 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.0084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.0292273 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.297482 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.268371 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.276437 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.382462 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.35816 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.00602958 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.00352109 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0851088 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0575065 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),0.0333245 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.260611 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.385829 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0641611 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0780661 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.534813 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0431894 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.01318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.0230263 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.302218 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.282241 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.281478 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.38867 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.362936 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0947276 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.137214 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.444926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0997082 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.01546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0166015 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.286567 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.165233 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.383475 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.382439 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.364588 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.881585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.418969 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.595028 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.118622 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.434195 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.563993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.597265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.33293 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0624574 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.138848 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.313902 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.14408 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.311464 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.131673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.379116 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.206139 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.460177 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.702434 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.484723 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.632737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.203294 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.498145 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.612345 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.462048 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0406305 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.153889 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.176091 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.00881798 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.150534 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.00889079 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.544469 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.298854 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.228221 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.213923 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.318914 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0175532 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.220067 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.396395 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.733616 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.511927 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.536901 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0442178 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.225176 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.53318 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.354445 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0559148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.313078 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.151337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.350183 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.230192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.518223 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.572272 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0588806 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.294856 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.889876 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.558749 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.294584 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.730662 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.665818 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.471255 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.581676 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.485645 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.560576 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.611517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.504429 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.0605475 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0732184 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.126805 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.061059 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.111557 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.162989 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.238244 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.171414 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.146416 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.256929 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.279818 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.729508 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.326145 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.263265 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.246152 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.294193 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.521494 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.575542 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.238605 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.43172 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.319271 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.367983 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.3948 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.702136 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.223909 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.499742 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.459918 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.187409 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.595432 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.771468 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.37541 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0705204 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0816024 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.299315 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0715106 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.22146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.127165 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.35574 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.701077 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.514483 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.458342 # DEPENDENCYPART_GRANDPAR
