# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,17,10,
(11,13),(13,1),-1.01427 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.08741 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.0718 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.42787 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.25564 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.899179 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.1186 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.01813 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.990972 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.918831 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.17857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0269704 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.4542 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.430435 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.495853 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.553348 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.714793 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.313986 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.610789 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.808144 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.657234 # DEPENDENCYPART_GRANDPAR
(11,13),(13,27),-0.770716 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.705164 # DEPENDENCYPART_GRANDPAR
(11,13),(13,29),-1.04144 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.989934 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.998597 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.12008 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-1.15872 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.863369 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-1.0208 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.869841 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.990792 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.882149 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.39499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),-0.261527 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),-0.301337 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.575119 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.556239 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.32587 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-1.00103 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.718148 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.369018 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.520773 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.812488 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.634652 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-2.00883 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.724578 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-1.1188 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.768073 # DEPENDENCYPART_GRANDPAR
(11,17),(17,28),-0.867024 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-1.26104 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.439223 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.47285 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.48533 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.508317 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.368481 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.350603 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.318219 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.29899 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.501553 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.45874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.265307 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.06343 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.573403 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.799259 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.843332 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.874215 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.613607 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.00348 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.966202 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.03981 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.946197 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.38213 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-0.925187 # DEPENDENCYPART_GRANDPAR
(12,10),(10,28),-1.03055 # DEPENDENCYPART_GRANDPAR
(12,10),(10,29),-1.48211 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.400911 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.61535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.464277 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.31069 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.921964 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.944129 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.968361 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.982067 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.27347 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.19101 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.879016 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.03192 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.00827 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.823292 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.890738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.08064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.876253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.631208 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.150702 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.295615 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.355492 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.403578 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.112359 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.425383 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.528844 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.443628 # DEPENDENCYPART_GRANDPAR
(12,13),(13,27),-0.433551 # DEPENDENCYPART_GRANDPAR
(12,13),(13,28),-0.421719 # DEPENDENCYPART_GRANDPAR
(12,13),(13,29),-0.797679 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.162135 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.646339 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.354613 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.421183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.919791 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.879547 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.03035 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.09409 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.843207 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.934128 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.859982 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.823111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.854057 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.982682 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.11086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.154533 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.752561 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.276514 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.125282 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.966435 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.406961 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.16742 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.335401 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.533217 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.421081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-1.88015 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.532702 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.888284 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-0.430938 # DEPENDENCYPART_GRANDPAR
(12,17),(17,28),-0.583607 # DEPENDENCYPART_GRANDPAR
(12,17),(17,29),-1.0173 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.201782 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.269775 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.525185 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.122048 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.433986 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.536562 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.489673 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.542173 # DEPENDENCYPART_GRANDPAR
(12,19),(19,27),-0.430302 # DEPENDENCYPART_GRANDPAR
(12,19),(19,28),-0.422828 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-0.806788 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.510024 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.770277 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.51609 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.354097 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.47985 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.535092 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.0221651 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.0227541 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.1235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.650867 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.583157 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.38703 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.598874 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.916496 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.470149 # DEPENDENCYPART_GRANDPAR
(13,1),(1,29),-1.24851 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.285195 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.416046 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.315322 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.0708257 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.25359 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.322995 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.142937 # DEPENDENCYPART_GRANDPAR
(13,2),(2,29),-1.20788 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.196669 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.543207 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.64119 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.653084 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.167485 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.604876 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.375569 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.177512 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.19533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.611942 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.407141 # DEPENDENCYPART_GRANDPAR
(13,3),(3,29),-1.22363 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.790237 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.368963 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.312752 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.710205 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.757127 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.72572 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.168304 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.280443 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.510768 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.16792 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.269456 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.529667 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.570714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.677997 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.384822 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.414854 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.558872 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.167777 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.000510725 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.276695 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.177047 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.06258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.587565 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.502699 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.624439 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.327135 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.530914 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.498505 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.865907 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.456531 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-1.01425 # DEPENDENCYPART_GRANDPAR
(13,6),(6,25),-0.825453 # DEPENDENCYPART_GRANDPAR
(13,6),(6,28),-0.702399 # DEPENDENCYPART_GRANDPAR
(13,6),(6,29),-1.13132 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.66654 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.860149 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.499067 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.574084 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0540537 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.169873 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.379579 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.267525 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.25902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.7792 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.651767 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.434529 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.313158 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.451108 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.05088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,1),-0.247837 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.519925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.668654 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.354093 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.336553 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.317123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.451933 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.00683838 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.231031 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.131039 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.04907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.592938 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.452012 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.642132 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.36638 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.518815 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.501264 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.9245 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.467809 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.06204 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.825112 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.590327 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-0.540652 # DEPENDENCYPART_GRANDPAR
(13,10),(10,28),-0.714788 # DEPENDENCYPART_GRANDPAR
(13,10),(10,29),-1.24778 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.15908 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0565023 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.16921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.765576 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.374596 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0996337 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0579599 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.16921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.765576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.565772 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.374596 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.63752 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.635667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0886535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.213541 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0582425 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.149758 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.000977132 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.200292 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.797134 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.01664 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.39826 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.05287 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.834525 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.00435 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-1.03564 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.576509 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.5617 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.815773 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.728123 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.599939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.169595 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.10093 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.151315 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.434206 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0497602 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.0254515 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.00811487 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.0611732 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.218296 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.562351 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.352393 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.0543835 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),0.0617084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.275539 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.922687 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0907329 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0684329 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.105995 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.106959 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.220746 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0112901 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.404522 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.52022 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),0.0266146 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.152131 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-0.803549 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.79284 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-1.33621 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.0770679 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.248376 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.0556536 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.196466 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0737058 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.41469 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),0.0916491 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-1.06255 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.17285 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.161036 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.0812664 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.349317 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.381545 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.318333 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),0.0857141 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),0.12902 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.175734 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.851835 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.0501757 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.0748944 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.227585 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.330724 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.542806 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.346446 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),-0.0821239 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),0.0653673 # DEPENDENCYPART_GRANDPAR
(13,22),(22,28),-0.272791 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.104409 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.126476 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.217591 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.0431524 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.429942 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.381422 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.0237568 # DEPENDENCYPART_GRANDPAR
(13,23),(23,27),0.116717 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),-0.191566 # DEPENDENCYPART_GRANDPAR
(13,23),(23,29),-0.873724 # DEPENDENCYPART_GRANDPAR
(13,27),(27,20),0.0291933 # DEPENDENCYPART_GRANDPAR
(13,27),(27,22),0.114311 # DEPENDENCYPART_GRANDPAR
(13,27),(27,23),-0.235029 # DEPENDENCYPART_GRANDPAR
(13,27),(27,24),0.0107305 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.268601 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),0.00102034 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.130529 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.775253 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.129453 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),-0.142601 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.293025 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.335391 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.069075 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.565534 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.300378 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.314358 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.269678 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.332085 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.162161 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.152028 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.360807 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.332784 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.109124 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.49668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
