# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(17,22),(22,17),-0.598759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.965033 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.226295 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.361373 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0930162 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.257942 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.376414 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.384851 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.357344 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.275927 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.78714 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-0.215128 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.940295 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.38373 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.448721 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.611953 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.443475 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.799867 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.406322 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.534989 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.82318 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.480731 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.758584 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.764913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.760213 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.0887042 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.210826 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0486562 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.497206 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.242813 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.099731 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.74181 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.037987 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.060028 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.0555458 # DEPENDENCYPART_GRANDPAR
(17,23),(23,30),0.191673 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-1.3404 # DEPENDENCYPART_GRANDPAR
(17,26),(26,9),-0.638626 # DEPENDENCYPART_GRANDPAR
(17,26),(26,14),-0.920689 # DEPENDENCYPART_GRANDPAR
(17,26),(26,18),0.725516 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),0.308844 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),0.0372229 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),0.545681 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.332028 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.289096 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.161736 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.251567 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.359113 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.0997238 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.459103 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.50825 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),0.441181 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.381486 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.20564 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),0.0776694 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-1.48645 # DEPENDENCYPART_GRANDPAR
(17,30),(30,9),-0.623977 # DEPENDENCYPART_GRANDPAR
(17,30),(30,18),0.956027 # DEPENDENCYPART_GRANDPAR
(17,30),(30,20),0.365648 # DEPENDENCYPART_GRANDPAR
(17,30),(30,21),0.142511 # DEPENDENCYPART_GRANDPAR
(17,30),(30,22),0.643886 # DEPENDENCYPART_GRANDPAR
(17,30),(30,24),-0.343358 # DEPENDENCYPART_GRANDPAR
(17,30),(30,25),-0.352506 # DEPENDENCYPART_GRANDPAR
(17,30),(30,26),0.643736 # DEPENDENCYPART_GRANDPAR
(17,30),(30,27),-0.0115491 # DEPENDENCYPART_GRANDPAR
(17,30),(30,28),-0.281572 # DEPENDENCYPART_GRANDPAR
(17,30),(30,29),-0.0747177 # DEPENDENCYPART_GRANDPAR
(17,30),(30,31),-1.17637 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.29581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.969457 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.827635 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.658763 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.511128 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.796073 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-1.03532 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-1.10609 # DEPENDENCYPART_GRANDPAR
(18,17),(17,30),-1.00784 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.60618 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.83141 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-1.60316 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-1.79988 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.46962 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.65611 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.960804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.432421 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.175178 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0312715 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.419639 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.377474 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.436068 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.517417 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.593375 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.360563 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.550982 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.813577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.0408463 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.15388 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.177178 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.848128 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.817731 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.550486 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.787752 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.164741 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0365836 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.146482 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.136504 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0429491 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.142387 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0496202 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0652654 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.87636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.454469 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.925251 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.783915 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.954733 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-1.15576 # DEPENDENCYPART_GRANDPAR
(19,15),(15,31),-1.19668 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.417938 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.392579 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.155455 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.210689 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.121727 # DEPENDENCYPART_GRANDPAR
(20,1),(1,31),-1.09328 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.438959 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.351591 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.314458 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.475084 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.111302 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.161711 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.524337 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.392825 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.776475 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.424459 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.360588 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.214725 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.335041 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.723585 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.157367 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.491427 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),-0.225792 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.26842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,22),-0.40127 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-0.503934 # DEPENDENCYPART_GRANDPAR
(20,7),(7,24),-0.711058 # DEPENDENCYPART_GRANDPAR
(20,7),(7,26),-0.73207 # DEPENDENCYPART_GRANDPAR
(20,7),(7,27),-0.95167 # DEPENDENCYPART_GRANDPAR
(20,7),(7,28),-0.701194 # DEPENDENCYPART_GRANDPAR
(20,7),(7,30),-0.863995 # DEPENDENCYPART_GRANDPAR
(20,7),(7,31),-1.03239 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.536562 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.249968 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.256842 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.360112 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.144143 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.191184 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.0659499 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.229919 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.181573 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-1.04647 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.261146 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.124333 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.51703 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.153893 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.46094 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0457742 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.353986 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.100994 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.34997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.616237 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.606274 # DEPENDENCYPART_GRANDPAR
(20,12),(12,27),-0.996725 # DEPENDENCYPART_GRANDPAR
(20,12),(12,28),-0.852383 # DEPENDENCYPART_GRANDPAR
(20,12),(12,31),-1.22557 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.0674335 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.641742 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.296033 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.549415 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0135131 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.511074 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.532111 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.217499 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.238543 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.216879 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.234336 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.379595 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.526478 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0148211 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.599431 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0177109 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.35003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.625812 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.606334 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.870826 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.981427 # DEPENDENCYPART_GRANDPAR
(20,15),(15,31),-1.22559 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0661538 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.175648 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.28144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.397161 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.890502 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.17971 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.07446 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.84567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,4),-1.28659 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.889989 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.94433 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.93134 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.909083 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.916869 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.685981 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.06894 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.890314 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.10634 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.757063 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.07486 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.734806 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.824292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.104642 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0114268 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.257245 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.37013 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.250073 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.513825 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.962564 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-0.89372 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.745647 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.679011 # DEPENDENCYPART_GRANDPAR
(20,23),(23,6),-0.733366 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-0.618468 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.719938 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-1.20415 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.706403 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.661301 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.963267 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.662388 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.891963 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.557119 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.894849 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.653469 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.967756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0517724 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0636817 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.346576 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.366892 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.196642 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.487516 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.26649 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.470463 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.358027 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.850814 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.648094 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.324572 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.688646 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.208002 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.575518 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.455167 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.793379 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.10803 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.179502 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.346336 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.409771 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.295853 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.419715 # DEPENDENCYPART_GRANDPAR
(20,26),(26,9),-0.940917 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),-1.07357 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-1.07746 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.900737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.0187646 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.0440428 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.152256 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.421471 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.457932 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.298063 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.511254 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.373773 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.111951 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.391042 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.298855 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.326168 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.426853 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.240456 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.800276 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.506136 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.385784 # DEPENDENCYPART_GRANDPAR
(20,30),(30,9),-0.931298 # DEPENDENCYPART_GRANDPAR
(20,30),(30,18),-1.07525 # DEPENDENCYPART_GRANDPAR
(20,30),(30,20),-0.848991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,30),(30,21),0.123208 # DEPENDENCYPART_GRANDPAR
(20,30),(30,22),0.0501155 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.178689 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.43073 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),-0.218524 # DEPENDENCYPART_GRANDPAR
(20,30),(30,27),-0.269088 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.251176 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.532646 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.718048 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.261558 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.575268 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.492946 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.86401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,25),-0.865573 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.92146 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.883841 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.688228 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.845347 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.410715 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.445662 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.284386 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.90742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.505979 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.995497 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.898124 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.897937 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-1.25053 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-1.0919 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.982321 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-1.21281 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.594003 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-1.15414 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.779775 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-1.18688 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.511249 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.603881 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.529808 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),0.0819675 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.745354 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.145888 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-1.17402 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.525731 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.668574 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.528263 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.598052 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),0.115777 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.521368 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.561026 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),-0.676916 # DEPENDENCYPART_GRANDPAR
(22,6),(6,31),-1.31333 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.523006 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.671492 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.680308 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.622828 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),0.421081 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),0.173599 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.547876 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.464242 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.526784 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.047566 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.615592 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),0.106717 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),0.843927 # DEPENDENCYPART_GRANDPAR
(22,9),(9,23),-0.6709 # DEPENDENCYPART_GRANDPAR
(22,9),(9,31),-1.31404 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.660594 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-1.01265 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.623428 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.524644 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.170399 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.714025 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.0600689 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-1.09373 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.467236 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.618391 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.622834 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.562389 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),0.404283 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.614937 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.92112 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.69439 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.562169 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.659394 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.08754 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.665378 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.037616 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.346916 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),0.737797 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),-0.243577 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.46282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
