# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,3,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(1,3),(3,7),0.258924 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0134987 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.00235087 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.175823 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.233899 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),0.158384 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),0.307002 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),0.017214 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.2675 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.235813 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.179813 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.307593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.672602 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.325058 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.301767 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.282299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.451494 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.35417 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0893307 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.134183 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.240172 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0360623 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.333753 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.215147 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.183701 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.358322 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.00672926 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.0838365 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.313083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.776411 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.253218 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.094508 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.206802 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.157209 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.266211 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0391827 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0390639 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.182648 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),0.132184 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.18431 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),0.328571 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.328136 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),0.0867506 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.20403 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.246376 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.183437 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.00707103 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.0555487 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.301603 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.173056 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.178023 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.346775 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.00222008 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.0975286 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.284652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.452578 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.354884 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.104645 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.197252 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.315265 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.253528 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.0587297 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0292438 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.316931 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.205046 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.173135 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.353474 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.0120303 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.0914993 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.363808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.817145 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),0.25449 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),0.184359 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),0.216703 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0818664 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.271556 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0468046 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0278652 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),0.300035 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),0.176943 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.282073 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.372187 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.00404089 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.267399 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.14975 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.177683 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.0722691 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.215534 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),0.260807 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),0.37928 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.380135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.809588 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.260056 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),0.166603 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.198529 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),0.186911 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.229046 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0604888 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.0619493 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.261363 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),0.161885 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.282974 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.573675 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.00819216 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.295801 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.296648 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.20927 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.357107 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.160362 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.403644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.592406 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),0.256095 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.0722118 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),0.149328 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),0.163251 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.149431 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),0.270818 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),0.138226 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),0.222161 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),0.277891 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.10554 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.052032 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.119815 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.229923 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.167204 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.236574 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.124865 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.63339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.442082 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.813299 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.574911 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.612969 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.811206 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.60873 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.580141 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.585738 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.866871 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.953289 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.552161 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.941148 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.991448 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.96076 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.944944 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.676701 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.11191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.398404 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0115465 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.167496 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.367005 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0339571 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0246963 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.191364 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.422669 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.484986 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.100182 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.365713 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.541076 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.571761 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.520834 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.688259 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.4557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0642291 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.361212 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.149639 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.341819 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0952292 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0736543 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.397483 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.49667 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0938157 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.442423 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.484055 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.668456 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.14651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0243851 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.480289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.116878 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.435734 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.439695 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0491304 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0296592 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.230861 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.491398 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.500794 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.528967 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.137865 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.327808 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.53518 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.677043 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.577278 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.341137 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.00093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.106605 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.093925 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.223633 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.625979 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.625161 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.574572 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.137641 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.754016 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.157764 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.280743 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.435659 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.730503 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.442172 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.37274 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.194961 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.03899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.188356 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.312985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.684365 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.672843 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.156253 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.605063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),0.179772 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.655256 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.299888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.494277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.485466 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0646726 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.126157 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.21236 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.202969 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.254194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0008323 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0131221 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.268168 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.13826 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.527539 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.272282 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.636862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.307851 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.262134 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.269032 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.43856 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.25792 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.191994 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.10966 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.397069 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0308086 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.15507 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0608877 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.0674502 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.367007 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.479513 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.246905 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.371819 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.179324 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.233219 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.223377 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0604753 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.0587103 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.204756 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0930511 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.654538 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),0.300723 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.463833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.522269 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.380454 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.335275 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.0695285 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.400082 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.124477 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.22151 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.224464 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.024537 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.0442063 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.237535 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.10999 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.652412 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.0680383 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.639282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),0.278238 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.224095 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.259858 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.575343 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.229918 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.178273 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.298922 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.111545 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.245371 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0725268 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0826036 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.444417 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.458426 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.284577 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.364859 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.401467 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.286317 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.0502353 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.531664 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.40457 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.732815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),0.201376 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.0817502 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.23086 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.676557 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.285132 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.269424 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0758805 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.358897 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0847844 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.190334 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.159314 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.294679 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.403787 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.0904856 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.275079 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.49084 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.635868 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),0.397173 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.626065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,5),0.135742 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.110834 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.272256 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.328151 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.179114 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.400293 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.0354632 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.277694 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.299473 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.214175 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.109696 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.461502 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.278945 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.427077 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.257797 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.21003 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.329598 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.67169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.326052 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.950666 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.879921 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.08143 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.977909 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.878896 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.03109 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.46763 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.21208 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.56174 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.56272 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.60665 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-1.40751 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.407495 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.389203 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.318396 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.961966 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.862432 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.40889 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.152303 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.68063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.272365 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.969695 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.842926 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.02775 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.924493 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.887896 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.994095 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.35653 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.22868 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.48926 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.56324 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.6266 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.39119 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.837482 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.758645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.849561 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.40018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.164648 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.422629 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.586672 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.48054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.391335 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.502479 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.573798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-1.03366 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.788438 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.813536 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.992535 # DEPENDENCYPART_GRANDPAR
