# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(1,8),(8,9),-0.416805 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.732857 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-1.04902 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.920757 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.467568 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.770381 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-1.0003 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.825128 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-1.48199 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.975382 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-1.12887 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.809868 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.760242 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0991833 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.363157 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.710722 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.535351 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-1.07208 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.781456 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.482427 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.703337 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.852454 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.795922 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-1.27161 # DEPENDENCYPART_GRANDPAR
(1,14),(14,2),0.110624 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.00400078 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.3111 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.407863 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.639649 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.483293 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.574583 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.5956 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.899518 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.438616 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.635864 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.627575 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-1.4899 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-1.02488 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-1.04087 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.907661 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.52911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.23079 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.774787 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.978193 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.10615 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.22061 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.09623 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.24127 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.234465 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.320156 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.92079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.517422 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0900744 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.100014 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.146426 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.342432 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.491045 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.09352 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.770707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.168689 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0188586 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.31481 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.241044 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.459372 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.557228 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.485116 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.846045 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.5531 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.567792 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.506608 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.389941 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-1.40524 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.971943 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.758573 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.070804 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.731349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.233007 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0965391 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.330216 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.349994 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.429396 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.59354 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.751281 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.454787 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.722575 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.933507 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.565716 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-1.3854 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.950324 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.13428 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.723573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.232898 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.099659 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.328636 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0447615 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.392271 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.588856 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-1.15961 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.738153 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.454389 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.722483 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.931068 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.565624 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-1.38532 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.850028 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.950241 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.536433 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.635923 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.062953 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.257084 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.433114 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.499503 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-1.23115 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.685462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.517688 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.695229 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.836915 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.757178 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-1.14181 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.0560178 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.285746 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.60464 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.846723 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.360683 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.707527 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.927268 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.550668 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-1.37425 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.845491 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.952601 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.78426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),-0.046594 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.203875 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.140501 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.360324 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.446294 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.453257 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.70416 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.736397 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.429107 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.540921 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.357429 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-1.38235 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-1.00551 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.915673 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.718494 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.533014 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.430346 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-1.32951 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.779383 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.688234 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-1.06006 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.710346 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.661531 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.355088 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.721865 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-1.19959 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-1.4297 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-1.08873 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.998893 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.772303 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-1.01392 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.928563 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-1.04025 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.545209 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.552554 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.18375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.150448 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.220706 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.355188 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.419612 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.316171 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.562768 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.59732 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.805698 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.666956 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.964028 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.653723 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-1.19689 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.782911 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.591014 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0890869 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.35939 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.352306 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.67775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.48437 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-1.14541 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.778237 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.821926 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.01222 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.806169 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.07581 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.20508 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.05384 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.47448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-1.52352 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.18191 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.431616 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.01113 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.9795 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.937672 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.980748 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.28205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.468105 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.217791 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.261184 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.334913 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.390526 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.50814 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.696369 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.576401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.576451 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.865093 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-1.22112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.699875 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.575311 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.00715487 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.947774 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.906175 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.16575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.054838 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.540087 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.158384 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.316536 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.371342 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.815762 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.531416 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.629331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.684178 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.698498 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.984996 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-1.24273 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.711336 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.705222 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.375475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.385444 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.0230192 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.673096 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.357761 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.539903 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.690314 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.449523 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.528621 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.48376 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.594789 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.593694 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.719756 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.16502 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),1.31278 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.39411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-1.19518 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.597074 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.18077 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.02991 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.14553 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0695699 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),1.309 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0262727 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.3941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.19518 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.466103 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.597311 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.18077 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.02988 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.96615 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.14552 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.21415 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.13176 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.43435 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.89546 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.3168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.02929 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0992246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.315292 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.36781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.07089 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.572482 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.05647 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-1.06455 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.851625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,2),-0.871553 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.697283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.812047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.454849 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.10442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.365068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.280573 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.226297 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.417594 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.530958 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.430976 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.545292 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-1.11301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.339333 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.808997 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.871553 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.697283 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.814783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.45288 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.292906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.327762 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.27571 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.700907 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.212827 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.417015 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.53069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.42836 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.545024 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-1.11275 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),0.0789088 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.339075 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.119213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.345614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.692207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.343435 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0293565 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.329019 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.622825 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.188866 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.353849 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.356934 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.407849 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.15882 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.437501 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.280274 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.139581 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.474986 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.374442 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.264683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.47494 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.389243 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.489275 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-1.0666 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),0.115313 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.309809 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.370634 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.396193 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.371191 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.541284 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.391311 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.529543 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.955859 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.78383 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),-0.550533 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.120741 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.00919653 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.536117 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.214041 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.461207 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.375271 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.572962 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.402007 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.47249 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-1.21306 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.444458 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.0862482 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.202593 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.853918 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.172209 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.939136 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.228496 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.134423 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.316765 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.52756 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.375911 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.547879 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.365684 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.479457 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.21498 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.478707 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.120497 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.210928 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.238599 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),0.115132 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.871553 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.697283 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.814784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,7),0.298962 # DEPENDENCYPART_GRANDPAR
