# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(10,20),(20,19),-0.025267 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.50616 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.409816 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),0.127375 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),0.216234 # DEPENDENCYPART_GRANDPAR
(10,20),(20,26),-0.362287 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.106225 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.0211139 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.35448 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),0.085341 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.423244 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.11773 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),0.0225311 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.340433 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),0.0605608 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),0.0683506 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.423094 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.875822 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-0.742616 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.907185 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.993444 # DEPENDENCYPART_GRANDPAR
(10,23),(23,6),-0.833258 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.869168 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),-0.933631 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-0.713848 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-0.770599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,12),0.480845 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.0557236 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.139433 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),0.139628 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),0.195082 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.230918 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.0198668 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.0737591 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.506302 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.405827 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),0.184232 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-0.465829 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.347941 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.488917 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.510899 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-0.382655 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.121597 # DEPENDENCYPART_GRANDPAR
(10,26),(26,21),-0.473375 # DEPENDENCYPART_GRANDPAR
(10,26),(26,22),-0.374713 # DEPENDENCYPART_GRANDPAR
(10,26),(26,24),0.212003 # DEPENDENCYPART_GRANDPAR
(10,26),(26,25),-0.177889 # DEPENDENCYPART_GRANDPAR
(10,27),(27,26),-0.466474 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.432643 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.258078 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.723848 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.598859 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.745517 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.98896 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.792844 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.420102 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.193663 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.572417 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.84625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-1.46618 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.728685 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-1.0584 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.01665 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.14188 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.23661 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.14888 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.20916 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.281 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.16404 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.39714 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.73723 # DEPENDENCYPART_GRANDPAR
(12,10),(10,26),-1.11992 # DEPENDENCYPART_GRANDPAR
(12,10),(10,27),-1.52536 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.32864 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.78097 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.81472 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.870635 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.00428 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.1974 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.04369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0531728 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.3394 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.374928 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.644938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.51761 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.663089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.793608 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.806289 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.705642 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.910334 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-1.03464 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.523724 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.320062 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.654406 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.656306 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.457582 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.894343 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.13174 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.5953 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.65805 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.20567 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.899573 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.00185 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.72775 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.90563 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.130492 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.551613 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.393325 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.567009 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.544808 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.582029 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.580999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.475317 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.965292 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.863697 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.513387 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-1.20062 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.708002 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.671076 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.628267 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.640199 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.536853 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.865169 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.985093 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.450504 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.684633 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.553923 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.570918 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.872689 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-1.02389 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.532212 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-1.12391 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-1.65135 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-1.6261 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-1.65977 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-1.22273 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),-0.920143 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-1.02748 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.729052 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.927134 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-1.16757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,14),-0.0490843 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),-0.45279 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.31088 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.513631 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.631 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.58387 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.506755 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.636231 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.517359 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.895202 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-1.03215 # DEPENDENCYPART_GRANDPAR
(12,23),(23,26),-0.38279 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),-1.16022 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.411003 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.596877 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.632556 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.722845 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.299824 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0738927 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.259072 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0147658 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.0904492 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),1.33643 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.42676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.924733 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.76129 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.88171 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-1.04583 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.341637 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.652142 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.61775 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.343116 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.0219204 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.30761 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.43812 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.323803 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.658708 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.473899 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.328931 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.00661564 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.29343 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.106665 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.144744 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.28702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,2),-0.257084 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.51999 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.557522 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.469359 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.085389 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0515135 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.254705 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0805273 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.709825 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.29185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.796409 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.670065 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.81246 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.917509 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.919854 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.992581 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.776183 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.79919 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.14144 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-1.43004 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-1.20917 # DEPENDENCYPART_GRANDPAR
(14,10),(10,27),-1.18749 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.134277 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0423882 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.260424 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),1.3268 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.43075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.928063 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.76232 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.882854 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.04916 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.989458 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.03649 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.920673 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-1.19539 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.926612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.359233 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.308275 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.141904 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.61963 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.841899 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.36472 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.24618 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.898474 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.57883 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.85117 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.495082 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.517997 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.728789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.241892 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0550026 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.257348 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.296211 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.354495 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0602616 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.0945482 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.703794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.574196 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.643388 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.855551 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.355717 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.451216 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.393922 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.127031 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.163652 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.604144 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.685556 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.570116 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.498741 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.389592 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.122469 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.746262 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.682946 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.462355 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.373846 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0914597 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.630913 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.752827 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.67237 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.832662 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-1.41937 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-1.15309 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-1.24636 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.91413 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.597991 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.875398 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.494975 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.538092 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.565475 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.696733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.190258 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.0200432 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.21733 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.311358 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.385417 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.349848 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.181423 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.202519 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.612324 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.7244 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.511069 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.822705 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.355618 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.753457 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.474781 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.255592 # DEPENDENCYPART_GRANDPAR
(14,26),(26,22),-0.276347 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.646944 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.52389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.228693 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.216698 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.167449 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.324997 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0384664 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.473541 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.224889 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.392162 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.340663 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.921087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.781245 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.212934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.189251 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.517321 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.807472 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.678955 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),0.24393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.55887 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.850014 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.708271 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.733151 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.609325 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.76982 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.586603 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.741884 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.764336 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.474831 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.653689 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.908042 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.476685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.577962 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.772749 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.323272 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0255374 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.155619 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),1.05656 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.247704 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.050202 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.795165 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.688481 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.770218 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.645626 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.593884 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-0.771872 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.5912 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.752513 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.750537 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.481398 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.64069 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.636189 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.902083 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.460394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),1.47813 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.501855 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.319338 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.219296 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0463116 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.085785 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.240291 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.458327 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.00752182 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.708528 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.186862 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.222447 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.636611 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.651357 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.208384 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.375401 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0750816 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.243564 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.167725 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.670842 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.212821 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.15429 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),-0.0524776 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.15872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.724828 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.157181 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.824645 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.808566 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.277277 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.491623 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.100148 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.232076 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.281128 # DEPENDENCYPART_GRANDPAR
