# _root_ The new expiration date is the date on which DIG 's financing commitments , which total about $ 240 million , are to expire .
#goldHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
#predictedHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
(18,5),(18,8),0.00364197 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.00994957 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0447737 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0601497 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0431306 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.194273 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.00994957 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0582539 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.135202 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0180193 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0795562 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0435254 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0793261 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.126785 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0420684 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0374346 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.000375611 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0299008 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0551686 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0192283 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.183258 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.000375611 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.00383241 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.157675 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0482829 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0336242 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.101359 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0811422 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0802106 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.118031 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.113947 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.136656 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.024318 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.147085 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0675318 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0433133 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.000854275 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0936351 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0768217 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.148325 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.172111 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.106524 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0280644 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0288671 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.52965 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0617387 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0712066 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0721019 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0576315 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0166735 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0895741 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.199924 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.280428 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.118933 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.107707 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.215138 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.139428 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.196753 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0270086 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.291636 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.02923 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00884918 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.165393 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0631075 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.116162 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0910427 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0189985 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.108537 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0372122 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.118289 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0414704 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0694185 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.082588 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0183581 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00849923 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0562996 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0144945 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.00442933 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0584393 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.00915886 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0443274 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0438377 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0302405 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0171811 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.122907 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.210232 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0628719 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0730938 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.122984 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.100137 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.096193 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.000854275 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0936351 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0768217 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.148325 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.172111 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.106524 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0280644 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0288671 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.52965 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.148988 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0563879 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00991583 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0309114 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00776445 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0588607 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0354877 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0479546 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.464777 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.471491 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0270287 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0772584 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00030848 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0111225 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0732465 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.233154 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0783416 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0108891 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0699731 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.00667219 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0040798 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0818435 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0117138 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.140801 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0247898 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0384997 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.314876 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0680537 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.270215 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0206467 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.160322 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0888681 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0770456 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.190065 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.31529 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0360303 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.135218 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0449092 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.104415 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0220112 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0498018 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0840524 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0368089 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0377951 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.449098 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00241689 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00628087 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.076045 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0757702 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0781406 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0238267 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.456358 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.197924 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0592626 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.198912 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.409452 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.114616 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.372498 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.305172 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.207883 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0851761 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.614077 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0584517 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.372498 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.181903 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.126095 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.229917 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.205259 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.179933 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0584517 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0883165 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.106589 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0207569 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0911281 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.140069 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.163898 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.065142 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0987913 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0910375 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0799495 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.202704 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.163898 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.132781 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.142049 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0918039 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.106159 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0953858 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.202704 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.223401 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.114597 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0247638 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.114616 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.372498 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.305172 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.207883 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0851761 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.614077 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0584517 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.372498 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.181903 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.126095 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.229917 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.205259 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.179933 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0584517 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0883165 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.106589 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0207569 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0619857 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.057019 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0211617 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0355951 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0584909 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.333364 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0619857 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.019749 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0922975 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0670586 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0509085 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0609201 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.333364 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.194182 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.175394 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0161096 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.147935 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0360072 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0446828 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.288039 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.279325 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.105954 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0184355 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0619162 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0346414 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0344871 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0237738 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.279325 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0528545 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.00645216 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.350047 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.239946 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0621554 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.418916 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0983083 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.312488 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.160643 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.157242 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.216729 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.213375 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.198646 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0983083 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.200414 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0578886 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0334554 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0292257 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.112926 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.117843 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.105901 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0160227 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0733595 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0512627 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0206364 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.000794039 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.117843 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.104293 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.101535 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0048006 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.114993 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.462532 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0745653 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0145172 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.122167 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0572848 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0566689 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0463146 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.462532 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.168907 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0807605 # DEPENDENCYPART_SIBL
(22,12),(22,25),0.0203541 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0274015 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.477033 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.184802 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.15192 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.325138 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.366105 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.356355 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0274015 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0443506 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0547372 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.00541989 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.217421 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0322083 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.00411082 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0429649 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0509287 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0508447 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.00749562 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.159498 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0827356 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.0905751 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0184355 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0619162 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0346414 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0344871 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0237738 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.279325 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0528545 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.00645216 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.350047 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0950136 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0593327 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0388929 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0283744 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.134979 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.147544 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.127687 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.00489411 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.106652 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0278381 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0856057 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0521827 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.20713 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.230767 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.153699 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0685029 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.082264 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0185377 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.121372 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0918295 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0585191 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.155485 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0860871 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.156351 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.102054 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.087187 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.091891 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.166863 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0812342 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0324028 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.159498 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0827356 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0905751 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.192868 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0431083 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.036137 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0172103 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0474921 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.130172 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.154441 # DEPENDENCYPART_SIBL
(24,5),(24,13),0.0363475 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0326764 # DEPENDENCYPART_SIBL
(24,5),(24,17),0.0411184 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0016651 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.0289665 # DEPENDENCYPART_SIBL
(24,5),(24,21),0.157391 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0155072 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.111389 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.0432225 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.0593307 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0443314 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.0890342 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0649954 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.15469 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0142673 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.086508 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.128505 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.14683 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0517871 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.0971003 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.090205 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0451864 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.142124 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0288897 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.049618 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.0712429 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.00387448 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0704092 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.4672 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0262078 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0394059 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.137523 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0359476 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.109743 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0262119 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0742971 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0585814 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.00522503 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0834468 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.274958 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0299527 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0389911 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.20412 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0251539 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.021161 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.073757 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.090348 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.435382 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0791049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.390252 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.741057 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.340833 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0449645 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0584405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0288303 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.601163 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0721788 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.283503 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-1.49488 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.430338 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.785449 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0842065 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.407931 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.605405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-1.79714 # DEPENDENCYPART_GRANDPAR
