# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,5,13,11,13,14,15,2,19,0,19,19,
(0,5),(5,9),-0.3132 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.486176 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.200851 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.390804 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.561556 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-1.15878 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.52329 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.513369 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.207959 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.211052 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),2.2547 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.480719 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.810266 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.327898 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.298504 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0435305 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.368755 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.994472 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.59346 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.516938 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.202804 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.369693 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.574186 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-1.14046 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-2.15419 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.507266 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.491751 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.204682 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.217085 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),2.24727 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.560333 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.889881 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.292078 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.253677 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.128424 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.310593 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.456823 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.338694 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.449731 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.0586521 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-1.07519 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.390311 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.916994 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-1.17881 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-2.41855 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0440744 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.832742 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.178668 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),2.51311 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.7618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.469356 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.198813 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.332575 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.141638 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.331346 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.192081 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.394532 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),0.0140537 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.248528 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.479043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.646699 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.45973 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.542778 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.64826 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-1.13745 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.154113 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.335473 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.02051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.156495 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.683573 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.176743 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.122258 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.798869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0651414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.528474 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.213144 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.279911 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.803132 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.117496 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0311297 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.243203 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.332824 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.385707 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.674804 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.739288 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.616357 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.402637 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.474217 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.935069 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-1.19894 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.565794 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0654466 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.855992 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.230018 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.130562 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.381586 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0147251 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0353478 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.858521 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.432137 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.764107 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-1.42267 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.807134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.0568769 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.582363 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.157962 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0956818 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.0391746 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.420762 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.174572 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.243802 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.329673 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.295663 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.622918 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.652041 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.897745 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.553064 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.383668 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.435718 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.900498 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-1.16486 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0867792 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.347567 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.141481 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.849218 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.533141 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.849423 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.600727 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.48754 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.828284 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.880805 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-1.47437 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.52424 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.6883 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.329338 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.358877 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.778053 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.913359 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-1.06018 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.20923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.849107 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.344892 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.444181 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.241416 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.510145 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.0463749 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.589473 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.961709 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-1.56854 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.642595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),0.0741188 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.964412 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.644977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.213951 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.232849 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.524543 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.05563 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.423341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0588518 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.536934 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.682196 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.87952 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.157434 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.263949 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.172873 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.741395 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.074139 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0682009 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.653248 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.268962 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.106893 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.0846865 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.704802 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.823749 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),-0.0961711 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.258343 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.932379 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.044911 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.164516 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0344891 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.393845 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.27622 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.115516 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.346097 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.215216 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-1.04748 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.562273 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.212277 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.695062 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.546455 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.436724 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.145311 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.636072 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0938331 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.05563 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.431605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.112741 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.481752 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.505274 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.44146 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.49715 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.449501 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.538881 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.738244 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.0159052 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.120088 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.566001 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.348855 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.205669 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.087924 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.0461879 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.670231 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.789671 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.329296 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.252833 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.170087 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.106213 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.447101 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.300532 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.253332 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.191796 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.438753 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.650538 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-1.09918 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-1.09669 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.351069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),0.314124 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.265655 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.584462 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.151926 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.251359 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.169502 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.610311 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.249408 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.272339 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.507082 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.0490877 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.144328 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.252223 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.26004 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.845491 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.758906 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.4382 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.13941 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),0.0180573 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0631324 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.388522 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.683092 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.646317 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.608748 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.288563 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.797894 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.356946 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.3344 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.34504 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.927636 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),0.632687 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.748534 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.938564 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.639788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),-0.273695 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),0.193911 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.279814 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.377649 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.174468 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),0.286176 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.238715 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.673188 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.538127 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.173472 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.0776373 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.732832 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.602282 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.386297 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.106258 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.513822 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-1.00567 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.829914 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.289226 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.98359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.569441 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.731794 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.923623 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.01329 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.0205 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.00989 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.01448 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.19358 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.938103 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.25984 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.13588 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.04606 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.00496 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.11616 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.893379 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.80712 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.34843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.00286186 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.462313 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.601131 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.444836 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.480487 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.46836 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.609602 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.679217 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.439504 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.737668 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.522746 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.628967 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.53352 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.898975 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.574537 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.382541 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.330044 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.53301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.567027 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.803383 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.987307 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.644096 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-1.1107 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.39643 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.06536 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.502204 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.330044 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.53301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.567027 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.803383 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.14512 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.00827 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.987307 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.644096 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.902465 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.1107 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.847058 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.39643 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.881742 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.867917 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.06536 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.552193 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.505417 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.13035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.0432 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.912636 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.10772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.325635 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.447166 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.500235 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.396505 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.359078 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.216286 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.312988 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.554251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.458381 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.699132 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.479053 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.375186 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.579365 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.525166 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.786836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.1918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.384345 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.433794 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.269948 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.261093 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.201426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.189012 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.640931 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.357012 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.259328 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.56454 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.11758 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.012681 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0453558 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.08892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.521275 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.479083 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.710185 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.76458 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.994561 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.2455 # DEPENDENCYPART_GRANDPAR
