# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(21,18),(21,20),0.161304 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.000502296 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0034689 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0484355 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0413818 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0469248 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.209291 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0378547 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.246362 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.220468 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0730272 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.012214 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00537157 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0100857 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.042912 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.202802 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.167972 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0706944 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0715542 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0217579 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0528665 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0719842 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.215799 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.393792 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.715709 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.290467 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.732556 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0597138 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.391924 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.174649 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.127564 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.179291 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0892986 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.340424 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0723889 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.120062 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0157465 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0507259 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.115977 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0974979 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0156495 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.00233645 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0434223 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.73804 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0223541 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.160361 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.127739 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.163439 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.220977 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.280955 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.034114 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.024449 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0159844 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.234907 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.219545 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.494126 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.2567 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0153738 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0128578 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0388934 # DEPENDENCYPART_SIBL
(24,19),(24,28),0.178861 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0269188 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.235827 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.264255 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0790344 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0167931 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0280871 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.140752 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.199696 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.238007 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.115525 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.00605984 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.00931399 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0952289 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.176617 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0674248 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0101548 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0569618 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.00680714 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.140527 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0376102 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.186238 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.725257 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.114566 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0900869 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0238227 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.000458303 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0299554 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.746124 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.131381 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.105323 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.114461 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.29184 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0428005 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0219653 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0866623 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.124554 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.205063 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.853458 # DEPENDENCYPART_SIBL
(26,17),(26,23),0.211442 # DEPENDENCYPART_SIBL
(26,17),(26,24),0.120144 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0400856 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.0285901 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.132771 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0137728 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.727783 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0143088 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0787559 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.025187 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.130821 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0250484 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0467808 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0339466 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.55249 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.120046 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.219176 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.480826 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0322017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.173596 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.0411312 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.186656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.388767 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.71151 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.00285959 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.244947 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.20583 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.306183 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.108326 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.427742 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.136407 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),1.45645 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),1.30028 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.153666 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.23688 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.338329 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.344832 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.37862 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.514663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.319443 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.125336 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.22597 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.00972097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.308744 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.216621 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.309375 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.388719 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),1.46288 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),1.20077 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.645638 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.650425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0933583 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.122159 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.174851 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.247132 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.452699 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.379475 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.230048 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.630598 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-1.66282 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-0.63231 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.668229 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.735038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0873129 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0265984 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.242977 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.311704 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.315643 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.24896 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.58469 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.418807 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.269291 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.76259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.534797 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.723325 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-1.61531 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-0.695861 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.705537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,6),-0.00099622 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.664165 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.116634 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.129652 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.185087 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.49157 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.324547 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.185422 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.428587 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.398385 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.669469 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.400612 # DEPENDENCYPART_GRANDPAR
(2,5),(5,27),-1.61278 # DEPENDENCYPART_GRANDPAR
(2,5),(5,28),-0.506814 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.708716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,7),-0.566204 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0852746 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.117542 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.270768 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.365712 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.361242 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.133552 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.335004 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-1.67306 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.926938 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.701609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,6),-0.131861 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.571514 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.340067 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.382566 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.287263 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.33411 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.548473 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.185785 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.309706 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.390023 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.465162 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.485208 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.286776 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),-1.57628 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.37879 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.391707 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.274291 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.549126 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.365128 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.472242 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.112231 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.508371 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.587831 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.997254 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.341978 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.497915 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.3163 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.611294 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.442762 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-0.188213 # DEPENDENCYPART_GRANDPAR
(2,12),(12,25),-0.724701 # DEPENDENCYPART_GRANDPAR
(2,12),(12,26),-0.742345 # DEPENDENCYPART_GRANDPAR
(2,12),(12,27),-1.71174 # DEPENDENCYPART_GRANDPAR
(2,12),(12,28),-0.560254 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.77318 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.861519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0176338 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.065862 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.118407 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.362957 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.498777 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.135929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.241164 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.107523 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.650819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.606555 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.106101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0206353 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0177437 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.197043 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0231589 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.273169 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.196526 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.422536 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),0.0881182 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.255615 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.813086 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.789206 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.419141 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.00242519 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.1915 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0586804 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.10296 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.108225 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.127716 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0712545 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0711526 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.378137 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.299884 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.573411 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.335367 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-1.00196 # DEPENDENCYPART_GRANDPAR
(3,5),(5,28),-0.960274 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.529729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.130677 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.00388232 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0273239 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0477961 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0385435 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0717203 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.0993616 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.1203 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-1.03369 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.120807 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.423381 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0960344 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.178157 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0330342 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0900259 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0743929 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.131957 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.153566 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.145444 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.130583 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.0765413 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.371302 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.041614 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.0256989 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.822941 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.227142 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0404796 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.17008 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.130794 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.222229 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.299439 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.00474218 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.311119 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.0674391 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.529952 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.276456 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.443106 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.223572 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.51515 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.144665 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.147739 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.442548 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.40382 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),-1.07373 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.957844 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.0809373 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0165991 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0374272 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.0453476 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.351763 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.359524 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.142715 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.183131 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.123364 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),0.0312522 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.513017 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.123963 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.272264 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.0646777 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.364566 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.0372323 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.0138354 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.418895 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.251604 # DEPENDENCYPART_GRANDPAR
(3,15),(15,27),-0.819915 # DEPENDENCYPART_GRANDPAR
(3,15),(15,28),-0.836221 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.492815 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.415367 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.982142 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.40379 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.20394 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.350567 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.34107 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.716055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.664712 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.47803 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.535073 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.353711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.56875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.337533 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.420803 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.568261 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.514325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.463547 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.749276 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.690367 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-1.75282 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-0.690915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.612818 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.174486 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.5078 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0639128 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0521083 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.370466 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.127798 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.128171 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.139383 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.621922 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.19702 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.0482446 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.389053 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-1.28987 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),0.00166081 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.855359 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.675994 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.238233 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0761898 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0226259 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0462098 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0462766 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.041393 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.387318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-1.52313 # DEPENDENCYPART_GRANDPAR
