# _root_ Within about six months , `` things will be moving in the right direction , '' he predicts .
#goldHeads=8,4,2,1,8,8,8,18,8,9,10,14,14,11,8,8,18,0,18,
#predictedHeads=18,4,2,1,8,8,8,18,8,9,10,14,14,11,18,18,18,0,18,
(1,10),(10,9),0.0209437 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.172102 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.250585 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.217431 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.359773 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.405846 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.204841 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.424421 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.301411 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-1.26921 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0824134 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.326388 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.419876 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.444901 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.403429 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.32296 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.601998 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.46392 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-1.33409 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.54029 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.834613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.501821 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.0479333 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.120931 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.395096 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.147478 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.497152 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.0301544 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.189039 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.168719 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.627377 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.597026 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.499678 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.507814 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.507723 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.493131 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.369547 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-1.25612 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.57008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.521244 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.572484 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.641196 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.716688 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.671898 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.680726 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.599765 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.846362 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.931408 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.767974 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.914674 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.945191 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.24065 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.669426 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.09086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.18173 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.230649 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.3965 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.271799 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.243545 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.484898 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.607858 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.06843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.216385 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0860257 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.202907 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.00588017 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0104728 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0332955 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.342917 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.401586 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.259566 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.212804 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.337769 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.333797 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.674394 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0951113 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0619491 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.148105 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.158033 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.15217 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.60662 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.08891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.26238 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0638066 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.126452 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.175857 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0334425 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.00812132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.393152 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.45931 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.281853 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.37666 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.374748 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.711305 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.685849 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.22689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.211441 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0670012 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.247722 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.261839 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.125163 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.130018 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.470912 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.602833 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.439775 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.372182 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.581487 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.533355 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.82386 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.689114 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-1.01414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),0.100979 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.119963 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.180467 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0534443 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0934322 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0214535 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.336147 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.475665 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.437032 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.136457 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.18469 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.319479 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.266024 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.363719 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.738922 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.430858 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.53001 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.541327 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.126984 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.237128 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.316231 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.388117 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.423424 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.792301 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.7393 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-1.09795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.195701 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.089949 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.242077 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.131722 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.173722 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.0867217 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.0649302 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.301364 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.421977 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.388554 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.573213 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.117357 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.368855 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.399041 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.258028 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.830545 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.39489 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.83428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.927144 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.33134 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.26976 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.18345 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.34823 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.15405 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.15057 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.18875 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-1.1777 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.26928 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.42472 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-1.4652 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.438525 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.82149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.852368 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.2988 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.21648 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.10803 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.28671 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.13171 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.16678 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.14516 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.35853 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.43059 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.793027 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.842262 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.40099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.844736 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.875976 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.590654 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.861517 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.702953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.73987 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.838875 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.754677 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.691096 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.796035 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.974652 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.02467 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.345137 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.314807 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.905857 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.609454 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.865284 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.791788 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.842617 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.4422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.366025 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.93402 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.832327 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.85837 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.697273 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.733816 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.844424 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.701075 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.787829 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.968507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.01448 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.873866 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.803326 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.39915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.319946 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-1.02495 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.828173 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.547168 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.451228 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.705648 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.823789 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.764289 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.688954 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.866607 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.996238 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.999976 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.879723 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.857212 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),-0.225402 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.942325 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.806994 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.452312 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.806295 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.619222 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.694971 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.583629 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.630697 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.651722 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.621372 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.745767 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.755024 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.966075 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-1.05578 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0781841 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0332757 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.31335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.651027 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.575878 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.407371 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.655439 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.809949 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.634012 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.921498 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.765357 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.650491 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.664071 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.997091 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.27298 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.968417 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.26044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.633926 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.538069 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.353804 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.609336 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.630661 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.915268 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.748255 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.613618 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.978007 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.391051 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0424439 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.24063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.641041 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.55973 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.334026 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.61042 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.615656 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.851042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,4),-0.817779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.141592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.236481 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.215115 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.944063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.567282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.382942 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.82598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.171336 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.112746 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.138342 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.28862 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.160646 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.258345 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0848411 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.115144 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.136205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.494833 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.977818 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.485759 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.280285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.764389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.252429 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.191524 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.168173 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0338032 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.164393 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.197448 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.28978 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.275226 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.236166 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.193826 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.538744 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.02295 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.490277 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.702663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.140327 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.049903 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.192663 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0915408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.176031 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.227883 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.265423 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.245122 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.220145 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.232068 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.562802 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.10041 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.62819 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.869498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.239859 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.263359 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0639008 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.299602 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.430472 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.195139 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.395873 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.336806 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.225063 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.260774 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.176761 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.448502 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.241976 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.665526 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.183246 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.273161 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.28846 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.149339 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.198288 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.113589 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.447097 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.268685 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.62864 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.635038 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.119279 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.137775 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0855005 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.294644 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.179285 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.180055 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.201034 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.444841 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.124124 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.507535 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.450072 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.03028 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.480294 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.28484 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.844883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.249033 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.0738486 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.0626519 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.120191 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.299836 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.110038 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.244735 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.282137 # DEPENDENCYPART_GRANDPAR
