# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(15,19),(15,21),-0.0256789 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0809842 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0329635 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0327111 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0528555 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.100267 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0392261 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0138169 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.226391 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.00866382 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.1024 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.104122 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.199926 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0337419 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0094273 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.1076 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0689619 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.20294 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.166348 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.126769 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0210022 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0386936 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.036889 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0664851 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0877554 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0231872 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.113526 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.170434 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.00722776 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0277521 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0470074 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0275419 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0432379 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.137816 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0527946 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00762919 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0837766 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.143583 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0140489 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0374505 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0131577 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.000837743 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.15136 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0435423 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0115974 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0486389 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0202497 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0234558 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0946525 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0153645 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.030409 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0446965 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.00144367 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0390902 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00884571 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0415125 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0773362 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0128682 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.108787 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0140996 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0288057 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.167266 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0597283 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.127201 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0929484 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0682302 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0655312 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.105029 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.00165893 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0452733 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.176655 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0160877 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0928427 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0538071 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.171164 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0609445 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0184117 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00296997 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0784985 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0691561 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0333807 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.00179676 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0924135 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0102505 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0117016 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0218202 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0561224 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0450294 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0739098 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.128941 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0632809 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.00220972 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0248302 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0395078 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.121387 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0253471 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.100623 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.00491146 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0476677 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0162074 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0488382 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0892309 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.138806 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.016053 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.160386 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0220329 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0213515 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0294056 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.000677265 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.161792 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.269115 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0814123 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0342001 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00394736 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0567917 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0462012 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0311453 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0338958 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00642914 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0406944 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.033566 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.00423809 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.0675603 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0613714 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0065108 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.203245 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.011886 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0363723 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0401995 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0316489 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0073069 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.105879 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.00126524 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.311079 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.1541 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.290997 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.183433 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.181624 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.11455 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.342681 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.057514 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0423229 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0127994 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0634289 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0637163 # DEPENDENCYPART_SIBL
(19,6),(19,25),0.0301725 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0220441 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.539496 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0135196 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0152426 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.184207 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0480649 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00650864 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0454732 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0654354 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.00756183 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.00375404 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.137619 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.214374 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0204341 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0545123 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.121148 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0288065 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.015874 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00701868 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0356299 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0512065 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0398698 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.00652461 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0717543 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.238382 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.484132 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.159336 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0192018 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.155431 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.025603 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.108817 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0333888 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.10701 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0756599 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.308634 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0959501 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0528505 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0341966 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0438404 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.101393 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00150645 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0229489 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.122957 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0114524 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0101124 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0850711 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0573895 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0321437 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0100772 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.00618223 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.289202 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.168629 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.170939 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0066076 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.047299 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.10068 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.00116578 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0175646 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0477385 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0698543 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0114122 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0174317 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.130207 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00609695 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0301213 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0293018 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0576399 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0206852 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0767439 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0334396 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.00615802 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0516671 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0519433 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0333507 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.00613375 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.00773592 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0805436 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0100846 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0387143 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0208426 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0812686 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.124806 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0432525 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.01049 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.010506 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0381498 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0280117 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.270329 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.265972 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.333475 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0989726 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.170612 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.162513 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.338754 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0473755 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.0355822 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0734617 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0575089 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.155886 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0454434 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0272843 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0202524 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.0763294 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0825644 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.17303 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.101085 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0237506 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.00763309 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0598676 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0454569 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0103374 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.0636823 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0127731 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0566388 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0590198 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.127567 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0755309 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.00261346 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0183436 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0227634 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.473576 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.641542 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.337788 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.220547 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0089112 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0835452 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.101997 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.296198 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.298178 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.132696 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00903439 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0480248 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0394655 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.293219 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.169722 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.298764 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.205663 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.296856 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0190091 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0690512 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.050909 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0419273 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0796646 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0622365 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.171314 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.154289 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0701306 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0845189 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0315761 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.00757115 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0829182 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.391529 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.00651214 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.146104 # DEPENDENCYPART_SIBL
(24,6),(24,22),0.161729 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.160511 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0372764 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0674093 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.00611458 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0278657 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0181995 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0358688 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00172173 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0411857 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0577434 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0504242 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0397806 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.511931 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.24457 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.543405 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0442873 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.433208 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.274317 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.230217 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.546993 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.52138 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.149473 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.132158 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),0.931365 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.897297 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.860202 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.044845 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),1.4171 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0967353 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.482557 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.507777 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.607809 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.512162 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.566602 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.369732 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.107499 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0725012 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.42664 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.198977 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.17704 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.139849 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.936252 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-1.68738e-05 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.412506 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.344977 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.449316 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.156123 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.682955 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.492432 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.176563 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.137952 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.246775 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.145552 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.157827 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.322015 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.231355 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.250931 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),1.24298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.2348 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.115543 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.807379 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0342367 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.443656 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.378065 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.482404 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.131592 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.247617 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.785354 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.532582 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.846396 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.034182 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.16259 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.432768 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.530437 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.156519 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.21957 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.391543 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.389671 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.418647 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.169533 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),1.24253 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),1.21286 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.926618 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.281488 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.044539 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.58795 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.637676 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.866536 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.159853 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.208274 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.0164409 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),1.40399 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.871667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.79569 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.49366 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0684537 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0494983 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.402536 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.456009 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.270471 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.0336729 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.584619 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.607453 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.681435 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.142534 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.711739 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.55695 # DEPENDENCYPART_GRANDPAR
