# _root_ Around Wall Street , trading desks were relieved that they could at least play the market yesterday , in contrast to Friday 's gridlock .
#goldHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
#predictedHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
(14,6),(14,19),-0.00533601 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0583451 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.026638 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0158362 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0274465 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0578707 # DEPENDENCYPART_SIBL
(14,6),(14,25),0.0855655 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0420793 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.132993 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0703821 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00544949 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.120949 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.025189 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0847451 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.021747 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0252404 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0240455 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0200141 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0186474 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.10029 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.014123 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0468289 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0182937 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0141849 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.153688 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0163521 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0297658 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.145107 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.030196 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0770198 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0423591 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0473285 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0342388 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0194864 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0411772 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0704673 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0139146 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0564404 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0408235 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.00636643 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.160958 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0689185 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.199609 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00439667 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.153643 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.201626 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.213928 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.142932 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0554938 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.178447 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0851058 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.127466 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.233071 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.178506 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.103178 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.144241 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.011174 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0221854 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0154058 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.000798442 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0356075 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0280617 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0859442 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0039681 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0223023 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.00206483 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0525882 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0050292 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.139508 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0835507 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0174606 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0757155 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.069439 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0764801 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.00170844 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0714978 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0696078 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.138769 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.00160755 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0383078 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0692541 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0411002 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.308152 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.106052 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0104492 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0348728 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0208014 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0670026 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0119388 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0752292 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0538077 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0700465 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0117305 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0437424 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0882715 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0013909 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00444911 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0494974 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0105465 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.000443791 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0398825 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0562336 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0432387 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.00079749 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0552117 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.214626 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.164153 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0479477 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.111569 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.211549 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.100752 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.151599 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.128881 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.211549 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.160203 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0559173 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0685354 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.148395 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.178824 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00397941 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.00526132 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0549412 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.178824 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0264005 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.081238 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.236373 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.261761 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0388569 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.034103 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0833293 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.261761 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0266206 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.315785 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.297201 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.119609 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.230887 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0310353 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.291576 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.0575064 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0751491 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.231216 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00584859 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.125293 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0757609 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0554164 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0166831 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0262244 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0756242 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.236083 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.00632393 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.131832 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.179791 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.143658 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.088438 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0875456 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0765674 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.016089 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.249632 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0759023 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0366258 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.331055 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.245287 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0386912 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00374888 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.192888 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.315351 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0129359 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0532325 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0666518 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0874438 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.198613 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.395128 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.255461 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0327976 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.12282 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.336085 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.129603 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.196923 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0106081 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0206925 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.102628 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0606303 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0669035 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0964805 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.198171 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.114068 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0596253 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00438523 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0233049 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0203788 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0381594 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0177272 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.194718 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0227338 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0699027 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0128489 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.150896 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.408486 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0239254 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0158544 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0102321 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.016502 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.213031 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.1207 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0155142 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.146459 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.708157 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.14931 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.00330802 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.693928 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.160636 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.11058 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0301642 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.157122 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0117034 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0755857 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.108233 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0612284 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.151888 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.139953 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.124301 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0306263 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0642707 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.091612 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0405249 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0243613 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0568964 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0496226 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0469797 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0870035 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.408148 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.946909 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.237799 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.470689 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.985014 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.213938 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0939686 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.107895 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0286917 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.463004 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.00563634 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0541709 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.195483 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.1235 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.145468 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0121151 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0390935 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0706029 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.10251 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.00606231 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0347845 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.107291 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.1095 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.108867 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0742165 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.152346 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.280475 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.21064 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.262565 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0402634 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0583054 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0267909 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0112523 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.2146 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.191927 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0965126 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0529132 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0451204 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0407406 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0293262 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0232603 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0551771 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.138002 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.134728 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.067123 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0650129 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0326157 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0136896 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.261031 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.618195 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.208647 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.421165 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0756603 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.259994 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.120851 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.165797 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.549185 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0185402 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0730409 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0120744 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0326221 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0248963 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.113812 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.113397 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0519936 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0647116 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.230836 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0278221 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.131584 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.213532 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.133215 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0941516 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.226138 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.108652 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.266944 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.00756445 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.123352 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.232762 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0541792 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0995285 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0468875 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.115808 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0501486 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.00804151 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.00112003 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.042632 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.123126 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.00196379 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0137778 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.00527602 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.10632 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0542158 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0176819 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0036485 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0176363 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.121766 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0457421 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.00364137 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0341263 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0768818 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0506271 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0607606 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0172849 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0201366 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.210987 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.150575 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.512151 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.475221 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.000250524 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0429294 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.55283 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.00127545 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.225276 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.953328 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.153422 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.610184 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.35117 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.175365 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),1.01105 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.650639 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0881434 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.646534 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.075739 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.165944 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.514527 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0355579 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.347252 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.897435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.187203 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.474524 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.304857 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.346678 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-1.14213 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),0.790333 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.66058 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.237284 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.441533 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.21408 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.126759 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.460615 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.00969442 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.204716 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.22403 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.610238 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.842674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.195168 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.491572 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.791898 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0455769 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.108743 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.430344 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.035818 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.735693 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.282892 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.31086 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.357673 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0378877 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.323056 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.311915 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.205225 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.435333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),1.44444 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.871729 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.759399 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.941649 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.248878 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.278868 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.396253 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0197285 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.796701 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.230537 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.310635 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.34792 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.167009 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.403367 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.383376 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.334054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.273864 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.362574 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),0.0166211 # DEPENDENCYPART_GRANDPAR
