# _root_ Fidelity , for example , prepared ads several months ago in case of a market plunge .
#goldHeads=6,6,6,3,6,0,6,9,10,6,6,11,12,16,16,13,6,
#predictedHeads=6,1,1,3,1,0,6,9,10,6,6,11,12,16,16,13,6,
(3,6),(6,7),-0.212517 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.796126 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.629372 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0112689 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.334647 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.609519 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.649973 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.777027 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-1.99923 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.27507 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.47031 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.799041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.497073 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.102489 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0110231 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.482227 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.367588 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0463172 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.224506 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.332122 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.420956 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.511872 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-1.81516 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.17009 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.28873 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.89753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.279683 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.155046 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.113519 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.34254 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.334592 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.317038 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.27508 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.47032 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.638984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.65114 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.0202237 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.174734 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.184418 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.416626 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0472647 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.268611 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.392852 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.449731 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.572602 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.87188 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.21702 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.34207 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.967921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.588084 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.391313 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.205058 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.104155 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.605399 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.308209 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.37758 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.582514 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.540211 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.775444 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-2.09697 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.19329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-1.30496 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.946595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.370723 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.24627 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.248892 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.510975 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.460868 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.590897 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-1.95919 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.314251 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.408706 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-1.04377 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.779851 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.100639 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.247742 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.67792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-1.17148 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.97704 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.662672 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.959694 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.942139 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.697823 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.21562 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.10123 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.62198 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.61291 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.408121 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.468436 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.991287 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.178368 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.106105 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.70367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.02046 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.975402 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.710867 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.946413 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.990346 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.691882 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.14471 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-1.54426 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.61309 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.554835 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.225347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.855479 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.736764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.06053 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.06609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.52231 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.113109 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.471354 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.415196 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0382789 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.279798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.473471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.86948 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.249413 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-1.2478 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.878984 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.811698 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.920964 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.07812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.512437 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.337934 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.380132 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.365727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.205082 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.500546 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.431449 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.790681 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.212306 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-1.19585 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.867711 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.727614 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.03428 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),-0.436213 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.403593 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0562762 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.357311 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.400248 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.686151 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.879152 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.811865 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.92415 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.09277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.559989 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.343729 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.150287 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.43459 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.184923 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.466032 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.450107 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.762354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.230964 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-1.20724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.822755 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.684899 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.970767 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.8038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.370131 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.248216 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.163565 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.148971 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.117199 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.534219 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.294577 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.816925 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.0964577 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-1.23577 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.847989 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.70112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.939752 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),-0.315415 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.184695 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.200367 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.522486 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.854034 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.186663 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-1.31212 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.333998 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.407342 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0803005 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.41855 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.731552 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.768627 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.242994 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-1.15135 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.355696 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.674148 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.544365 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.022117 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.35501 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.0968202 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.365346 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.418462 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.363705 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.68106 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-1.16099 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.758617 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.746955 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.323334 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.499365 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.33921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.170671 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.406495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.390591 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.242202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.3872 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.590928 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.643655 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.617582 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.515921 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.788733 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.829799 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.206671 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.545016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.18713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.19333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.353053 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.353827 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.432539 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.556697 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.584897 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.605633 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.615336 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.503687 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.224105 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.309038 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.207317 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.392921 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.17101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.243597 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.380211 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.364563 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.432279 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.598406 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-1.01376 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.495222 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.8634 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0788656 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.101335 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.172774 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.409501 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.18904 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.287965 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0684645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.06201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.166799 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.259965 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.287787 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.318192 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.376629 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.265161 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.754973 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.192637 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0483388 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0594886 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.223563 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.21426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.26158 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.4404 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.382557 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.498138 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.605079 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.07055 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.51052 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.983015 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.917638 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.16466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.222131 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.393222 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.591323 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.136204 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.415569 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.422506 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.634115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.252508 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.218094 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0376546 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.370259 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.405684 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.120149 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.300564 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.376599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.330432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.454254 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.178284 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.285437 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.760627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.214269 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.343356 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.444867 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0932239 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.393231 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.591331 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.139235 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.415574 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.422515 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.648305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.176139 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0569317 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0528177 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.3371 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.427792 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0924077 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.322672 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.391208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.329223 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.457106 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.167827 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.365231 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.288289 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.591066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.530736 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.238926 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.502002 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.329044 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.423894 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.157599 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.340396 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.429056 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.265148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.385016 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.00836751 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.216199 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.316917 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0351962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.325952 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0899812 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.110097 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.366995 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.202079 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0955867 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.00456561 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.223519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0926904 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.489143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.346956 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.257213 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.168692 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.602398 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.4009 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.264821 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.654413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.205194 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.174261 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.0922047 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.256845 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.506981 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.278154 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.101528 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.174957 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0158832 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.00911432 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0390048 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.25656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.43945 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.606735 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.403599 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.614911 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.670415 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.833085 # DEPENDENCYPART_GRANDPAR
(7,1),(1,17),-0.930023 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.360383 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.340846 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.132783 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.138478 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.000597577 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.17141 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.107378 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0277094 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.3227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.445449 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.672888 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.415973 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.569591 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.781236 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.948894 # DEPENDENCYPART_GRANDPAR
