# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,1,9,9,0,9,15,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(15,13),(15,14),-0.455726 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0236361 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.205383 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.213782 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.09754 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.188554 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.105165 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.135598 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.137148 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.239638 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0112282 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0557594 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.079034 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0375192 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.144588 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0409079 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0975353 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0274024 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0255651 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.361851 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.218011 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.467171 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.304673 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.468211 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.402506 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.249575 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.104097 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.108077 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.141203 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0844204 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.141576 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.214685 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0548242 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.00849861 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.344728 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.169201 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.344902 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.222152 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.19774 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0898163 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00434126 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.214531 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0379824 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0524585 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0154265 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.180834 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.244839 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.107783 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.151492 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0477056 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0622166 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.028808 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0470706 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.100051 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.012723 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0524758 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0139336 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0431392 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0664519 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.12867 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0152624 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0094845 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.12867 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0453068 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.251623 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0152717 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0625936 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0857195 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0112461 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.10382 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0154275 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.129095 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0225762 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.0495844 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0241973 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0298222 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0840769 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.113632 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0133869 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0156992 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.113632 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0393971 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00265448 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0230798 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.102945 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.121027 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0832841 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.104383 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0865577 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.144322 # DEPENDENCYPART_SIBL
(16,2),(16,24),-0.107859 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.0118936 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.00796476 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0387642 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0403489 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.365462 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.026855 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0403489 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.128266 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0463153 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.365516 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0266879 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0446084 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0106754 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0102275 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.00771755 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0700686 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.00315637 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.139644 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.593645 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.108051 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0605932 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.027958 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.108051 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00196814 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.138285 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0675827 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0983216 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0795866 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0348032 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0079481 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0352672 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.155897 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0438734 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.0998324 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0596659 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.00434412 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0158235 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0596659 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0102574 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.132653 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00865997 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.031119 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0600998 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.084853 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0225571 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0853918 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.114544 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0868575 # DEPENDENCYPART_SIBL
(16,6),(16,25),0.0458023 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.135804 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.00188623 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0715132 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0835561 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0197409 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.143661 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0283064 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0693918 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0157519 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.00547469 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0271089 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0991561 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0381657 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.167078 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0269027 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0444774 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.124599 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0462167 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.365037 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0350102 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0455342 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.000828409 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0307309 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.00378628 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0908077 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.00942823 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.161492 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.115572 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0588515 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00253396 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0851565 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0185561 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0978783 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00230547 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0316735 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00183233 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.121387 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.00852973 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.0501667 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0835561 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0197409 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.143661 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0283064 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0693918 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0157519 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.00547469 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0271089 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0991561 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0381657 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.167078 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.2019 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.113236 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0823681 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0503043 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0146379 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0135984 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0142698 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0777017 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0256456 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.170576 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00444037 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0940502 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0641658 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00845796 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0242257 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0159243 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.249539 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0476219 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.023503 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0300792 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0292612 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00192943 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0658289 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.00488731 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.126229 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.00274039 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.154914 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.126368 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.128188 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0154861 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.13208 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.212221 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0914815 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0454102 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.232705 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00316501 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.236398 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0804133 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.174211 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.014334 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0712673 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.168762 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0106338 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0825321 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.112411 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.10002 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.307076 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.132244 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0336925 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.00807495 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0866831 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.104739 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.177069 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.157419 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.0423889 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0860887 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0566381 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0644452 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0623709 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.722165 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0951346 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.722165 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0946642 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.744011 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.295957 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0553881 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.10314 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0145424 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.105858 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0397078 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0951979 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0238572 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.059135 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00302449 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0615746 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.017214 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0317285 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0979207 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.088257 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.305645 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.142044 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.143309 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.10651 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.190817 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.330409 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.147376 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0811806 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.100734 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.118012 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0846757 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.233666 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.229133 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.04857 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.149972 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0547556 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0991365 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00573285 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.358318 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0695373 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0928488 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0579026 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.111022 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0387737 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0813432 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00378269 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.104706 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0733222 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0701757 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0580825 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.00412835 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0276988 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0203737 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0831962 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.024206 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.00277746 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0464558 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0613292 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0075669 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.052622 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0446483 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0379881 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.111809 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0414643 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0611447 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0108145 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.493806 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.129254 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.35683 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0571056 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.502835 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0277458 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0802118 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.00553512 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0793781 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.00720284 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.304374 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00033414 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.156677 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.237537 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.143534 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0770339 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0400555 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0649955 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0830118 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.857549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.00846105 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0870983 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0957089 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.230073 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.00425319 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.486061 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.31236 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.204011 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.404899 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.557222 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.639155 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.755604 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.783503 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.106179 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.208528 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.112946 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.000667898 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.14196 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.507846 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0829552 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.283469 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.542962 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),1.28455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.637068 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.200535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-1.21065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.210299 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.00614416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.179012 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.127081 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.650613 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.2613 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.015589 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.281698 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.361848 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.536323 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.333889 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.321967 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),1.29508 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.778194 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.171081 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-1.01357 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.371452 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0101382 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.409988 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.497618 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.351672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0943754 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.170816 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.209237 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.365967 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.95191 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.153744 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.424488 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.206705 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.432343 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.572215 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.802395 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),1.72327 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.78573 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.207485 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0818291 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.109142 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.510793 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0859692 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0597438 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.172262 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.00368189 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.178627 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.60114 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-1.1916 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.441175 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.162877 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.380447 # DEPENDENCYPART_GRANDPAR
