# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,16,
(16,10),(10,15),0.0835663 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.20447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.24759 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.540181 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.672502 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.619776 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.472515 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.74774 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.0353413 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.156136 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0936754 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.275253 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.113874 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.356687 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.347022 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.15214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.220765 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.691044 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.638318 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.946747 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.417093 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.745638 # DEPENDENCYPART_GRANDPAR
(16,12),(12,31),-0.978648 # DEPENDENCYPART_GRANDPAR
(16,12),(12,38),-1.32236 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.257927 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.160473 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.345722 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.638312 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.384941 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.257927 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.159489 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.53365 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.296913 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.15214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.220763 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.691038 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.638312 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.946745 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),0.194165 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),0.113815 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.0270457 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0488619 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.167823 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0350893 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0878153 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.117062 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.471744 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.147231 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0732795 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.21506 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.223555 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.0464625 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),-0.0770673 # DEPENDENCYPART_GRANDPAR
(16,17),(17,31),-0.301799 # DEPENDENCYPART_GRANDPAR
(16,17),(17,32),-0.163096 # DEPENDENCYPART_GRANDPAR
(16,17),(17,34),-0.161584 # DEPENDENCYPART_GRANDPAR
(16,17),(17,35),-0.25994 # DEPENDENCYPART_GRANDPAR
(16,17),(17,38),-0.799022 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.320857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.120543 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.379073 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.718874 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.320855 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.342666 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.253851 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.146502 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.052566 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.373388 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.655674 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0338754 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.340875 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.292415 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.491266 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.675331 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.28553 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.718874 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.73146 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.320855 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.342666 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.550382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.253851 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.146507 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.00256251 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.373385 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.655674 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0338748 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.340875 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.292415 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.491266 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.319901 # DEPENDENCYPART_GRANDPAR
(16,20),(20,28),-0.476165 # DEPENDENCYPART_GRANDPAR
(16,20),(20,31),-0.570823 # DEPENDENCYPART_GRANDPAR
(16,20),(20,38),-0.910149 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.287721 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.0964957 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.665216 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.292796 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.473841 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.307036 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.173636 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.676473 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.935359 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.26551 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.287325 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.670352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),-0.0917943 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.219478 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.166751 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.353168 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.192507 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.265713 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.281713 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.416364 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.21635 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.354763 # DEPENDENCYPART_GRANDPAR
(16,23),(23,31),-0.492901 # DEPENDENCYPART_GRANDPAR
(16,23),(23,32),-0.346997 # DEPENDENCYPART_GRANDPAR
(16,23),(23,34),-0.396751 # DEPENDENCYPART_GRANDPAR
(16,23),(23,35),-0.463419 # DEPENDENCYPART_GRANDPAR
(16,23),(23,38),-1.11331 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.745781 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.146559 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.532918 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.233266 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.330011 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.440704 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.231951 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.434293 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.64179 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.349731 # DEPENDENCYPART_GRANDPAR
(16,24),(24,31),-0.519281 # DEPENDENCYPART_GRANDPAR
(16,24),(24,32),-0.39366 # DEPENDENCYPART_GRANDPAR
(16,24),(24,34),-0.491603 # DEPENDENCYPART_GRANDPAR
(16,24),(24,35),-0.358946 # DEPENDENCYPART_GRANDPAR
(16,24),(24,38),-0.992406 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.357532 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.0822802 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.188264 # DEPENDENCYPART_GRANDPAR
(16,25),(25,31),-0.43848 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),-0.564346 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.316913 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.195652 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.474572 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.491338 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.718273 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),-0.39558 # DEPENDENCYPART_GRANDPAR
(16,27),(27,31),-0.552111 # DEPENDENCYPART_GRANDPAR
(16,27),(27,32),-0.452919 # DEPENDENCYPART_GRANDPAR
(16,27),(27,34),-0.504118 # DEPENDENCYPART_GRANDPAR
(16,27),(27,35),-0.415491 # DEPENDENCYPART_GRANDPAR
(16,28),(28,22),-0.564565 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.519385 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.147419 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.697729 # DEPENDENCYPART_GRANDPAR
(16,28),(28,30),-0.36351 # DEPENDENCYPART_GRANDPAR
(16,28),(28,31),-0.388437 # DEPENDENCYPART_GRANDPAR
(16,28),(28,32),-0.561883 # DEPENDENCYPART_GRANDPAR
(16,28),(28,34),-0.274944 # DEPENDENCYPART_GRANDPAR
(16,28),(28,35),-0.438135 # DEPENDENCYPART_GRANDPAR
(16,28),(28,37),-0.541982 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.587414 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),0.158151 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.014764 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.149871 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.473852 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.51512 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.215864 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),0.0335514 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.254003 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.138681 # DEPENDENCYPART_GRANDPAR
(17,1),(1,23),-0.265289 # DEPENDENCYPART_GRANDPAR
(17,1),(1,38),-1.31668 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.434128 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.528316 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.539501 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.531071 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.633506 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.389986 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.00895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),0.179668 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.0745076 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.438962 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.259625 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.428599 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.241776 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.240648 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.30129 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.499101 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.145461 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.241776 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.239663 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.199154 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.20075 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.323528 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.02371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.134647 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.499101 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.292378 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.889012 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.506347 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.486603 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.766784 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.88901 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.993575 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.587231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.828813 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.157125 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.492278 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.407638 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.234528 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0516037 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.00180013 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.145888 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.593357 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.87015 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.766784 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.89248 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.88901 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.993575 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.819504 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.587231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.828818 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.562853 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.49228 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.407638 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.234529 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.0516037 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.00180013 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.145888 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.00899602 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.0766052 # DEPENDENCYPART_GRANDPAR
(17,20),(20,31),-0.198242 # DEPENDENCYPART_GRANDPAR
(17,20),(20,38),-0.806626 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.087862 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.529006 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.585609 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.437609 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.868646 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.805078 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.447118 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.839986 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.823227 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.836158 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.940728 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.794984 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.576816 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.327044 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.0374089 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0967424 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.116459 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.0725948 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.0822231 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.16714 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.0553182 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.0162738 # DEPENDENCYPART_GRANDPAR
(17,23),(23,31),-0.217017 # DEPENDENCYPART_GRANDPAR
(17,23),(23,32),-0.126816 # DEPENDENCYPART_GRANDPAR
(17,23),(23,34),-0.110761 # DEPENDENCYPART_GRANDPAR
(17,23),(23,35),-0.311001 # DEPENDENCYPART_GRANDPAR
(17,23),(23,38),-1.12675 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-0.914799 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.418396 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.496007 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.368442 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.0869736 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.178713 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.0382212 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),0.0145368 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.557795 # DEPENDENCYPART_GRANDPAR
(17,24),(24,30),-0.187716 # DEPENDENCYPART_GRANDPAR
(17,24),(24,31),-0.230629 # DEPENDENCYPART_GRANDPAR
(17,24),(24,32),-0.0723887 # DEPENDENCYPART_GRANDPAR
(17,24),(24,34),-0.141286 # DEPENDENCYPART_GRANDPAR
(17,24),(24,35),-0.15771 # DEPENDENCYPART_GRANDPAR
(17,24),(24,38),-0.934791 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.213158 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),0.0627583 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),0.113395 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),-0.267429 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.498067 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.0754334 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.0227585 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),0.0438596 # DEPENDENCYPART_GRANDPAR
(17,26),(26,31),-0.216641 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.0430659 # DEPENDENCYPART_GRANDPAR
(17,26),(26,34),-0.127513 # DEPENDENCYPART_GRANDPAR
(17,26),(26,35),-0.12839 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.437933 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.157442 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.169503 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.255528 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.00707136 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.599073 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.200761 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-0.169815 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.0841564 # DEPENDENCYPART_GRANDPAR
(17,27),(27,34),-0.109331 # DEPENDENCYPART_GRANDPAR
(17,27),(27,35),-0.068434 # DEPENDENCYPART_GRANDPAR
(17,28),(28,22),-0.559184 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.347576 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),0.0333773 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.579541 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.108432 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),0.0528017 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),-0.265478 # DEPENDENCYPART_GRANDPAR
(17,28),(28,34),0.079001 # DEPENDENCYPART_GRANDPAR
(17,28),(28,35),-0.191526 # DEPENDENCYPART_GRANDPAR
(17,28),(28,37),-0.011735 # DEPENDENCYPART_GRANDPAR
(17,31),(31,11),-0.914799 # DEPENDENCYPART_GRANDPAR
(17,31),(31,22),-0.492061 # DEPENDENCYPART_GRANDPAR
(17,31),(31,24),-0.070849 # DEPENDENCYPART_GRANDPAR
(17,31),(31,26),-0.169761 # DEPENDENCYPART_GRANDPAR
(17,31),(31,27),0.0344333 # DEPENDENCYPART_GRANDPAR
(17,31),(31,29),-0.461363 # DEPENDENCYPART_GRANDPAR
(17,31),(31,30),-0.0961905 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.0149969 # DEPENDENCYPART_GRANDPAR
(17,31),(31,34),-0.135286 # DEPENDENCYPART_GRANDPAR
(17,31),(31,35),-0.123495 # DEPENDENCYPART_GRANDPAR
(17,31),(31,37),-0.332066 # DEPENDENCYPART_GRANDPAR
(17,32),(32,29),-0.616798 # DEPENDENCYPART_GRANDPAR
(17,32),(32,30),-0.281749 # DEPENDENCYPART_GRANDPAR
(17,32),(32,31),-0.270654 # DEPENDENCYPART_GRANDPAR
(17,32),(32,33),-0.0432063 # DEPENDENCYPART_GRANDPAR
(17,32),(32,34),0.0655764 # DEPENDENCYPART_GRANDPAR
(17,32),(32,35),-0.176748 # DEPENDENCYPART_GRANDPAR
(17,32),(32,36),-0.426198 # DEPENDENCYPART_GRANDPAR
(17,32),(32,37),-0.121007 # DEPENDENCYPART_GRANDPAR
(17,34),(34,29),-0.517965 # DEPENDENCYPART_GRANDPAR
(17,34),(34,30),-0.181986 # DEPENDENCYPART_GRANDPAR
(17,34),(34,33),0.0289938 # DEPENDENCYPART_GRANDPAR
(17,34),(34,35),-0.178377 # DEPENDENCYPART_GRANDPAR
(17,34),(34,36),-0.665362 # DEPENDENCYPART_GRANDPAR
(17,34),(34,37),-0.336257 # DEPENDENCYPART_GRANDPAR
(17,35),(35,36),-0.647088 # DEPENDENCYPART_GRANDPAR
(17,35),(35,37),-0.290952 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.66465 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.268867 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.383225 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.99237 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.11817 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.2185 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.19612 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.95701 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.958858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.226764 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.212678 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.242588 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.444009 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.518476 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.452561 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.490922 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.421904 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0201177 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.237794 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.741184 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.22763 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.421757 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.0188463 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.163182 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.306161 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.19396 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.331305 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.53035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.741036 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.28935 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.638167 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.658445 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.411577 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.361484 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.472858 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.39417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.604856 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.05956 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.145064 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.578704 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.773339 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.951348 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.776929 # DEPENDENCYPART_GRANDPAR
