# _root_ `` It 's a problem that clearly has to be resolved , '' said David Cooke , executive director of the RTC .
#goldHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
#predictedHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
(16,8),(16,15),0.0957347 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0666478 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.00560835 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00266574 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0288107 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0442656 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.034734 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.0054214 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0183817 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.132493 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00367958 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0741927 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0626556 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.170078 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0154474 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0137211 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0357908 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.057779 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0821722 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0644158 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.304409 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.126086 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0291346 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.211555 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0430033 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00704321 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0126943 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0279197 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0254176 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0232549 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.030797 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.323198 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0827852 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0626632 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00138496 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0592973 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.105959 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0716789 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0850957 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.122866 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.118355 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.076687 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0119339 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0365458 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00212547 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00611315 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0432908 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0396472 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0289482 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0420319 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.118986 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0302386 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0178836 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0113142 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0443379 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0314826 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0180718 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0328837 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0524605 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00620874 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.169738 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0116213 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0439597 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0527595 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0504852 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.381746 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.943355 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.347133 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0512349 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.69798 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.00426558 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0632039 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0380184 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0711581 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0160746 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0188252 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0577311 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0283228 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0172036 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0685227 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.000511916 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.063378 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.020456 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.00138368 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0459463 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.00481273 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.619854 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00992732 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.104935 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0189957 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.130614 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0887843 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.09189 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0372338 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0378337 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0466409 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0374046 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.133521 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0754353 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.105411 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0459209 # DEPENDENCYPART_SIBL
(19,1),(19,13),1.25834 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0863004 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0976222 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0459209 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.189105 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.117441 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0535122 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.0852868 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.197873 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.190883 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.160288 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.425961 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.315733 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.294015 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.128917 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.125228 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.315733 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0597163 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.110137 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.128485 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0695455 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.103111 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.114813 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0301951 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0780049 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.235855 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0182342 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0366652 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0780049 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0207533 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0185444 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0889107 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0520042 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0258456 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0653663 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.184634 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0430172 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0657026 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0623117 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.184634 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.105189 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.072196 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0703636 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0155591 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0601537 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.278162 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.146187 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.00919253 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0127156 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.278162 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0217975 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0153799 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0531908 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0794925 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0622832 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.421065 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.00914267 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0298729 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.479804 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.081827 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0766453 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0909217 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0484899 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0498236 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0307621 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0266612 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0516474 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0179453 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0449972 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.072931 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00232803 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.105396 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0872845 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0155181 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00420897 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.148921 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0903941 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0522461 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0332122 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0332457 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0142382 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.1194 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0785026 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0449284 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0203938 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.081827 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0766453 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0909217 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0484899 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0498236 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0664061 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0721905 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0371514 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0010418 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.103012 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.00173688 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.104454 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0999093 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.197634 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0392726 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0436757 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0604667 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.433151 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.204827 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0165363 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0604228 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.781309 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.154644 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.401446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0843789 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.738382 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0942876 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0110322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.163686 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.401211 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.441909 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.153645 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.183562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.274891 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.721194 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.64313 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.00909427 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.229921 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),0.620518 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.805707 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.151816 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.364706 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.910698 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.311497 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-1.21579 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.303217 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.238677 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.491628 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.202319 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.186096 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.209726 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0526109 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.751349 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.610678 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0857954 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.316351 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.178731 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),0.722374 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.86179 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.138527 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.649078 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.189975 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-1.11835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.320181 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.0742784 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.538018 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.630018 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.435962 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.650029 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.824847 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.620686 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.442819 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.461461 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.895011 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.309429 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.590554 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.140081 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),0.82355 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.24616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.510197 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.388482 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.748482 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.28474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.229909 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.560764 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.214448 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.767206 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.580006 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.518138 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.540471 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.760403 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.548552 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.428032 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.415216 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.639895 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.780484 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.538963 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.425955 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.967658 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.924677 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.33856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.558997 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.709908 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.754541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.227253 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.118795 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.599552 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.31241 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.326177 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.419786 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.153706 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.281611 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.617612 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.505597 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.414647 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.472003 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.765217 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.567157 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.187728 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.531244 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.891424 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.905773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.257741 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.202549 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.290269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.269209 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.12148 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.367948 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.233888 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.493613 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.365125 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.175416 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.379589 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.641218 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.501203 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),0.0326589 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.350358 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.229922 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.320194 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.250404 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.143953 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.258915 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.270272 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.490775 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.345544 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.290615 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.347668 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.509095 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.223947 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.02156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.701982 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.857725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.115023 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.11503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.483982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.379551 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.640993 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.910627 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.510902 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.185367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.813325 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.296654 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0911682 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.182844 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.273311 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0955812 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.284756 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.261295 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.362474 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.538342 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.257492 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.243244 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.745203 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.653382 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.643984 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.81129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.183376 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0197941 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.556403 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.355668 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0334207 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.182965 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.437599 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.496257 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.295798 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.342755 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.642752 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.510287 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.612929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.391648 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.425935 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.210544 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.121803 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.158957 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.133078 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0893666 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.102459 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.203976 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.204978 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.361887 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.0751947 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.0762563 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.790355 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.474115 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.703047 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.431007 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0479172 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.427338 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.391811 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0543744 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.086661 # DEPENDENCYPART_GRANDPAR
