# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(11,18),(18,24),-0.153113 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.37431 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-1.19431 # DEPENDENCYPART_GRANDPAR
(11,18),(18,28),-0.446307 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),-1.18327 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.389269 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.262228 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.47967 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-1.11412 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.574782 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.375768 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.149912 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-1.12868 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.518529 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),-1.05654 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.519708 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.407576 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.243385 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.402289 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.612794 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),0.0506428 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.528074 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.134949 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.594752 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-1.12826 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-1.11494 # DEPENDENCYPART_GRANDPAR
(11,23),(23,28),-0.510176 # DEPENDENCYPART_GRANDPAR
(11,23),(23,29),-1.05351 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.90944 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.834143 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.664179 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-0.37431 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-1.19431 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.950099 # DEPENDENCYPART_GRANDPAR
(11,24),(24,28),-0.446307 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.633579 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),1.14225 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.269801 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.155646 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-1.62907 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.25824 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.29572 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.2621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.25739 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.24109 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.47556 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.06079 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.648893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.152912 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-1.09984 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0777018 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.270662 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.0608383 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-1.69893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.0470008 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.115365 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.70614 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-1.75205 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.69444 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.293963 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.09548 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.947849 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.05685 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.23567 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.824825 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.21522 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.19891 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-1.34627 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.00096 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.226101 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.568001 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.0812366 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.837801 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.178351 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.839454 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.242071 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-1.57686 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.11214 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.323681 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.61383 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.956987 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.159982 # DEPENDENCYPART_GRANDPAR
(12,17),(17,27),-1.62999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,28),-0.140033 # DEPENDENCYPART_GRANDPAR
(12,17),(17,29),-1.67863 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.812628 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.304064 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.820951 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.673606 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-1.85393 # DEPENDENCYPART_GRANDPAR
(12,28),(28,13),0.641209 # DEPENDENCYPART_GRANDPAR
(12,28),(28,14),1.03549 # DEPENDENCYPART_GRANDPAR
(12,28),(28,20),0.345402 # DEPENDENCYPART_GRANDPAR
(12,28),(28,22),0.0674079 # DEPENDENCYPART_GRANDPAR
(12,28),(28,23),0.415783 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.877081 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),-0.278372 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.864516 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-1.45661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.32377 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.53927 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.47326 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.34089 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.27776 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.12961 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.38782 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.860624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.572536 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.144565 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.228368 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.388052 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.463378 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.963384 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.491223 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.657218 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.659781 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-1.14469 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.35353 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.23229 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.31061 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.36576 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.11758 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-1.19233 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.12921 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.879709 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.21453 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.0792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.168958 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.835145 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.622649 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.163515 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.62883 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.123422 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.808073 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.204793 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.337791 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.435243 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.407363 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.482709 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),-0.989379 # DEPENDENCYPART_GRANDPAR
(13,17),(17,28),-0.460733 # DEPENDENCYPART_GRANDPAR
(13,17),(17,29),-0.964488 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.502303 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.422593 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.366356 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.329544 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.493733 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.210757 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.390347 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.511963 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.428526 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.306873 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0871158 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.314409 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.205068 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.0918368 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.277841 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0988168 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.316406 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.606862 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.527843 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.517185 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.727012 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.358329 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.448834 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.126577 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.112722 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.326892 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0394958 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.37437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.982511 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.26628 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.557808 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.603127 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.524199 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.516337 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.723677 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.354668 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.426489 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.261381 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.100031 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.323949 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.0397433 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.207511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.37436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.982511 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.187041 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.26628 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.64081 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-1.16023 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.81034 # DEPENDENCYPART_GRANDPAR
(14,9),(9,27),-1.3445 # DEPENDENCYPART_GRANDPAR
(14,9),(9,29),-1.233 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.371844 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.49269 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.418831 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.297619 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.481604 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.551154 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.39607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.298289 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0131239 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.287423 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.184056 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.33292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.884649 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.104091 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.223275 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.387008 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.605253 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-1.10687 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.774568 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.536564 # DEPENDENCYPART_GRANDPAR
(14,11),(11,29),-1.19895 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.37437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.982512 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.26628 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.16023 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.792424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,18),0.00341242 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.962786 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.892213 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.909799 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.04739 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.742492 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.901732 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.795951 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.484812 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.851164 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.829721 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.814103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.408025 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.937797 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.200069 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.742139 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.171424 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.592704 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.00889737 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0127549 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.0505129 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.235959 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.224514 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),-0.776969 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.281531 # DEPENDENCYPART_GRANDPAR
(14,17),(17,29),-0.738386 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.506239 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.807564 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0573209 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.676875 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.235141 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.220393 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.170774 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.198991 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.612713 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),-0.446139 # DEPENDENCYPART_GRANDPAR
(14,18),(18,29),-0.739248 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.38093 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.16789 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.327828 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.795804 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.138359 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.134724 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.0944708 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.980069 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.370806 # DEPENDENCYPART_GRANDPAR
(14,20),(20,29),-0.497197 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.290851 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.428542 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.317482 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0810851 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.143689 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.972488 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.32732 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.115505 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.345902 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.31469 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.091022 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.149645 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.082066 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.302892 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.453545 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.968461 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.36444 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.496297 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.106465 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.0732245 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.0938296 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.198991 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.612713 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.861141 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.446139 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.580328 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.654996 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.488313 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.41104 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.36974 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.37387 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.45012 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.368111 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.306964 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.168974 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.61799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.370078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.680175 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.62498 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.0264 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.665511 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.658377 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.776235 # DEPENDENCYPART_GRANDPAR
(16,14),(14,27),-1.05261 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.20276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.310843 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0769137 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.59041 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.127934 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.107182 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.373641 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.282397 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.227181 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.252911 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.422948 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.356012 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.438164 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.756892 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-1.2589 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.69358 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.850741 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.899551 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-1.08627 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.720656 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.895869 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.31993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,29),-0.853236 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.577991 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.324886 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.784937 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-1.29467 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.920909 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.828747 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.87756 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-1.06728 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.749946 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.638953 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.876879 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.19385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.086554 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),-0.30193 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.735568 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.118228 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.222814 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-1.38896 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.684505 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.760344 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.872582 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.921391 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-1.1628 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.850709 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.959835 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.792859 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.448117 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.498384 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-1.00999 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.705581 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.705551 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.749516 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.736197 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.588406 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.337954 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.313745 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.777043 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-1.08208 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.648456 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.766654 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.809928 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-1.17275 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.693008 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.684508 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.857215 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.982346 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.166039 # DEPENDENCYPART_GRANDPAR
