# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,8,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(17,12),(17,18),-0.0589454 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0602424 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0795539 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0768672 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.133097 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0779798 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0657662 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0497873 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0282934 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0411448 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.038866 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0587362 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.162755 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0383146 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0439431 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0590858 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.055833 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.333304 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.13108 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0185904 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0754082 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.347198 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0533424 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.158331 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.257689 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0060665 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0323388 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0196202 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0740192 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.178416 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0626373 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0262037 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0596192 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0653714 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.115233 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0404494 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0764565 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.00712352 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0796367 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.0589913 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.242969 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.055404 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.148638 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0232573 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0611623 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0263016 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.175815 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0507921 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0352691 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0494004 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0832251 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0270517 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0577986 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0262398 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0109666 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.179039 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.00213251 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.015278 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.121502 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00274684 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00708694 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.129366 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00718568 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0923749 # DEPENDENCYPART_SIBL
(0,5),(5,1),0.671766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.819021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.166682 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.040674 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.559243 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.14093 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.249914 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.179871 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.16114 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.665158 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.58463 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.620959 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.311395 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.234161 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.234279 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.227337 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.0332352 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.1764 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.336212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),1.0315 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.14674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.271717 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0758202 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-1.00612 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.203411 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.51713 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.792526 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.676498 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.0891207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.180834 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.736909 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.637703 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.00992248 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0981207 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.251692 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.608243 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0395718 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0410985 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.128628 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.807949 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.587522 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.688331 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.234761 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.252831 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.261168 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.268803 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.0950317 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),1.36118 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.579429 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.6797 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0721897 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0663174 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.118848 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.770531 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.125057 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0619523 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.107406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.775279 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.633568 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.683771 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.24174 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.172298 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.302238 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.172181 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.0875347 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),1.07044 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.736909 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.637703 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.00992248 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0981207 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.251692 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.608243 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.0395718 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.176771 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.240618 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.0527306 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.897513 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.871429 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.553402 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.414888 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.653346 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.413949 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.106394 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.851483 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.0950317 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),1.36118 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.95125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.131847 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.76775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.146349 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.173315 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.183123 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0667984 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.35871 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.456167 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.389295 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.279426 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.285581 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.296886 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.341503 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.589328 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.856041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0831568 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.123284 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.104113 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0415566 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.233257 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.419258 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.241394 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.217372 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.251388 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.971445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.161766 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0112821 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0487294 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.00141008 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.306189 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.479566 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.286843 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.215516 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.31052 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.207699 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.760915 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.349301 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.281942 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.322903 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.700417 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.585278 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.545252 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.901985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.163529 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.117956 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.000766941 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0884304 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.232302 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.958713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.301295 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.147445 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.17749 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.135587 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.244957 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.377164 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.273655 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.281159 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.440403 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.257423 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.824112 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.477296 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.379811 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.377913 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.754855 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.575323 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.618988 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.384703 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.595872 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.277646 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.553644 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),0.122638 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.522292 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.4304 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.69795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.357446 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.624477 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.674158 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.845236 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.639242 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.827586 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.802088 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.742381 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.24731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.196467 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.281655 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.469949 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.384222 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.198133 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.400388 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.285638 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.443879 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.577778 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.377876 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.584095 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.205004 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.513219 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.711121 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.74276 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.792214 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.739383 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.653482 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.174893 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.10823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.597579 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.6101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.410339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.214938 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.212788 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0616477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.272537 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.319451 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.312482 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.0727421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.557229 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.628963 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.628175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0776421 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.323153 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.187284 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.428458 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.344109 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.240329 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.58031 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.479837 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.68588 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.315851 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.23982 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.353229 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.47015 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.431628 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.591893 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.571961 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.619011 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.568937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0845962 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.241798 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.410331 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.655783 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.714235 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.706294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.138655 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.144468 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.299441 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.290695 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.377654 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.507937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.473416 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.258898 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.332388 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.579711 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.580951 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.738432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.166481 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.225972 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.283781 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.137511 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.254299 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.25494 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.569627 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.45286 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.668409 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.347193 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.219081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.327489 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.448934 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.350666 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.583117 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.557219 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.628507 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.638678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.102569 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.263078 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.338995 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0737188 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.354512 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.245568 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.638905 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.489298 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.688693 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.324992 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.224695 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.361185 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.47065 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.422664 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.612494 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.609247 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.662745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.101099 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.25186 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.109341 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.328914 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.315633 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.33783 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.473665 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.645824 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.256104 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.160073 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.343646 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.364751 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.379539 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.524224 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0542629 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.199852 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.476088 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.113983 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0857203 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.15149 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.112827 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.165804 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.401869 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0918714 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.27594 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.24697 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.120424 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.430777 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.76568 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.261328 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.164541 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.356409 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.389492 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.520948 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.351728 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.341668 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.29173 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.493741 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.403497 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.504727 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.42219 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.425072 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.168867 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.56025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.529621 # DEPENDENCYPART_GRANDPAR
