# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,9,8,9,19,13,13,13,9,9,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
(19,9),(9,11),0.0332856 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.0152443 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0144541 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.24006 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.000739777 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.0310938 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.12684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,22),-0.298161 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.275132 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-0.823013 # DEPENDENCYPART_GRANDPAR
(19,9),(9,25),-0.436272 # DEPENDENCYPART_GRANDPAR
(19,9),(9,33),-1.11287 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.219356 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.0267019 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.664877 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0694242 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.0564794 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.234781 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.107901 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.680302 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0280464 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.143659 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.0906327 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.491575 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.104769 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.0724494 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.350223 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.226694 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.278052 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.218795 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.076745 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.203416 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.664315 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.00072348 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.0956172 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.267812 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.287641 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.129678 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.144741 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0369815 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.05795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.165679 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.412874 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.298733 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.887621 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.367767 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-0.219453 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.84898 # DEPENDENCYPART_GRANDPAR
(19,13),(13,28),-0.245949 # DEPENDENCYPART_GRANDPAR
(19,13),(13,32),-0.989206 # DEPENDENCYPART_GRANDPAR
(19,13),(13,33),-1.13612 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.106579 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0232455 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.34795 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.11784 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0551078 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.114051 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.192009 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.321585 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.150931 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.139747 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0880342 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0880918 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.192258 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.319543 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.00212513 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.0947454 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.269077 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.443395 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0172034 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.112312 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0884283 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.370048 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.303821 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0335714 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.031488 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.05799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.166857 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.412922 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.367808 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.501082 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.451526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.276046 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.281553 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.172873 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.241841 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.234398 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.541894 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.629977 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.694145 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.646668 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.656282 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.606144 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.376479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.411113 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0775188 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.171814 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.378112 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0761384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.437223 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.30608 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.542874 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.539448 # DEPENDENCYPART_GRANDPAR
(19,21),(21,33),-0.969367 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.277855 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),1.10235 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0631262 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.211357 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.143729 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.612913 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.436047 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.107761 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.260791 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.196414 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.327101 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.638478 # DEPENDENCYPART_GRANDPAR
(19,25),(25,2),-0.668154 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-0.720677 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.570558 # DEPENDENCYPART_GRANDPAR
(19,25),(25,6),-0.673088 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-0.623517 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-0.371666 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-0.519254 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-0.630993 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.491701 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.77717 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.508724 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.518427 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.441128 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.639742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.22429 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.392214 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.0553429 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.118154 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0988032 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0516597 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.0235033 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.143907 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.394365 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.347662 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),-0.216912 # DEPENDENCYPART_GRANDPAR
(19,25),(25,33),-0.940544 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.33133 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.216992 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.201806 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.367584 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.313451 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.162668 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.167082 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.215175 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.371616 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.517287 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.602817 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.532614 # DEPENDENCYPART_GRANDPAR
(19,27),(27,33),-0.846653 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.0516009 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.116313 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.594769 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.430059 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.281827 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.141354 # DEPENDENCYPART_GRANDPAR
(19,32),(32,24),0.000807189 # DEPENDENCYPART_GRANDPAR
(19,32),(32,26),-0.0360198 # DEPENDENCYPART_GRANDPAR
(19,32),(32,27),0.0425362 # DEPENDENCYPART_GRANDPAR
(19,32),(32,28),0.030161 # DEPENDENCYPART_GRANDPAR
(19,32),(32,29),-0.284656 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),-0.541199 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),-0.439158 # DEPENDENCYPART_GRANDPAR
(19,32),(32,33),-0.81029 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.286992 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.409261 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.511691 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.377045 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.48667 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.444575 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.526928 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.526186 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.344104 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.454428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.507454 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.271896 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.596036 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.31289 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.25856 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.345774 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.458717 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.667025 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.649958 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.603267 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.637472 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.505273 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.348316 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.41551 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.494126 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.423587 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.482313 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.622294 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.562385 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.505528 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.499071 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.356927 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.7415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.462272 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-1.1832 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.998436 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.04328 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.23653 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.959863 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-1.11346 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-1.08881 # DEPENDENCYPART_GRANDPAR
(20,19),(19,32),-0.971491 # DEPENDENCYPART_GRANDPAR
(20,19),(19,33),-1.24027 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.33381 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-1.27337 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.14559 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.0441 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.0407 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.02022 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.820294 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.32886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.728798 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.593372 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.635367 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.870305 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.569343 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.672759 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.764587 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.489796 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.859512 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.580706 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.842226 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.504256 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.647057 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.642471 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.443242 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),-0.0555727 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.823011 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.557165 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.631773 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.705293 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-0.87523 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-0.926448 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-1.1098 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-1.24558 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-1.0374 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-0.869275 # DEPENDENCYPART_GRANDPAR
(20,25),(25,9),-0.939557 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.931277 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.925282 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-1.03042 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-1.02223 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.944073 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.940761 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.893532 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.798532 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.30542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.00883723 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.919582 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.630876 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.531336 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.458129 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.60314 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.625448 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.688359 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.491579 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.417379 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-1.03145 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-1.23542 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-1.28395 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-2.09746 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-1.70723 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.720897 # DEPENDENCYPART_GRANDPAR
(21,3),(3,22),-0.877378 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-1.27959 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-1.28943 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-1.76616 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-2.11352 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.71606 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-1.0721 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-1.09386 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.963403 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.645422 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),-0.326081 # DEPENDENCYPART_GRANDPAR
(21,5),(5,22),-0.877378 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.470506 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.987244 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.854293 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.915317 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.660915 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.7717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-1.02692 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-1.11271 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.870178 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.855559 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.592056 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.76808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,23),-1.01902 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-1.24672 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-1.15642 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.792089 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-1.04858 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-1.05063 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-1.15147 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.733304 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.626325 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.832243 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.570295 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.815914 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.18305 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.88115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-1.05512 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.02408 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-1.14058 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-1.19125 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-1.79671 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-2.10603 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-1.64986 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.841756 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-1.26034 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.899176 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.753077 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.878124 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.944786 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.671454 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.771118 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.845861 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.433763 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.626604 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.590689 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0920827 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.66282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.861586 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.924326 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.988731 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.926952 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-1.08689 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-1.43934 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-1.08626 # DEPENDENCYPART_GRANDPAR
(21,19),(19,32),-1.03302 # DEPENDENCYPART_GRANDPAR
(21,19),(19,33),-1.33047 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.767689 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.386187 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.69562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.877378 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.967002 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.990634 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.930059 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.489241 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.769795 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.602468 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.916574 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.518324 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.169523 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,25),-0.544341 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.527915 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.953991 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.494557 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-1.92807 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-1.81522 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-2.65579 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-2.274 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-1.32101 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-1.52509 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-1.59026 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-1.43511 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-1.56596 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-1.29414 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-1.25037 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.978933 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-1.18682 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-1.17185 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.861023 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.668651 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.16472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.40275 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.366531 # DEPENDENCYPART_GRANDPAR
