# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(0,14),(14,4),0.505728 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.559401 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.334331 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.0324797 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),9.20771e-05 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.265682 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.948071 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.908533 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.19265 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.315008 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.137551 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.813414 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.127986 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.237362 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.330565 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),1.82501 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.323906 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.423702 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.150096 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.116527 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.184143 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.449916 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-1.13231 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0193718 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.66654 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.243473 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.175851 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.14892 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.878501 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.133354 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.145166 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.303943 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),1.74126 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.166178 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.763612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),0.0122465 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.197135 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.119083 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.790573 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.734742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.111106 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.228401 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.154502 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.1196 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.297717 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.309463 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.473661 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.750526 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.721786 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.74794 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.507821 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.206698 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.473249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.869078 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.631473 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.834598 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-1.18339 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.658441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,3),-0.0967643 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0358988 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.206321 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.2255 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.213332 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.26377 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.640605 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.428129 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.594917 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.18613 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.505264 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.720859 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.605618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),-0.0881798 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0444833 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.156687 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.128469 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.405633 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.279799 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.683979 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.472229 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.61199 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.731586 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.351884 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.620156 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.944151 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.565394 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.757427 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-1.00799 # DEPENDENCYPART_GRANDPAR
(1,8),(8,23),-1.17378 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.585686 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.533568 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.461332 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.818708 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.339082 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.594608 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.915741 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.460616 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0160209 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.262229 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.491219 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.459686 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.885347 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.799803 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.789097 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.409715 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.138707 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.78711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.588299 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.38633 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.468666 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.0397 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.782183 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.11092 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.874133 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.32441 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.5957 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.32976 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.10687 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.01388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.515878 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0539854 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.597384 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.25518 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.437465 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.491037 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.374979 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.453963 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.698349 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.968806 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.579554 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.66157 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.675679 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.964628 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-1.15338 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.24504 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.19309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.00367086 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.645878 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.553591 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0895322 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.503411 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.312785 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.00850458 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.457115 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.99576 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.174048 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.31166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.963467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.370414 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.713229 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.70095 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.608751 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.538209 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-1.11584 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.38355 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.79773 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.328769 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.4016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.977141 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.455041 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.12952 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.891115 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.751165 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.744403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.219051 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.206636 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.032277 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0164929 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.271355 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.387781 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.212016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.263381 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0525329 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.396849 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.89135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.751168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.734399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.157373 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.409667 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0491362 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0239714 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.288583 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.370322 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.194499 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.579734 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.80104 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.43799 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.536327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.560636 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.670571 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.78092 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.918856 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.377523 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0788174 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.258088 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.720421 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.786042 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.407453 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.581434 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.371948 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.891131 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.376529 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0191652 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0436009 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.384843 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.191621 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.581285 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.80322 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.44017 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.537155 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.574991 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.886336 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.75191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.0995894 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.00819139 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.233037 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.546841 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.147207 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.462981 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.683391 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.828066 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.629835 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.674662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.312521 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.259623 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.137809 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0754326 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.0288596 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.383973 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0057531 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.464897 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.535051 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.179508 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.425571 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.429737 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.430249 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.674188 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-1.02897 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.668368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.267238 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.173989 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.131866 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.158173 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.469386 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0305033 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.395525 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.276454 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.556826 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.410078 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.442115 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.56691 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.536383 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.77529 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.989901 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.710146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.294773 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.133119 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.164445 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.199043 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.510256 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.0713733 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.447148 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.508495 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.763025 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.40543 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.380418 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.466139 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.524279 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.565361 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.723548 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.986517 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.401253 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.553813 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.215502 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.40721 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.461179 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.709422 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.54757 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.597893 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.593511 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-1.00041 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.349304 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.553113 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.739772 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.427302 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.101464 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.360258 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.310827 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.283886 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.5505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.739462 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.682146 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.571801 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.10131 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-1.16979 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-1.59561 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.538578 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0855894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.177529 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.50937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,12),-1.0725 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.539094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.422074 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.346378 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.144282 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.50939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.706033 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.641155 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.506761 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.981932 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.05884 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.07263 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.925949 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.666749 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.885132 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.18544 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-1.06833 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.46159 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.56218 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.720327 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0289122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.366558 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.18562 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.04292 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.991961 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.931126 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.654958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.11384 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.225595 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.344543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.242498 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.354798 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.494414 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.221437 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.458061 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.871241 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.478463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.705253 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-1.02308 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),-0.865503 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.233889 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.291482 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.191832 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.569843 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.196964 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.420841 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.83116 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.362014 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.1854 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.703389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.149477 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.159577 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.212614 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.328553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.478545 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.207402 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.444026 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.855854 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.470504 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.817568 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.991958 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.04566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.199426 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.182363 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.528028 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.536375 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.545899 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.273243 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.657634 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.706995 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.437891 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.445706 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.527767 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.539583 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.6725 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.756381 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.710488 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.916219 # DEPENDENCYPART_GRANDPAR
