# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(19,14),(19,18),-0.0386999 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0829587 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0509977 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00179326 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0521347 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.107459 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0435973 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.217441 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.195154 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0659273 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0304354 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0515776 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0550004 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0589595 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0667966 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0643935 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0417848 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0509924 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0560292 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0293367 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.021477 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0452526 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00346734 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00690643 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.120673 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0188629 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0180497 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00866012 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0249233 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0810289 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.000692495 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0134564 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0593613 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.107668 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.00705582 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0393978 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0392253 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.153891 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.010009 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0738788 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.102843 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0174724 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0226147 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.60021 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.274819 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0345271 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.135708 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.14947 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.046846 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.116321 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.114533 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0319894 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0295475 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0261104 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0614901 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0775784 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0101796 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.137175 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0925188 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0179406 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0268873 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.109057 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.103749 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0131623 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0323284 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.106003 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.123977 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0737453 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.049274 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0294694 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0391297 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0187222 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0621923 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.02574 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.372457 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.552063 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0876247 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0673145 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.716335 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.568448 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.64789 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.401663 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.38104 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.613386 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0879878 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0744253 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.458055 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.08099 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.25219 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.211605 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0734748 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.423247 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.411491 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.105615 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.270154 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.316037 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.161653 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.200956 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.11818 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.709613 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.14666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.853229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.157858 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.82279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.113805 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.159813 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0351494 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.026436 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.744103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.280883 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0697109 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.0301398 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.00565116 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.491813 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.290743 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0802246 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.246552 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0178665 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.600916 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.100609 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.411698 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),0.727868 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-1.04647 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.747309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.198709 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0516121 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.020847 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.506586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.315626 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0667371 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.233583 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.122215 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.00290114 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.450093 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.131723 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.0975405 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.438395 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),0.577045 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.633294 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.802269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.119997 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0850571 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0549478 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.458107 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.433029 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.130293 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.38423 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.179514 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.0709134 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.393563 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.198277 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.084583 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.521769 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.350494 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.36099 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),0.520515 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.764368 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.02688 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.947297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.345226 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.186768 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0153897 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.186205 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),0.0485034 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.401961 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.0764483 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.472006 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.917513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,7),-0.48789 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.168083 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.085308 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.0451937 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.344603 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.172943 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.0197322 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.575301 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.271859 # DEPENDENCYPART_GRANDPAR
(1,10),(10,24),-1.12421 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.200432 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.81816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.480451 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.558479 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.815141 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.897955 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.92944 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.935064 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.18566 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.545193 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.27188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.00775555 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.347113 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.420322 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.318809 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.41494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.866 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.996394 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.67212 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.900331 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.730402 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.52706 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.405924 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.40983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.683414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.714251 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.960123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.459423 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.136797 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.402128 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.425652 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.343118 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.225421 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.502036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.519081 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.668852 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.724313 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-1.01667 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-1.04891 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.753401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.754781 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.953743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.210058 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.480366 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.566088 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.4165 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.286872 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.659576 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.568134 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.658686 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.634232 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.714959 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.837257 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-1.15627 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.527675 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.746075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.841224 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.962817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.411743 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.196924 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.490138 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.317245 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.264014 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.540555 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.479139 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.472657 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.537977 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.55544 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.777246 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.97647 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.703426 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.970243 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.474159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.902654 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.111685 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.150024 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.95001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.204592 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.0043334 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.0920482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),0.0674771 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.29905 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0357774 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0451753 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0219842 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0396512 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.09135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.326452 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.1441 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.219398 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.47839 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.233421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.497475 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.270003 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0370635 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.121 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.390262 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.226437 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.00480956 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.229197 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0256476 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.204395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.513413 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.353789 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.459743 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.355085 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.725872 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.419927 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.0800915 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.260109 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.313938 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0835729 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0157241 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.369888 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.219642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.321206 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.23322 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.182096 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.27051 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.592922 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.606476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.445798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.203867 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.2346 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.418734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.695951 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.142438 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.17477 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.108997 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.300661 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.402823 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.317491 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.273244 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.200058 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.147012 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.235786 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.355046 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.725825 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.419887 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.0800841 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.338641 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.411577 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.226746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0167378 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.36955 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.218836 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.315599 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.232414 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.155962 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.2671 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.592584 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.607044 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.440191 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),0.2049 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.23432 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.405295 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.262837 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.127026 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0322834 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0985555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.126889 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0817017 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.219608 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.46921 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.110303 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-1.14878 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.419887 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.411948 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.230388 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0372563 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.380541 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.338044 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.312218 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.236584 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.171204 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.26422 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.598356 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.681187 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.605128 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.43681 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.648227 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),0.204223 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.492122 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-1.23787 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.236477 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.230871 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.345153 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.445389 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.515711 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.676799 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.725432 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.500887 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.214583 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.452211 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.145926 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.123975 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.13319 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.232104 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.468832 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.551441 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.317216 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.368536 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.376264 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),0.46826 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.255012 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-1.25507 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.725432 # DEPENDENCYPART_GRANDPAR
