# _root_ While Mayor Norman found the market 's performance Monday reassuring , he says , he remains uneasy .
#goldHeads=16,3,4,1,6,8,6,4,10,4,13,13,0,13,16,13,16,16,
#predictedHeads=16,3,4,1,6,8,6,4,4,4,13,13,0,13,16,13,16,16,
(1,16),(16,2),0.542496 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),0.918225 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),0.219673 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),0.569378 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.687076 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),0.61431 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.0983102 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),0.0574429 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.349815 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.391114 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),0.00262809 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.613056 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.657391 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.167404 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-1.18257 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.797274 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.88174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.764417 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.36305 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.19012 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.38642 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-1.2746 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.09903 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.38015 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.211 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-1.53669 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-1.26912 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.86547 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.25262 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.15003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.898572 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.781678 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-1.2883 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.944425 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.750502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.18956 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.39515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.284256 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.748042 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.490983 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-1.10646 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.649157 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.517784 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.569758 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.867533 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.543906 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.635996 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-1.02407 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.672185 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-1.14248 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-1.41097 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.13952 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.26437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.137568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.628191 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.422366 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-1.33538 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.771753 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.768326 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.637449 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.936708 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.489594 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-1.09325 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.600501 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-1.2864 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-1.21148 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.18181 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),-0.480106 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.911245 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.724508 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.14497 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.159512 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.647737 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.447058 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.301358 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.644072 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.747879 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.628305 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.935746 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.66775 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.528584 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-1.09229 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.639287 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-1.26514 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-1.20468 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.568477 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.447649 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.62803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.92259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.934442 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.14923 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.08142 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.967191 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.12537 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.903982 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-1.28897 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.04428 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.70121 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.440831 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.75034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.952882 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.991427 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.44996 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.20629 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.33875 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.792804 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.860541 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.15988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.822899 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.227011 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.868963 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.403672 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.325273 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.436846 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.620165 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.41073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.327956 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.783765 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.446317 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.900075 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-1.24569 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.742773 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.967307 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.01179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.18493 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.495214 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-1.09401 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.522952 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.572045 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.500665 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.68543 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.177681 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.84903 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.37076 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-1.03704 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-1.04233 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.785069 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.35848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,8),-0.667333 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.533408 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.748229 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.03373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.204475 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.519905 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0428622 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.40481 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.551599 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.491521 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.684468 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.530701 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.216671 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.848068 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.409546 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-1.01579 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-1.03553 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.436642 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.00284434 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.111333 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.16888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.284513 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.656907 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.700726 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.327397 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.505295 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.410143 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.646468 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.70008 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.08576 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.12906 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.368199 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.14113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.298391 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.43384 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.670858 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.743803 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.12449 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.132243 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.14024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.296513 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.43295 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.66898 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.742914 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.154058 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.605822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.497821 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.287977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.319317 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-1.18392 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0862517 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0610096 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.146017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0205683 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.171667 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.120605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.175671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.117938 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.81819 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.275455 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.384481 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.134318 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.107686 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.160411 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.498208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.327663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.208644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.34275 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.639204 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.001604 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.196125 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0725913 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.510299 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.179155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0685823 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.167994 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.0354897 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.76484 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.622655 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.514644 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.462353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.256928 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.308523 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.632357 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0549078 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.049085 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0937977 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.578652 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0531898 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.234971 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.246898 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.184739 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.836619 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.225856 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.356345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.609815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),0.241617 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-1.03548 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0960817 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.119797 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.181936 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.365882 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.145555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0407626 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.446644 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.148842 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.0743821 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.840128 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0868819 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0389453 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.180925 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0815209 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.238264 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.26975 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.274455 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.228508 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.380583 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.272573 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.536875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.260636 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.981266 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0584157 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0379533 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.129061 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0128241 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.432477 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0895961 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.627256 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.218821 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.108598 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.919731 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.219727 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.374878 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.266867 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.585484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),0.28786 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-1.00132 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.0356076 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0854075 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.131909 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0576137 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.418853 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.06653 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.198787 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.499615 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.0393779 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.833229 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.0701287 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.253298 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.215922 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.00626038 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.607184 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.060476 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.899903 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.303605 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.723958 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.739888 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.186897 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.95463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.924828 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.681537 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-1.00012 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.21038 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-1.17852 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-1.30165 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.19941 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-1.50818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.510897 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.480811 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.305118 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.94008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-1.47742 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.910345 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.36419 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.494366 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.458412 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.296738 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.93958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-1.47742 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.90985 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-1.36419 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.295569 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.393797 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.427084 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.380737 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.83433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-1.46728 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.804577 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.655837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.982595 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.18887 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.48469 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.1311 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.28015 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.15065 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.5676 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.42625 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.06176 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.13212 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.151781 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0176271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.10639 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.29869 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.941435 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.08034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.21372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.142547 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.188203 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.512953 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.540413 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-1.1049 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.626769 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.631685 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.698557 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-1.14309 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-1.08499 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.19752 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.21366 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.873912 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.865006 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.45054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.302071 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.42014 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.502361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.52194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-1.09387 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.650203 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.613212 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.672232 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-1.11884 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-1.01926 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.15288 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.20879 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.909074 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.38889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.821555 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.340553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.220628 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.615402 # DEPENDENCYPART_GRANDPAR
