# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,9,11,12,13,16,14,16,16,18,19,20,3,
(18,21),(18,22),0.118588 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.11271 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.111745 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0465027 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0390555 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0217567 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.431364 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.162368 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0576445 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0217567 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.012949 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.016601 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0331349 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0431939 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.181149 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.086755 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0111293 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0390555 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00532142 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0125351 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.168186 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0628098 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.227817 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0384858 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0250872 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0286464 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.507296 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0697176 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0250872 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0666646 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0108265 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0258106 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.226056 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.261441 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.225301 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.14831 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0384858 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.103631 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.087819 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0393535 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0894146 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0874161 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.147926 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.028851 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.172776 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.281877 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.147926 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.149806 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0877568 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.157272 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0293748 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.194682 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.31681 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0175928 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0874161 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0194887 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.00215579 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0236887 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0312044 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.101308 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.107399 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0373056 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0451742 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.101308 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0681767 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00388692 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0258696 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0286966 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.202798 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.185198 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.00657851 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0312044 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0243759 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0790017 # DEPENDENCYPART_SIBL
(19,4),(19,22),0.152241 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.266938 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0393419 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0283554 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0522175 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.266938 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0894341 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0129983 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.119856 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0762529 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.13238 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.179765 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0370672 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0177093 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0280803 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0348023 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0427517 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.437117 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.174093 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0447768 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0396967 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.00329671 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.197656 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0607512 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0642979 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0321642 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.188706 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0314318 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.140258 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0638662 # DEPENDENCYPART_SIBL
(19,6),(19,21),-3.99971e-05 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00383166 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.337722 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0311513 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.196877 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0350056 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0247614 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0336435 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0234407 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.131892 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.154633 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0677481 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0509102 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0330451 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0437588 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0582886 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0976272 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0058321 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.112926 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0380037 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0379379 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.249661 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.259842 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.253617 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.201579 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0704798 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0137261 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0633848 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.119177 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0272499 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.173586 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.108513 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.188967 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0412862 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.222437 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.315201 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0666843 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.106954 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0464937 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0718879 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0160374 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00329671 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.197656 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0607512 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0642979 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0321642 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.188706 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0314318 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.140258 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0638662 # DEPENDENCYPART_SIBL
(19,10),(19,21),-3.99971e-05 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00383166 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0336712 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.041531 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0105119 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.133997 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.123463 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.00695439 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0413964 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.00866201 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0316066 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0878296 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0486608 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0807535 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.109668 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.158512 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0405279 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0114607 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0178722 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0195726 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0220273 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0545253 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0634104 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.176584 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00161042 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0290958 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.00406826 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.056559 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0205706 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.549518 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.340937 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.519308 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.151857 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0151116 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0180751 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0872401 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.146525 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0636608 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0352804 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.11809 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0811762 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.391789 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0646116 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0387985 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0859767 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0500149 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0197423 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.136798 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.018566 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00951475 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0388077 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0280803 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0348023 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0427517 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.296896 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0425796 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.00572603 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0134564 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0274424 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0785181 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.139403 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0652569 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.110807 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0655299 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.199562 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.396123 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0218912 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0561278 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0175359 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0400394 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0504353 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0652163 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.161826 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.092303 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.115929 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.045974 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0759086 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0386923 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0107854 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0179695 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0177869 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0413142 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.775531 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0156748 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0829215 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0468977 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.406228 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),7.92174e-05 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.475191 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.383446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.5653 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0777941 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.051723 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.475197 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.484568 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.661835 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.233528 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.352674 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.754896 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.86179 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.126622 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.714422 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.130396 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.166356 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.85123 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.914624 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.785438 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.695587 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.181641 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.357685 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.778755 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.896474 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.159232 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.261343 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0573742 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.786577 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.724056 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.0765384 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.415202 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.075228 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.256453 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.587772 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.761642 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.711223 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.295004 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.746844 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.626572 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.402791 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.79484 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.572893 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.814815 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.559042 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.126038 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.867128 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.203312 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.198551 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.629982 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.24233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.44936 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.589141 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.495524 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.338831 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.314373 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.31867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.211025 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.479306 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.383011 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.414792 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.342402 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.694963 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.625512 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.458601 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.196749 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.516636 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.673665 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.702494 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.627051 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.737463 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.920984 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.906023 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.25595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.448868 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.747434 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.694428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.176533 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0489214 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.37669 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.300941 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.00167459 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.196784 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.415634 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.285488 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.292664 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.338038 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.505877 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.329391 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.214268 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.187927 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.495091 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.801458 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.817127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),-0.150421 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.29098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.18015 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0672142 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.329924 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.284833 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.831179 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.763593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0109723 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.235045 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.363246 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.248181 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.080078 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.153269 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.40219 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.353027 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.371899 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.270029 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.346486 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.508741 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.448811 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.454944 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.250593 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.119109 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.187343 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0215786 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.444519 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.268643 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.431352 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.148381 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.476873 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.422395 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.315448 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.359869 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.262761 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.205787 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.133662 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.10888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.707176 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.00441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0054172 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.217672 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.498902 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.328842 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.72119 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.343789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.167557 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0991164 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.126534 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.23372 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.448672 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0330805 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.604833 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.197962 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.680317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.162045 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0531062 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.229562 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.222166 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.107551 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.296449 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0116523 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.123509 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.373452 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.551817 # DEPENDENCYPART_GRANDPAR
