# _root_ But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after a volatile trading session .
#goldHeads=16,16,2,5,3,5,8,5,8,9,9,13,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
#predictedHeads=16,16,2,5,3,5,8,5,8,9,9,14,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
(17,14),(17,20),0.000855191 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00254474 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.0135258 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.353274 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.663311 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0906786 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.690907 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.459351 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0779761 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.458829 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0138657 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.54307 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.307747 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.00139012 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0577177 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0966829 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0969283 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0144157 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0345445 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.014612 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.051355 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.0503165 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0112315 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0520508 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.033472 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.261946 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0388994 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.126474 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0121047 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.106296 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.073741 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0223607 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00553849 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0562998 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0240705 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0731299 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0681639 # DEPENDENCYPART_SIBL
(18,2),(18,26),0.150544 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0339229 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.189061 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0290246 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0554928 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0753834 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0766087 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0642626 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0535166 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.119166 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.077551 # DEPENDENCYPART_SIBL
(18,3),(18,26),0.0718789 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.166893 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.060623 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0245842 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0830716 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.126363 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0331383 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0829963 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.159956 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.148287 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.454744 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00384413 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0988777 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00603561 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0218974 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.000555229 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0326359 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.00956259 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.0324149 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.13343 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0757714 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00262825 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0216548 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0042437 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0222079 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0453551 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0229197 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0132419 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0619648 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0468674 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0339717 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0465024 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0822655 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0555539 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.227477 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.242491 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0574442 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.200854 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.287859 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.235907 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0715919 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0225557 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0103487 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.334009 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.279986 # DEPENDENCYPART_SIBL
(18,20),(18,26),2.66086e-05 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0839089 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.251868 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.186982 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0416947 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.26849 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.216538 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0212767 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.187662 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0166108 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0327482 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0471308 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.048197 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.030668 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0784695 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0226264 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0270521 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0838506 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0714912 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0792732 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0514147 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0284607 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0348519 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0171265 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0731883 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0229773 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0101467 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0840911 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0950771 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0541013 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0514339 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0194463 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.115157 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0432237 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0590124 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.109309 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0238708 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0476469 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0179293 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0313967 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.156589 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0638134 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.045694 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0677168 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0166713 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0462759 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0139201 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0273875 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.14034 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0476785 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.120424 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.291352 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.101336 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.170341 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.134349 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.214576 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00604677 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0283302 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0486534 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0761369 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.048371 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.076062 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0556465 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0343751 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0292208 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0426914 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.155815 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0175353 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0241831 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.019526 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0865957 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0498804 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0258003 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.00383428 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0629798 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0309301 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0299687 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.042358 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0315987 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0812379 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.028071 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0646214 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0467748 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0493173 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00859196 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0659764 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0188388 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0365478 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0196832 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.020351 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0302411 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0214836 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.255589 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.479673 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.468326 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.474573 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.44969 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.8123 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0336405 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0828454 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0834075 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0858385 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0336408 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.087851 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.0181732 # DEPENDENCYPART_SIBL
(25,12),(25,22),-0.226517 # DEPENDENCYPART_SIBL
(25,12),(25,23),-0.0540644 # DEPENDENCYPART_SIBL
(25,12),(25,24),0.228476 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.138602 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0183745 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.189992 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.00975451 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.311174 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0482686 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.324003 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0720628 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0234111 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.0212807 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.028897 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00493499 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.111678 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.438481 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.224362 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.42863 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.293441 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.12712 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.657942 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.165551 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.358169 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00947471 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.401814 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.950798 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.185158 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.35588 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.262033 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.306958 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.597111 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.146076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.701468 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),1.27634 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.950414 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.506039 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.446137 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.133319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.134208 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.88005 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.387721 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.251296 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.922459 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.699429 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.29026 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.108774 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.00122822 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.897073 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.120598 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0473393 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.00330121 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.544822 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.381027 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.374195 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.292261 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0237978 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.0651146 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.303382 # DEPENDENCYPART_GRANDPAR
(0,8),(8,25),-0.021337 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),1.6576 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.05926 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.798288 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.22593 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.145594 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.974003 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.144963 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0874779 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0402364 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.733392 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.585435 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.27869 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.331515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.233772 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0318149 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.0829623 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.312572 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),-0.00463286 # DEPENDENCYPART_GRANDPAR
(0,9),(9,26),1.49018 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.881282 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.604549 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.283888 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0109225 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0428269 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.884815 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.126026 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.163318 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.224138 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.328905 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.909694 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.752406 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.391533 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.15247 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.115771 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.395464 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-1.11183 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.0259886 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.240945 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.509105 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),0.0712474 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),1.47303 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.68347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.912377 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-1.1977 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.741281 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.799682 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.85107 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.911989 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-1.26575 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.42805 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-1.46203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-1.08451 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-1.22588 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-2.11287 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-3.37592 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.58791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.322458 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-1.30045 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.739794 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.991086 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.93624 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-1.06616 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-1.38948 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.66561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.540548 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.634983 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.575835 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.647497 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-1.58468 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.966689 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-1.13274 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.978509 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.973752 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-1.38471 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.950271 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-1.06038 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-1.69886 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-1.40533 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-1.61633 # DEPENDENCYPART_GRANDPAR
(1,8),(8,25),-1.52935 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-3.33241 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.1603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.669586 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.438801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.10691 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.750417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0205292 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.221656 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.156774 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.429706 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.00593369 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0545594 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0856175 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0107908 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.09989 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.686602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0177581 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.153664 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.083407 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.327008 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.162327 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.146526 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0343802 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0760102 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.341297 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.375244 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0522075 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.0352128 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.363688 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-0.640202 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.913406 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.04962 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.193791 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0424847 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0873855 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.00667 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.569297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0541354 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.00170797 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.266965 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.332432 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.237439 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0951049 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.174868 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.225851 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.448487 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.364638 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.173682 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.160591 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.504684 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.354012 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-0.670219 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-1.03475 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.12692 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.742159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.127497 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.306254 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.106537 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0805918 # DEPENDENCYPART_GRANDPAR
