# _root_ Burmah Oil PLC , a British independent oil and specialty chemicals marketing concern , said SHV Holdings N.V. of the Netherlands has built up a 6.7 % stake in the company .
#goldHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
#predictedHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
(18,10),(10,11),-0.19925 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.384327 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.148081 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.298893 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.462623 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.414206 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.310551 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.182494 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.202137 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.459109 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.28739 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.357443 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.453862 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.415685 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.295167 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0696271 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.44158 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.432095 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.280886 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.463806 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.292473 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.359489 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.485126 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.483782 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.444803 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.281697 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.358168 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0412539 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.172122 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.1618 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.107231 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.67135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.721951 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.67527 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.787767 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.769414 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.354581 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.354292 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.193456 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),0.208788 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.193458 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.273152 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.441415 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.350654 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.386991 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.341456 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.321272 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.200332 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0927529 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.314344 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.258263 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.56781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.741779 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.992121 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.571728 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.768743 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.728762 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.839137 # DEPENDENCYPART_GRANDPAR
(18,15),(15,29),-1.25889 # DEPENDENCYPART_GRANDPAR
(18,15),(15,32),-1.30188 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0748553 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.811 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.376936 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.133395 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.71383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.812443 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.07308 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.717738 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.848638 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.814559 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.910883 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-1.0752 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.6531 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0713214 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.456808 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.474792 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.549171 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.549243 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0924407 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.922054 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.863764 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.871797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.125082 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.269483 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.317689 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.306214 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.883532 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.871002 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.735465 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.333671 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.704119 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.823387 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.914502 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.877895 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.872213 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.809036 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.656435 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.635212 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.48727 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.76654 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.70825 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.0563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.141433 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.401463 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0346237 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.166092 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.339072 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.307242 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.407865 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.322892 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.732929 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.578489 # DEPENDENCYPART_GRANDPAR
(18,22),(22,32),-0.923915 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-0.745364 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.403001 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.714205 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.718851 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.13828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.202681 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.540327 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.146085 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.270001 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.823734 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.308269 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.491933 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.442473 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.635205 # DEPENDENCYPART_GRANDPAR
(18,23),(23,31),-0.676549 # DEPENDENCYPART_GRANDPAR
(18,23),(23,32),-0.888211 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.455202 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.137572 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.835022 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.228231 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.340735 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.411383 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.753472 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.403815 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.62827 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.824073 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.947824 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.961088 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.401783 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.138867 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.405809 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.830925 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.607778 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),-0.232039 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),-0.00632312 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.13708 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.392323 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.187761 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.230724 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.147303 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.639291 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.627616 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.094346 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.08172 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.05793 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.934377 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.759048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.25424 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.109827 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.129384 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.19789 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.13393 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.15861 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.39109 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.972277 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.03381 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.36989 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.655229 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.21128 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.24378 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.22304 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.36557 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.8578 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.04362 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.01983 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.89627 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.38869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.480644 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.164832 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.113897 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.232115 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.555644 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.846503 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.0738455 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.0999227 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.657447 # DEPENDENCYPART_GRANDPAR
(19,22),(22,32),-1.27622 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.14673 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-1.42325 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.25378 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.00865 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.88509 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.10881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.721729 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.309343 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.246972 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.375166 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.651935 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-1.1058 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.376108 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.136208 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.955542 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-1.33796 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.884283 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.322724 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.286753 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.474242 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.780184 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.160794 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),0.00638572 # DEPENDENCYPART_GRANDPAR
(19,28),(28,20),1.02899 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),0.440126 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),0.0530442 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.315488 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.258228 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.635162 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.222788 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),0.233957 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.673285 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.26196 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.22731 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-1.18663 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-1.14096 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-1.16409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.13718 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-1.20128 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.985762 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.15714 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.1389 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.13547 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.06894 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.01235 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.12571 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.09887 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.11214 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.975027 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.34155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.397533 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.18835 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.357768 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.50411 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.660113 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.57875 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.429303 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-1.00468 # DEPENDENCYPART_GRANDPAR
(20,22),(22,32),-1.20708 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.197161 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.258791 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.57147 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.147404 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0740991 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.266562 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.0642355 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.56672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.95025 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-1.08083 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.885585 # DEPENDENCYPART_GRANDPAR
(21,17),(17,28),-1.15663 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.487229 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.371221 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.642168 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.543995 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.718739 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.689543 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.489695 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.60851 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.54053 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.279213 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.247974 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.205244 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.224348 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.26254 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.0402639 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.56546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.943953 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-1.07951 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.884321 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.879758 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-1.30675 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-1.15522 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.294797 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.44615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.909305 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-1.01566 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.815409 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-1.10784 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.872839 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.05227 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-1.11131 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.997472 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.587529 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.979832 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.890845 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-1.03433 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-1.03136 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.01253 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.941432 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.855789 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.86328 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.708584 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.831259 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.848396 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.825145 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.666422 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.720938 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.866376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.424419 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.303131 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.32031 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.593848 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.396329 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.721425 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.592043 # DEPENDENCYPART_GRANDPAR
(21,22),(22,32),-0.806958 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-1.00737 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.656858 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.91356 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.858997 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.835746 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.648349 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.710932 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.988537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.244888 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.579362 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.332164 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.688743 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.526737 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.634527 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.70093 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.782081 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.0660011 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.192047 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),0.0305522 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.12061 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),0.0544212 # DEPENDENCYPART_GRANDPAR
(22,1),(1,14),0.262311 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.115779 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.193886 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),0.0444275 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.323606 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.0809369 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),0.088849 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.118786 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),0.0172137 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.0574213 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.294557 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),-0.135516 # DEPENDENCYPART_GRANDPAR
(22,2),(2,14),0.276187 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),0.212899 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.112113 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.230216 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),0.00972665 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.322159 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.0348124 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),0.089225 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.137803 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),0.0396654 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.0741088 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.291068 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.0946531 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.161203 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),0.241486 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),0.261503 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),0.730945 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.17831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,1),-0.1096 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.22763 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.358892 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.292612 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.45307 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),0.0879747 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.121625 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),0.062457 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.288548 # DEPENDENCYPART_GRANDPAR
