# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,10,16,15,16,12,16,16,18,19,19,23,26,26,26,21,26,27,28,31,29,4,
(16,14),(14,13),0.158935 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.10355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.397207 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),0.273417 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.147054 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.372913 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.207728 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.132456 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0778494 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.252368 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.149796 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0757537 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.13169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.425298 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.208502 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.256861 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.843454 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.517955 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.124074 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0782547 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.724307 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.413373 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.73439 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.121373 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.261456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.120733 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),0.401336 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.331638 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.369788 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.239864 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.506147 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.040108 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.101796 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.142537 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.138403 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.0225537 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),0.0879533 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),0.283285 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),0.402306 # DEPENDENCYPART_GRANDPAR
(16,18),(18,32),-0.830694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.125193 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.410236 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.148836 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.153294 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.322085 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.259091 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.154655 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.0318539 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.0753843 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.767051 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.426192 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.504863 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.230848 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.408606 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.138686 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),0.291861 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.43031 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),-0.325013 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.146436 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.290679 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.338655 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.351846 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.255802 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.172516 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.554127 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.252384 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.198038 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),0.0980485 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),0.0590681 # DEPENDENCYPART_GRANDPAR
(16,21),(21,31),-0.280359 # DEPENDENCYPART_GRANDPAR
(16,21),(21,32),-1.12873 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.506838 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0775365 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.333292 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.258224 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.647212 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.30593 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0899363 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),0.102375 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),0.0379085 # DEPENDENCYPART_GRANDPAR
(16,22),(22,31),-0.347803 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.513515 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.136316 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.0961125 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.0598248 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.205819 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.551016 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.235598 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.015017 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),0.125348 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),0.158324 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.618663 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.206033 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.0154129 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0644725 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.0614036 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.35747 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),0.100528 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),0.249465 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),0.140995 # DEPENDENCYPART_GRANDPAR
(16,26),(26,31),-0.167944 # DEPENDENCYPART_GRANDPAR
(16,26),(26,32),-0.917488 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),-0.073453 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),0.0679004 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),0.150012 # DEPENDENCYPART_GRANDPAR
(16,29),(29,30),-0.48539 # DEPENDENCYPART_GRANDPAR
(16,29),(29,31),-0.118803 # DEPENDENCYPART_GRANDPAR
(16,31),(31,27),0.238945 # DEPENDENCYPART_GRANDPAR
(16,31),(31,28),-0.0273298 # DEPENDENCYPART_GRANDPAR
(16,31),(31,30),-0.377034 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-1.0138 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.609484 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.273825 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.195352 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.402492 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.333782 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.192514 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0795414 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.221044 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.054771 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.76418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.838145 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.846341 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.00159 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.996099 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.77484 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.838128 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.527971 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.640094 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.725087 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.333687 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.755411 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.796306 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.40436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.498858 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.526725 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.447719 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.53248 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.675107 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.889961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.904419 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.645747 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.85735 # DEPENDENCYPART_GRANDPAR
(17,18),(18,32),-1.06016 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.54582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.391331 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.425203 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.489555 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.503258 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.60357 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.801183 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.660093 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.94126 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.47224 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.316724 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.065137 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.357714 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.351129 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.103339 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.0602702 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.117553 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.640309 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.430464 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.470481 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.406416 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.281645 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.483389 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.897754 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.000449432 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.0430444 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.106609 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0123843 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),1.13992 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.222241 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0819108 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.142008 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.869428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.483594 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.279105 # DEPENDENCYPART_GRANDPAR
(18,4),(4,32),-1.25821 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.398347 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.474977 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.0145391 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.097011 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.0345361 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.160959 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.333948 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.426081 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.160467 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.214763 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.0651997 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.38125 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.0872193 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.327089 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.440778 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.441459 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.0690014 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.117816 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0035167 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.794672 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0612368 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.118682 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.193711 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.181127 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.848889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.0996823 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.529627 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.266408 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.612714 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.497721 # DEPENDENCYPART_GRANDPAR
(18,11),(11,26),-0.788365 # DEPENDENCYPART_GRANDPAR
(18,11),(11,29),-0.432817 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0251846 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.167354 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.318193 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.686901 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.234921 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.398877 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.178903 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.253016 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.495165 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0129635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.0919465 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.166283 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.293364 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.73733 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.179695 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0774739 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.290049 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.89115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),0.112489 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.65944 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.070156 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.86718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.0934196 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.573668 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.45667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0229957 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.174677 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0223546 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0890471 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.080959 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),0.174466 # DEPENDENCYPART_GRANDPAR
(18,19),(19,29),-0.20802 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.836599 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.464585 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.783246 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),0.216298 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.441686 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.525191 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),0.458463 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.605167 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.577877 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.522717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.250374 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.173906 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.107259 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0425315 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.13468 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.0108581 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.242362 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.0587232 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.329934 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.092688 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),-0.385106 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.823718 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.431593 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.267867 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.122536 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0874605 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.035195 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.112977 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.215713 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.241166 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.0307967 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.279867 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.449645 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.112019 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.294766 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.189267 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.166198 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.0642666 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.227679 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),0.163962 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.312841 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.0470087 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.386941 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.409241 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.270516 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.0139246 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.187431 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0430923 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),0.064146 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.263018 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.159487 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.394069 # DEPENDENCYPART_GRANDPAR
(18,26),(26,32),-0.742152 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.421446 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.447916 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.469945 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.132938 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.0381131 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.0699148 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.335379 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.251754 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.136585 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.335506 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.528864 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.217766 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.428654 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.169913 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.48952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,3),-0.548491 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.261726 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.856148 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.110743 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.275466 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.0766978 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0346645 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.365677 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.364493 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.125146 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.42096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.444937 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.0306448 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.597082 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.668454 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.591965 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-1.10732 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.740552 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-0.397797 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.23742 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.20727 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.673814 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.16013 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.43726 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.813195 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.568638 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.291852 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.941152 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.699711 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.624455 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.819558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.0968252 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.234007 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.232419 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.66359 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.64562 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.0939897 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.486629 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.217455 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),0.12014 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.530794 # DEPENDENCYPART_GRANDPAR
(19,21),(21,32),-0.999561 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.775181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),0.533067 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.330247 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.77301 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.698491 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.118195 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.331335 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.333711 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),0.122199 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.570774 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.779951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.0996362 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.538045 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.0376062 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.724397 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.619271 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0593195 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.235535 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.281095 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.234822 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-0.740499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,21),0.695085 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-0.0201452 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.145486 # DEPENDENCYPART_GRANDPAR
