# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,14,14,18,21,19,21,25,25,22,3,
(1,6),(6,8),-0.563884 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.401549 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.685935 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.85915 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.717319 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.813081 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.776829 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.768835 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.307977 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.786033 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-1.22738 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.235338 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.281108 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.671517 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.839929 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-1.13905 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.801995 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-1.50928 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.403046 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.606254 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.830728 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-1.25597 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.544413 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.787487 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.967606 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.632957 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-1.16102 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.422595 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.274518 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.632803 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-1.77413 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.630815 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-1.14636 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.600487 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.656553 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.756055 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.753778 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.06387 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.542152 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.759381 # DEPENDENCYPART_GRANDPAR
(1,9),(9,26),-1.40949 # DEPENDENCYPART_GRANDPAR
(1,26),(26,25),-1.05599 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.62435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.864122 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.9494 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.984737 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-1.29474 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.923443 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-1.26394 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-1.84679 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.946122 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.980484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.606766 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.166234 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.174391 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.379874 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.475842 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.282778 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.490969 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-1.04573 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.55813 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.576256 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.507772 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.861362 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.185795 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.607977 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.76866 # DEPENDENCYPART_GRANDPAR
(2,3),(3,26),-1.30999 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.879217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.0188527 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.257687 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.419538 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.617273 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.290365 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.568452 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.791615 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.0617 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.903516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.0481705 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0395782 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.415235 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.64795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.282106 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.580528 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.776658 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.616508 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.680206 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.58819 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.751724 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.185123 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.692801 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-1.11164 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.11581 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.355948 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.547191 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.730591 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-1.05167 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.697253 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-1.3896 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.295894 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.489679 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.729141 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-1.17634 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.469154 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.690496 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.838551 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.457766 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-1.0491 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.303067 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.212497 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.730044 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-1.81662 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.52175 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-1.05925 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.517751 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.552084 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.619522 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.561481 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-1.04215 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.414689 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.692879 # DEPENDENCYPART_GRANDPAR
(2,9),(9,26),-1.29009 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.363077 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.582196 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.311662 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-1.14145 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.756409 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.56829 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.616673 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.70858 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.601488 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.737794 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.171194 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.719228 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-1.76473 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.786566 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.576622 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-1.11174 # DEPENDENCYPART_GRANDPAR
(2,26),(26,25),-0.899952 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.368086 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.999894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.301156 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.0154936 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.838732 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.198221 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.1149 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-1.01165 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.520187 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.999898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.201763 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.301157 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.0154951 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.838734 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.198223 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.463592 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.11491 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-1.01166 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.372755 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.355623 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.40639 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.252642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.460256 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.678514 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.304529 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.301188 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.217092 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.0257109 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.148211 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0685334 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.200204 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.460257 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.700455 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.585766 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.350072 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.199417 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0775037 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.179 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.127142 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.153776 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.198353 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.355291 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),0.371184 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),0.014016 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),0.0518352 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.672273 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.449322 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0102131 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0248222 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.300952 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0900598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.0750474 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.807074 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.59118 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.135445 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.301708 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0362524 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0895429 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.117286 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.318605 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.254958 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.564258 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.231264 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.488603 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.319454 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.545587 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.44556 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0608668 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.223832 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.0889617 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.479829 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.38496 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),0.216091 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0193479 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.00484075 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-0.746769 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.43334 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0704431 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.314345 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.366428 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.14925 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.248513 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.152188 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.164782 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.366993 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.387 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.0298299 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),0.0202116 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.0421482 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.404614 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.021781 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.670625 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.32213 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.254548 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.173222 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.184246 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),0.153784 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.0910065 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.517748 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.136627 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.316517 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.674954 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.244414 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.219298 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0656891 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.307694 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.254832 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.257642 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.277358 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.108097 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),0.00551532 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.00110131 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.412199 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),0.0415672 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.428098 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),-0.67632 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.281753 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.159421 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0891331 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0735006 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.378793 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.338942 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.0196178 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),0.0414623 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.00482241 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.383363 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.525639 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.272778 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.449292 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.135257 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.819934 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),0.142714 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),0.0810366 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.274754 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.0175796 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.419787 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.767033 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.310202 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.869196 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),0.298246 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.0462347 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.123573 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.00484075 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.29579 # DEPENDENCYPART_GRANDPAR
(3,24),(24,6),0.386118 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),0.0091037 # DEPENDENCYPART_GRANDPAR
(3,24),(24,16),0.279608 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),0.190343 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),0.0913942 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.184827 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.33964 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.383739 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-1.06059 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),0.0821243 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),0.0170007 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.381175 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),0.0349107 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.622144 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.468988 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.270513 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.32857 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.34929 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.733652 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.769493 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.789438 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.06744 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.13818 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-2.04448 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.05935 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.844999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.237782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.222853 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.18383 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.351347 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.482346 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.420608 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.219053 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.108595 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.49599 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.495393 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.496859 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.365944 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-1.71806 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0562266 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.213094 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.320941 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.415504 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.370594 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.486957 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.471238 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.188472 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.741226 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.574612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.7373 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.78247 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.490485 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-1.61263 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.587955 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.270316 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.68561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.447817 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.613615 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.750088 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.544092 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.896426 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.951252 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.99466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.577246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.65256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.654986 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.591885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.41136 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.31147 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.11536 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.982392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.188551 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.182986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.144785 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.229342 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0465958 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.324767 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.732225 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.073843 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),0.226078 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),0.191208 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.721651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-1.53228 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.242684 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0762485 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.00519908 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.24983 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.042281 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.207404 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-1.67818 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.134677 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0995755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.287248 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0328568 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.226235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.36718 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.794852 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.0744644 # DEPENDENCYPART_GRANDPAR
