# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(1,6),(6,1),-1.1363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0461439 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.721266 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.43369 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.978808 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.455827 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.494239 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.620438 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.403947 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.596029 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.505823 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.907895 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.66564 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.970674 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-1.02399 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.516967 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-1.55376 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.949929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.231753 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.484068 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.47576 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.203448 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.457173 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.421191 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.543817 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.658783 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.576971 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.968404 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.828369 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-1.06644 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-1.08552 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.572528 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-1.28926 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.701579 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.798948 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.829857 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.736449 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.67834 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.208267 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.387142 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.226199 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-1.22759 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.642513 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.25443 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-1.10956 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.607576 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-1.5931 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.26681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.668843 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.12255 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.607313 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.68976 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.67262 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.889167 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.14205 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.759384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.547655 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.192117 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.187291 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0890445 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0977257 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.379499 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.122576 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.633922 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-1.04322 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0996142 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.68727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.470284 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.048054 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0107641 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.0445464 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.26256 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.979573 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.606725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.155889 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.43168 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),1.40696 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.133567 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.110848 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.168609 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.120381 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.150475 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.0884171 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.461284 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.206254 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.46584 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.634074 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.176473 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-1.16924 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.14154 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.415182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0872331 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.465393 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.629217 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0228494 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.197025 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0964422 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0843488 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.0138966 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.52056 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.367736 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.560202 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.694243 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.230804 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.903503 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.125565 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.352138 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.253892 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.163779 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.340795 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.332225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.375528 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.385671 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.762445 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.158907 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.730859 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.701114 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.248554 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-1.19006 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.00559385 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0277623 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.0968313 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.37835 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.107064 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0879996 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0565878 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.141434 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.0251815 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.523879 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.372661 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.559297 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-1.14212 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.337265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.16201 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.483766 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.63026 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0257276 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.204004 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0338367 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.259918 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.100718 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.24318 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.21794 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.532988 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.377865 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.550659 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.72633 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.240092 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.908896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.986236 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.71615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.330609 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.544888 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),1.17403 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0569774 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.164215 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0949589 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.372686 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.211249 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.135705 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.134368 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.216231 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0806847 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.306447 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.600876 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0690686 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-1.14135 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.697532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,10),-0.11141 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.0921144 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.192461 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.486431 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.593744 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.174867 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-1.08376 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0933712 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.181941 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.758058 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.362123 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-1.26685 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.435646 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.214518 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.658717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,5),0.744523 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.0487629 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.153142 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.255403 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.462937 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.616734 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-1.23016 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.580517 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.114361 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.391186 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.81611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-1.30751 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.76758 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.909585 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.758236 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.05258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.585602 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.81622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-1.3075 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.622543 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.767572 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.909807 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.758227 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.05257 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.18423 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.14524 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.12022 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.99416 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.17444 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.758724 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.03335 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.48697 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.8623 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.76009 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.255631 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.971077 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.645164 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.204007 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.266357 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0562547 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.442053 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.10171 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.964666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.33989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.620722 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.737723 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.145511 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.00658291 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.36286 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.393909 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.36211 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.21149 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.641778 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.163265 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.45551 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.973437 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.371472 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-1.23204 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.26783 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-1.126 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.10481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.642921 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.00298046 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.181519 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0268595 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.33656 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.466044 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.32383 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.733146 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.358444 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.582401 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-1.06652 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.457867 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.998288 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.367369 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.531692 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.495645 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.23929 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.792277 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.251269 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.206263 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.0152449 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.997455 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.172609 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.774908 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.09502 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.498068 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.30778 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.26841 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.12658 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-1.03027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.661537 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.00242391 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.18464 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0606521 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.112263 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.357792 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.299105 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.261008 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.279804 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.747473 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.370473 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.574758 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-1.10051 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.469054 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.00558 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-1.10836 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.971096 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.50098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.720938 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.538161 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.214153 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.407014 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.171664 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.500616 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.60542 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.618053 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.612907 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.483401 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0237718 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.282767 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.926269 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.250098 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-1.18737 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.915942 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.291277 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.554747 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.597345 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.513453 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.35336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.217158 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.273368 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.296823 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.174135 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.467332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.482194 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.51393 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.316555 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.627897 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.547213 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.61033 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.444748 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.551043 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.331558 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.179521 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.172307 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.78491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.572583 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.731304 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.879386 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.75959 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.968847 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.06876 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.08863 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.11602 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.846191 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.980485 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.886846 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.06101 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.85702 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.03265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.566547 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.866906 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.836982 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.832855 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.701786 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.988947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.16773 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.305112 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.189673 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.517415 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.530518 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.557102 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.390019 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.453031 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.39203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.584812 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.360649 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.644596 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.9358 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.903753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.902308 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.866372 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.43601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0612439 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.240372 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.250515 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.523036 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.558802 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.405104 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.540394 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.438772 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.609299 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.398632 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.501438 # DEPENDENCYPART_GRANDPAR
