# _root_ The 7 1\/8 % issue of Triborough Bridge and Tunnel Authority of New York , due 2019 , was off 5\/8 at 98 1\/8 bid .
#goldHeads=5,3,5,3,19,5,8,6,8,11,9,8,14,12,5,5,16,5,0,19,20,19,24,25,22,19,
#predictedHeads=5,3,5,3,19,5,8,6,8,11,9,11,14,12,5,5,16,19,0,19,20,19,24,22,24,19,
(14,5),(5,19),-0.803235 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.734942 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.775468 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-0.671463 # DEPENDENCYPART_GRANDPAR
(14,5),(5,26),-1.23602 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.83601 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.557539 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.138152 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.399348 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.141798 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-1.04354 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.975762 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-1.2695 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.746676 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.539468 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.554703 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.840945 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.84059 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.357897 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.501017 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.139959 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.324715 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.39923 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.143394 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.33697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-1.04354 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.651921 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.975762 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.852575 # DEPENDENCYPART_GRANDPAR
(14,8),(8,26),-1.2695 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.399348 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.141777 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.33692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,18),-0.975762 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.741764 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.542829 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.558064 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.839986 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.840015 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.507969 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.591533 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0554685 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.359139 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.140154 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.152862 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.33692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-1.04354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.498893 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.651921 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.975762 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.852571 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.761574 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.781658 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.86645 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.877353 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-1.2695 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.430082 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.2176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.423599 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.571822 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.70156 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.413645 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.490546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.33732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.04368 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.499097 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.652065 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.975906 # DEPENDENCYPART_GRANDPAR
(14,13),(13,26),-1.26964 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.22218 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.06233 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.932414 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.791763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.407234 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0665089 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.125552 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.292374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0888147 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.21445 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.274986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.345265 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.313369 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),0.0119597 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.66942 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.06993 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.08143 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.22722 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.641437 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.320802 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0786812 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.44224 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.519089 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.433076 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.386472 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.534377 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.491873 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.331237 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-1.06314 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.07465 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.23775 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.17276 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.726031 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.11174 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-1.19499 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.60269 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.962913 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.03513 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.698742 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.905195 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.79434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.457949 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.037108 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.00838172 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.390174 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0790573 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0953163 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.114902 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.241316 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.19905 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.143463 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.706759 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.210876 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.217365 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.341692 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.323314 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),0.0875987 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.644252 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.0926356 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.174185 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.230577 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.384444 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.334182 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.333972 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.90466 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.0370004 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.00923505 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.267241 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.22515 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.489615 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.408562 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.169347 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.386736 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.295717 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0450011 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.288525 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.15707 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.100221 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.735406 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.710808 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.93709 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.898437 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.0390236 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.00721185 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.264949 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.223242 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.413518 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.299867 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.442338 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.352889 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0481335 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.308522 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.27127 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.173024 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.26216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.100219 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.735404 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.710802 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.550323 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.511577 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-1.00894 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.947601 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.937088 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.343696 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.252837 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.321896 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.178697 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.26238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.100322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.735507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.937191 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.246121 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.439663 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.326012 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.379035 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.288176 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.318078 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.439127 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.221186 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.26217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.100237 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.735405 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.710802 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.550331 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.94762 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.937088 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.900596 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.836918 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.764465 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.683154 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.728934 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.588977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.167028 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.3569 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.129451 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.044437 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.709095 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.394108 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.385296 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.895318 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.831649 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.733805 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.710849 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.917287 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.01281 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.897805 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.91377 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.950892 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.857725 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.744952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.907027 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.846371 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.69041 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.923267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.366891 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.318888 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.214437 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.151437 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.53625 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.147806 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.280021 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.14089 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.595572 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.182334 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.426487 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.107621 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.263113 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.00608947 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.44278 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.76454 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.663465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.561713 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.047475 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.715892 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.267603 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.41503 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.390919 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.185346 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.110089 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0606451 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.238184 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.1053 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.137908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.456692 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.392241 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.343138 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.571299 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.0568102 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.158832 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.454444 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.118624 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.382445 # DEPENDENCYPART_GRANDPAR
(16,25),(25,1),-1.51976 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-0.854815 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.800084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.350772 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.0936077 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0258903 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.474322 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.408635 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.500104 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.368271 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.190892 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.683512 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.192098 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.18281 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.260167 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.223904 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.192489 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.160477 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.143192 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.309178 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.17937 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.258256 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.224507 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.252441 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.457403 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.457081 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.324914 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.163241 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.163988 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.182498 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.282588 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.164524 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.150477 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.121198 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.198497 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.330801 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.126023 # DEPENDENCYPART_GRANDPAR
(17,5),(5,18),-0.619678 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.733987 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.711133 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-0.664968 # DEPENDENCYPART_GRANDPAR
(17,5),(5,25),-0.521653 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-0.842725 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.228327 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.211311 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.167786 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.23779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,21),-0.474338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0540773 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0249316 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0477896 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0955648 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.151802 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.20762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.522814 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.727631 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.667436 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.444135 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.70542 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.659225 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.90133 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.45724 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.82557 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.05637 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.01844 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.812426 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.841273 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.697163 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.652832 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.672738 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.748191 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.654641 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.642456 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.65512 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.708287 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.698099 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.690923 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.645159 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.749435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.229922 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0861713 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.187871 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.187481 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.0372298 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.275773 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.101311 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.523084 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.245082 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.101281 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.0289109 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.232594 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.201769 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.373232 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.896661 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.637439 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.835283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,20),-0.167726 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.135445 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.192831 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0607282 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.118705 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.240759 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0957509 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.0475737 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.230464 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.065852 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.835584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,20),-0.167628 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0787339 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.324996 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.270429 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.117239 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-0.927135 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-1.03943 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.680427 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.870171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
