# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(19,1),(19,16),-0.0508848 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0302984 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.0585364 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0882737 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0430146 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0211839 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0295978 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.0711678 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0115035 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.00853003 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0303255 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.022348 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.139205 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0342424 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0220943 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0227242 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0571888 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0763249 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0505065 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0599036 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0341111 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0102509 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.12282 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0164763 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.049675 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.00033296 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0881955 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.186838 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.167702 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0376417 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0638538 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0282426 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0847361 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0577142 # DEPENDENCYPART_SIBL
(19,6),(19,25),0.0936797 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0429149 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0496143 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.16693 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0710453 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.170044 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.15144 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.145566 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.134438 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.217254 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.158923 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.135156 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.476891 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0176574 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.150398 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0163726 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0389262 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0412661 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0448738 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0815273 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0698967 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0338941 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.00816216 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.0182638 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.109393 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.00158026 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0433945 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0434279 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0374375 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0438189 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0209526 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0136653 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0123721 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0149349 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0792102 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0516789 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0231123 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0392016 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0482563 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0186196 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0518542 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0398019 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.100042 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0690159 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0742971 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.03444 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0511847 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0289138 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0223947 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00644606 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0161427 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.1651 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0422851 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0781795 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.122002 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0203672 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0168407 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0325926 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0369476 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0547206 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0285516 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0199306 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0571386 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0628197 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.186387 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0744116 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.130998 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.124511 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.139472 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0971273 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.223565 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.212953 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.00405978 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.00495234 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.00120494 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0870479 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.257893 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.0512373 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.00900884 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.227768 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.250004 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0419176 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0430069 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0337808 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0323106 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0259859 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.226525 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.235668 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0899842 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.123922 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.116468 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.118114 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.176804 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0574953 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0401606 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0327059 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0407514 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0591819 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.084116 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0917418 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0901795 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0215593 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0104069 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0689008 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.137156 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.00987006 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0209937 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0122899 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.011371 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.565068 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.015235 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.0908656 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.179681 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.0431201 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.0961651 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.0918605 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.174173 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.0637352 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.019913 # DEPENDENCYPART_SIBL
(24,2),(24,23),0.0419573 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0195817 # DEPENDENCYPART_SIBL
(24,4),(24,10),0.191475 # DEPENDENCYPART_SIBL
(24,4),(24,14),0.055614 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.096509 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.00843564 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.294652 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.101338 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.0568038 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.116431 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.0153803 # DEPENDENCYPART_SIBL
(24,10),(24,14),0.0218913 # DEPENDENCYPART_SIBL
(24,10),(24,16),0.0418751 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.0367921 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.249473 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.0358504 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.112901 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0316769 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.000237205 # DEPENDENCYPART_SIBL
(24,14),(24,16),0.199368 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.199745 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.157968 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0886454 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.131449 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.185658 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0227214 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.127586 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.314502 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.0815959 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0783877 # DEPENDENCYPART_SIBL
(24,16),(24,23),0.0846678 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.123771 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.295852 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.100849 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0580041 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.115404 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0123168 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.15516 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0549598 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.262294 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.00460999 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0664468 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0609499 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0785384 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0354114 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.136408 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0141571 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0624067 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0912781 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.182934 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.346688 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0109097 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-1.06217 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.31545 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.655703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.884305 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0918749 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.175791 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.6984 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.333972 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0701231 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.941216 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.140005 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.197201 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.244813 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.0535374 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.171185 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.532275 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.564008 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.784162 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),-0.048291 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),1.32867 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.801405 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0257864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.155201 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.130065 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.131859 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0168382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.836574 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.220691 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.466132 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.239086 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.140499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.685492 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.469692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.601487 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),0.18181 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),1.55717 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.951144 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0927875 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.131707 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.232141 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.326587 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.819777 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.39242 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.13856 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.298242 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0312518 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.364672 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.27012 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.269147 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0571145 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.771174 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.00881433 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.369416 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.397111 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.171322 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),1.9576 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.907418 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.174476 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.249853 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.240025 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.491448 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.828801 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0555129 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0386184 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.13917 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.454889 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.561545 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.615109 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.215022 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0926083 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.171766 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.21138 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.32464 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.489118 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.721473 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),0.19506 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),1.88464 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.916809 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.0203275 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.195854 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.982131 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.0928723 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.03237 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.464405 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.568698 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.221711 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.100075 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-1.35852 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.400949 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.494118 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.827766 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),0.101533 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),1.9318 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.701184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0622624 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.174706 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.769738 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.0984162 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.292858 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.74826 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0955632 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.341131 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.229492 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.441773 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.857406 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.405181 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.67742 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.263954 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.823631 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-1.89427 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.658913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.899221 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.168018 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.924632 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.259479 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.103801 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.408393 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.64987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.908274 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0829238 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.93218 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0122476 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.284323 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.860518 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.10143 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.354277 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.433238 # DEPENDENCYPART_GRANDPAR
(1,4),(4,25),-1.77576 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.808508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.756805 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.166833 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.277691 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.295828 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.28812 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.826249 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.121315 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.371598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.44045 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.437034 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.38776 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.718635 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.468498 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.963533 # DEPENDENCYPART_GRANDPAR
(1,6),(6,25),-1.90004 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.119515 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.265187 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.00968194 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.516119 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.809625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.707454 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.389342 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.169689 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.390229 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.784066 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.38142 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.74423 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.785928 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.139959 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.635854 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.608574 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.49076 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.909118 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.457982 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.786251 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.676735 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.496473 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.802212 # DEPENDENCYPART_GRANDPAR
(1,9),(9,25),-1.94767 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.880319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.666682 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.33475 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),0.0763583 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.39123 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.877367 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),0.0107789 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.380969 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.99042 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.553076 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.823031 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.540144 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-1.64098 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-1.02098 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.54368 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-1.49312 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.830841 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.335703 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-1.58721 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-1.00256 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-1.93099 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.1143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.207127 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),0.00995293 # DEPENDENCYPART_GRANDPAR
