# _root_ In the first nine months of 1988 , net was $ 85 million , or $ 3.76 a share .
#goldHeads=10,5,5,5,1,5,6,10,10,0,10,11,11,11,11,15,16,19,16,10,
#predictedHeads=10,5,5,5,1,5,6,10,10,0,10,11,11,11,11,15,16,19,16,10,
(5,9),(9,1),-1.15646 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.683598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0712677 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.286566 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0524912 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0196523 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.281833 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0938874 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.454552 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.541933 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.1017 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.555006 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.885145 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.387729 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.08804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.257008 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0354861 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.246671 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0324954 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.276149 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.167966 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.228514 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.225947 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.508128 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.594487 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.588886 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.435436 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.06038 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.956496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.313857 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.133216 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.275918 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.112151 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.339834 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.342805 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.364675 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.632034 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.702445 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.474795 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.674703 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.456769 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.345698 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.479473 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.331328 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.357786 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.366356 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.06038 # DEPENDENCYPART_GRANDPAR
(5,16),(16,6),-0.313857 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.0659418 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.352935 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.321215 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.474795 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.285167 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.674703 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.456769 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.80025 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.156369 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.650659 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.351261 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.589204 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.339244 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.677714 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.151361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.721877 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.523201 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.83394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.346599 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.837159 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.335179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.695597 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.320115 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.348304 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.9857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.554605 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.08428 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.10503 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.954966 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.76901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-1.25993 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-1.10035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-1.0279 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.66054 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.83807 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.01153 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.23656 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.16909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.26338 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.291283 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.306074 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.131815 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.439027 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.517891 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.903691 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.2802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.25687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.30952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.283294 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.26091 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0801789 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.270192 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.18736 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.525426 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.895062 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.41906 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.11367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.02284 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.25223 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.65833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0081387 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.573125 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.49418 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.131351 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.671734 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.557822 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.603486 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.419019 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.390245 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.691144 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-1.5751 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.835679 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.25316 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.23987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.475104 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.233219 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.13127 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.256103 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.01919 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.298273 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0695123 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0241493 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.418222 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.426189 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-1.18907 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.835679 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-1.23987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,13),-0.35029 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.408866 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.33151 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.418222 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.669977 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.426189 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-1.18907 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.884023 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.361969 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.479542 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.544542 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.278313 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.22567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.536195 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.5452 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.612395 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.61086 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.504604 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.339287 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.26719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.633371 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.533548 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.652523 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.621422 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.719536 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.63444 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.688518 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.754344 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.802755 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.370181 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0193362 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.25963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.57129 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.498367 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.714147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.650728 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.717823 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.83475 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.923619 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.741764 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.761613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.754488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.216503 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.157897 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.138309 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0122086 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0970558 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.197946 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.922609 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.04396 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.05469 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.1151 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.726602 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.789598 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.740305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.212302 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.106569 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.192553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0705132 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.121539 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.188924 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.19753 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.259649 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.211783 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.484312 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.870625 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.742844 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.728624 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.590216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.16793 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.187101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.12345 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0104666 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0981862 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.131635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.185453 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0914569 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.17956 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.347505 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.304852 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0665463 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.114587 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.050815 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.302355 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.769947 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.52186 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.298976 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.250353 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.244346 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.214139 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.421303 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.23678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.503446 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.341621 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.851641 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-1.00814 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.849951 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.328618 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.656776 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.240617 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0512836 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.107156 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0965531 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.364472 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.33906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.623779 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.542907 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.984368 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.02489 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.73074 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-0.837218 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.894679 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.0299089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0792458 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.319319 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.442176 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.23498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.614173 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.503409 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.691241 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.856729 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.168049 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.418701 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.307309 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.220883 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.25065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.592449 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.520873 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.874334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.0039 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.873191 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.1496 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.875346 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.714107 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.791801 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.683088 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.650044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.701519 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.870096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.033305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0905447 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.247397 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.377073 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.599665 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.221138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.227758 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.522267 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.815356 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.807967 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.619921 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.644476 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.753633 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.639713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),0.165825 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.487775 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.547178 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.710503 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.213723 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.209238 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.255885 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.47445 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.556787 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0326195 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.19739 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0739789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.337414 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-1.31133 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.928726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,16),-0.340578 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.449614 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.223938 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.332392 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.151164 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0706582 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.224424 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.558089 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.0744384 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0719789 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.449855 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.122639 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.0546787 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.311454 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.120751 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.435576 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.980903 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0739071 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.205309 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.0361677 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.218483 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.199232 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.536636 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.410731 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0768425 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.135328 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.234072 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),0.0025359 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.0677687 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.369827 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.975804 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.0958078 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.133095 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.103262 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.52227 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0821949 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0929012 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.439999 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.17573 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.256371 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.522814 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0890474 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0882972 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.145185 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.279701 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.99458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.0159472 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.191482 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.360437 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.497407 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.877685 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.98931 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.163175 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.316807 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.204814 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.407963 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0775463 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.1098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.0742197 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.55568 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-1.03066 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.193826 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.313975 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.115979 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.00622726 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.431239 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.985121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.0175003 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.0993774 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.360754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.255552 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.281987 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0559434 # DEPENDENCYPART_GRANDPAR
