# _root_ Dataproducts , which had been seeking a buyer for several months , announced a restructuring plan in September and took itself off the auction block .
#goldHeads=13,1,4,1,4,5,8,6,6,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
#predictedHeads=13,1,4,1,4,5,8,6,8,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
(16,6),(16,14),-0.0984921 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0694684 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0198496 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.00038084 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0438676 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0188163 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.122835 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0545442 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0365851 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.385195 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.172827 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.229272 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.260074 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.537039 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.207774 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.650154 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.369763 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0888446 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0485915 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.100673 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.321587 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.49574 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0249239 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.0210077 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0441363 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0476219 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00124857 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.221157 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.00707229 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.42828 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.00878215 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0482998 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0394773 # DEPENDENCYPART_SIBL
(16,8),(16,19),9.84142e-05 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0543968 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.155528 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0295691 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.00790095 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0747706 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0437177 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.375861 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.10981 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0246431 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.127474 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.161028 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0944392 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.122565 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0597417 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0707553 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0921068 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0798581 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0756127 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.333009 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0201469 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.318201 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.153843 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0117134 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0774565 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0594025 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0876011 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.229885 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0219973 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0998437 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.153161 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0127642 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.364832 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0201743 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.143042 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0741183 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00323287 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0338043 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0779051 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.129308 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.108296 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0393862 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0599816 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.148523 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0188286 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0213943 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0648545 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0555169 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.177541 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.027565 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0107572 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0788963 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.105979 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.000523391 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0551471 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0304796 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0383621 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.164494 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0339402 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0211329 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.369763 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0888446 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0485915 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.100673 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.321587 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.49574 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0249239 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0210077 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.109606 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0209302 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0923584 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.027307 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.129443 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0705933 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0291573 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0552757 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.231099 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00238793 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0293809 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0439276 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.120025 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0309034 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0214581 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0453775 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0416954 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0822499 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0474838 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0610444 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.116553 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0661376 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.00116592 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0291347 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.00688914 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0335378 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0815977 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0205506 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0912843 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0191292 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.00584511 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.112768 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0324384 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.123707 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.54835 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.395759 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.981773 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0866142 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.214764 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0998033 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.107097 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.54925 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.663863 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0890047 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0200066 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0224256 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00431816 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.00124948 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0164695 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0514434 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0267475 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0867646 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0408418 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0269252 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.138545 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.00351484 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0634232 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.00468235 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0548968 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0985041 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.057803 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.00277328 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0682146 # DEPENDENCYPART_SIBL
(19,1),(19,25),4.3397e-07 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0154475 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0524551 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0173993 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.044082 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0223798 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0687988 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00277232 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0650917 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.00672128 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.291568 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.212518 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.524486 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0312982 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.261813 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.253675 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.322137 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.153869 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0296153 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.103629 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.208774 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0503068 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.226433 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.00228259 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.476565 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.055863 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.00217383 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0998707 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.0141425 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0109948 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.0148432 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0517861 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0054749 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0613981 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.0987573 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.34481 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.10966 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.371296 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.156378 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.134026 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0816037 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0142254 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.116797 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.113468 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.495829 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0599769 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.04388 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0182622 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0730584 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.028937 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.135372 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.00486193 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0163515 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0488091 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0882085 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0137295 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.010392 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0797499 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0331469 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0649152 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0598982 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0768477 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.104156 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0510544 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0198547 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0584557 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.062537 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0141945 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.017404 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0692311 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0424989 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.000974335 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.059263 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0331714 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0353079 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0334007 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0225058 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0503519 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0658339 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0685286 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.109042 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.030191 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.537719 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0170608 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.395698 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0130208 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0482047 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.120481 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0100924 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0109662 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0436241 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0497174 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.106796 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0686679 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0033815 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0260193 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0831045 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0091949 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.00525429 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.0682468 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.018727 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.404341 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0493782 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0713843 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0841025 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0455904 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0464642 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0431974 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0128667 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0232291 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0191018 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0909585 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.00516712 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.00943009 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.0625394 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0422094 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0173079 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.113531 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0208584 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0177107 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0164463 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0528853 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0185922 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0193141 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0179411 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0582191 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0692481 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.114482 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.109541 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.148118 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.234781 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.234547 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.21449 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.150314 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.00328551 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0164655 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.00256252 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.034672 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0289665 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0253242 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.49881 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.497528 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.792154 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0353715 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0890784 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0190864 # DEPENDENCYPART_SIBL
(25,18),(25,23),-0.485215 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.122609 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0142304 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.275559 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0525136 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.160569 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0660046 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.285025 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0180708 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.851654 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0349538 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0142204 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0905963 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.134858 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.204201 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.302076 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.175144 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.089505 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.438884 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.483173 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.550983 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.76775 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.319125 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),1.19568 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.03523 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0717068 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.83806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.268639 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0170047 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0913692 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.11323 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.303567 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.321743 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.132927 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.133823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.209408 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),1.68586 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.32397 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.364624 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.718786 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0605048 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0530351 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0640455 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0630163 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.596373 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.248068 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.240613 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.099107 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.349643 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.0566829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.357196 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.74879 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.250816 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),1.73724 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.12371 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.284906 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.70458 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.173604 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.102913 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.104079 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0871621 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.329322 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.740758 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.495193 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.127833 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.39201 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.617285 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.315837 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.145253 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.648603 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.252777 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.781252 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.20952 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.275682 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-0.682719 # DEPENDENCYPART_GRANDPAR
(0,13),(13,26),1.6188 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.790283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0232633 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.776468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.366376 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0510734 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0125634 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.757383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.425826 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.900025 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.308938 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0254394 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.16645 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0746353 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.115551 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.342535 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.229184 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.100409 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.000170713 # DEPENDENCYPART_GRANDPAR
(1,4),(4,26),-1.04291 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.756616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.40888 # DEPENDENCYPART_GRANDPAR
