# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
(17,18),(17,21),0.153273 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.082146 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.148464 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0481862 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0987344 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0713833 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.117235 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0744988 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0411848 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0382552 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0693672 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0407682 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0903689 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.114082 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0713448 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0148998 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0936168 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.060656 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0274635 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.111971 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.251392 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.11258 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.009767 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.144259 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.374723 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.840803 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.878719 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.843268 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.341244 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.360971 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.342435 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.878719 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.843268 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.872695 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.190171 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0021987 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.492679 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0535609 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0243109 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0679639 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0974107 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00861753 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0781851 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0188237 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.100705 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.102765 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0904871 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0214133 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.102172 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0352507 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0667497 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0375495 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.117399 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0740609 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0965552 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.202774 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.118365 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0743327 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0554013 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.037209 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.171179 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0646081 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0319077 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0501416 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0498577 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.10356 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0215462 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0430545 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0898025 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0840312 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.25663 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.172331 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.124606 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.175878 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.158351 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.204947 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0969249 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.207223 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0666149 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0821744 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.157478 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00507284 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0622332 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0917792 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0130357 # DEPENDENCYPART_SIBL
(23,2),(23,4),-0.0130847 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.0718831 # DEPENDENCYPART_SIBL
(23,2),(23,6),0.349284 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.163043 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.270885 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0143987 # DEPENDENCYPART_SIBL
(23,2),(23,12),0.0835481 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.163043 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.0744626 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.0823695 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.100528 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0331333 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.102803 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.10821 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0369665 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.211412 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.406396 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.139658 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.493347 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.389935 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.433435 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.139658 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.462047 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.0949258 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.447816 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0964554 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.449132 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.451392 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0685247 # DEPENDENCYPART_SIBL
(23,5),(23,6),0.30335 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.224956 # DEPENDENCYPART_SIBL
(23,5),(23,9),0.209145 # DEPENDENCYPART_SIBL
(23,5),(23,11),0.104966 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.149344 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.224956 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.176884 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.00101523 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.162089 # DEPENDENCYPART_SIBL
(23,5),(23,20),8.35448e-06 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.163405 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.165794 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.048894 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.164093 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.178815 # DEPENDENCYPART_SIBL
(23,6),(23,11),0.0737921 # DEPENDENCYPART_SIBL
(23,6),(23,12),0.130536 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.164093 # DEPENDENCYPART_SIBL
(23,6),(23,17),0.142317 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.0845965 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.142899 # DEPENDENCYPART_SIBL
(23,6),(23,20),0.0398272 # DEPENDENCYPART_SIBL
(23,6),(23,21),0.144216 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.109619 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0969946 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.189109 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.0202123 # DEPENDENCYPART_SIBL
(23,8),(23,12),0.140495 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.387838 # DEPENDENCYPART_SIBL
(23,8),(23,17),0.274274 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0153913 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.15642 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0919799 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.159966 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.192223 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0236556 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.00094444 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.0901167 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.142793 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.0936886 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.101 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.119754 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0552253 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.122029 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.127436 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0601683 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.0943568 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.170384 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0730294 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0729639 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0990946 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0214601 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.101369 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.10677 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0164641 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.173755 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0622042 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.0729554 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0882694 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0256043 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.0905442 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0959518 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0941394 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.274274 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0153913 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.15642 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0919799 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.159966 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.192223 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0236556 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.114395 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.171215 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0676042 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.17349 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.182672 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0223904 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00885596 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.047021 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.00730822 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.00476104 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0553575 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0451388 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.112839 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.118246 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0474274 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.101766 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0825833 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0225194 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.105516 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0401875 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.000259762 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.10038 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.108345 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.139921 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0315953 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.00523902 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.321677 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.457287 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.165426 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.40061 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.878624 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.101389 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.130017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.523221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.036084 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.00207414 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.257547 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.453847 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0835068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.172382 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.481636 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.14259 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.383188 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),1.40669 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.470707 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.830891 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.384436 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.25864 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.631927 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0662569 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.939787 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.496721 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.428678 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.186632 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.474725 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.279999 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0784072 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),1.80145 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.382021 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.195128 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0278652 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-1.12438 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.613629 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.681908 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-1.15617 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.335012 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.57896 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.214176 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.323835 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.850012 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-1.23625 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),-0.948135 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),1.36602 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.432545 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.842724 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.173128 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.213951 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.573175 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.00993663 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.301678 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.28996 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.528636 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.760809 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-1.04007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.192776 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.100642 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.0823627 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-1.19717 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.4852 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0402088 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-1.66939 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-1.4004 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.544879 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.861453 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.600993 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),1.95409 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.97945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.518509 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0873164 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.333799 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.340751 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.168303 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.137039 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.137016 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.578398 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.704518 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.544817 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.78481 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.703259 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-1.45459 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.21565 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.694604 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.114835 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.214793 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.00455007 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0529808 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.238313 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.676103 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.621057 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.04358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0100196 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.571854 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.330412 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0269635 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.147609 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.767817 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.21185 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.288507 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.671753 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.848793 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.379244 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.468898 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.49666 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.54164 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.107371 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.00373878 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.838246 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.00943484 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.416334 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.268331 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.46982 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.82613 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.665949 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.777172 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.0129421 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.336823 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.784099 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-1.77396 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.940448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.0948411 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.717732 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),0.150121 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.137904 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.238626 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.0173608 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.555383 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.119608 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.42002 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.599723 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.67561 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.56566 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.867131 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.0963557 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.775503 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-1.3916 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-1.48068 # DEPENDENCYPART_GRANDPAR
(1,10),(10,2),-0.32162 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.155122 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.234405 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.701425 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.651741 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.861059 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),0.192805 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.291251 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.18031 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),-0.597293 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.746371 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-1.14285 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.21767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.857741 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.208248 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.454289 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.138323 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.637965 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.171984 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-1.25014 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.83258 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.672614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.203218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.233375 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.193009 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.480834 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.258155 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.518525 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.385818 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.352682 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.653033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.197527 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.382829 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.208037 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.511981 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.295547 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.528307 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.13942 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.460061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.075679 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.668601 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.37542 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.63002 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.835789 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0103944 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.465146 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.0908996 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.561943 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.101304 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.203496 # DEPENDENCYPART_GRANDPAR
