# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(0,2),(2,5),-0.122844 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.278164 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.412549 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.085741 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0200105 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.792314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.238339 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0955898 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.00664989 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.283646 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0203554 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.181448 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.228753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.388661 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.101356 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.228679 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.56495 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.509314 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.426442 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.7489 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.626969 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.04717 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.511671 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.155297 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.445509 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.491903 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.645 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.311434 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.017157 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.176567 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.329648 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.332905 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.533949 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.515896 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.243191 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.376113 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.395441 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),1.51191 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.29348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.483308 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.608518 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.278225 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.401043 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0706095 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.343767 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.572766 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.27119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0998031 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.495885 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.304559 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.376101 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.00948919 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.438822 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.376319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.697704 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.609474 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.683794 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.531342 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.466015 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.615744 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.782096 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.31483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.693364 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.633854 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.86601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.242259 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.125887 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.187432 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.150766 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.180266 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.253453 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0304566 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.47063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.38007 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.588296 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.379878 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.731478 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.971724 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.789506 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.915288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.237417 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.312363 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.157381 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.250623 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.330725 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.318505 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0994519 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.438446 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.439792 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.567736 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.558245 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.444931 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.700368 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.701426 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.979559 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.810218 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.941402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.28103 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.194685 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.619283 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.519244 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.498405 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.50034 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.309626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.657418 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.868932 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.886877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0428918 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.230169 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.00814916 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.337088 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.317621 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.419699 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.266253 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.492913 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.428269 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.587224 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.546125 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.5712 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.730405 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.854918 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.383239 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.363253 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.424901 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.213366 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.207173 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.624398 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.456853 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.565423 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0980246 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.708605 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.667307 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.00192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.271587 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.161607 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.143075 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.335321 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.357552 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.315788 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.390543 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.373669 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.429645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.4287 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.582691 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.462112 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.392974 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.600288 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.725872 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-1.08679 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.140828 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.975384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.503451 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.07133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.215029 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.692407 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.361094 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.316343 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.01237 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.179944 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.58617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.482613 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.4955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.445069 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.182953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0914721 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.27551 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.196369 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.454692 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.259854 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.359511 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.694817 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.234658 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.24084 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.479273 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.145469 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-1.41933 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.680984 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.53512 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.427961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.461194 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0354225 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.198386 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.109323 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0276301 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.352266 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.35984 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.68178 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.594918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.245643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.134352 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0885298 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.00859051 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.294607 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.318883 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.46338 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0365381 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.398118 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.158963 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.363353 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.707971 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.0697738 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-1.3143 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.162043 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0103511 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0975391 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0509746 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.325943 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),1.30432 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.141538 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.337362 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.570784 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.248173 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.569006 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.396809 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.573667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.214702 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.225838 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.526233 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.319959 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.09061 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.392037 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.180909 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.183339 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.291073 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.135081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.636877 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.201884 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-1.34667 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.784371 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.683179 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.458272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),0.600353 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.307844 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.00812559 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0109379 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.288564 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.344367 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.326007 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.12804 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.151278 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.55232 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-1.18837 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.449733 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.503657 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.641453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.384266 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.169351 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.314253 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.108362 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.169777 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.292268 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.389534 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.184939 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.243073 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0677893 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.134735 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.410893 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0739134 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.156978 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.34709 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.694817 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.234658 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.24084 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.699533 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.479273 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.145469 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-1.41933 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.68178 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),0.134352 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0885298 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.621826 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.166216 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0438235 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.0369932 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.377594 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.675044 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.38027 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.422805 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.363353 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.707971 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.114095 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.0697738 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-1.3143 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.68178 # DEPENDENCYPART_GRANDPAR
(3,18),(18,4),0.134352 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.0885298 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.621826 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0438235 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.377594 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.38027 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.422805 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.204215 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.00747753 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.62387 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.127451 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.3143 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.530782 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.234003 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.381282 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.229351 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.45967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.188922 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.396538 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.583666 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.748075 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.868637 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.453002 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.494489 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.39562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.173357 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.234662 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.449214 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.592849 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.581305 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.922235 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.85046 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.736399 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.855441 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.602137 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.936552 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.26843 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.87867 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.993903 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.690537 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.00929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0605508 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.230533 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.151835 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.151554 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.587755 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.483496 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.920176 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.08385 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.695719 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.952458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.68986 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.340055 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.268593 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.31136 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.659507 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.620848 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.332822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.491453 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.332192 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.79035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.572564 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.814806 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.14178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.0901968 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.00991669 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.102672 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.418362 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.339465 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.294639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.20304 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.549456 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.284151 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.888124 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.996144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.676362 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.99659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.301785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.246657 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0877022 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.260594 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.582995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.56829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.21485 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.567621 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.281426 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.714088 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.648732 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.866579 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.886882 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.04703 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.698747 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.14998 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0699725 # DEPENDENCYPART_GRANDPAR
