# _root_ The Tokyo Stock Exchange index for the second section fell 100.96 , or 2.7 % , to 3655.40 .
#goldHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
#predictedHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
(7,5),(5,16),-1.34258 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.968429 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.18728 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.61351 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.600981 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.70606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.603741 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.655085 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.03168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.877656 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.00918 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.82235 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.16354 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.24644 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-1.05278 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.17523 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.6059 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.743636 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.544771 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.390803 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.434527 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.352288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.58894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.176229 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.821566 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.494103 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.80585 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.777345 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.955522 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.08181 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.697456 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.02473 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.937669 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.225364 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.579589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.5512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.160995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.828958 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.457486 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.686133 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.74465 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.925958 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.962094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.758357 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.988116 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.906662 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.472789 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.425865 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.09305 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.01716 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.972831 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.904558 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.849426 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.02281 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.23721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.330056 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0911071 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.182276 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.356886 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.39256 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.273499 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.458237 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.170076 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.439523 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.608385 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.937108 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.810452 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.01723 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.506314 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.313965 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.185152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.368715 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.401753 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.540701 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.461113 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.272826 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.454046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.570449 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0805351 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.374734 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.313538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.00889068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.427795 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.1851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.350319 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.387562 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.03434 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.729294 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-1.19204 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.23822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),0.0203086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.357886 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0232709 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.453003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.443411 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.308816 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.331436 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.388607 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.77551 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.558504 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.437035 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.815159 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.427822 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.438437 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.778257 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.743884 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.442391 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.545399 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.500389 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.483522 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.777701 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.02558 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.824556 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.504384 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.54933 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.54883 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.496808 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.154067 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.30714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.501407 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.6853 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.795371 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.69509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.20232 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-1.00911 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.773513 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.77561 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.10407 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.150692 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.321854 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.277907 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.24278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.461552 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.599781 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.626597 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.598975 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.12378 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.840339 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.778373 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.69009 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.02568 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.423367 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.547341 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.316265 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.315032 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.431459 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.44502 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.622907 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.65538 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.06575 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.05077 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.20051 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.07316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.931299 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.21992 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.892878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.734306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.584973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0267303 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0955242 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0786925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.214483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.410267 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.309266 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0937243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0635791 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.777908 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.963084 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.18407 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.887709 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.346023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.163916 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0377642 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0870154 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.165543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.601547 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.251506 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0563656 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0201922 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.672253 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.207007 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.105893 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.305199 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.245739 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.200873 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0446838 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.266927 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.240688 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.0323753 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.627674 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.13943 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.20543 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.13444 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.855777 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.0669835 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.0711562 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.607926 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.152934 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.00165687 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.00700634 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.156681 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.423993 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.254893 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.657073 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.346925 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.0735299 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.687709 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.0994101 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.595278 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.328076 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0427791 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.187639 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.217253 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.672253 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.274557 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.425841 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.0681122 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.10581 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.410903 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.435757 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.105595 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.449194 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.448792 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.39853 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.0247608 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.00678596 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.512824 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.450665 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.936897 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.6169 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.553643 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.141817 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0613272 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.726721 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.174106 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0112525 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.880342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.0344779 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.331158 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.0646355 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.494442 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.44903 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.252125 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.846072 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.920292 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0358287 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.308164 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.1976 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0558469 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.946844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.0394226 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.209568 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.0707528 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.512654 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.327439 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.357063 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.841127 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.901119 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.116626 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.348978 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.14913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.301833 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.132487 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.823222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.0996101 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.0111021 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.356353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.482906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.432626 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0192448 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.175774 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.114162 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.368913 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.150046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0399344 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.877854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.0375552 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.321862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.0596883 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.490698 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.439733 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.249641 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.842995 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.917812 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.507068 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.258128 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.824889 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.52133 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.252396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.374162 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.445007 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.148773 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.102365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.25629 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.174918 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.1974 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.662035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.527767 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.425408 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.294039 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.149443 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.298482 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.0130204 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.118038 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.00220981 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.330569 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.691832 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.258128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.612377 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.616267 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.842642 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.111019 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.25629 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.174918 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.201728 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.613135 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),0.423466 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.03036 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.557431 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.603033 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.535259 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.714109 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.240496 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0606786 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.107232 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.352432 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.724317 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0709658 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.151439 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.205976 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.154082 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.523546 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.613707 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.843134 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.232609 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.390962 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.498395 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.106727 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.662035 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.482458 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.239636 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.154959 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.101873 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.170973 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.237438 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.285655 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.231825 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0451961 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.21173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.540688 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.623835 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.257215 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.813498 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.65779 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.609585 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.715 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.252242 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.278889 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.364673 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.185257 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.0360099 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.2247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.462317 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),-0.63719 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.283667 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.735127 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.762304 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.622556 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.727384 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.377247 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.214726 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.306298 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.229024 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.175807 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.242042 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.297782 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.184919 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.323312 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.372504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0524834 # DEPENDENCYPART_GRANDPAR
