# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,3,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(12,19),(19,21),-0.303572 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.100122 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0657333 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.125762 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),0.396256 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-1.30469 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.603648 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.449936 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.340099 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.322288 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.0610723 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.177523 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),0.485458 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-0.148839 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.549212 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.425661 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.330152 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.447592 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.165949 # DEPENDENCYPART_GRANDPAR
(12,22),(22,13),0.539891 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.390915 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.137842 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.0311101 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.222365 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.180134 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.0201239 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.228576 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),0.444013 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.132065 # DEPENDENCYPART_GRANDPAR
(12,22),(22,28),-0.334916 # DEPENDENCYPART_GRANDPAR
(12,22),(22,29),-1.35379 # DEPENDENCYPART_GRANDPAR
(12,22),(22,31),-0.183333 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),1.44321 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.0517044 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.48857 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-1.04232 # DEPENDENCYPART_GRANDPAR
(12,24),(24,31),-0.34362 # DEPENDENCYPART_GRANDPAR
(12,25),(25,2),-0.283368 # DEPENDENCYPART_GRANDPAR
(12,25),(25,4),-0.414463 # DEPENDENCYPART_GRANDPAR
(12,25),(25,5),-0.594295 # DEPENDENCYPART_GRANDPAR
(12,25),(25,6),-0.135564 # DEPENDENCYPART_GRANDPAR
(12,25),(25,7),-0.50108 # DEPENDENCYPART_GRANDPAR
(12,25),(25,14),0.538064 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),0.168086 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),-0.0340089 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),-0.413836 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),-0.303467 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),0.0929396 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.216147 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.0858091 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.506482 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),-0.147097 # DEPENDENCYPART_GRANDPAR
(12,25),(25,29),-1.07817 # DEPENDENCYPART_GRANDPAR
(12,25),(25,30),-0.564593 # DEPENDENCYPART_GRANDPAR
(12,25),(25,31),-0.000713111 # DEPENDENCYPART_GRANDPAR
(12,25),(25,32),-1.03312 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.583461 # DEPENDENCYPART_GRANDPAR
(12,26),(26,28),-0.219194 # DEPENDENCYPART_GRANDPAR
(12,26),(26,29),-1.17914 # DEPENDENCYPART_GRANDPAR
(12,26),(26,30),-0.661806 # DEPENDENCYPART_GRANDPAR
(12,26),(26,31),-0.0964594 # DEPENDENCYPART_GRANDPAR
(12,28),(28,17),-0.406072 # DEPENDENCYPART_GRANDPAR
(12,28),(28,20),-0.218091 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),0.0444642 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.443373 # DEPENDENCYPART_GRANDPAR
(12,28),(28,29),-1.34445 # DEPENDENCYPART_GRANDPAR
(12,28),(28,30),-0.708356 # DEPENDENCYPART_GRANDPAR
(12,28),(28,31),-0.168092 # DEPENDENCYPART_GRANDPAR
(12,29),(29,27),-0.649495 # DEPENDENCYPART_GRANDPAR
(12,29),(29,30),-0.671575 # DEPENDENCYPART_GRANDPAR
(12,29),(29,31),-0.222942 # DEPENDENCYPART_GRANDPAR
(12,31),(31,17),-0.392479 # DEPENDENCYPART_GRANDPAR
(12,31),(31,18),-0.139631 # DEPENDENCYPART_GRANDPAR
(12,31),(31,20),-0.224098 # DEPENDENCYPART_GRANDPAR
(12,31),(31,21),-0.181868 # DEPENDENCYPART_GRANDPAR
(12,31),(31,22),0.208471 # DEPENDENCYPART_GRANDPAR
(12,31),(31,27),-0.447417 # DEPENDENCYPART_GRANDPAR
(12,31),(31,28),-0.2676 # DEPENDENCYPART_GRANDPAR
(12,31),(31,29),-0.838437 # DEPENDENCYPART_GRANDPAR
(12,31),(31,30),-0.594631 # DEPENDENCYPART_GRANDPAR
(12,32),(32,31),-0.389782 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.0127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.0023 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.19059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.452352 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.306139 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.546475 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.324637 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.320161 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.358535 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.568319 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.244334 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.398455 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.82014 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),-0.424764 # DEPENDENCYPART_GRANDPAR
(13,15),(15,31),-0.87179 # DEPENDENCYPART_GRANDPAR
(13,15),(15,32),-1.39714 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.583563 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.519994 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.552985 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.60226 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.355683 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.266333 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.312999 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.0813283 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.348232 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.105435 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.11401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,3),-0.503788 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.322321 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.346664 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.272349 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.947513 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.587436 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.257901 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.09549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.504652 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.55775 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.569759 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.1389 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.04307 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.543609 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.608455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.278164 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.519171 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.230009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.00621176 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0698502 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.0385594 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0373461 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.0584123 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.31908 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.183288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,31),-0.341289 # DEPENDENCYPART_GRANDPAR
(14,15),(15,32),-1.04736 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.48257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0929038 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.651541 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.346584 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.105706 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0177841 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.193356 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0923989 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0123154 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0773522 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.516224 # DEPENDENCYPART_GRANDPAR
(14,16),(16,31),-0.472324 # DEPENDENCYPART_GRANDPAR
(14,16),(16,32),-1.1754 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.500285 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.118165 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.147603 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.422132 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.330383 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0349215 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.211175 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.17414 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.00982635 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.0424588 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.462869 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-1.07674 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.507081 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.235435 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0873546 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.122514 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.016804 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),0.0518494 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.358796 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),-0.140241 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.795999 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.496773 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0899188 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.297285 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.049726 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.135398 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.03402 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.273085 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.321828 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.27572 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.58521 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-1.17483 # DEPENDENCYPART_GRANDPAR
(14,22),(22,31),-0.472351 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.709081 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.464998 # DEPENDENCYPART_GRANDPAR
(14,24),(24,28),-0.201351 # DEPENDENCYPART_GRANDPAR
(14,24),(24,29),-1.13506 # DEPENDENCYPART_GRANDPAR
(14,24),(24,31),-0.0903664 # DEPENDENCYPART_GRANDPAR
(14,25),(25,2),-1.078 # DEPENDENCYPART_GRANDPAR
(14,25),(25,4),-0.933923 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-1.04112 # DEPENDENCYPART_GRANDPAR
(14,25),(25,6),-0.836462 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-1.0206 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-0.530887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),0.363908 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),0.324293 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.262659 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.0735064 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.1134 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.12895 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.156743 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.543608 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.484714 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-1.00813 # DEPENDENCYPART_GRANDPAR
(14,25),(25,30),-0.402359 # DEPENDENCYPART_GRANDPAR
(14,25),(25,31),-0.376758 # DEPENDENCYPART_GRANDPAR
(14,25),(25,32),-1.21253 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.552304 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.421158 # DEPENDENCYPART_GRANDPAR
(14,26),(26,29),-1.01319 # DEPENDENCYPART_GRANDPAR
(14,26),(26,30),-0.360667 # DEPENDENCYPART_GRANDPAR
(14,26),(26,31),-0.355271 # DEPENDENCYPART_GRANDPAR
(14,32),(32,31),-0.656827 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.00199672 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.359496 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.512256 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.380415 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.364733 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.328742 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.245782 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.478429 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.380007 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.833913 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.217068 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.0856179 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.47317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),0.159803 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.6297 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-0.651339 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-0.925203 # DEPENDENCYPART_GRANDPAR
(15,2),(2,25),-0.57276 # DEPENDENCYPART_GRANDPAR
(15,2),(2,26),-1.15981 # DEPENDENCYPART_GRANDPAR
(15,2),(2,32),-1.43596 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.15845 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.319146 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.323486 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.330907 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.357055 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.232462 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.444095 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.169936 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.141466 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.42231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,9),-0.263957 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.270996 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.704011 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.18186 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.46669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.139349 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.947377 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.686995 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.773735 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.843864 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.837615 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.08451 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.656019 # DEPENDENCYPART_GRANDPAR
(15,14),(14,26),-1.08265 # DEPENDENCYPART_GRANDPAR
(15,14),(14,32),-1.6413 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.905461 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.942977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.366356 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0730663 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.292685 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.00900939 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.100182 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0997351 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.0673497 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.172061 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.159607 # DEPENDENCYPART_GRANDPAR
(15,16),(16,31),-0.434724 # DEPENDENCYPART_GRANDPAR
(15,16),(16,32),-1.20657 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.175575 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.464764 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.109452 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.108015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.572113 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.035482 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0585556 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0725975 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0973452 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.0440247 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.163451 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.0708931 # DEPENDENCYPART_GRANDPAR
(15,19),(19,29),-0.902947 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.380486 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0579361 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0969196 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.192373 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.152427 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.359327 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.111423 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.504401 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.03848 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.344458 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0983504 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.476535 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.064094 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.123402 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.174882 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.501675 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.0105781 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.463223 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),-0.669228 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.995839 # DEPENDENCYPART_GRANDPAR
(15,22),(22,31),-0.456143 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.384152 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.129839 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),-0.990295 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.981199 # DEPENDENCYPART_GRANDPAR
(15,24),(24,31),-0.782751 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-0.599079 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-0.810223 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.910595 # DEPENDENCYPART_GRANDPAR
(15,25),(25,6),-1.02155 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-0.789947 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-0.745074 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.905029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.684357 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.196919 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),0.0748788 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.0270344 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.286461 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.343472 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.982642 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),-0.495803 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.799024 # DEPENDENCYPART_GRANDPAR
(15,25),(25,30),-0.259867 # DEPENDENCYPART_GRANDPAR
(15,25),(25,31),-0.287584 # DEPENDENCYPART_GRANDPAR
(15,25),(25,32),-1.31255 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.963464 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.503743 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.776165 # DEPENDENCYPART_GRANDPAR
(15,26),(26,30),-0.305819 # DEPENDENCYPART_GRANDPAR
(15,26),(26,31),-0.318403 # DEPENDENCYPART_GRANDPAR
(15,31),(31,17),0.342893 # DEPENDENCYPART_GRANDPAR
(15,31),(31,18),0.0965795 # DEPENDENCYPART_GRANDPAR
(15,31),(31,20),0.0623862 # DEPENDENCYPART_GRANDPAR
(15,31),(31,21),-0.12511 # DEPENDENCYPART_GRANDPAR
(15,31),(31,22),0.168253 # DEPENDENCYPART_GRANDPAR
(15,31),(31,27),-0.86328 # DEPENDENCYPART_GRANDPAR
(15,31),(31,28),-0.556709 # DEPENDENCYPART_GRANDPAR
(15,31),(31,29),-0.224228 # DEPENDENCYPART_GRANDPAR
(15,31),(31,30),-0.281694 # DEPENDENCYPART_GRANDPAR
(15,32),(32,31),-0.595065 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.664516 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.518434 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.977767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0424941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.00568925 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.71608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-0.781872 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.00181 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.1645 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.966983 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.18239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-1.04163 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-1.03203 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-1.41354 # DEPENDENCYPART_GRANDPAR
(16,14),(14,32),-1.89392 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.488801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.64562 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.264327 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.414478 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.61944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.118572 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.610761 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.871899 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.05339 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.892797 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.01576 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.928901 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.989051 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-1.39804 # DEPENDENCYPART_GRANDPAR
(16,15),(15,31),-1.19071 # DEPENDENCYPART_GRANDPAR
(16,15),(15,32),-1.81159 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.486955 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.725452 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.248533 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.508123 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.843964 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.145486 # DEPENDENCYPART_GRANDPAR
