# _root_ Under the agreement , Intel will invest $ 3 million to acquire a 4 % stake in Alliant , a maker of minisupercomputers for scientists and engineers .
#goldHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
#predictedHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
(16,10),(16,18),-0.0403125 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0188683 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0772093 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.00954738 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0287757 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.0713067 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.031771 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.0616663 # DEPENDENCYPART_SIBL
(16,10),(16,28),0.0159759 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.190327 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.144919 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.238013 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.118966 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0417136 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0690379 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.050911 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0831321 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00155141 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0579066 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.00451942 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.125253 # DEPENDENCYPART_SIBL
(16,11),(16,28),0.0603663 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.110599 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.211512 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.340857 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00764131 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0580219 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0851575 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.152038 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00777609 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.060516 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0144483 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.180798 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.0161591 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.025193 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.17496 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0182762 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0231851 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.100662 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0217694 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.019333 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.00443732 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0223282 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0764763 # DEPENDENCYPART_SIBL
(16,14),(16,28),0.000736017 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.238983 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.038099 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0248987 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0657176 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0333223 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0155272 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00695096 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0194608 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0246675 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0784619 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0134767 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0300008 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0308705 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.154258 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.00790184 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.127872 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.00231672 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.14098 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0778851 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0981035 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0968676 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0310368 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0695441 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.135317 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0730979 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0314486 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0390289 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.598528 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.289358 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.636758 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.188041 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.618448 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.535967 # DEPENDENCYPART_SIBL
(16,19),(16,28),0.0118618 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00628561 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.136135 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.120067 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.139651 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.0816709 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0168649 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0344516 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0995884 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0280621 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0420746 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.0685957 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0329264 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.251191 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0323684 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.0171156 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.0486595 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.144531 # DEPENDENCYPART_SIBL
(16,24),(16,28),0.084403 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0354686 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0223106 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0556452 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0681555 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0260402 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.000392321 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.120396 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.955931 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.105076 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0494035 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0335011 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0396402 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0372772 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.052486 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0379202 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0951235 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0939899 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.542667 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.347133 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.383505 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.106031 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.373592 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.449565 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.00426558 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0273558 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0418623 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0130142 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0418635 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.024351 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.102367 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.145417 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0459435 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.143689 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.27609 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.020456 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.00580061 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.230786 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0359028 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.0895388 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.120816 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.262256 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.139982 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0360259 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0873159 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.175504 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.186648 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.276674 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.716118 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.15124 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0408257 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0604241 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.047498 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.113301 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.0473531 # DEPENDENCYPART_SIBL
(21,13),(21,28),-0.0642902 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00402875 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.432083 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0548685 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0496778 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.137569 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0532474 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0169616 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0541006 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0314872 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0827421 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0445376 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0784167 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.170004 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0881646 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0539262 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0821233 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0263448 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.15124 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0408257 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0604241 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.047498 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.113301 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0473531 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0642902 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0157475 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.117746 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0093579 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.00496494 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0106954 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.074481 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0371618 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.263298 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.045869 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.264592 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.021118 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0659909 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.150628 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0659824 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.112184 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0489692 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.267564 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.026313 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.00829178 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0389389 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0302347 # DEPENDENCYPART_SIBL
(22,23),(22,24),6.10429e-05 # DEPENDENCYPART_SIBL
(22,23),(22,25),-1.1208 # DEPENDENCYPART_SIBL
(22,23),(22,27),-1.11961 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.301167 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.299198 # DEPENDENCYPART_SIBL
(22,25),(22,27),-1.12336 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.059236 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.128976 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.0633153 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0509296 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.212424 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0177953 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.104776 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.184832 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0513018 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0430286 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0493839 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0235215 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0522266 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.127553 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0501222 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.127978 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0413636 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.12467 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0774128 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.951324 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.134476 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.00336639 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0311015 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.00180603 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0159764 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0411199 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.00674032 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.513735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.128376 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.790573 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.506557 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.521997 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.023854 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0286615 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.214858 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),1.44551 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.800713 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.441131 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.692199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.550186 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.575081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.00102358 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.00967442 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0301478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.215514 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.266088 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.594278 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.258978 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.461183 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),-0.4606 # DEPENDENCYPART_GRANDPAR
(0,3),(3,28),1.70046 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.958637 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.789373 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.162108 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.06995 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.551306 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.481243 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0814753 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0997129 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0672692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.0252419 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.151072 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.269765 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.318666 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.511512 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),-0.399311 # DEPENDENCYPART_GRANDPAR
(0,6),(6,28),1.89492 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.896926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.00739124 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),1.43064 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.593774 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.461085 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0554362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.64942 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.136911 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0947573 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.271273 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.707724 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.304521 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.207069 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.115618 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.565124 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.30826 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.437938 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.841817 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.357999 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),-0.352152 # DEPENDENCYPART_GRANDPAR
(0,7),(7,28),1.85134 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.81364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.922163 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.624088 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.133103 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.202632 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.301998 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.26737 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.0685481 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.549867 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.348443 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.836787 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.497648 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.979331 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.821675 # DEPENDENCYPART_GRANDPAR
(1,3),(3,28),-1.7986 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.816833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.808848 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.836796 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.375482 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.374591 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.317069 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.193321 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.300389 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.891443 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.379545 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.250051 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.555801 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.778524 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.478747 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.861576 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.758222 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.548105 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.648824 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.06785 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-0.501035 # DEPENDENCYPART_GRANDPAR
(1,6),(6,28),-2.11364 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.03424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.540685 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.595221 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.203817 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.300705 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.448413 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.830002 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.672341 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.352652 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.994497 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.98489 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-1.47144 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.589255 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.429082 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.98015 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.53119 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-1.00069 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.935734 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.960485 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-0.526913 # DEPENDENCYPART_GRANDPAR
(1,7),(7,28),-1.97376 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.835324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.586409 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.5647 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.246247 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.29236 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.396029 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.730895 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.461879 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.478895 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-1.01258 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.0409631 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.883387 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-1.54097 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.655022 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.656306 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.982281 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.48978 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-1.06115 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.770522 # DEPENDENCYPART_GRANDPAR
(1,8),(8,24),-1.02696 # DEPENDENCYPART_GRANDPAR
(1,8),(8,26),-0.543582 # DEPENDENCYPART_GRANDPAR
(1,8),(8,28),-1.97475 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-1.00832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,4),-0.669096 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.116582 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.205602 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.840356 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.890895 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.912814 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-1.30196 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.644642 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.518378 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.00292305 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.43211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.936334 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.289433 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.718549 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.536379 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.468259 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.900485 # DEPENDENCYPART_GRANDPAR
(3,1),(1,28),-1.8236 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.740483 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.535523 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.839727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.25041 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0520495 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0174793 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.722059 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.46628 # DEPENDENCYPART_GRANDPAR
