# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(20,3),(20,15),0.224063 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0981674 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.101727 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0478413 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.237929 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.00798525 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.109004 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.118617 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.118739 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.14612 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.00714596 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.258006 # DEPENDENCYPART_SIBL
(20,4),(20,11),2.94151e-05 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.162955 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0523413 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.393125 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.137328 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.20782 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.37823 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.258006 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0240864 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0389352 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0281019 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.040537 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.107708 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.00402454 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.128149 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.00334574 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0366937 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0431198 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0817367 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.00256796 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0880887 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0675682 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.128149 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0476338 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.000882338 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.183153 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0656868 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.125911 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.190404 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.11854 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.100609 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.157029 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.190945 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.00906144 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0857662 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.169644 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.190404 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.24295 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0728129 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0674983 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.125382 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.194504 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.118011 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0996178 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.1565 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.190948 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.00682229 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0847763 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.169647 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.194504 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.245766 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0724272 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0492927 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.30305 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.041981 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.187795 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.11562 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.249204 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.119835 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.254727 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.231508 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.30305 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0450305 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.104165 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.129723 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.584088 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.31871 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.667167 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.303447 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0180105 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.363606 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.288647 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.129723 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.418484 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0453129 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.122318 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0313611 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.00665765 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0431851 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.1845 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.023138 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.00537073 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.324472 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.260864 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.01006 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.318061 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.655014 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.302798 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0185837 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.362957 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.287997 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.112865 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.417834 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0254216 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0508407 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.125562 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0342791 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.132816 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.110673 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.097503 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0634103 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0695017 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.316153 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0440042 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.375137 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.301353 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.185949 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.43467 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.531601 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.151094 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.22154 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.39195 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.239092 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0127875 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0567114 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0857003 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0532685 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.127914 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0212005 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0701071 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0258634 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0395403 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0156401 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.116008 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.330709 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0485207 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.107979 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.260864 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.01006 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.187417 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.838531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0643517 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.606032 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.286755 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.629384 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.111745 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0612489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.334157 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.164853 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.397472 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.832 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.745295 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.229181 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0124507 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.195326 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.3442 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.493025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0795876 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.2288 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.314282 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.150643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.239799 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.107369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.486722 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.502822 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.611957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.929303 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),1.36416 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.828023 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.717944 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.242344 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.323318 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.219846 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.446893 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.0574179 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.137827 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.239347 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.37532 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.167954 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.708726 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.60911 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0519337 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.528304 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.457813 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.660447 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.965018 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.0704272 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),1.42206 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.997419 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.729129 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.293909 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.561454 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.220363 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.403803 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.100507 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.12689 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.0997595 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.596564 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.307622 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.585564 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-1.53452 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.131202 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.275414 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.0862462 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.495092 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.979721 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),1.00164 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),1.58632 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.49411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.542924 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.299803 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.772271 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.16114 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.01588 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.684698 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.923325 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.856158 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.819116 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.36298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.192634 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.515149 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.856236 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.59032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.176043 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.745484 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.57635 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.843324 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.688253 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.505019 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.838599 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.958286 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.877694 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.78974 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.731201 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-1.29901 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.641184 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.825626 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-1.64975 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-1.52586 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-2.38329 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.31808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.432738 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.672874 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.928641 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.872478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.15957 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.000363443 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.870859 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.850249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.110814 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.224629 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.00912163 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0903927 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.158077 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.305399 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.171788 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.362718 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.115598 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.156735 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.0725236 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.0728113 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.214062 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.314057 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.12232 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.785781 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.923036 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.856546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.111875 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.176304 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.468097 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.403959 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.183543 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.588714 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.379048 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.642021 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.140368 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.37077 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.22843 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.409642 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.914691 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.826626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0922102 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.204373 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.00797823 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.058354 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.184553 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.517107 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.299463 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.570413 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.103453 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.914691 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.829492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0946757 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.206845 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.00511188 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.293357 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.190558 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.522314 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.302611 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.575621 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.116424 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.29383 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.44488 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.960188 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.256671 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.455635 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.395547 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.289397 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.163008 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.354114 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.00969321 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0844387 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.31323 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.144603 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.139097 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.0354015 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.247773 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.186384 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.114663 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.112152 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.42037 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.199829 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.308423 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.224746 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.146979 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.195263 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.273557 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.254421 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.325187 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.238722 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.50635 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.534572 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.258097 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.088237 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.146337 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.287504 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.329479 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.330807 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.290741 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.430474 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.15803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.373702 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.418439 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.16049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.35078 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.604592 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.542721 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.60229 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.533731 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.589234 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.688254 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.633758 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.776531 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.735253 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.565019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0866689 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.00899313 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0357232 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0251953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.116262 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.282222 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.150337 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.182101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.0701477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.192291 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.259244 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.209666 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.531099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.141825 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.332307 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.867887 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.826648 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.711629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.128281 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.204395 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.25996 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.109242 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.164745 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.2246 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.194807 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.170585 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0444417 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.261231 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.298264 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.499358 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.489555 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.24609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.488751 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.242994 # DEPENDENCYPART_GRANDPAR
