# _root_ The new offer , which seeks 50.3 % of the cellular and broadcasting concern , is for $ 125 a share for 22 million LIN shares .
#goldHeads=3,3,16,3,6,3,8,6,8,14,14,11,12,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
#predictedHeads=3,3,16,3,6,3,8,6,8,14,14,11,14,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
(16,11),(16,19),-0.120455 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.00755618 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.111605 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.127283 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.143594 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0800356 # DEPENDENCYPART_SIBL
(16,11),(16,27),0.0171057 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0274575 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0399273 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.131803 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00644872 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.02029 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0545501 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.13035 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00644872 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.057866 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.042852 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.0455419 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.111554 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.987815 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0660935 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0283537 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0182443 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0428057 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.106124 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0283537 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.04616 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0244281 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0212661 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.00739844 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0433423 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0221319 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0282229 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0381978 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.096784 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0221319 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0415521 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0198232 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0128597 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0373955 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0770537 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0367994 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0929877 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0704998 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0770537 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0963677 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0608152 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0859555 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0582691 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.20834 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0703919 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0398437 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.114249 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0638106 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0726778 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.248065 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.024895 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0805378 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.117848 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0871564 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0480388 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0224043 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.356086 # DEPENDENCYPART_SIBL
(16,18),(16,27),0.00796215 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.17059 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.126673 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.13711 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0321129 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.375862 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0526396 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0311614 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.105698 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.125369 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.354107 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0152995 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0638106 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0726778 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.248065 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.024895 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.035476 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.376238 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0556663 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.370117 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.0533598 # DEPENDENCYPART_SIBL
(16,26),(16,27),-0.0428961 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.23999 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.645129 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0747887 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.272422 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.293464 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.827955 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.602981 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0223994 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.37622 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.26512 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.708652 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0282524 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.488744 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.503919 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.99186 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.138331 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.142604 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.22463 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.26766 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.708205 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.66617 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.109548 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.214333 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0414159 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0272641 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.00481791 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.00784487 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0252642 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0536266 # DEPENDENCYPART_SIBL
(18,3),(18,26),0.0238293 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0682239 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.225363 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0484099 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0292781 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00719437 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0123588 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0322583 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0464855 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.0282685 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0653294 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.196853 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.187134 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0806431 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.172465 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.226606 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.249647 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.183691 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.211297 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00170592 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.156138 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0925845 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0887695 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.276404 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0264357 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0236914 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.044324 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0962567 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.077664 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0759185 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0429065 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.050324 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.095126 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.235178 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.127278 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.212697 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0461866 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0644645 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0633825 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.179432 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.21581 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.238827 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.00674089 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.00722441 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.048224 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.0384997 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0368388 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.17768 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0300957 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0188128 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0479563 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0367248 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0457566 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0710006 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0205049 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0143157 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.114339 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.194093 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0544807 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.193673 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0370175 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0228101 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0629907 # DEPENDENCYPART_SIBL
(21,11),(21,26),0.0706116 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00868065 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.388992 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0650595 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0171175 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.018833 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.00059888 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.396185 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.108621 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0245103 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0091245 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0364923 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.24872 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.12429 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0659528 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.213401 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.139452 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.141021 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0876453 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0840405 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.136697 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.126229 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.109558 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.127444 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0755077 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0212918 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.26766 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.391443 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.708205 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.28487 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.66617 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.717071 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0220292 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.116411 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0142324 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0102898 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0570386 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0998427 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0387611 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.0396618 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.160872 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.075745 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0197525 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0357606 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0998427 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0387611 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0396618 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.033761 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0419417 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0155725 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.05098 # DEPENDENCYPART_SIBL
(26,10),(26,11),0.0511276 # DEPENDENCYPART_SIBL
(26,10),(26,18),0.179372 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.421475 # DEPENDENCYPART_SIBL
(26,10),(26,21),0.035155 # DEPENDENCYPART_SIBL
(26,10),(26,23),0.0979733 # DEPENDENCYPART_SIBL
(26,10),(26,24),0.0246703 # DEPENDENCYPART_SIBL
(26,10),(26,25),0.102564 # DEPENDENCYPART_SIBL
(26,10),(26,27),-0.188388 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.0166946 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.172475 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.0278238 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.163187 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.21205 # DEPENDENCYPART_SIBL
(26,11),(26,25),0.0239274 # DEPENDENCYPART_SIBL
(26,11),(26,27),-0.211111 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.101045 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0457509 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.0770087 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.150621 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.159619 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.107754 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.00322568 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.00141312 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0323806 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0786968 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0826553 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.172581 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.213335 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.0680609 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0743971 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.271566 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.225413 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0597708 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.195295 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0382837 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0513819 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.029754 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0981313 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.454942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-1.15536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.283062 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.428234 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0496518 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.482478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-1.24034 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.483598 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.492234 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.707327 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.423219 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.49051 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.191691 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.154002 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.39682 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.202581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),1.96833 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.332222 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0271758 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-1.08013 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.244913 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0254588 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.201289 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-1.10259 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.276169 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.207189 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.58241 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.221125 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.240853 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.477907 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.412877 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.435062 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.056294 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),9.22809e-05 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),2.13459 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.225537 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.186453 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0306349 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0899229 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-1.54665 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.109822 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.43638 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.455785 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-1.28881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.436192 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.506215 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.687828 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.40093 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.430562 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.204761 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0871532 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.572243 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.373656 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.26943 # DEPENDENCYPART_GRANDPAR
(0,8),(8,26),-0.119337 # DEPENDENCYPART_GRANDPAR
(0,8),(8,27),1.9436 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.283943 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0676081 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-1.09626 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0478605 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.48302 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.208863 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.435754 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-1.68807 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.356111 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.770009 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.766764 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.569199 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.103176 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.347984 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.373142 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.391543 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.268732 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.00859881 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.707624 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.201296 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),-0.14709 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),2.27172 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.175274 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.658193 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.266233 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.674755 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.684144 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.991283 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.792953 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.82328 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.353418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-1.12727 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-1.04317 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.762463 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.55345 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-1.01202 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.733592 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-1.12173 # DEPENDENCYPART_GRANDPAR
(1,6),(6,26),-0.770527 # DEPENDENCYPART_GRANDPAR
(1,6),(6,27),-2.01097 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.1132 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.07538 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.0809135 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.852507 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.114879 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.377696 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.596906 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.509437 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.817879 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.630737 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.363469 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.553141 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.398693 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.94573 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.872124 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.528795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.479482 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.652903 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.242722 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-0.822324 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.13238 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.43431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0110566 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.743744 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.338277 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.52906 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.402011 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.375439 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.773459 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.56278 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.303765 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.477714 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.367219 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.887607 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.834615 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.553691 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.448889 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.856749 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.677799 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-0.253672 # DEPENDENCYPART_GRANDPAR
(2,8),(8,27),-0.663823 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.764465 # DEPENDENCYPART_GRANDPAR
