# _root_ Now in its 13th day , the strike has idled about 55,000 machinists and has started to delay delivery of some jetliners .
#goldHeads=2,9,5,5,2,9,8,9,0,9,13,11,10,9,14,15,16,17,18,19,22,20,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,13,11,10,9,14,15,16,17,18,19,22,20,9,
(16,19),(16,20),-0.0657591 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.276943 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0210974 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.200381 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.155341 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0795594 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0168343 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.100123 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0811634 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0367639 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0564935 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0566245 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0378836 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0502271 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0168587 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.691389 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0143865 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.665157 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.163239 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.750267 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.263921 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.039244 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0220969 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0679054 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0809351 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0875041 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.118595 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00899637 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.437559 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0901375 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.215573 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.238311 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.218314 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.116351 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.049408 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0162424 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0442308 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.100203 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.114921 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0318148 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0229717 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0338469 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.104855 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00479283 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0236164 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0141719 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0741327 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0373571 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0567727 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.072561 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0103179 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00635075 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0671702 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0460161 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0168571 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.129593 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.02343 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.482394 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.375607 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.728875 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.278612 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0158769 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.835944 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.415237 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.207629 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),1.05494 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.660815 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.729703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.291497 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.15697 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.765305 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0529155 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.465053 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0551229 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.946981 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.327391 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),1.09984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.645632 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.440486 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0194731 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),1.1929 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.214149 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.360123 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0895054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.778258 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0268898 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.255198 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.160645 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.195072 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.496398 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.640486 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.416882 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.803572 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.322962 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.189568 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.845258 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.509284 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0787599 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.389229 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.849714 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.363641 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.106892 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0126275 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.165094 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.297279 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.41108 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),1.5063 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.794182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.380569 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.389119 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),1.11353 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.349078 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.24409 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.302509 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.712003 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.366182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.22475 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0536981 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0541087 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.149929 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.302007 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.0928369 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.165875 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.45852 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.141204 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),1.38822 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.640486 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.416882 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.189568 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.845258 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0787599 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.0728325 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-1.00125 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.692453 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.196366 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.607891 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.297279 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.41108 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.151179 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.207557 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.38719 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.0233455 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),1.5063 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.1963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.200647 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.126984 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0841666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.159555 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.214874 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0239748 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.307468 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.44048 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0320644 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-1.14259 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.11575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.362245 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.262352 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.11809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),-0.200989 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.229341 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.14742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.136928 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.153673 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.356256 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.346733 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.885473 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.470294 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0966888 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.364494 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.409215 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.499444 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.0520349 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.198107 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.499443 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.751415 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-1.14863 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.06076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.195993 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.288999 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.398692 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.135383 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.485138 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.707282 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.26542 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.214004 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.525542 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.617584 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.373669 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),0.0991772 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.329874 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.335247 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.27305 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.24303 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.503956 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.039664 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.283271 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.104004 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.427066 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.68993 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.39133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.0319653 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.240993 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.620505 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.688143 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.714779 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.556217 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-1.98091 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.480769 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.36328 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0945515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.522453 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.791418 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.051607 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.648192 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.618081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.985831 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.718928 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0641531 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.640042 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.350298 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0173729 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.134658 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.540916 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0254456 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0563676 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.280691 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.623519 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.758157 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-1.39524 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),1.06117 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.771003 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.549316 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.175865 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.497107 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0503117 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.165769 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.563025 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.071959 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.17444 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.31363 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.654631 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.683535 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.460705 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.938141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.346145 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.230191 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.214835 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.295645 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-1.17392 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.814192 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.165201 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.743275 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.607976 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0613196 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.102855 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.618994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.64746 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.704636 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-1.65096 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.538375 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.686959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,5),0.278085 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.120756 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.939582 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.336554 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0335059 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.705031 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.70926 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.302019 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0508318 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.638839 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.822715 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.665924 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-1.18236 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-1.17776 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-1.00031 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.819894 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-1.68322 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.633429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,8),-0.431474 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.167342 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.957922 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.333681 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0599339 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.540988 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.91846 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.656049 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-1.17155 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.727773 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-1.72099 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.454254 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.622748 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.839347 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.461043 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-1.24583 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-1.24931 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.199199 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.69024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.623707 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.542409 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.791239 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.838357 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.991378 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.22237 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.883842 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.20593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.310183 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.163883 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.463815 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.7851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.643242 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.20957 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.24825 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-1.06972 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.28397 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.46841 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.74347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-1.19314 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.138878 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.138176 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.567321 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.23601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.722061 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.622918 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.667896 # DEPENDENCYPART_GRANDPAR
(5,1),(1,23),-1.50595 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.205799 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0339971 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.346621 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.31498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.738273 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.666327 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.676705 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.574821 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.80554 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.71101 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-1.51452 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.21519 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.247222 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.709224 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.167874 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.118954 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.764305 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.659612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.287244 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.629447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.376233 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.532496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.201807 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0626416 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.104097 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.017772 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.213295 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0694485 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.147418 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.337708 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.119224 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.807032 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.58897 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.83507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.539221 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.262392 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.641264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.238165 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0883955 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.00706852 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.159945 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.206255 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.125009 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0496828 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0642851 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.508916 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.0803582 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.366535 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-1.18101 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.711138 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.768972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.646426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.218976 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.135317 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0191967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0812572 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.199874 # DEPENDENCYPART_GRANDPAR
