# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(18,6),(6,37),-0.590678 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.592106 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.408161 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.368383 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.017252 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.18031 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.312148 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),0.326399 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.472451 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0105943 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.198322 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.00891002 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.338079 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.210961 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.515113 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.241194 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.13624 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.271191 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.0668916 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.461824 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.320986 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.336671 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.125061 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.343626 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.299355 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.156289 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.294378 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.158984 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.952449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),0.143741 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.415355 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.552746 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.30543 # DEPENDENCYPART_GRANDPAR
(18,9),(9,32),-0.739161 # DEPENDENCYPART_GRANDPAR
(18,9),(9,36),-1.04879 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.425057 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.59838 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.436295 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.110632 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.427507 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.221081 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.053968 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.377029 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.370047 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.211738 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.504835 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.261284 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.2771 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.298091 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.0403251 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.343944 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.303046 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.155969 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.294695 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.140403 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.952455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.143736 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.415355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,36),-1.04879 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.354097 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.472588 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.0449652 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.205964 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.614201 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.517994 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0114671 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.0279302 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.00774257 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0247037 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0402943 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.307294 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.106327 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.424591 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.961508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),0.212509 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.467816 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.717309 # DEPENDENCYPART_GRANDPAR
(18,12),(12,37),-0.665315 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.233299 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.657298 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.114385 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.07603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.0124808 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.622014 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.56476 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.41311 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.930265 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.314791 # DEPENDENCYPART_GRANDPAR
(18,14),(14,30),-0.314526 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0116384 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.264602 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0506803 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.42235 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.960829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.214208 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.614159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.467137 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.71663 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.288267 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.170273 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0795706 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.361402 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),0.0975277 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.0253576 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.157628 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.297069 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.230797 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.459675 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.0603887 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.475525 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.737016 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.118008 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0411423 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.15703 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.101198 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.523452 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.100353 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.605331 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.47104 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),0.137484 # DEPENDENCYPART_GRANDPAR
(18,21),(21,35),-0.561182 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.450888 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.687813 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.609254 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.00338082 # DEPENDENCYPART_GRANDPAR
(18,23),(23,30),0.747211 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.224399 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.636638 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-0.521469 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-0.563988 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-0.539368 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-0.480822 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-0.830805 # DEPENDENCYPART_GRANDPAR
(18,25),(25,8),-0.675001 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.458604 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.458455 # DEPENDENCYPART_GRANDPAR
(18,25),(25,11),-0.469686 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.628621 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.343712 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.406076 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.709761 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),0.027094 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.488488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.313399 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.124341 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.044172 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.179684 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.0122219 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.217095 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.131922 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.3576 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.00259539 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.326332 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),0.309952 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.307624 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.25466 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.459511 # DEPENDENCYPART_GRANDPAR
(18,25),(25,34),-0.692184 # DEPENDENCYPART_GRANDPAR
(18,25),(25,35),-0.329159 # DEPENDENCYPART_GRANDPAR
(18,25),(25,36),-0.962682 # DEPENDENCYPART_GRANDPAR
(18,25),(25,37),-0.128559 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.375386 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.002144 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.030605 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.45653 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),0.168175 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.550393 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.442354 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.602925 # DEPENDENCYPART_GRANDPAR
(18,27),(27,34),-1.01726 # DEPENDENCYPART_GRANDPAR
(18,27),(27,35),-0.567035 # DEPENDENCYPART_GRANDPAR
(18,27),(27,36),-0.849013 # DEPENDENCYPART_GRANDPAR
(18,27),(27,37),-0.207682 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),-0.336459 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.0608931 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.431712 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.0876136 # DEPENDENCYPART_GRANDPAR
(18,29),(29,34),-0.875878 # DEPENDENCYPART_GRANDPAR
(18,30),(30,1),-0.440347 # DEPENDENCYPART_GRANDPAR
(18,30),(30,2),-0.934399 # DEPENDENCYPART_GRANDPAR
(18,30),(30,3),-0.60808 # DEPENDENCYPART_GRANDPAR
(18,30),(30,5),-0.43127 # DEPENDENCYPART_GRANDPAR
(18,30),(30,6),-0.444405 # DEPENDENCYPART_GRANDPAR
(18,30),(30,7),-0.792185 # DEPENDENCYPART_GRANDPAR
(18,30),(30,8),-0.640915 # DEPENDENCYPART_GRANDPAR
(18,30),(30,9),-0.422234 # DEPENDENCYPART_GRANDPAR
(18,30),(30,10),-0.43124 # DEPENDENCYPART_GRANDPAR
(18,30),(30,11),-0.433316 # DEPENDENCYPART_GRANDPAR
(18,30),(30,13),-0.584315 # DEPENDENCYPART_GRANDPAR
(18,30),(30,14),-0.268491 # DEPENDENCYPART_GRANDPAR
(18,30),(30,15),-0.368241 # DEPENDENCYPART_GRANDPAR
(18,30),(30,17),0.0661169 # DEPENDENCYPART_GRANDPAR
(18,30),(30,18),-0.504694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,30),(30,19),0.204855 # DEPENDENCYPART_GRANDPAR
(18,30),(30,20),-0.175923 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),0.00257787 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),-0.291284 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),-0.00863322 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),-0.257712 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),0.150486 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.209618 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),-0.507939 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.126194 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.383577 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.293816 # DEPENDENCYPART_GRANDPAR
(18,30),(30,32),-0.266429 # DEPENDENCYPART_GRANDPAR
(18,30),(30,33),-0.515816 # DEPENDENCYPART_GRANDPAR
(18,30),(30,34),-0.7578 # DEPENDENCYPART_GRANDPAR
(18,30),(30,35),-0.436495 # DEPENDENCYPART_GRANDPAR
(18,30),(30,36),-0.994049 # DEPENDENCYPART_GRANDPAR
(18,30),(30,37),-0.206136 # DEPENDENCYPART_GRANDPAR
(18,31),(31,28),-0.149653 # DEPENDENCYPART_GRANDPAR
(18,31),(31,32),-0.444814 # DEPENDENCYPART_GRANDPAR
(18,31),(31,33),-0.703299 # DEPENDENCYPART_GRANDPAR
(18,31),(31,35),-0.642443 # DEPENDENCYPART_GRANDPAR
(18,32),(32,26),-0.436056 # DEPENDENCYPART_GRANDPAR
(18,32),(32,27),-0.619172 # DEPENDENCYPART_GRANDPAR
(18,32),(32,28),-0.396411 # DEPENDENCYPART_GRANDPAR
(18,32),(32,29),-0.55704 # DEPENDENCYPART_GRANDPAR
(18,32),(32,31),-0.805623 # DEPENDENCYPART_GRANDPAR
(18,32),(32,33),-0.522017 # DEPENDENCYPART_GRANDPAR
(18,32),(32,34),-0.722598 # DEPENDENCYPART_GRANDPAR
(18,32),(32,35),-0.361324 # DEPENDENCYPART_GRANDPAR
(18,32),(32,36),-0.930805 # DEPENDENCYPART_GRANDPAR
(18,32),(32,37),-0.0949113 # DEPENDENCYPART_GRANDPAR
(18,35),(35,26),0.000539536 # DEPENDENCYPART_GRANDPAR
(18,35),(35,27),-0.434805 # DEPENDENCYPART_GRANDPAR
(18,35),(35,28),-0.123735 # DEPENDENCYPART_GRANDPAR
(18,35),(35,29),-0.373047 # DEPENDENCYPART_GRANDPAR
(18,35),(35,31),-0.611259 # DEPENDENCYPART_GRANDPAR
(18,35),(35,32),-0.470893 # DEPENDENCYPART_GRANDPAR
(18,35),(35,33),-0.478288 # DEPENDENCYPART_GRANDPAR
(18,35),(35,34),-0.527573 # DEPENDENCYPART_GRANDPAR
(18,35),(35,37),-0.211206 # DEPENDENCYPART_GRANDPAR
(18,36),(36,35),-0.619096 # DEPENDENCYPART_GRANDPAR
(18,36),(36,37),-0.295957 # DEPENDENCYPART_GRANDPAR
(18,37),(37,35),-0.554757 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.43742 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.36384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.15576 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.911434 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.201384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.480876 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0333022 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.421127 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.793272 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.638978 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.161449 # DEPENDENCYPART_GRANDPAR
(19,21),(21,35),-0.222569 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0897452 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.33442 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.848548 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.298725 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.269994 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.397623 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.859469 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-1.1561 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-1.36018 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-1.43384 # DEPENDENCYPART_GRANDPAR
(19,25),(25,6),-0.885434 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-1.28526 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-1.1328 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-1.09389 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-1.03592 # DEPENDENCYPART_GRANDPAR
(19,25),(25,11),-1.07013 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-1.50261 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.660281 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-1.33418 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-1.29888 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.996558 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.933797 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.86867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.445388 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.56365 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.316065 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.345445 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.211102 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0636138 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.515303 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.495469 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.589437 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.233212 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.392498 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),0.146804 # DEPENDENCYPART_GRANDPAR
(19,25),(25,33),-0.823298 # DEPENDENCYPART_GRANDPAR
(19,25),(25,34),-1.39714 # DEPENDENCYPART_GRANDPAR
(19,25),(25,35),0.0451558 # DEPENDENCYPART_GRANDPAR
(19,25),(25,36),-0.96861 # DEPENDENCYPART_GRANDPAR
(19,25),(25,37),-0.719655 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.349994 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.396781 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.460975 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.211752 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.0813455 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.182827 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.00863213 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.29029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.80248 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.615908 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.896667 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.426501 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.318419 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.164075 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0111654 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.389035 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.233837 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.631684 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.596381 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.488853 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.390052 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-1.09507 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-1.61176 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-1.0891 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-0.820543 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-0.731603 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-0.897169 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-0.894419 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.22039 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.870553 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-1.04117 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-1.2488 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.931517 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.956544 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.67866 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.581997 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-1.06305 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.580751 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.81384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.201898 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0136294 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.111226 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.374582 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.313817 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.77484 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.169782 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.652355 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.445045 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.410451 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-0.499751 # DEPENDENCYPART_GRANDPAR
(21,25),(25,34),-0.986159 # DEPENDENCYPART_GRANDPAR
(21,25),(25,35),-0.457507 # DEPENDENCYPART_GRANDPAR
(21,25),(25,36),-1.06904 # DEPENDENCYPART_GRANDPAR
(21,25),(25,37),-0.552953 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.0272418 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.294864 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.875591 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.296679 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.637367 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.695535 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.515967 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.647006 # DEPENDENCYPART_GRANDPAR
(21,27),(27,34),-1.19551 # DEPENDENCYPART_GRANDPAR
(21,27),(27,35),-0.517473 # DEPENDENCYPART_GRANDPAR
(21,27),(27,36),-0.889118 # DEPENDENCYPART_GRANDPAR
(21,27),(27,37),-0.566958 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),-0.0481717 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.337577 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.463005 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.350263 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-1.07988 # DEPENDENCYPART_GRANDPAR
(21,30),(30,1),-1.06277 # DEPENDENCYPART_GRANDPAR
(21,30),(30,2),-1.1206 # DEPENDENCYPART_GRANDPAR
(21,30),(30,3),-1.67317 # DEPENDENCYPART_GRANDPAR
(21,30),(30,5),-1.03444 # DEPENDENCYPART_GRANDPAR
(21,30),(30,6),-0.822011 # DEPENDENCYPART_GRANDPAR
(21,30),(30,7),-0.722301 # DEPENDENCYPART_GRANDPAR
(21,30),(30,8),-0.892564 # DEPENDENCYPART_GRANDPAR
(21,30),(30,9),-0.897172 # DEPENDENCYPART_GRANDPAR
(21,30),(30,10),-1.23104 # DEPENDENCYPART_GRANDPAR
(21,30),(30,11),-0.873306 # DEPENDENCYPART_GRANDPAR
(21,30),(30,13),-1.03279 # DEPENDENCYPART_GRANDPAR
(21,30),(30,14),-1.23018 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-0.932804 # DEPENDENCYPART_GRANDPAR
(21,30),(30,17),-0.669093 # DEPENDENCYPART_GRANDPAR
(21,30),(30,18),-0.583465 # DEPENDENCYPART_GRANDPAR
(21,30),(30,19),-1.12446 # DEPENDENCYPART_GRANDPAR
(21,30),(30,20),-0.557408 # DEPENDENCYPART_GRANDPAR
(21,30),(30,21),-0.655693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,30),(30,22),-0.0977543 # DEPENDENCYPART_GRANDPAR
