# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,27,28,9,
(14,18),(18,20),-0.45322 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.0221575 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0741279 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-6.51667e-05 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.500176 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.103119 # DEPENDENCYPART_GRANDPAR
(14,18),(18,28),0.190531 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.205894 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.527329 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.0368409 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.262593 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.35171 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.474312 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.499675 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.379323 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.298744 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.983442 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-1.19102 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.755491 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-1.34194 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-1.14956 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-1.11989 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.82822 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.854986 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.834954 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.931999 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.76565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.328622 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),1.20474 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0811213 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.422584 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.307898 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.198302 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.262338 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0267365 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.347827 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.439097 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),0.0763075 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.0349855 # DEPENDENCYPART_GRANDPAR
(14,21),(21,29),-0.2283 # DEPENDENCYPART_GRANDPAR
(14,21),(21,30),-1.26267 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.987147 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.797629 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.8275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),1.34646 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.216409 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.263904 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.227857 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.460244 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.667286 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.397801 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.307946 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-0.69523 # DEPENDENCYPART_GRANDPAR
(14,22),(22,30),-1.31945 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.762906 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.549208 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.499373 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.409661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.56879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.457079 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.08823 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.872429 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.935787 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.886839 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.871753 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.866085 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.680327 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.539444 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.58296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.487076 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.016 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.889544 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.934124 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.941626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.8938 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.97604 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.12076 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.17586 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.19991 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.11633 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.818942 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.16412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.464988 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.349599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.517755 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.484584 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.430319 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.401013 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.442626 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.417923 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.386311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.636609 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.318956 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.453069 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.382761 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.299849 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.313445 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.336939 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.408948 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),-0.359914 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.254506 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.46347 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.346505 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.402046 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.39055 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.227302 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.374858 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.636938 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.420927 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.06272 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.997024 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.09047 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-1.17446 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-1.03714 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-1.04924 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-1.04575 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.10459 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.988893 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.991897 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.883308 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.09653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.123821 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.656197 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.451018 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.445811 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.269807 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.244439 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.382585 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.365866 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.533642 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.565494 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.372745 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),-0.366689 # DEPENDENCYPART_GRANDPAR
(15,21),(21,30),-0.840389 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.70092 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.237896 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.721944 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.627294 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.84807 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.818359 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.736526 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.294011 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.189442 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),-0.759755 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.669464 # DEPENDENCYPART_GRANDPAR
(16,1),(1,30),-1.38115 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.548088 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.381344 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.522716 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.711196 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.559595 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.29577 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0296263 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.0889233 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.2658 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.49215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,1),-0.587378 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.635232 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.179609 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0478838 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.355433 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.184761 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.170278 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0613644 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.442025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0282533 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.194259 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.58205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.927016 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.760479 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.872355 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.877362 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-1.02511 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-1.41385 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0387347 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.139128 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.00960726 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.50621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.758787 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.668197 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.776622 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.834603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.948814 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.220371 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.140569 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.42031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.750708 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.642664 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.757271 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.784959 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.100951 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.535852 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.326894 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.422279 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.325125 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.263546 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.5763 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.670105 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.236793 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.577219 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.212106 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.492497 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.389396 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.21977 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.503867 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.281901 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.712074 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.330752 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.52998 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.30092 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.19353 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.445036 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.23662 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.31758 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.22916 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.858587 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.490236 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.388441 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.712997 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.81633 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.33113 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.856468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.203902 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0479878 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.316847 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.328064 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.348118 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.358201 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.281226 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.598653 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.276102 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.545273 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.475135 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),-1.07718 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.3848 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.882557 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.915058 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.848021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,19),-0.258618 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.49677 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.446985 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.18075 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.615822 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.419291 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.637135 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.618109 # DEPENDENCYPART_GRANDPAR
(16,22),(22,30),-0.990868 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.368772 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.19597 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.40122 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.224493 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.598567 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.396886 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.571915 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.49693 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.630182 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.449724 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.714358 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.618975 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.668229 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.434972 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.38486 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.245932 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.716652 # DEPENDENCYPART_GRANDPAR
(16,25),(25,29),-0.394487 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.474113 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.200104 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.392706 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.653135 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.605597 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.567837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.388072 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.73731 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.242487 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0398585 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.150844 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.12759 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.266672 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),0.14604 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.658246 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0980151 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.716252 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.717658 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.754025 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.94933 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.556494 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.553107 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.731816 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.723002 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.61112 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.609786 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.552076 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.89313 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.609468 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.862813 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.666646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.702139 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.26768 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.422123 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.175175 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.06623 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.0111286 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.0385407 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),0.245688 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.46515 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-1.20444 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.714523 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.699704 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.568902 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.623894 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.690705 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.263277 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.127536 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.0845527 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0144234 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.190536 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),0.132506 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),-0.593146 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-1.08793 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.0489401 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.0444266 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.0899378 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.311575 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),0.118966 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.704963 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.169203 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0280225 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.0844589 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.344079 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),0.00825425 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.742958 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.128827 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.184903 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.311005 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.311961 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.177237 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.707308 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.0696064 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.171875 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.613084 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.13992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.16474 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.498313 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.341174 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.442746 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.509961 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.457235 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.433554 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.71304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.0821847 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.00838 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.56217 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.10235 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.12445 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.5229 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.50069 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.25673 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.06014 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.12908 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.23963 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.909983 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.09787 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.19073 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.08718 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.866375 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.676796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.501642 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.417363 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.315655 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.0872135 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.0811423 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.201756 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),0.327022 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),0.00240732 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.379086 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.03412 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.24922 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.954272 # DEPENDENCYPART_GRANDPAR
