# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,15,27,27,24,14,
(12,14),(14,23),-0.602365 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.784544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-1.26936 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0842878 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.330286 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.143761 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.284314 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.0611201 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.267303 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.0822767 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.27084 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.161448 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.504024 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.305526 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.259585 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),0.0603374 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.392062 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.659425 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.890642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.224878 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),0.239497 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.298402 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),0.0581298 # DEPENDENCYPART_GRANDPAR
(14,2),(2,28),-0.857065 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.0522949 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.0888417 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.061622 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.125077 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0156828 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.391138 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.428533 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.0827261 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.241052 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.09118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,5),0.256924 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.156146 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.597301 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.430206 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.752701 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.103844 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0655705 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.475 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0599628 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.154896 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.595784 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.428959 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.487707 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.535004 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.751184 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.02001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,1),-0.0946518 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.0499288 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.465452 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.0549305 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.133407 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.593967 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0436469 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.429151 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.489423 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0490624 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.535911 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.749368 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.02001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.376204 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.564018 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.0297991 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.570853 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.39484 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),-0.495823 # DEPENDENCYPART_GRANDPAR
(14,6),(6,28),-0.980483 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0697101 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.0936693 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.455138 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0395414 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.234882 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.113025 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.350386 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.141079 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.244069 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0753548 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.421291 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.867335 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.897018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.23125 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.454496 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),0.230657 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.46631 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.304794 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),0.0468878 # DEPENDENCYPART_GRANDPAR
(14,9),(9,27),-0.707237 # DEPENDENCYPART_GRANDPAR
(14,9),(9,28),-0.863431 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.217405 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.11269 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.427698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.10233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.390599 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.570371 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.609376 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.0237808 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.153797 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0627788 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.54637 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.743585 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.02001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.376204 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.564018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.029799 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.02385 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.570853 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.394855 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-1.17166 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.495824 # DEPENDENCYPART_GRANDPAR
(14,11),(11,28),-0.980483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.117967 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0856745 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.279799 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.650766 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.02002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,2),-0.22606 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.368158 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.192829 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.30266 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.0292628 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.0520532 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.0539815 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.401067 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.0905898 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.126138 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.520032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.161234 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.618414 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.16127 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.444009 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.173168 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.258264 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.00737872 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.510784 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.299735 # DEPENDENCYPART_GRANDPAR
(14,15),(15,27),0.204658 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),-0.490273 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.481161 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.554876 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.0952932 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.20629 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.552669 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.103128 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0606998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.71503 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.100895 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0130429 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.888529 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.665331 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.044259 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.563664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.255026 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.00293363 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.624039 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.182601 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.171965 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.0802468 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),0.0290715 # DEPENDENCYPART_GRANDPAR
(14,17),(17,28),-0.767095 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0997612 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.366124 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0616815 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0239294 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.673591 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.248758 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0486793 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.466202 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.298368 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.00894377 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.539035 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.387282 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0301531 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.0410684 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.171393 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.671768 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.433561 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.615088 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.106398 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.0260878 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.396374 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.61566 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.517026 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.684594 # DEPENDENCYPART_GRANDPAR
(14,23),(23,15),0.144208 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.112765 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.364897 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.283121 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.0517911 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.407278 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.395918 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.0355288 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.505957 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.431711 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.236042 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.676068 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.0658963 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.607952 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.384028 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.193702 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.0840766 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.54251 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.125798 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.123237 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.147953 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.372289 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.243679 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.00801914 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.175298 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.180049 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.397836 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.219476 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.08478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,17),-0.158249 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.665849 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-0.168807 # DEPENDENCYPART_GRANDPAR
(15,2),(2,28),-0.857652 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.181194 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.193847 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.330875 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.330403 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.355123 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.486341 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.219334 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.379766 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.39469 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.270449 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0688135 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.158739 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.709096 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.123018 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.0830867 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.0970367 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.100572 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.201195 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.0194467 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.122584 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.167199 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.0691755 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.15468 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.709103 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.129527 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.130293 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.102209 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.300925 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.102138 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.201158 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.118523 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.021757 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.127756 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.168155 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.04156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.229478 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.155055 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.586109 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.59618 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.638168 # DEPENDENCYPART_GRANDPAR
(15,6),(6,28),-0.803435 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.255249 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.0662372 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.722276 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.150425 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.147157 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.17461 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.307509 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.547593 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0397189 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.181034 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.170659 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.30267 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.192832 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.08481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.294962 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.159536 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.644135 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.665892 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.171297 # DEPENDENCYPART_GRANDPAR
(15,9),(9,27),-0.775528 # DEPENDENCYPART_GRANDPAR
(15,9),(9,28),-0.857672 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.332137 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.342126 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.445909 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.187668 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.944375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.126848 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.519124 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.146843 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.208268 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.22289 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0127103 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.134096 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.167175 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.04156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.229478 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.155054 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.54326 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.586109 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.596195 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.513884 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.638169 # DEPENDENCYPART_GRANDPAR
(15,11),(11,28),-0.803435 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.171989 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.228075 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.254772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.185539 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.171414 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.0926495 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.177514 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.766118 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.266457 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.267851 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.290775 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.430353 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.242243 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.315536 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.315157 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.317218 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.4559 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.0618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.193557 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.314806 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.538783 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.491129 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.494885 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.662404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.350782 # DEPENDENCYPART_GRANDPAR
(15,14),(14,28),-0.828302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.611628 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.892805 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.516136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.240565 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0459865 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.00759031 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.130931 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0685619 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.10644 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.172333 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.336601 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.582149 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.200131 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0655148 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.201014 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.165255 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0652337 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.0800832 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.094254 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.0543563 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),0.0888064 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.315001 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.197424 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.120044 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.00887829 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.21271 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.867514 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.524635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.159023 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.223735 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0607621 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.223713 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0424419 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.157828 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.109981 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0476565 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.148433 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.237044 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.445122 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.228395 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.22009 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.269473 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.214255 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.139545 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0590962 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.0834272 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.0466176 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.147883 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.570037 # DEPENDENCYPART_GRANDPAR
