# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(13,7),(7,4),-0.144206 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.297391 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.430716 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.147549 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.227942 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.0817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.582081 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.316372 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.641404 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.363774 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0990266 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.410456 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.416242 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.04042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.535651 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.275069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.586532 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.597617 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.663304 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.190141 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.315975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.641156 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.928372 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.616528 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.441273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.041865 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.119307 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0290968 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0958126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.287024 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.0836134 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.270713 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.209151 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.129476 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),0.111547 # DEPENDENCYPART_GRANDPAR
(13,15),(15,30),-0.195488 # DEPENDENCYPART_GRANDPAR
(13,15),(15,32),-1.05184 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.0982259 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.280764 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.327544 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.19825 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0190029 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0894989 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.171868 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.427952 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.111242 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.085332 # DEPENDENCYPART_GRANDPAR
(13,16),(16,30),-0.292788 # DEPENDENCYPART_GRANDPAR
(13,16),(16,32),-1.17019 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.289139 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0956179 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.27657 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0787901 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.186935 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.0350849 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.38919 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.488604 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.253718 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.107604 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.202514 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.0956785 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),0.0630188 # DEPENDENCYPART_GRANDPAR
(13,18),(18,29),-0.590409 # DEPENDENCYPART_GRANDPAR
(13,18),(18,30),-0.260614 # DEPENDENCYPART_GRANDPAR
(13,18),(18,32),-1.06758 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.127201 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0199665 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.174857 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.357362 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),0.030805 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.0714461 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.198643 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0733319 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0266159 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.257047 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.238821 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.453396 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.554711 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.312946 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.024164 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),0.0770554 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),-0.0988779 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.668812 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.517254 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.560577 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.139519 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.100925 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.120223 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.301239 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.232031 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.0476344 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.249616 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.0743918 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.555693 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.302027 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.217257 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.266397 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.210502 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),-0.327095 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.206051 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.0789038 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.288095 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.239234 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.455099 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.237391 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.353007 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),-0.205632 # DEPENDENCYPART_GRANDPAR
(13,24),(24,28),0.0430779 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.59652 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.336943 # DEPENDENCYPART_GRANDPAR
(13,24),(24,31),-0.272693 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.0962587 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.294955 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.526686 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.32752 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),0.0956004 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),-0.10664 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),-0.201668 # DEPENDENCYPART_GRANDPAR
(13,25),(25,29),-0.669173 # DEPENDENCYPART_GRANDPAR
(13,25),(25,30),-0.259285 # DEPENDENCYPART_GRANDPAR
(13,25),(25,31),-0.31142 # DEPENDENCYPART_GRANDPAR
(13,25),(25,32),-0.999584 # DEPENDENCYPART_GRANDPAR
(13,26),(26,17),-0.117467 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),-0.389386 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),-0.315942 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.543275 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.335457 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),-0.328583 # DEPENDENCYPART_GRANDPAR
(13,26),(26,28),-0.196774 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),-0.582884 # DEPENDENCYPART_GRANDPAR
(13,28),(28,29),-0.249616 # DEPENDENCYPART_GRANDPAR
(13,28),(28,30),-0.416614 # DEPENDENCYPART_GRANDPAR
(13,28),(28,31),-0.0743918 # DEPENDENCYPART_GRANDPAR
(13,29),(29,22),-0.225358 # DEPENDENCYPART_GRANDPAR
(13,29),(29,25),-0.206967 # DEPENDENCYPART_GRANDPAR
(13,29),(29,26),-0.308564 # DEPENDENCYPART_GRANDPAR
(13,29),(29,30),-0.195488 # DEPENDENCYPART_GRANDPAR
(13,29),(29,31),-0.280288 # DEPENDENCYPART_GRANDPAR
(13,30),(30,29),-0.628353 # DEPENDENCYPART_GRANDPAR
(13,30),(30,31),-0.0610416 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.386754 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.15917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.51441 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.739598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.461645 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.342899 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.13652 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.508746 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.226056 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.203366 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.2751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.542573 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.466428 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.03769 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.96353 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.694086 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-1.13421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-1.20509 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-1.14503 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-1.09618 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-1.27325 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-0.952911 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.537008 # DEPENDENCYPART_GRANDPAR
(15,13),(13,29),-1.04029 # DEPENDENCYPART_GRANDPAR
(15,13),(13,30),-1.17445 # DEPENDENCYPART_GRANDPAR
(15,13),(13,32),-1.50162 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.702061 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.545289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.491202 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.566046 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.138251 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0759447 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0813816 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.333871 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.148145 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.399507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,30),-0.418952 # DEPENDENCYPART_GRANDPAR
(15,16),(16,32),-1.03192 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.544564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.217622 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.52555 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.112441 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.252367 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.203516 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.548073 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.468556 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.36371 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.382104 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.572474 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.075008 # DEPENDENCYPART_GRANDPAR
(15,18),(18,28),0.360594 # DEPENDENCYPART_GRANDPAR
(15,18),(18,29),-0.274039 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),-0.457579 # DEPENDENCYPART_GRANDPAR
(15,18),(18,32),-1.00015 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0711193 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.115384 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.00991944 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.329036 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.071853 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.233039 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.594682 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.354446 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.13049 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0410358 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0691396 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.615187 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.5352 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.423473 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.314914 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.308916 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.0765483 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.352978 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.537669 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.70224 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.082977 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0281775 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.375449 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.651926 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.191854 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),0.267574 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),0.114036 # DEPENDENCYPART_GRANDPAR
(15,21),(21,31),-0.045096 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.467385 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.111775 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.303948 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.400516 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.433953 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.503015 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.714091 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.166055 # DEPENDENCYPART_GRANDPAR
(15,24),(24,28),0.359247 # DEPENDENCYPART_GRANDPAR
(15,24),(24,29),-0.264681 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),-0.514043 # DEPENDENCYPART_GRANDPAR
(15,24),(24,31),-0.238544 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.140703 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.482258 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.533669 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.464335 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.290371 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.0843105 # DEPENDENCYPART_GRANDPAR
(15,25),(25,28),0.0971573 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.35334 # DEPENDENCYPART_GRANDPAR
(15,25),(25,30),-0.459283 # DEPENDENCYPART_GRANDPAR
(15,25),(25,31),-0.288891 # DEPENDENCYPART_GRANDPAR
(15,25),(25,32),-0.935177 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),0.114036 # DEPENDENCYPART_GRANDPAR
(15,28),(28,30),-0.599412 # DEPENDENCYPART_GRANDPAR
(15,28),(28,31),-0.045096 # DEPENDENCYPART_GRANDPAR
(15,30),(30,29),-0.310478 # DEPENDENCYPART_GRANDPAR
(15,30),(30,31),0.0995308 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.169303 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.420166 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.350065 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.663711 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.51733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.0182713 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.72817 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.15519 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.720351 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.87798 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.38628 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-1.12024 # DEPENDENCYPART_GRANDPAR
(16,15),(15,28),-0.935026 # DEPENDENCYPART_GRANDPAR
(16,15),(15,30),-1.28393 # DEPENDENCYPART_GRANDPAR
(16,15),(15,32),-1.95923 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.176178 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.06757 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.835745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.897119 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.23759 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.227919 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0462424 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.999472 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.462424 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.0150155 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.457451 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.123437 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.446389 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.260917 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),-0.684421 # DEPENDENCYPART_GRANDPAR
(16,18),(18,30),-0.620623 # DEPENDENCYPART_GRANDPAR
(16,18),(18,32),-1.49766 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.629028 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.444485 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0236878 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.618251 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.131402 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.664063 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.468561 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),1.114 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),1.07563 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.256734 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.175585 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.931565 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.350033 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.159339 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.378685 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),0.305456 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.268916 # DEPENDENCYPART_GRANDPAR
(16,20),(20,29),-0.586206 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.695539 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-1.27057 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.837219 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.313718 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.859318 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.626694 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.608972 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.423552 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-1.06729 # DEPENDENCYPART_GRANDPAR
(16,21),(21,31),-1.07712 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.328777 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.747527 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.196994 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.324077 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.0555587 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.881575 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.0700001 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.315065 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.789527 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.365318 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.415263 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.143699 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.225604 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.309815 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.558322 # DEPENDENCYPART_GRANDPAR
(16,24),(24,30),-0.717624 # DEPENDENCYPART_GRANDPAR
(16,24),(24,31),-0.537113 # DEPENDENCYPART_GRANDPAR
(16,26),(26,17),0.915108 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.463356 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.877248 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0349918 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.523497 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.737419 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.118349 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.59446 # DEPENDENCYPART_GRANDPAR
(16,30),(30,29),-0.643267 # DEPENDENCYPART_GRANDPAR
(16,30),(30,31),-0.445046 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.271668 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.449591 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.332709 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.7073 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.738595 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.677813 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.783649 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.248575 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.358303 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.210279 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.287715 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.327778 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.36411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.885598 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.656959 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.724727 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.966682 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.927396 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.938139 # DEPENDENCYPART_GRANDPAR
(18,15),(15,28),-1.00577 # DEPENDENCYPART_GRANDPAR
(18,15),(15,30),-0.904591 # DEPENDENCYPART_GRANDPAR
(18,15),(15,32),-1.21412 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.506436 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.278552 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0560115 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.3571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.737501 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.522098 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.597052 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.784485 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.893864 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.873327 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.785592 # DEPENDENCYPART_GRANDPAR
(18,16),(16,32),-1.1307 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.792576 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.891007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0923369 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.159996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0463754 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0891556 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.173233 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.412397 # DEPENDENCYPART_GRANDPAR
